"grappe","menage","vague","s16aq00","s16aq02","s16aq03","s16aq04","s16aq05","s16aq06","s16aq07","s16aq08","s16aq08_autre","s16aq09a","s16aq09b","s16aq10","s16aq10_autre","s16aq11","s16aq12","s16aq12_autre","s16aq13","s16aq13_autre","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14a__0","s16aq14a__1","s16aq14b__0","s16aq14b__1","s16aq15","s16aq16","s16aq16_autre","s16aq17","s16aq17_autre","s16aq18","s16aq18_autre","s16aq19","s16aq19_autre","s16aq20","s16aq21","s16aq22","s16aq23","s16aq23_autre","s16aq24a","s16aq24b","s16aq24b_autre","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29a2_autre","s16aq29b1","s16aq29b2","s16aq29b2_autre","s16aq29c1","s16aq29c2","s16aq29c2_autre","s16aq29d1","s16aq29d2","s16aq29d2_autre","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq33b_1","s16aq33a_1","s16aq33b_2","s16aq33a_2","s16aq33b_3","s16aq33a_3","s16aq33b_4","s16aq33a_4","s16aq33b_5","s16aq33a_5","s16aq33b_6","s16aq33a_6","s16aq33b_7","s16aq33a_7","s16aq33b_8","s16aq33a_8","s16aq33b_9","s16aq33a_9","s16aq33b_10","s16aq33a_10","s16aq33b_11","s16aq33a_11","s16aq33b_12","s16aq33a_12","s16aq33b_13","s16aq33a_13","s16aq33b_14","s16aq33a_14","s16aq33b_15","s16aq33a_15","s16aq33b_16","s16aq33a_16","s16aq33b_17","s16aq33a_17","s16aq33b_18","s16aq33a_18","s16aq33b_19","s16aq33a_19","s16aq33b_20","s16aq33a_20","s16aq33b_21","s16aq33a_21","s16aq33b_22","s16aq33a_22","s16aq33b_23","s16aq33a_23","s16aq33b_24","s16aq33a_24","s16aq34","s16aq35b_1","s16aq35a_1","s16aq35b_2","s16aq35a_2","s16aq35b_3","s16aq35a_3","s16aq35b_4","s16aq35a_4","s16aq35b_5","s16aq35a_5","s16aq35b_6","s16aq35a_6","s16aq35b_7","s16aq35a_7","s16aq35b_8","s16aq35a_8","s16aq35b_9","s16aq35a_9","s16aq35b_10","s16aq35a_10","s16aq35b_11","s16aq35a_11","s16aq35b_12","s16aq35a_12","s16aq35b_13","s16aq35a_13","s16aq35b_14","s16aq35a_14","s16aq35b_15","s16aq35a_15","s16aq35b_16","s16aq35a_16","s16aq35b_17","s16aq35a_17","s16aq35b_18","s16aq35a_18","s16aq35b_19","s16aq35a_19","s16aq35b_20","s16aq35a_20","s16aq35b_21","s16aq35a_21","s16aq35b_22","s16aq35a_22","s16aq35b_23","s16aq35a_23","s16aq35b_24","s16aq35a_24","s16aq35b_25","s16aq35a_25","s16aq35b_26","s16aq35a_26","s16aq35b_27","s16aq35a_27","s16aq35b_28","s16aq35a_28","s16aq36","s16aq37b_1","s16aq37a_1","s16aq37b_2","s16aq37a_2","s16aq37b_3","s16aq37a_3","s16aq37b_4","s16aq37a_4","s16aq37b_5","s16aq37a_5","s16aq37b_6","s16aq37a_6","s16aq37b_7","s16aq37a_7","s16aq37b_8","s16aq37a_8","s16aq37b_9","s16aq37a_9","s16aq37b_10","s16aq37a_10","s16aq37b_11","s16aq37a_11","s16aq37b_12","s16aq37a_12","s16aq37b_13","s16aq37a_13","s16aq37b_14","s16aq37a_14","s16aq37b_15","s16aq37a_15","s16aq37b_16","s16aq37a_16","s16aq37b_17","s16aq37a_17","s16aq37b_18","s16aq37a_18","s16aq37b_19","s16aq37a_19","s16aq37b_20","s16aq37a_20","s16aq37b_21","s16aq37a_21","s16aq37b_22","s16aq37a_22","s16aq37b_23","s16aq37a_23","s16aq37b_24","s16aq37a_24","s16aq37b_25","s16aq37a_25","s16aq37b_26","s16aq37a_26","s16aq37b_27","s16aq37a_27","s16aq37b_28","s16aq37a_28","s16aq37b_29","s16aq37a_29","s16aq37b_30","s16aq37a_30","s16aq37b_31","s16aq37a_31","s16aq37b_32","s16aq37a_32","s16aq37b_33","s16aq37a_33","s16aq38","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq40","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq42","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq44","s16aq45","s16aq47","s16aq48","s16aq48_autre"
570,7,2,1,1,1,8,1,8,1,8,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,25,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,2,3,2,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,3,15,4,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,3,10,4,10,8,6,9,6,12,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,3,
571,1,1,1,2,1,11,2,,1,3,,1,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,3,,2,,2,20,2,,,,,,2,,1,1,200,1,,0,,,50,1,,0,,,1,0,,0,,10,4,0,,1,2,2,3,9,4,10,22,11,15,12,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,4,3,4,9,20,11,18,12,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,5,9,7,11,10,12,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,20000,0,,,0,,,0,,,2,,,,,,,,,,,,,1,0,,,6,3,0,0,,,0,,,4,2,,7,
571,1,1,1,1,1,11,2,,1,10,,3,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,20,2,,,,,,2,,1,1,100,1,,0,,,150,1,,0,,,1,4,4,0,,4,2,0,,1,4,2,4,3,4,10,8,11,7,12,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,2,3,4,9,8,10,15,11,15,12,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,35000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,7,
571,2,1,1,1,2,1,1,1,1,10,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,1,1,50,1,,0,,,50,1,,0,,,2,,,,,,,,,1,4,1,7,4,7,7,5,10,7,11,5,12,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,15,4,20,7,10,10,15,11,10,12,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,7,
571,2,1,1,1,1,1,1,1,1,55,,0.25,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,,7,
571,2,1,1,2,1,1,1,1,1,3,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,3,,2,,2,15,2,,,,,,2,,1,1,50,1,,0,,,50,1,,0,,,1,0,,0,,2,4,0,,1,3,2,4,3,7,5,8,8,2,11,2,13,4,16,7,19,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,2,7,3,2,4,7,5,15,8,2,12,15,16,15,19,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,5,5,7,8,7,16,10,19,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,7,
571,3,1,1,2,1,9,1,9,1,3,,0.5,1,1,,6,2,,7,,,,,,,,,,,,,,2,,,4,,1,,5,,1,15,2,,,,,,2,,1,2,2,3,,0,,,0,,,0,,,1,0,,0,,1,3,0,,1,21,2,24,6,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,6,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,6,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.3,,
571,3,1,1,3,1,1,1,1,1,4,,0.1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,9,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.08,,
571,3,1,1,1,1,1,1,1,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,120,2,,,,,,2,,1,1,2,3,,0,,,0,,,0,,,2,,,,,,,,,1,27,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,1,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5,1,10000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,4,
571,4,1,1,1,1,1,1,1,2,8,,1.5,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,2,15,2,,,,,,2,,1,1,0,,,0,,,100,1,,0,,,2,,,,,,,,,1,10,1,7,2,5,4,15,5,2,6,8,10,5,11,7,12,7,13,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,2,7,3,15,4,10,5,7,6,5,9,15,10,7,11,10,12,15,13,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,25000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,1.47,,
571,4,1,1,3,1,1,1,1,1,3,,1.5,1,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,1,15,2,,,,,,2,,1,1,50,1,,0,,,50,1,,0,,,1,0,,0,,2,3,0,,1,5,6,2,8,2,10,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,5,3,5,6,5,8,10,9,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,7,6,4,8,5,11,5,12,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,30000,5,2,0,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.47,,
571,4,1,1,2,1,1,1,1,1,4,,0.3,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,2,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,4,1,4,2,4,4,2,5,2,11,4,12,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,10,2,2,3,7,4,5,5,5,6,7,10,7,12,7,13,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,2,1,3,2,4,4,5,7,6,5,8,7,9,5,10,7,11,7,12,5,13,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,0.22,,
571,6,1,1,2,1,6,2,,1,3,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,5,,1,20,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,14,7,14,13,15,16,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,23,7,23,13,21,16,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,7,26,13,28,16,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1.3,,
571,6,1,1,1,1,6,2,,1,8,,0.3,1,1,,6,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,5,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,18,6,8,20,18,22,18,23,8,24,21,25,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,6,12,20,16,22,16,23,16,24,16,25,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,6,9,22,9,23,9,25,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.35,,
571,8,1,1,2,1,7,1,1,1,3,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,3,,5,,1,20,2,,,,,,2,,1,1,1,3,,0,,,0,,,0,,,2,,,,,,,,,1,19,2,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,0,,,16,1,20000,0,,,0,,,2,1,0.2,,
571,8,1,1,1,1,1,2,,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,100,2,,,,,,2,,1,4,4,3,,0,,,0,,,0,,,1,0,,0,,80,3,0,,1,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,15000,0,,,0,,,0,,,1,10,1,20000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,4,
571,9,1,1,1,1,1,2,,1,3,,0.9,1,1,,1,3,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,10,2,,,,,,2,,1,2,50,3,,0,,,0,,,0,,,2,,,,,,,,,1,28,1,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.11,,
571,10,1,1,1,1,2,1,2,1,3,,1,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,5,2,,,,,,2,,1,2,1,3,,0,,,0,,,0,,,2,,,,,,,,,1,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.01,,
571,10,1,1,2,1,6,2,,1,8,,0.8,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,1,,1,,1,1,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,10,3,10,4,10,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5,2,0,0,,,0,,,0,,,2,,,,,,,,,,,,,2,1,0.07,,
571,13,1,1,1,1,1,2,,1,10,,2,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,20,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,20,2,40,5,20,10,15,11,15,14,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,10,2,10,3,10,4,15,5,10,10,10,11,10,12,10,14,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.51,,
571,13,1,1,2,1,1,2,,1,3,,1,1,1,,2,3,,7,,,,,,,,,,,,,,2,,,4,,1,,1,,1,25,2,,,,,,2,,1,1,30,1,,0,,,0,,,0,,,2,,,,,,,,,1,10,2,10,3,5,4,10,10,5,11,10,14,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,2,25,3,10,4,40,10,15,11,30,14,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,15,3,5,4,15,10,10,11,10,14,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.04,,
571,14,1,1,1,2,1,1,1,1,1,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,10,7,4,8,4,12,10,13,4,14,10,15,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,4,5,8,6,12,7,8,8,4,10,4,12,8,13,8,14,12,15,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,2,7,6,10,7,8,8,7,10,7,12,7,13,7,14,7,15,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,7,
571,14,1,1,1,1,1,1,1,1,8,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,8,1,4,6,8,7,8,8,8,10,2,12,4,13,2,14,4,15,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,2,5,4,6,8,7,4,8,8,10,4,12,8,13,8,14,12,15,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,3,2,4,5,8,6,12,7,12,8,4,10,4,12,4,13,8,14,12,15,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,7,
572,1,1,1,4,1,2,1,2,1,3,,0.62,1,1,,2,3,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,20,2,,,,,,2,,1,1,0,,,0,,,50,1,,0,,,2,,,,,,,,,1,20,2,90,6,15,10,15,11,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,2,90,6,90,10,90,11,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,15,6,15,10,15,11,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.62,,
572,1,1,1,2,1,9,1,1,1,1,,0.49,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,1,30,9,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,1,90,9,60,10,60,11,60,12,60,13,60,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,2,15,6,15,7,15,9,30,12,30,13,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.49,,
572,1,1,1,3,1,9,2,,1,10,,0.84,1,1,,9,2,,7,,,,,,,,,,,,,,2,,,4,,1,,1,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,20,1,20,9,10,12,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,1,90,9,60,12,20,13,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,2,15,6,15,9,15,10,15,11,15,12,15,13,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.84,,
572,2,1,1,2,1,3,2,,1,1,,1.1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,5,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,16,3,18,4,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,3,26,4,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,3,13,4,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1.1,,
572,2,1,1,5,1,2,2,,1,3,,0.3,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,1,1,1,3,,0,,,0,,,0,,,2,,,,,,,,,1,16,2,14,6,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,2,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,0,,,11,1,7000,0,,,0,,,1,0,,,14,1,10000,0,,,0,,,2,1,0.3,,
572,2,1,1,3,1,2,2,,1,3,,0.27,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,26,2,24,6,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,2,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,0,,,10,1,10000,0,,,0,,,1,0,,,15,1,10000,0,,,0,,,2,1,0.27,,
572,2,1,1,1,1,1,2,,1,10,,1.29,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,5,2,,,,,,2,,1,1,2,3,,0,,,0,,,0,,,1,0,,0,,4,3,0,,1,23,3,26,4,28,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,3,13,4,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1.29,,
572,3,1,1,1,1,1,1,1,1,55,,0.75,1,1,,1,4,,7,,,,,,,,,,,,,,2,,,4,,1,,3,,1,35,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,25,1,25,2,8,4,8,5,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,25,2,8,4,8,5,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,25,2,25,4,22,5,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,10,0,5,2,0,5,2,0,0,,,1,2,,4,
