"grappe","s04q00","s04q00_autre","s04q01","s04q02","s04q03","s04q03_autre","s04q04","s04q05_1","s04q05_2","s04q05_3","s04q05_4","s04q05_5","s04q05_6","s04q05_7","s04q05_8","s04q05_9","s04q05_10","s04q05_11","s04q05_12","s04q05_autre","s04q06","s04q07_1","s04q07_2","s04q07_3","s04q07_4","s04q07_5","s04q07_6","s04q07_7","s04q07_8","s04q07_autre","s04q08","s04q09_1","s04q09_2","s04q09_3","s04q09_4","s04q09_5","s04q09_6"
946,6,,1,1,13,"parents d'eleves",1,2,2,1,2,2,2,2,2,1,1,2,2,,1,2,1,1,2,2,2,2,2,,1,2,2,1,1,2,1
946,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,9,,1,1,10,,1,2,2,2,2,2,2,2,1,1,2,2,2,,1,2,1,2,2,2,2,1,2,,1,2,2,2,2,2,1
946,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,11,,1,1,10,,1,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,2,2,2,2,2,1,2,,,2,2,2,1,2,2
946,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,13,,1,1,10,,1,2,2,2,2,2,2,2,2,1,2,2,1,"conseillers municipaux",1,2,2,2,2,2,2,1,2,,,2,2,2,1,2,1
946,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,15,,1,1,10,,1,2,2,2,2,2,2,2,2,1,1,2,2,,1,2,1,2,2,2,2,1,2,,1,2,2,2,1,2,1
946,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,17,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1
946,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,11,,1,1,13,"population",1,2,2,2,2,2,2,2,2,1,2,2,1,"conseiller municipal",1,2,1,,2,2,2,2,2,,1,2,2,1,1,2,2
947,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,5,,1,1,13,"population",1,2,1,2,2,2,2,2,2,1,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,2
948,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,11,,1,1,12,,1,2,1,2,2,2,2,2,2,1,2,1,2,,1,2,2,2,2,2,2,1,2,,,1,2,2,2,2,2
948,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,5,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1
950,6,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1
950,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,10,,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1
950,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,18,"reabilitation de la grande mosquee",1,1,13,"decide par la communaute",1,1,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,1,1
951,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1
951,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1
952,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,6,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
953,7,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
953,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,9,,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1
953,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,6,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
954,7,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
954,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,9,,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1
954,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,2,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1
955,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,5,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2
955,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,9,,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1
955,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,2,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1
956,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,5,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2
956,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,9,,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1
956,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,11,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2
958,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,4,,1,1,2,,1,1,1,2,2,2,2,2,2,2,2,1,2,,2,,,,,,,,,,,2,2,1,2,2,2
959,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,4,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
960,5,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2
960,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,11,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
960,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,2,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
961,3,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
961,4,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
961,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,6,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
961,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,8,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
961,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,10,,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
961,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,5,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
962,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,17,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
