"grappe","s04q00","s04q00_autre","s04q01","s04q02","s04q03","s04q03_autre","s04q04","s04q05_1","s04q05_2","s04q05_3","s04q05_4","s04q05_5","s04q05_6","s04q05_7","s04q05_8","s04q05_9","s04q05_10","s04q05_11","s04q05_12","s04q05_autre","s04q06","s04q07_1","s04q07_2","s04q07_3","s04q07_4","s04q07_5","s04q07_6","s04q07_7","s04q07_8","s04q07_autre","s04q08","s04q09_1","s04q09_2","s04q09_3","s04q09_4","s04q09_5","s04q09_6"
692,17,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,3,,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
693,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,6,,1,1,2,,1,1,2,1,2,2,2,2,2,2,2,2,1,"ape",1,2,1,1,1,2,2,2,2,,1,2,1,2,2,2,2
693,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,11,,1,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1
693,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,12,,1,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2
694,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,12,,1,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2
695,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,2,,1,1,1,,1,2,2,2,2,2,2,2,2,2,2,2,1,"population et conseillers",1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,2
697,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,5,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
697,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,2,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1
698,3,,1,1,13,"population",2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
698,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,5,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
698,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,7,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
698,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,11,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
698,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,17,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,18,"cloture du cimetiere",1,1,13,"riverains",2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1
700,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,17,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,2,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1
701,3,,1,1,13,"population",2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
701,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,5,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
701,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,7,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
701,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,11,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
701,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,6,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
704,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,5,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
705,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,7,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,8,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,9,,1,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
705,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,17,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
705,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2
706,2,,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1
706,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,6,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2
706,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,11,,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2
706,12,,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2
706,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,5,,1,1,3,,1,1,1,1,1,2,2,2,1,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,1,2
707,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,10,,1,1,5,,1,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,,2,1,2,2,2,2
707,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,17,,1,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,1,2,2,2,2
707,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1,,1,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,2,,1,2,1,2,2,2,2,2,2,,1,1,1,1,2,2,2
713,2,,1,1,4,,1,2,1,1,2,2,2,2,2,2,1,1,2,,1,2,1,1,2,2,2,2,2,,1,1,1,1,2,2,2
713,3,,1,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,2,,1,2,1,2,2,2,2,2,2,,1,1,1,2,2,2,2
713,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,5,,1,1,4,,1,2,1,1,2,2,2,2,2,2,1,1,2,,1,2,2,2,2,2,1,2,2,,1,1,1,1,1,1,1
713,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,7,,1,1,4,,1,1,1,1,2,2,2,2,2,2,1,1,2,,1,2,2,1,2,2,2,2,2,,1,1,1,2,1,2,2
713,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,9,,1,1,2,,1,1,1,2,1,2,2,2,2,2,1,1,2,,1,2,1,2,2,2,2,2,2,,1,1,1,1,1,2,2
713,10,,1,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,2,,1,2,1,2,2,2,2,2,2,,1,1,1,2,2,2,2
713,11,,1,1,3,,1,2,1,1,1,1,2,2,2,2,2,1,2,,1,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,2
713,12,,1,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,2,,1,2,2,1,2,2,2,2,2,,1,1,1,1,2,2,2
713,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,17,,1,1,3,,1,1,1,1,2,1,2,2,2,2,2,1,2,,1,2,2,1,2,2,2,2,2,,1,1,1,1,2,2,2
713,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,10,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
