"grappe","menage","vague","membres__id","s06q00_0","s06q00","s06q01__1","s06q01__2","s06q01__3","s06q01__4","s06q01__5","s06q02","s06q03","s06q04","s06q04_autre","s06q05","s06q06","s06q06_autre","s06q07","s06q08","s06q09","s06q10","s06q11","s06q011_autre","s06q12","s06q12_autre","s06q13a","s06q13b","s06q14","s06q15","s06q16","s06q17","s06q18","s06q19"
2,1,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,1,2,3,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,1,2,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,1,2,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,1,2,8,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,1,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,3,2,2,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
2,3,2,4,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,3,2,3,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,4,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,4,2,4,1,,1,2,2,1,1,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,4,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,5,2,3,2,2,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
2,5,2,4,2,2,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
2,5,2,2,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
2,6,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,7,2,1,1,,1,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
2,8,2,1,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
2,12,2,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,12,2,6,1,,2,2,2,2,2,,2,6,,,,,2,2,2,,,,,,,,,,,,,
2,12,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,12,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,13,2,3,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
2,13,2,7,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,13,2,2,1,,2,2,2,2,2,,2,6,,,,,2,2,2,,,,,,,,,,,,,
2,13,2,8,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
2,13,2,5,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,14,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,14,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,15,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
2,15,2,2,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
2,16,2,1,1,,1,2,2,1,1,1,1,,,1,,,,2,1,1,8,,1,,2,2022,8400000,2,84,100000,5,1
2,16,2,2,1,,2,2,2,1,2,2,2,3,,,,,1,2,2,,,,,,,,,,,,,
3,2,1,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
3,3,1,1,1,,1,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
3,4,1,3,1,,2,1,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
3,4,1,10,2,9,1,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
3,4,1,4,2,7,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
3,4,1,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
3,4,1,9,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
3,4,1,6,2,7,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
3,4,1,13,1,,1,2,2,2,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
3,5,1,2,1,,1,2,1,1,2,2,1,,,1,,,,2,1,1,6,,1,,1,2021,1200000,2,11,108500,8,1
3,5,1,3,2,2,2,2,1,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
3,6,1,3,2,2,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
3,6,1,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
3,6,1,1,1,,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
3,7,1,1,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
3,9,1,4,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
3,9,1,1,1,,2,2,2,1,2,2,2,2,,,,,2,2,,,,,,,,,,,,,,
3,9,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
3,13,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
3,13,1,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
3,14,1,3,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
3,14,1,2,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
3,14,1,4,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
3,15,1,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
3,16,1,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
3,17,1,7,1,,2,2,2,1,2,2,2,5,,,,,1,1,,,,,,,,,,,,,,
3,17,1,10,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
3,17,1,9,2,4,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
3,17,1,4,1,,1,2,2,1,1,1,1,,,1,,,1,1,2,0,,,,,,,,,,,,
3,17,1,1,1,,2,2,2,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
3,17,1,5,1,,2,2,2,1,2,2,2,8,,,,,1,1,,,,,,,,,,,,,,
3,17,1,11,1,,2,2,2,1,2,2,2,8,,,,,1,1,,,,,,,,,,,,,,
3,17,1,6,1,,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
4,1,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,2,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,2,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,3,2,1,1,,2,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,3,2,3,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
4,3,2,7,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,3,2,4,2,1,2,2,1,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
4,3,2,8,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,3,2,6,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,3,2,9,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
4,4,2,3,1,,2,2,1,1,2,1,2,4,,,,,2,2,2,,,,,,,,,,,,,
4,4,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,4,2,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,4,2,4,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,5,2,3,1,,2,2,1,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
4,7,2,3,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,8,2,1,1,,2,2,2,1,2,2,2,6,,,,,1,2,2,,,,,,,,,,,,,
4,9,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,9,2,1,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,12,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,6,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
4,11,2,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,11,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,8,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,10,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,7,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,2,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,3,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,16,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,4,1,,1,2,2,2,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,11,2,9,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,12,2,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,12,2,2,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
4,12,2,9,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,12,2,1,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
4,12,2,3,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
4,12,2,8,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
4,13,2,1,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
5,2,1,1,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
5,2,1,21,1,,1,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
5,2,1,10,2,2,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
5,2,1,28,1,,2,2,2,1,2,2,2,3,,,,,1,2,,,,,,,,,,,,,,
5,2,1,2,1,,1,1,1,1,1,2,2,8,,,,,1,2,,,,,,,,,,,,,,
5,2,1,25,1,,1,1,1,1,1,2,2,8,,,,,1,2,,,,,,,,,,,,,,
5,2,1,14,2,2,1,1,1,1,1,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,2,1,13,2,2,1,1,1,1,1,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,2,1,22,1,,1,1,1,1,1,2,2,8,,,,,1,2,,,,,,,,,,,,,,
5,2,1,4,1,,2,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
5,4,1,4,2,2,1,2,2,1,1,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,4,1,3,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,4,1,2,1,,1,2,1,1,1,1,2,8,,,,,2,2,,,,,,,,,,,,,,
5,4,1,1,2,2,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
5,5,1,2,1,,2,2,2,1,2,2,2,6,,,,,2,2,,,,,,,,,,,,,,
5,5,1,1,1,,2,2,2,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
5,5,1,3,1,,2,2,2,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
5,5,1,9,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
5,5,1,6,1,,1,2,2,1,2,2,2,8,,,,,1,2,,,,,,,,,,,,,,
5,5,1,14,1,,1,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,6,1,3,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
5,6,1,16,2,5,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
5,6,1,11,2,5,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,6,1,10,2,5,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,6,1,13,2,5,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,6,1,12,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,6,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,6,1,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,3,2,2,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,8,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,1,2,1,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,5,2,2,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,7,2,2,2,2,1,2,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,7,1,9,1,,1,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
5,7,1,6,2,5,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,9,1,3,1,,1,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
5,9,1,2,1,,2,2,1,2,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,9,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,10,1,8,1,,1,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
5,10,1,9,2,7,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,13,1,,1,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,3,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,1,1,,1,2,2,1,1,1,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,10,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
5,10,1,4,2,1,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
5,11,1,6,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,11,1,3,1,,1,2,2,1,1,1,2,8,,,,,1,2,,,,,,,,,,,,,,
5,11,1,5,1,,2,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
5,12,1,4,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
5,12,1,5,2,4,2,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
5,12,1,2,1,,2,2,2,1,2,2,2,2,,,,,2,2,2,,,,,,,,,,,,,
5,13,1,1,1,,2,1,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
5,14,1,1,2,3,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
5,14,1,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,14,1,3,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,15,1,7,2,3,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,15,1,2,1,,1,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,15,1,11,1,,1,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
5,15,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
5,15,1,10,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
5,15,1,3,1,,1,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
6,2,2,1,2,2,2,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,2,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,3,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,4,2,8,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,4,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,4,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,4,2,9,2,1,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,16,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,3,1,,1,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,9,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,14,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,1,1,,2,2,2,1,2,1,2,2,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,10,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
6,5,2,15,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,6,2,4,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
6,6,2,3,2,2,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,6,2,2,1,,1,2,2,1,1,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,7,2,12,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,7,2,10,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,7,2,1,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
6,7,2,6,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
6,8,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
6,8,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
6,10,2,2,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
6,10,2,6,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,10,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
6,10,2,7,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,11,2,2,1,,2,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,12,2,1,1,,2,2,2,2,2,,2,4,,,,,2,2,2,,,,,,,,,,,,,
6,13,2,3,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,13,2,1,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,13,2,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,13,2,7,1,,2,2,1,2,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,13,2,2,1,,2,2,1,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,13,2,4,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,14,2,13,1,,2,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
6,14,2,1,1,,2,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
6,14,2,4,1,,2,2,1,1,2,1,2,3,,,,,2,2,2,,,,,,,,,,,,,
7,1,1,4,2,1,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,1,1,2,2,1,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,1,1,1,1,,1,2,2,2,1,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,2,1,4,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,2,1,3,2,1,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,2,1,2,2,1,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,2,1,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,3,1,2,1,,1,2,2,1,1,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,3,1,1,1,,1,1,2,1,1,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,3,1,3,1,,1,2,1,1,1,1,1,,,1,,,,2,2,1,3,,1,,1,2021,2500000,2,19,129150,10,1
7,3,1,4,2,3,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,13,1,3,1,,1,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
7,13,1,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
7,13,1,16,1,,1,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
7,13,1,4,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
7,13,1,1,1,,2,2,2,2,2,,2,5,,,,,2,1,2,,,,,,,,,,,,,
7,13,1,6,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
7,14,1,1,1,,2,2,1,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
7,14,1,2,2,1,2,2,2,1,2,2,2,5,,,,,1,1,2,,,,,,,,,,,,,
7,15,1,1,2,2,1,2,2,2,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,15,1,3,2,2,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,15,1,2,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,16,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
7,17,1,3,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
7,17,1,1,1,,1,2,2,2,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
7,17,1,2,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
8,2,2,1,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,3,2,2,1,,1,2,2,1,2,1,1,,,1,,,1,1,1,2,9,,2,,5,2021,1360000,2,34,40000,12,1
8,3,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,3,2,5,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,5,2,2,1,,2,2,1,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
8,5,2,1,1,,1,2,2,1,1,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,7,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,13,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,11,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,20,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,21,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,16,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,4,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,2,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,15,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,1,2,2,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,8,2,19,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,9,2,9,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,9,2,4,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
8,9,2,2,1,,1,2,2,1,2,1,1,,,2,4,,,2,2,,,,,,,,,,,,,
8,9,2,1,1,,1,2,2,1,2,2,1,,,1,,,,2,1,1,5,,1,,3,2021,660000,2,12,55000,6,1
8,9,2,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,9,2,3,1,,2,2,2,1,2,2,1,,,2,4,,,2,2,,,,,,,,,,,,,
8,10,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,12,2,5,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,12,2,9,2,2,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,12,2,1,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,12,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,12,2,13,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,12,2,6,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,13,2,3,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
8,13,2,1,2,2,1,2,2,1,1,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,13,2,2,1,,2,2,2,1,2,2,2,4,,,,,2,2,2,,,,,,,,,,,,,
8,14,2,1,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
8,15,2,1,1,,1,2,2,2,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,15,2,3,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,15,2,2,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,16,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
8,16,2,4,2,1,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
8,16,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
8,16,2,3,2,1,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
