"grappe","menage","vague","membres__id","s06q00_0","s06q00","s06q01__1","s06q01__2","s06q01__3","s06q01__4","s06q01__5","s06q02","s06q03","s06q04","s06q04_autre","s06q05","s06q06","s06q06_autre","s06q07","s06q08","s06q09","s06q10","s06q11","s06q011_autre","s06q12","s06q12_autre","s06q13a","s06q13b","s06q14","s06q15","s06q16","s06q17","s06q18","s06q19"
175,7,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,7,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,14,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,9,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,3,1,,2,2,2,1,2,2,2,6,,,,,1,2,2,,,,,,,,,,,,,
175,8,1,21,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
175,8,1,2,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
175,8,1,39,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,8,2,1,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,17,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,13,2,1,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,4,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,16,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
175,8,1,22,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,8,1,29,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,3,1,,2,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,8,2,34,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,15,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,6,2,4,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,34,1,,2,2,1,1,2,1,2,5,,,,,1,2,2,,,,,,,,,,,,,
175,9,1,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,29,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,7,2,4,2,2,2,2,2,,2,2,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,16,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,13,1,,2,2,2,1,2,2,2,6,,,,,2,1,2,,,,,,,,,,,,,
175,9,1,14,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,30,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,9,1,4,1,,2,2,2,2,2,,2,5,,,,,1,2,2,,,,,,,,,,,,,
175,10,1,2,1,,2,2,2,1,2,1,2,3,,,,,1,2,2,,,,,,,,,,,,,
175,10,1,1,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
175,10,1,5,2,1,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,10,1,3,1,,2,2,2,1,2,1,2,3,,,,,1,2,2,,,,,,,,,,,,,
175,11,1,18,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,11,1,1,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
175,11,1,8,2,1,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
175,11,1,20,2,18,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,12,1,1,1,,1,2,2,1,2,2,2,6,,,,,2,2,2,,,,,,,,,,,,,
175,12,1,9,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,12,1,4,2,1,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
175,12,1,8,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
175,12,1,5,1,,2,2,2,1,2,2,2,3,,,,,2,1,2,,,,,,,,,,,,,
175,12,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,1,2,1,1,,1,2,2,1,2,1,2,7,,,,,2,2,1,1,4,,1,,4,2017,5000000,2,64,78125,43,1
176,1,2,2,2,1,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,5,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,3,2,2,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,15,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,10,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,9,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,1,1,,1,2,2,1,2,1,1,,,1,,,,2,1,1,4,,1,,1,2021,,2,1,,0,1
176,2,2,2,1,,2,2,2,2,2,,2,2,,,,,1,1,1,2,11,"Tabataba",7,,1,2022,30000,2,6,5000,4,1
176,2,2,4,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,14,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,2,2,12,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,3,2,1,1,,2,2,2,1,2,2,2,7,,,,,2,2,1,1,10,,1,,1,2015,400000,7,,,,1
176,3,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,4,2,2,2,1,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,4,2,8,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,4,2,1,1,,1,2,2,1,2,1,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,4,2,9,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,4,2,7,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,23,1,,2,2,2,1,2,2,2,8,,,,,2,1,2,,,,,,,,,,,,,
176,5,2,14,1,,1,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,6,1,,1,2,1,1,2,1,1,,,1,,,,2,1,1,4,,1,,1,2022,10200000,2,60,170000,4,1
176,5,2,10,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,40,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,21,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,41,2,2,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,22,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,4,1,,2,2,2,1,2,1,2,8,,,,,1,2,2,,,,,,,,,,,,,
176,5,2,9,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
176,5,2,8,1,,2,2,2,1,2,2,2,8,,,,,1,1,2,,,,,,,,,,,,,
176,5,2,5,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,12,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,2,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,1,1,,2,2,1,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,5,2,3,2,2,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,6,2,1,1,,1,2,2,1,2,2,1,,,1,,,,2,1,1,8,,1,,2,2022,300000,2,10,30000,1,1
176,7,2,10,2,1,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,18,2,1,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,6,1,,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,1,1,,1,2,2,1,2,1,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,17,1,,2,2,2,1,2,2,2,4,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,16,1,,2,2,2,2,2,,2,2,,,,,2,2,2,,,,,,,,,,,,,
176,7,2,19,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,8,2,4,2,1,2,2,2,2,2,,2,10,"trop jeune n a pas de compte bancaire",,,,2,2,2,,,,,,,,,,,,,
176,8,2,7,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,8,2,1,1,,2,2,2,1,2,2,2,10,"n a pas de compte bancaire",,,,2,2,2,,,,,,,,,,,,,
176,8,2,6,2,1,2,2,2,2,2,,2,10,"trop jeune n a pas de compte bancaire",,,,2,2,2,,,,,,,,,,,,,
176,8,2,2,1,,1,2,2,1,1,1,2,6,,,,,2,2,1,1,4,,1,,1,2020,6180000,2,60,103000,28,1
176,9,2,5,2,4,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,9,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,25,2,4,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,6,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,22,2,4,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,23,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,15,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,16,2,4,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,4,2,4,1,2,2,1,2,1,2,6,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,1,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,11,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,10,2,4,2,2,2,2,2,,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,54,2,4,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,2,2,4,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
176,9,2,20,1,,1,2,2,1,2,2,1,,,1,,,,2,1,2,5,,1,,1,2022,314400,2,12,26200,1,1
176,9,2,8,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
176,9,2,3,1,,1,2,2,1,2,2,1,,,1,,,,2,1,1,11,"reinforcement de son entreprise",1,,1,2022,711000,2,10,71100,1,1
176,10,2,2,1,,2,2,2,1,2,2,2,8,,,,,1,2,2,,,,,,,,,,,,,
176,10,2,1,1,,1,2,2,1,2,2,2,7,,,,,1,2,1,1,4,,1,,5,2021,7476000,2,84,89000,11,1
176,10,2,9,2,4,2,2,2,2,2,,2,10,"malade mentale",,,,2,2,2,,,,,,,,,,,,,
176,10,2,4,1,,1,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
176,11,2,1,1,,1,2,2,1,2,2,2,6,,,,,1,2,2,,,,,,,,,,,,,
176,12,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,12,2,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,12,2,1,2,2,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
176,12,2,6,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
177,1,1,1,2,4,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,1,1,11,1,,2,2,2,2,2,,2,4,,,,,2,2,,,,,,,,,,,,,,
177,1,1,5,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
177,1,1,8,2,3,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,1,1,12,1,,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
177,1,1,2,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
177,1,1,4,1,,2,2,2,1,2,2,2,3,,,,,1,2,,,,,,,,,,,,,,
177,1,1,7,1,,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,1,1,6,1,,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,1,1,9,2,12,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,1,1,3,1,,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,2,1,4,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,2,1,2,1,,2,2,2,1,2,2,2,2,,,,,2,2,,,,,,,,,,,,,,
177,2,1,1,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
177,2,1,3,1,,2,2,2,1,2,2,2,2,,,,,2,2,,,,,,,,,,,,,,
177,3,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,3,1,3,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,3,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,3,1,4,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,3,1,8,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,4,1,10,2,1,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,4,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,4,1,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,4,1,2,2,1,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
177,4,1,6,2,1,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,5,1,6,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,5,1,1,1,,2,2,2,1,2,2,1,,,2,5,,,2,2,,,,,,,,,,,,,
177,5,1,2,2,1,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
177,6,1,4,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
177,6,1,7,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,6,1,2,1,,2,2,1,1,2,1,2,6,,,,,2,2,,,,,,,,,,,,,,
177,6,1,11,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,6,1,3,1,,2,2,2,1,2,2,2,4,,,,,2,2,,,,,,,,,,,,,,
177,6,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,7,1,4,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
177,7,1,5,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
177,7,1,2,1,,1,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
177,7,1,1,1,,1,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
177,7,1,3,1,,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,8,1,2,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
177,8,1,4,1,,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,8,1,3,1,,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
177,8,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,9,1,4,2,1,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,9,1,15,2,1,1,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
177,9,1,1,1,,1,2,2,1,2,1,2,8,,,,,2,1,,,,,,,,,,,,,,
177,9,1,12,2,1,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
177,9,1,2,1,,1,2,2,1,2,1,2,8,,,,,1,2,,,,,,,,,,,,,,
177,9,1,14,2,1,2,2,2,1,2,1,2,5,,,,,1,2,,,,,,,,,,,,,,
177,9,1,17,1,,1,2,2,1,2,1,2,6,,,,,2,2,,,,,,,,,,,,,,
177,10,1,10,1,,2,2,2,1,2,2,2,2,,,,,2,2,,,,,,,,,,,,,,
177,10,1,5,1,,2,2,2,1,2,2,2,2,,,,,2,2,,,,,,,,,,,,,,
177,10,1,8,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,10,1,1,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
177,10,1,7,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,11,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,11,1,8,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,11,1,16,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
177,11,1,1,1,,1,2,2,1,2,2,1,,,1,,,,2,1,1,4,,1,,1,2021,750000,2,43,17640,10,1
177,11,1,7,2,1,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,13,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
177,13,1,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
178,1,2,1,1,,1,2,2,1,2,1,1,,,1,,,,2,1,1,6,,1,,2,2022,5040000,5,12,420000,4,1
178,1,2,5,2,2,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,1,2,6,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,1,2,7,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,1,2,2,1,,2,2,2,1,2,2,2,5,,,,,1,1,1,1,9,,7,,6,2022,30000,2,1,33000,0,1
178,2,2,6,1,,2,2,2,2,2,,2,4,,,,,2,2,2,,,,,,,,,,,,,
178,2,2,2,1,,2,2,2,1,2,2,2,8,,,,,2,2,2,,,,,,,,,,,,,
178,2,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,2,2,7,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,2,2,8,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,3,2,20,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,3,2,2,1,,2,2,2,2,2,,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,4,2,2,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,4,2,7,1,,1,1,1,2,1,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,5,2,2,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,5,2,19,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,5,2,1,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,6,2,6,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,6,2,9,1,,2,2,2,1,2,2,2,3,,,,,1,2,2,,,,,,,,,,,,,
178,6,2,3,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,6,2,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,6,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,7,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,7,2,8,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,7,2,3,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,7,2,7,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,8,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,8,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,9,2,15,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,9,2,12,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,9,2,2,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,9,2,1,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,9,2,16,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,9,2,14,1,,2,2,2,1,2,2,2,5,,,,,1,2,2,,,,,,,,,,,,,
178,10,2,3,1,,2,2,2,1,2,2,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,10,2,2,1,,2,2,2,1,2,2,2,3,,,,,1,1,1,1,8,,7,,5,2022,50000,2,1,57500,0,1
178,10,2,1,1,,2,2,2,1,2,1,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,11,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,7,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,11,1,,2,2,2,2,2,,2,3,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,10,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,5,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,17,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
178,12,2,2,1,,2,2,2,1,2,2,2,5,,,,,2,2,2,,,,,,,,,,,,,
179,1,1,6,2,1,2,2,2,2,2,,2,2,,,,,2,2,,,,,,,,,,,,,,
179,1,1,2,1,,2,2,2,2,2,,2,5,,,,,1,1,,,,,,,,,,,,,,
179,1,1,7,1,,2,2,2,1,2,2,2,1,,,,,2,2,,,,,,,,,,,,,,
179,1,1,8,2,1,2,2,2,1,2,2,2,2,,,,,2,2,,,,,,,,,,,,,,
179,1,1,5,2,1,2,2,2,2,2,,2,5,,,,,1,1,,,,,,,,,,,,,,
179,1,1,9,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
179,1,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
179,2,1,1,1,,2,2,2,1,2,2,2,4,,,,,2,2,,,,,,,,,,,,,,
179,2,1,4,1,,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
179,3,1,2,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,3,1,1,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
179,3,1,4,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
179,4,1,7,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,4,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,4,1,2,1,,2,2,2,2,2,,2,5,,,,,2,1,,,,,,,,,,,,,,
179,4,1,5,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,4,1,3,2,2,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,5,1,6,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,5,1,4,2,2,2,2,2,2,2,,2,3,,,,,2,2,,,,,,,,,,,,,,
179,5,1,1,1,,2,2,2,1,2,2,2,4,,,,,2,2,,,,,,,,,,,,,,
179,5,1,5,1,,2,2,2,2,2,,2,8,,,,,1,2,,,,,,,,,,,,,,
179,5,1,2,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
179,6,1,27,1,,2,2,2,1,2,1,2,3,,,,,1,2,,,,,,,,,,,,,,
179,6,1,7,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
179,6,1,5,2,1,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
179,6,1,2,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
179,6,1,10,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
179,6,1,6,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
179,6,1,25,2,1,2,2,2,1,2,2,2,3,,,,,2,2,,,,,,,,,,,,,,
179,6,1,16,2,1,2,2,2,2,2,,2,3,,,,,2,2,,,,,,,,,,,,,,
179,6,1,11,1,,2,2,2,2,2,,2,3,,,,,1,2,,,,,,,,,,,,,,
179,6,1,14,1,,1,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
179,6,1,21,2,1,2,2,2,2,2,,2,3,,,,,2,2,,,,,,,,,,,,,,
179,6,1,24,1,,2,2,2,1,2,1,2,3,,,,,2,2,,,,,,,,,,,,,,
179,6,1,9,1,,2,2,2,1,2,1,2,8,,,,,2,2,,,,,,,,,,,,,,
179,6,1,1,1,,2,2,2,1,2,1,2,5,,,,,2,2,,,,,,,,,,,,,,
179,6,1,26,1,,2,2,2,2,2,,2,5,,,,,1,2,,,,,,,,,,,,,,
179,6,1,15,1,,2,2,2,2,2,,2,3,,,,,1,2,,,,,,,,,,,,,,
179,6,1,8,2,2,2,2,2,2,2,,2,8,,,,,2,2,,,,,,,,,,,,,,
179,7,1,10,1,,2,2,2,1,2,2,2,5,,,,,2,2,,,,,,,,,,,,,,
179,7,1,9,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,7,1,2,1,,2,2,2,1,2,2,2,5,,,,,1,2,,,,,,,,,,,,,,
179,7,1,1,1,,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,7,1,4,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,7,1,5,2,1,2,2,2,2,2,,2,5,,,,,2,2,,,,,,,,,,,,,,
179,8,1,3,2,1,2,2,2,1,2,2,2,8,,,,,2,2,,,,,,,,,,,,,,
