"grappe","menage","vague","s20bq01","s20bq03","s20bq04a","s20bq04b","s20bq04c","s20bq04d","s20bq06a","s20bq06b","s20bq07a","s20bq07b","s20bq07c","s20bq08__1","s20bq08__2","s20bq08__3","s20bq08__4","s20bq09","s20bq10","s20bq11","s20bq12__1","s20bq12__2","s20bq12__3","s20bq12a1","s20bq12b1","s20bq12c1","s20bq12d1","s20bq12a2","s20bq12b2","s20bq12c2","s20bq12d2","s20bq13a","s20bq13b2","s20bq13c","s20bq13d","s20bq13e","s20bq13f","s20bq13g","s20bq13h","s20bq13i","s20bq13j","s20bq14a","s20bq14b","s20bq14c","s20bq15a","s20bq15b","s20bq15c","s20bq16","s20bq17a","s20bq17b","s20bq18a","s20bq18b","s20bq18c","s20bq18d","s20bq18e","s20bq18f","s20bq18g","s20bq18g_autre"
502,8,2,3,3,1,1,4,1,2,1,1,1,2,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,
502,9,2,3,1,4,4,4,4,1,1,3,3,3,1,1,1,1,3,3,1,0,0,1,,,,,,,,,2,1,4,4,4,4,4,4,4,4,2,4,2,1,1,1,4,4,4,3,2,3,3,3,2,3,
502,10,2,4,3,3,1,4,1,1,1,2,2,3,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,3,1,1,1,4,4,3,3,3,1,3,3,3,
502,11,2,1,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,3,1,0,0,1,,,,,,,,,4,1,1,2,4,2,3,3,4,4,2,4,2,1,1,1,4,4,4,3,2,3,2,3,3,3,
502,12,2,4,3,3,1,4,4,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,3,3,3,3,3,3,3,3,
503,1,1,1,3,3,2,4,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,0,1,"police","dépot de pièce d'identité pour son fils",2000,,,,,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,3,4,4,3,3,3,3,3,3,3,
503,2,1,4,3,1,1,2,3,1,2,1,2,2,2,2,1,2,2,3,1,0,0,1,,,,,,,,,2,1,1,2,3,2,1,2,3,3,2,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,
503,3,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,3,1,2,2,2,3,2,2,3,2,3,2,1,2,4,4,3,2,3,3,3,3,3,
503,4,1,3,3,2,1,2,3,1,2,1,2,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,2,1,3,3,1,1,3,3,4,2,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,
503,5,1,4,4,3,1,2,2,1,1,1,1,1,2,2,1,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,4,2,3,3,3,3,3,3,3,3,
503,6,1,1,3,2,2,1,2,2,2,3,2,4,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,
503,7,1,4,4,3,3,1,1,1,1,1,1,4,2,2,2,2,1,1,3,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,4,2,4,2,1,1,1,4,4,4,1,3,3,1,3,1,3,
503,8,1,3,3,2,1,1,3,1,1,1,1,2,2,2,1,2,3,2,3,0,0,1,,,,,,,,,3,2,3,3,4,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
503,9,1,4,3,1,1,2,3,1,2,4,3,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,1,1,2,3,2,1,3,4,3,2,4,2,3,3,2,4,2,3,3,3,3,3,3,3,3,
503,10,1,3,4,1,1,2,2,1,1,1,3,3,2,2,2,2,3,2,1,0,0,1,,,,,,,,,2,2,1,1,3,2,1,3,4,3,1,4,2,3,3,2,4,3,3,3,3,3,3,2,3,3,
503,11,1,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,2,1,1,1,1,1,1,1,3,2,3,2,3,1,1,2,3,1,2,2,3,2,3,3,3,
503,12,1,4,4,3,1,1,1,2,2,1,1,1,2,2,2,2,1,2,3,0,0,1,,,,,,,,,1,2,1,2,1,1,1,1,1,2,2,4,2,1,1,1,1,1,1,3,3,3,3,3,3,3,
504,1,2,1,2,2,2,4,1,1,1,2,2,3,1,1,2,2,1,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,3,3,2,3,2,2,1,1,3,3,3,3,3,3,3,2,3,3,
504,2,2,2,3,2,2,2,1,2,2,2,2,3,2,2,1,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,3,3,3,2,4,4,1,2,2,3,2,2,3,4,4,3,3,3,3,3,3,3,
504,3,2,1,2,2,2,4,1,1,2,1,3,1,2,2,2,2,1,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,2,2,1,1,1,1,4,4,3,3,3,3,3,3,3,
504,4,2,2,3,2,2,3,1,1,1,2,3,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,2,2,2,3,3,3,3,4,3,2,3,2,3,2,2,3,4,3,3,3,3,3,3,3,3,
504,5,2,2,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
504,6,2,1,1,3,2,4,1,1,1,2,2,3,1,1,2,2,2,1,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,3,2,1,1,1,3,3,3,2,3,3,3,3,3,3,
504,7,2,2,3,1,1,3,1,2,1,1,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,2,2,2,3,3,3,2,4,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,
504,8,2,2,2,2,2,3,1,1,2,1,2,2,1,1,1,2,1,2,1,0,0,1,,,,,,,,,2,1,1,1,2,2,2,3,4,4,1,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
504,9,2,2,2,2,2,2,3,1,1,3,3,3,2,2,2,1,2,2,2,0,0,1,,,,,,,,,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,
504,10,2,1,1,2,2,2,2,1,1,3,3,4,2,2,2,1,2,3,2,0,0,1,,,,,,,,,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,
504,11,2,2,2,2,2,3,2,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,3,3,2,4,3,2,2,4,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,
504,12,2,2,3,2,2,3,1,2,2,2,2,3,2,2,2,2,2,2,1,0,0,1,,,,,,,,,2,2,2,2,3,3,2,2,4,3,2,3,2,3,2,2,4,4,4,3,3,3,3,3,3,3,
505,1,1,1,2,2,1,4,2,2,2,3,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,2,1,1,1,1,3,1,1,1,2,4,2,1,1,2,4,3,3,2,3,3,3,3,3,3,
505,2,1,2,2,2,2,3,2,1,2,3,3,3,2,2,2,2,3,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,
505,3,1,3,3,2,1,4,1,1,1,3,3,3,1,1,1,2,1,2,1,0,0,1,,,,,,,,,4,4,4,4,4,4,4,3,4,4,2,3,2,4,2,4,4,4,4,3,2,3,3,3,3,3,
505,4,1,3,3,2,1,4,1,1,1,1,1,3,2,2,1,1,3,3,1,0,0,1,,,,,,,,,1,1,1,3,4,3,3,3,4,4,2,4,2,3,1,2,3,4,3,3,3,3,3,3,3,3,
505,5,1,3,3,1,2,2,1,2,1,1,1,1,2,2,1,2,1,3,3,0,0,1,,,,,,,,,1,1,1,1,1,1,1,3,3,2,2,3,2,2,4,1,3,3,3,2,2,2,3,3,3,3,
505,6,1,1,1,2,2,3,1,1,1,2,2,3,2,2,1,1,1,2,1,0,0,1,,,,,,,,,1,2,1,3,2,1,3,1,4,4,2,3,1,1,1,1,3,3,2,2,2,3,3,2,3,3,
505,7,1,3,3,3,3,3,2,2,2,3,3,3,2,2,2,1,2,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,3,2,2,3,3,3,2,3,
505,8,1,3,3,1,2,4,2,1,2,1,2,2,2,2,2,1,1,2,2,0,0,1,,,,,,,,,3,3,2,2,3,3,3,2,4,4,1,4,2,1,2,1,4,3,4,2,3,3,3,2,3,3,
505,9,1,2,3,3,2,3,2,2,1,1,1,2,2,2,2,2,1,2,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,2,1,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
505,10,1,1,2,1,1,2,3,1,1,1,1,1,2,2,2,2,1,3,1,1,0,0,2,"agriculture","distribution de semence",3000,,,,,1,1,4,1,1,2,2,1,1,1,1,1,2,3,1,1,3,3,3,2,2,2,3,2,3,3,
505,11,1,1,2,2,1,1,1,1,1,1,1,4,2,2,1,2,2,3,2,1,0,0,1,"mairie","faire un extrait de naissance",1000,,,,,1,3,4,4,4,4,4,4,4,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,
505,12,1,4,4,1,1,4,2,2,1,3,2,4,2,2,1,2,1,3,3,0,0,1,,,,,,,,,3,3,4,4,4,4,3,2,4,4,2,4,2,4,2,1,4,4,4,3,3,3,3,3,3,3,
506,1,2,1,2,2,3,4,2,1,1,2,2,2,1,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,3,3,2,1,2,1,1,1,3,3,3,3,3,3,3,2,3,3,
506,2,2,1,2,2,2,2,2,1,1,4,4,4,2,2,2,1,3,2,2,0,0,1,,,,,,,,,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,
506,3,2,3,3,2,2,4,1,1,2,2,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,4,2,1,1,1,4,4,4,3,2,3,3,3,3,3,
506,4,2,1,1,2,2,2,2,1,1,2,3,2,2,2,2,1,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
506,5,2,2,3,2,2,3,2,1,1,2,2,4,2,2,1,1,2,2,2,0,0,1,,,,,,,,,3,2,2,3,3,3,3,3,4,4,2,2,2,3,2,2,3,3,3,3,3,3,3,2,3,3,
506,6,2,2,2,2,2,3,2,2,2,3,3,3,1,1,1,1,3,2,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
506,7,2,1,2,3,2,4,1,1,1,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,3,2,1,1,1,4,4,4,3,3,3,3,2,3,3,
506,8,2,3,3,2,2,2,1,1,1,2,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,2,3,3,3,3,3,2,4,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
506,9,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,3,2,2,0,0,1,,,,,,,,,2,2,2,2,2,3,3,3,3,3,1,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
506,10,2,3,3,1,2,4,2,1,1,3,3,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,3,3,2,4,4,3,3,2,3,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,
506,11,2,3,3,2,2,3,1,1,1,2,2,4,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,1,2,2,3,3,3,2,4,4,2,3,2,3,2,2,3,4,4,3,3,3,3,3,3,3,
506,12,2,3,4,1,2,1,1,1,1,1,1,3,2,2,2,2,1,3,3,0,0,1,,,,,,,,,1,2,1,1,4,1,1,1,4,3,2,3,2,4,3,3,4,4,2,3,3,3,3,3,3,3,
507,1,1,2,2,3,1,4,1,1,1,3,3,3,2,2,1,2,2,3,3,0,0,1,,,,,,,,,3,4,4,4,4,4,4,4,4,4,1,3,1,3,3,2,3,4,4,3,3,3,3,2,3,3,
507,2,1,2,3,2,3,1,3,2,2,3,2,4,2,2,1,2,3,3,3,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
507,3,1,2,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,3,3,2,3,3,3,3,3,
507,4,1,1,1,1,1,3,2,1,1,2,3,4,2,2,2,1,1,3,2,0,0,1,,,,,,,,,1,3,1,1,2,1,4,1,3,3,2,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,
507,5,1,1,2,2,2,4,2,1,1,1,2,3,2,2,2,1,1,3,1,0,0,1,,,,,,,,,1,3,1,2,1,2,2,2,3,3,2,2,2,1,1,1,4,3,3,2,2,3,2,3,3,3,
507,6,1,3,2,2,1,4,2,1,1,3,3,3,2,2,1,2,3,3,3,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,1,3,2,3,2,3,3,2,4,2,3,3,3,3,3,3,
507,7,1,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,3,3,
507,8,1,1,2,1,2,3,1,1,1,2,3,2,1,2,2,1,1,3,1,0,0,1,,,,,,,,,1,2,1,1,4,2,4,3,4,4,1,1,2,1,1,1,3,3,4,3,2,3,2,2,3,3,
507,9,1,1,2,1,1,4,1,1,1,2,2,2,2,2,1,2,1,3,1,0,0,1,,,,,,,,,2,2,1,1,2,1,3,2,2,3,1,4,2,2,1,1,3,4,4,2,2,3,3,2,2,3,
507,10,1,1,2,2,2,2,2,1,1,2,2,4,2,2,1,2,2,3,2,0,0,1,,,,,,,,,4,4,4,4,4,4,2,4,4,4,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,
507,11,1,1,2,2,2,4,2,1,1,1,2,3,2,2,1,2,1,2,2,0,0,1,,,,,,,,,3,2,3,1,3,3,4,1,2,3,2,1,2,1,1,1,3,3,3,3,2,3,3,3,3,3,
507,12,1,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,2,3,3,3,3,3,
508,1,1,1,3,2,2,1,2,1,1,3,1,1,2,2,2,2,3,2,2,0,0,1,,,,,,,,,4,3,3,3,3,1,1,1,1,3,2,3,2,3,1,1,3,3,4,2,3,3,3,3,3,3,
508,2,1,1,3,3,2,1,2,1,1,1,3,3,2,2,2,2,4,3,4,0,0,1,,,,,,,,,3,1,1,2,1,2,2,3,4,1,2,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,
508,3,1,1,1,1,3,1,2,1,1,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,3,3,1,1,1,1,1,1,4,1,2,3,2,1,1,1,1,3,1,3,1,1,2,2,3,3,
508,4,1,2,3,1,1,3,3,1,2,2,3,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,2,2,3,3,2,1,3,4,3,2,4,2,3,3,2,3,2,3,3,3,3,3,1,1,3,
508,5,1,2,2,4,1,4,1,1,1,2,1,2,2,2,1,2,2,3,2,0,0,1,,,,,,,,,2,2,1,3,4,4,4,2,4,4,2,3,2,1,1,1,3,3,4,3,3,3,3,3,3,3,
508,6,1,3,3,2,1,3,3,1,2,2,3,3,2,2,2,2,2,2,1,0,0,1,,,,,,,,,3,2,2,3,3,2,1,3,4,3,2,4,2,3,2,3,4,2,3,3,3,3,3,3,1,3,
508,7,1,3,1,3,2,4,2,2,1,1,1,1,2,2,2,2,2,3,2,0,0,1,,,,,,,,,4,3,3,3,4,4,4,4,4,4,2,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,
508,8,1,2,4,2,2,3,3,1,2,2,3,3,2,2,1,2,3,3,1,0,0,1,,,,,,,,,3,2,1,2,3,2,1,3,4,4,2,4,2,3,3,2,4,2,3,3,3,3,3,3,3,3,
508,9,1,1,1,3,3,2,1,2,2,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,4,2,2,1,1,4,3,2,3,3,3,3,3,2,3,
508,10,1,3,3,1,1,2,3,1,2,2,3,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,1,1,2,3,2,1,3,4,3,2,3,2,3,3,2,4,3,2,3,3,3,3,3,3,3,
508,11,1,1,1,3,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,0,0,1,,,,,,,,,3,3,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,3,3,3,3,3,
508,12,1,4,4,4,1,2,1,1,1,2,2,2,2,2,2,1,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,3,2,4,2,3,3,3,3,3,1,1,1,1,3,3,3,1,"ldd"
509,1,2,3,3,3,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,3,1,4,2,3,1,1,1,1,1,1,1,1,1,1,3,3,
509,2,2,3,3,3,3,4,2,1,1,2,1,2,2,1,1,2,1,2,1,0,0,1,,,,,,,,,2,1,2,2,4,3,4,4,4,4,2,4,2,1,1,1,4,4,2,2,2,3,2,2,3,3,
509,3,2,2,2,3,3,3,1,1,1,3,2,2,1,2,2,2,2,2,2,0,0,1,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,2,2,2,3,3,3,
509,4,2,1,3,2,3,4,1,1,1,1,1,1,2,2,1,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,4,2,3,1,1,4,4,4,3,1,3,1,3,3,3,
509,5,2,3,4,3,2,4,1,1,1,1,2,3,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,3,1,1,4,3,4,3,3,3,3,3,3,3,
509,6,2,4,3,4,4,4,1,1,1,2,2,2,1,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,
509,7,2,3,2,2,2,4,3,1,1,1,4,4,1,1,1,1,1,1,1,0,0,1,,,,,,,,,3,2,2,2,3,2,2,2,2,4,2,4,2,2,2,2,3,3,2,3,2,3,3,3,3,3,
509,9,2,4,4,4,4,4,1,1,1,1,1,4,2,2,2,1,4,3,1,0,0,1,,,,,,,,,1,1,2,2,3,3,3,3,4,3,2,4,2,1,1,1,3,3,2,3,3,3,3,3,3,3,
509,10,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,3,1,1,2,1,2,3,2,2,3,2,3,3,2,1,2,3,3,2,3,3,
509,11,2,2,4,4,4,1,3,1,1,1,4,4,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,2,3,3,4,4,4,4,4,2,4,2,2,1,1,2,2,2,3,2,3,3,3,3,3,
509,12,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,0,0,1,,,,,,,,,3,2,2,2,2,3,2,4,3,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,3,3,
509,13,2,3,4,4,4,4,4,1,1,1,3,2,1,1,1,1,2,2,1,0,0,1,,,,,,,,,4,1,4,4,3,3,3,3,4,4,2,4,2,3,1,1,2,4,4,2,2,3,2,2,2,3,
510,1,1,2,2,2,2,3,2,1,1,2,3,3,1,1,2,1,1,1,2,0,0,1,,,,,,,,,3,3,3,3,4,4,3,3,4,3,1,3,2,4,4,4,3,3,3,2,2,3,2,2,2,3,
510,2,1,4,3,3,2,3,1,1,1,1,2,2,2,2,2,1,2,2,1,0,0,1,,,,,,,,,2,1,1,2,3,1,1,1,2,2,1,4,2,2,2,2,4,4,4,3,2,3,2,2,3,3,
510,3,1,3,4,4,2,3,1,1,1,1,1,3,2,2,2,1,2,2,1,0,0,1,,,,,,,,,1,1,2,2,3,1,1,1,3,3,1,4,2,3,1,2,3,4,3,1,2,3,2,2,3,3,
510,4,1,1,2,2,2,2,2,1,1,3,1,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,3,3,3,3,3,2,2,2,4,3,1,2,1,2,1,3,3,2,2,3,3,3,3,3,3,3,
510,5,1,1,2,2,2,2,2,1,1,3,1,3,2,2,2,2,2,2,3,0,0,1,,,,,,,,,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,
510,6,1,1,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,2,2,2,2,2,2,3,2,2,2,2,3,1,1,1,1,1,3,3,3,3,3,3,3,
510,7,1,3,3,3,2,3,1,1,1,1,1,2,2,2,2,1,2,2,1,0,0,1,,,,,,,,,2,1,1,2,1,1,1,2,3,3,1,4,2,3,2,2,4,4,4,1,3,3,2,1,1,3,
510,8,1,1,2,2,2,2,2,1,1,3,2,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,
510,10,1,2,2,2,2,4,1,2,1,2,2,2,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,3,3,3,1,3,2,3,3,3,3,
510,11,1,3,3,4,2,4,1,1,1,2,2,3,2,2,2,1,2,2,1,0,0,1,,,,,,,,,2,1,2,2,3,1,1,1,3,1,1,4,2,2,2,1,4,4,4,1,3,1,1,1,3,3,
510,13,1,2,3,2,1,2,1,1,1,1,1,2,2,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,1,2,1,1,4,3,2,4,2,1,1,1,3,3,4,3,2,3,2,2,3,3,
510,14,1,4,2,3,1,3,2,2,2,1,3,4,2,2,2,2,2,3,3,0,0,1,,,,,,,,,4,1,1,3,3,3,3,3,4,4,2,4,2,3,1,1,4,1,1,2,3,3,3,3,3,3,
511,1,2,3,4,1,1,4,1,1,1,1,1,2,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,4,4,4,3,3,3,3,3,3,3,
511,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
511,3,2,2,1,2,2,4,2,1,1,2,2,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
511,4,2,2,2,2,2,2,2,1,1,2,3,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,3,3,3,3,3,3,
511,5,2,4,4,4,4,4,4,1,1,2,2,2,2,1,1,2,4,3,4,0,0,1,,,,,,,,,4,3,3,4,4,4,3,3,4,4,2,4,2,3,1,1,4,4,4,3,2,3,3,3,3,3,
511,6,2,4,4,2,1,4,1,1,1,1,1,1,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
511,7,2,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,4,1,1,2,1,2,2,2,4,4,2,4,2,1,1,1,1,1,1,3,3,1,3,3,3,3,
511,8,2,3,3,4,4,4,1,1,1,1,1,1,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,1,1,1,1,3,3,3,3,3,3,3,
511,9,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
511,10,2,3,1,4,4,4,4,1,1,2,4,4,2,2,2,2,3,3,1,0,0,1,,,,,,,,,3,3,3,3,4,4,4,4,4,4,2,3,2,1,1,1,3,4,4,3,2,3,3,3,3,3,
511,11,2,1,4,4,4,4,4,1,1,2,2,3,1,1,1,1,2,3,4,0,0,1,,,,,,,,,4,4,4,4,4,4,4,1,1,2,2,2,2,1,1,1,4,2,2,2,3,3,3,3,2,3,
511,12,2,3,3,3,2,4,1,1,1,1,2,2,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,4,3,3,3,3,3,3,3,3,3,
512,1,1,1,4,2,2,2,1,1,1,3,2,3,2,2,2,2,4,3,2,0,0,1,,,,,,,,,3,2,3,3,2,2,3,3,1,3,1,3,1,1,1,1,3,3,2,3,3,3,3,3,3,3,
512,2,1,3,3,2,4,4,1,1,1,2,2,4,2,2,2,2,2,2,2,0,0,1,,,,,,,,,1,1,1,2,1,2,1,3,4,4,2,1,2,3,2,2,3,4,3,2,2,3,3,3,2,3,
512,3,1,3,3,2,3,3,1,1,1,1,2,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,2,4,3,2,1,2,3,2,2,4,2,3,2,2,3,3,3,3,3,
512,4,1,1,1,2,2,2,2,1,1,3,3,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,3,3,2,3,1,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,
512,5,1,1,3,3,3,3,3,1,1,3,3,3,2,2,2,2,3,3,4,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,
512,6,1,4,4,3,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,0,0,1,,,,,,,,,1,1,1,2,3,2,1,1,3,3,2,3,2,2,1,2,3,3,3,2,3,3,2,3,3,3,
512,7,1,2,2,2,2,2,2,1,1,3,3,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,4,2,2,3,3,3,3,3,3,1,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
512,8,1,3,3,3,2,3,1,1,1,1,1,2,2,2,2,1,1,2,1,0,0,1,,,,,,,,,1,1,1,2,3,2,1,1,3,3,1,4,2,3,1,1,4,4,4,3,3,3,3,1,3,3,
512,9,1,3,3,3,3,4,2,2,2,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,3,3,2,3,2,3,3,3,
512,10,1,4,4,3,2,3,2,1,1,1,1,3,2,2,2,1,2,2,1,0,0,1,,,,,,,,,2,1,2,2,3,2,1,1,3,3,1,4,2,2,2,1,4,4,4,2,3,2,3,3,3,3,
512,11,1,1,2,2,2,2,2,1,1,3,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,4,4,2,4,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
