"grappe","menage","vague","s20bq01","s20bq03","s20bq04a","s20bq04b","s20bq04c","s20bq04d","s20bq06a","s20bq06b","s20bq07a","s20bq07b","s20bq07c","s20bq08__1","s20bq08__2","s20bq08__3","s20bq08__4","s20bq09","s20bq10","s20bq11","s20bq12__1","s20bq12__2","s20bq12__3","s20bq12a1","s20bq12b1","s20bq12c1","s20bq12d1","s20bq12a2","s20bq12b2","s20bq12c2","s20bq12d2","s20bq13a","s20bq13b2","s20bq13c","s20bq13d","s20bq13e","s20bq13f","s20bq13g","s20bq13h","s20bq13i","s20bq13j","s20bq14a","s20bq14b","s20bq14c","s20bq15a","s20bq15b","s20bq15c","s20bq16","s20bq17a","s20bq17b","s20bq18a","s20bq18b","s20bq18c","s20bq18d","s20bq18e","s20bq18f","s20bq18g","s20bq18g_autre"
116,7,1,3,3,2,3,4,2,2,1,1,1,3,2,2,2,2,2,2,3,0,0,1,,,,,,,,,3,2,2,2,1,1,1,1,4,4,2,4,2,3,3,3,4,4,4,3,3,3,3,3,3,3,
116,8,1,2,3,2,2,3,2,2,1,2,2,2,1,2,1,2,2,1,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,4,4,2,4,2,2,1,2,2,2,2,3,2,3,2,3,3,3,
116,11,1,3,1,3,3,4,3,1,1,1,2,3,2,2,2,2,2,2,3,0,0,1,,,,,,,,,1,1,1,2,2,3,1,2,3,3,1,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,
116,12,1,3,4,3,2,1,1,1,1,2,3,3,2,2,1,1,3,3,1,0,0,1,,,,,,,,,2,2,3,3,3,2,3,3,4,4,2,4,2,3,2,2,3,3,4,3,3,3,3,3,3,3,
116,13,1,2,2,2,2,3,2,1,1,1,2,2,1,1,1,1,2,2,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,4,4,2,4,2,3,2,1,4,4,4,3,3,3,3,3,3,3,
116,14,1,3,3,2,3,4,1,1,1,1,1,4,1,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,1,1,1,1,4,4,1,3,2,3,2,3,3,4,2,3,3,3,3,3,3,3,
117,1,2,3,3,3,3,3,2,1,1,2,2,3,1,2,2,2,2,2,2,0,0,1,,,,,,,,,3,2,2,1,2,2,2,2,2,2,2,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,
117,2,2,4,2,4,3,3,2,1,1,2,2,3,1,2,2,2,2,2,2,0,0,1,,,,,,,,,3,2,2,2,2,1,1,2,2,3,1,3,2,3,1,1,3,2,3,3,3,3,3,3,3,3,
117,3,2,1,2,4,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,
117,4,2,1,2,4,3,3,1,1,1,2,2,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,4,3,3,3,3,3,3,3,4,4,1,3,2,2,1,1,2,1,2,3,3,3,3,3,2,3,
117,5,2,1,2,4,3,3,1,2,2,2,2,2,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,
117,6,2,2,1,3,3,4,3,2,2,1,2,3,1,2,2,2,3,2,1,0,0,1,,,,,,,,,2,1,2,2,3,3,3,3,4,4,1,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
117,7,2,3,4,4,4,4,2,1,1,2,3,3,1,2,2,2,2,2,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,2,3,3,2,4,2,3,1,1,3,3,3,3,3,3,3,3,3,3,
117,8,2,1,2,4,3,3,2,1,1,2,2,2,2,2,1,1,2,2,2,0,0,1,,,,,,,,,2,2,3,4,3,3,3,3,3,4,1,3,2,1,1,1,1,1,1,3,2,2,3,3,3,3,
117,9,2,1,2,3,3,3,1,2,1,2,2,4,2,2,2,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,3,3,3,3,3,3,3,3,3,2,"avec"
117,10,2,1,3,3,3,4,3,1,1,3,3,3,1,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,3,3,3,3,3,3,3,3,1,3,1,2,2,1,1,1,1,3,3,3,3,3,3,3,
117,11,2,3,3,4,3,3,2,1,2,2,1,3,1,2,2,2,1,3,2,0,0,1,,,,,,,,,2,2,1,1,2,2,1,2,3,3,2,4,2,3,1,1,3,3,4,3,3,3,3,3,3,3,
117,12,2,1,1,3,3,4,3,2,2,4,4,4,1,2,2,2,1,2,1,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
118,1,1,3,2,2,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,1,1,4,2,2,2,2,3,3,3,2,3,3,3,3,2,3,
118,2,1,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
118,4,1,2,2,4,3,4,1,1,1,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,4,3,3,3,3,3,3,3,
118,6,1,3,3,4,2,4,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,1,,,,,,,,,1,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,3,3,4,3,3,3,3,3,3,3,
118,8,1,3,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,4,2,2,2,2,2,4,2,2,4,2,2,2,2,3,3,4,3,1,3,3,3,3,3,
118,9,1,3,3,2,2,3,2,1,1,2,2,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,4,4,1,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,
118,10,1,2,3,3,2,4,1,1,1,1,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2,2,3,3,4,2,3,3,3,3,2,3,
118,11,1,2,2,2,2,3,2,1,1,2,3,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,2,2,2,2,3,3,3,3,3,3,3,
118,13,1,3,2,2,2,3,2,1,1,2,2,3,1,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,
118,14,1,2,2,2,2,4,2,1,1,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,
118,15,1,3,3,3,2,4,4,1,1,2,2,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,4,1,3,3,1,3,3,3,3,3,3,2,3,3,3,
118,16,1,3,2,2,2,4,2,2,1,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,4,4,1,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,
119,1,2,1,3,4,4,2,2,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
119,2,2,4,4,3,3,1,2,1,1,1,2,3,2,2,1,2,2,2,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,3,3,3,2,4,2,3,1,1,3,3,3,3,3,3,2,3,3,3,
119,3,2,2,2,3,3,3,2,1,1,3,3,3,1,2,1,2,2,3,2,0,0,1,,,,,,,,,2,1,2,1,2,1,1,2,3,3,1,3,2,2,1,1,3,3,2,3,2,3,2,2,3,3,
119,4,2,2,3,3,3,2,3,1,1,1,2,3,2,2,1,2,2,2,1,0,0,1,,,,,,,,,2,2,2,1,1,2,2,2,4,4,1,3,2,2,1,1,3,3,3,3,2,3,2,3,3,3,
119,5,2,1,2,3,2,4,3,1,1,2,3,3,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,
119,6,2,1,1,4,4,4,3,1,1,1,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,3,3,3,2,3,3,2,2,3,3,
119,7,2,3,1,1,1,4,3,1,1,3,3,4,1,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,3,3,3,3,2,3,3,3,3,
119,8,2,3,1,2,2,4,1,1,1,3,2,3,1,2,2,2,2,2,1,0,0,1,,,,,,,,,2,1,3,2,1,2,2,2,3,3,1,3,1,4,2,3,3,3,3,2,3,3,2,2,3,3,
119,9,2,3,3,3,3,2,2,1,1,2,2,3,2,2,1,2,2,2,1,0,0,1,,,,,,,,,1,2,1,1,1,1,1,2,3,3,1,4,2,3,1,1,3,2,2,2,3,3,3,3,3,3,
119,10,2,1,3,4,4,4,1,1,1,2,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,4,4,3,3,3,3,3,3,3,3,2,3,2,4,1,1,4,3,1,3,3,3,3,3,3,3,
119,11,2,1,3,4,4,2,3,1,1,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,4,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
119,12,2,1,3,2,4,4,3,1,1,2,3,3,2,2,1,1,2,3,3,0,0,1,,,,,,,,,4,2,2,2,3,3,3,3,4,4,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
120,2,1,3,3,3,3,4,2,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,2,3,3,3,3,3,3,2,3,3,3,
120,3,1,3,3,2,2,4,2,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,2,2,2,1,1,1,1,1,1,2,3,1,2,2,2,3,2,2,3,3,3,2,3,3,3,
120,4,1,4,4,2,2,4,2,1,1,1,1,1,2,2,2,2,4,3,1,1,0,0,1,"mairie","pour un extrait",1000,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,4,4,2,4,4,4,3,3,3,3,3,3,3,
120,5,1,3,2,4,2,3,1,1,1,2,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,
120,6,1,2,3,3,3,4,1,1,1,1,1,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,2,2,2,2,1,1,1,3,2,4,2,2,2,2,4,3,4,3,3,3,1,3,3,3,
120,7,1,3,3,2,2,3,2,1,1,2,2,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,4,4,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,
120,8,1,2,3,4,2,4,1,1,1,1,2,3,2,2,1,2,2,3,1,0,0,1,,,,,,,,,2,2,3,3,2,2,2,2,3,3,1,3,2,2,2,2,4,3,4,3,3,2,2,3,3,3,
120,10,1,3,2,2,2,3,2,2,1,3,2,1,2,2,2,2,3,3,3,0,0,1,,,,,,,,,3,2,2,2,2,2,2,2,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
120,11,1,2,2,3,2,4,3,1,1,3,3,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,
120,13,1,3,3,2,2,3,2,2,1,2,2,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,4,4,1,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,
120,14,1,3,3,2,2,2,2,1,1,2,2,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,3,4,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,
120,15,1,3,2,4,3,4,1,1,1,2,2,2,1,2,1,1,1,2,2,0,0,1,,,,,,,,,2,2,2,2,3,2,2,2,2,2,1,3,2,2,2,2,3,3,3,1,3,1,2,1,3,3,
121,1,2,1,2,4,4,3,2,1,1,3,3,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,3,3,3,3,3,3,
121,2,2,1,2,4,4,3,2,1,1,3,2,2,2,2,2,2,2,3,3,0,0,1,,,,,,,,,3,3,3,4,2,3,3,3,3,3,2,3,2,4,4,4,4,4,4,3,3,3,3,3,3,3,
121,3,2,1,2,2,3,4,1,1,1,2,2,4,1,2,1,1,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,
121,4,2,1,3,3,3,2,3,1,1,2,3,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,1,3,3,3,3,3,3,3,3,1,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
121,5,2,4,4,4,4,3,2,1,1,1,2,3,2,2,1,2,2,2,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,2,3,3,2,4,2,3,1,1,3,3,4,3,3,3,2,2,3,3,
121,6,2,1,3,3,3,2,2,1,1,2,2,4,2,2,2,2,2,2,1,0,0,1,,,,,,,,,3,1,3,3,3,3,3,3,3,3,1,4,2,1,1,1,3,3,3,2,2,3,3,3,3,3,
121,7,2,3,3,3,3,2,2,1,1,2,2,4,2,1,2,2,3,1,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,3,3,3,2,3,2,3,1,1,3,3,3,3,3,2,1,3,3,2,"association sportive"
121,8,2,4,4,3,3,4,2,1,1,1,2,3,2,2,1,2,2,1,1,0,0,1,,,,,,,,,2,1,1,1,2,1,1,2,3,3,2,4,2,3,1,1,3,4,3,3,3,3,3,3,3,3,
121,9,2,1,3,4,4,2,3,1,1,3,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,4,4,4,4,4,3,3,3,3,3,2,3,2,3,1,1,4,1,2,3,3,3,3,3,3,3,
121,10,2,2,1,3,3,2,2,1,1,2,2,3,2,2,1,2,2,2,1,0,0,1,,,,,,,,,2,2,1,1,2,1,1,2,3,3,2,3,2,2,1,1,2,3,3,3,3,3,3,3,3,3,
121,11,2,3,3,3,1,2,3,1,1,1,1,1,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,2,2,3,3,3,3,3,2,3,3,3,
121,12,2,1,2,4,4,3,1,1,1,3,2,3,2,2,1,1,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,1,2,1,2,3,2,3,2,3,3,3,
122,1,1,3,3,3,3,4,2,1,1,1,1,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,1,1,1,1,1,1,1,3,3,2,4,2,3,3,3,3,4,4,3,3,3,3,3,3,3,
122,2,1,2,2,2,1,4,2,2,1,1,2,4,2,2,2,2,3,3,3,0,0,1,,,,,,,,,3,2,2,2,2,2,2,2,4,4,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,
122,5,1,2,3,2,2,3,2,2,1,3,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,
122,6,1,3,3,2,3,3,1,2,1,2,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
122,7,1,2,3,2,3,4,2,1,1,3,2,3,1,2,1,2,2,2,2,0,0,1,,,,,,,,,3,1,1,1,1,1,1,2,4,4,1,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,
122,8,1,3,3,4,2,3,1,1,1,2,1,2,2,2,1,2,2,3,1,0,0,1,,,,,,,,,1,1,4,2,2,1,1,1,3,3,2,4,2,2,2,1,4,3,4,3,3,3,3,3,3,3,
122,10,1,2,2,3,3,3,2,1,1,3,3,2,2,2,1,2,2,3,3,0,0,1,,,,,,,,,2,3,3,3,1,1,1,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,
122,11,1,3,3,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,0,0,1,,,,,,,,,2,2,3,2,2,2,1,2,3,2,2,3,2,3,2,2,3,3,4,3,3,1,3,3,3,3,
122,12,1,2,3,2,2,4,1,1,1,2,2,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,2,2,2,2,1,1,1,2,4,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,
122,13,1,3,3,3,2,3,2,1,1,2,1,2,2,2,1,2,2,3,1,0,0,1,,,,,,,,,2,2,4,2,2,2,2,2,3,3,2,4,2,3,2,2,3,3,4,3,2,3,3,3,3,3,
122,14,1,2,3,2,2,4,2,1,1,2,2,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,3,2,2,3,1,1,2,2,3,2,2,4,2,3,1,2,3,2,2,3,3,3,3,3,3,3,
122,15,1,2,3,2,2,4,2,2,2,3,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,4,4,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,
123,1,2,1,4,4,4,2,2,1,1,2,2,2,2,2,2,2,4,3,3,0,0,1,,,,,,,,,4,3,3,3,4,3,3,4,4,4,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,
123,2,2,3,3,3,2,3,2,1,1,3,2,3,1,2,2,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,3,3,1,1,1,3,1,4,2,2,2,3,3,3,3,2,3,2,3,2,3,3,
123,3,2,1,1,2,3,3,3,1,1,2,2,2,2,2,2,2,2,3,1,1,0,0,35000,"police","taximan",35000,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
123,4,2,1,3,2,3,4,1,1,1,2,2,3,1,2,1,1,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,3,3,3,3,2,2,3,2,2,2,3,
123,5,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,4,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,
123,6,2,3,1,3,2,3,2,1,1,2,2,2,1,2,1,2,2,2,1,0,0,1,,,,,,,,,2,2,1,1,1,1,2,2,3,3,1,3,2,3,1,1,3,2,2,2,3,2,2,3,3,3,
123,7,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,
123,8,2,1,2,2,2,4,3,1,1,1,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,1,3,3,1,3,2,3,2,2,2,3,3,2,2,3,2,3,3,3,
123,9,2,3,3,4,4,2,2,1,1,1,2,2,1,2,2,2,2,2,1,0,0,1,,,,,,,,,2,1,1,2,2,1,1,2,3,3,2,3,2,2,1,1,3,3,2,3,3,2,3,2,2,3,
123,10,2,1,3,4,4,2,3,1,1,2,3,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,4,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,4,2,2,3,3,3,3,3,3,3,
123,11,2,2,3,3,3,3,2,1,1,2,2,3,1,2,2,2,2,3,2,0,0,1,,,,,,,,,2,1,1,1,2,1,1,2,3,3,2,3,2,3,1,1,3,3,3,2,3,3,2,2,3,3,
123,12,2,4,3,3,3,3,3,1,1,1,2,3,1,1,2,2,2,2,2,0,0,1,,,,,,,,,2,1,1,1,2,2,1,2,3,3,1,3,2,3,1,1,3,3,3,3,2,3,2,3,3,3,
124,1,2,1,2,4,4,2,2,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,4,4,3,3,3,3,3,3,2,3,2,3,3,3,3,1,1,3,3,3,3,3,3,3,
124,2,2,2,3,3,3,2,3,1,1,2,3,3,1,2,1,2,2,2,2,0,0,1,,,,,,,,,1,2,1,2,2,1,1,3,3,3,1,3,2,3,1,1,3,3,3,2,2,3,2,2,3,3,
124,3,2,3,3,3,3,3,2,1,1,2,3,3,1,2,2,2,1,2,3,0,0,1,,,,,,,,,2,2,2,1,2,1,1,2,3,3,1,3,2,2,1,1,3,3,3,2,2,3,2,2,3,3,
124,4,2,3,3,3,2,1,3,1,1,1,2,3,1,2,2,2,2,2,1,0,0,1,,,,,,,,,2,2,1,1,1,2,2,3,3,3,1,3,2,2,1,1,3,3,3,2,2,3,3,2,3,3,
124,5,2,1,1,3,2,4,3,1,1,2,2,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,4,2,4,1,3,3,4,4,2,3,3,2,3,3,3,
124,6,2,1,3,4,4,2,1,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,2,3,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,3,3,3,2,3,3,3,
124,7,2,3,3,2,3,4,1,1,1,2,2,2,2,2,2,1,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,2,1,3,3,2,4,2,3,2,1,3,3,3,3,3,3,3,3,3,3,
124,8,2,2,1,2,3,4,3,1,1,3,3,4,1,2,2,2,2,2,1,0,0,1,,,,,,,,,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,
124,9,2,3,3,3,3,2,2,1,2,2,3,4,1,2,1,2,2,2,1,0,0,1,,,,,,,,,1,1,2,1,1,1,1,2,3,3,1,4,2,2,1,1,3,3,3,2,2,3,2,2,3,3,
124,10,2,1,3,4,4,2,2,1,1,2,2,2,2,2,1,1,3,3,4,0,0,1,,,,,,,,,4,2,2,2,2,2,2,2,2,2,2,3,2,4,1,1,3,1,1,2,1,3,3,3,3,3,
124,11,2,1,3,4,4,2,2,1,1,3,3,3,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,3,3,3,3,3,2,3,1,1,2,2,2,4,1,1,3,4,3,3,3,3,3,3,3,3,
124,12,2,1,3,4,2,4,1,1,1,3,2,4,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,
125,2,1,3,2,4,1,4,2,1,1,2,1,4,2,2,2,2,3,3,4,0,0,1,,,,,,,,,3,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1,3,3,3,1,3,2,1,2,3,3,
125,3,1,3,2,1,1,4,1,1,1,2,2,4,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,2,2,2,2,2,2,4,4,1,3,2,2,1,1,3,4,4,2,3,3,3,3,3,3,
125,4,1,3,3,2,2,4,1,1,1,2,2,4,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,1,3,4,4,3,2,3,3,3,3,3,
125,5,1,4,3,1,1,4,1,1,1,1,1,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,1,2,1,1,1,1,1,2,2,2,3,2,2,1,1,4,4,4,2,2,3,3,3,3,3,
125,6,1,2,3,3,2,3,3,2,2,1,1,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
125,7,1,1,4,3,3,4,4,1,1,3,3,4,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,4,4,2,3,3,3,3,3,3,3,3,
125,8,1,3,4,3,2,4,2,1,1,3,3,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,2,3,3,2,4,2,2,2,3,4,3,3,3,3,3,3,3,3,3,
125,9,1,4,3,3,2,4,2,1,1,1,2,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,4,2,2,2,2,2,2,2,3,3,1,2,1,2,2,1,4,3,3,1,1,3,1,3,3,3,
125,10,1,3,4,3,3,4,1,1,1,3,3,4,2,2,1,2,1,2,1,0,0,1,,,,,,,,,2,3,2,2,3,3,3,3,3,3,2,4,2,2,1,1,4,4,4,3,3,3,3,3,3,3,
125,12,1,3,3,4,1,4,1,1,1,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,3,2,2,3,3,3,3,3,3,2,2,2,2,1,1,3,2,2,3,2,3,2,3,3,3,
125,13,1,3,4,2,3,4,2,1,1,3,3,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,4,2,2,1,1,4,4,3,1,2,3,2,3,3,3,
125,14,1,3,2,2,3,4,1,2,1,1,1,4,2,2,2,2,1,2,1,0,0,1,,,,,,,,,2,1,2,3,1,1,1,1,3,3,2,4,2,2,1,1,4,4,4,3,3,3,3,3,3,3,
126,1,2,3,3,3,3,2,2,1,1,2,3,4,2,2,1,2,2,3,2,0,0,1,,,,,,,,,2,2,2,1,2,1,2,2,4,3,2,3,2,3,1,1,3,3,3,2,2,3,2,2,3,3,
126,2,2,3,3,2,2,4,1,1,1,2,2,3,2,2,2,1,2,2,1,0,0,1,,,,,,,,,1,1,1,2,2,2,2,2,3,3,1,3,2,3,1,2,3,3,3,2,3,3,3,3,2,3,
126,3,2,3,2,3,3,2,3,1,1,2,3,3,2,2,1,2,2,2,2,0,0,1,,,,,,,,,1,2,2,1,1,2,1,2,3,3,2,4,2,3,1,1,3,3,3,2,2,3,2,2,3,3,
126,4,2,1,2,1,3,4,2,1,1,2,2,4,1,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,2,3,3,1,3,2,2,1,2,3,3,3,2,3,3,3,3,3,3,
126,6,2,2,3,4,4,2,1,1,1,2,3,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,2,1,1,1,3,3,3,3,2,3,
126,7,2,3,3,3,3,1,2,1,1,2,2,3,2,1,1,2,2,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,2,4,3,1,3,2,3,1,1,3,3,3,2,2,3,2,2,3,3,
126,8,2,2,3,4,4,3,3,1,1,3,2,2,2,2,2,2,2,3,3,0,0,1,,,,,,,,,3,3,3,4,3,3,3,3,4,4,2,3,2,4,1,1,3,1,1,3,3,3,3,3,3,3,
126,9,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,3,3,0,0,1,,,,,,,,,3,3,3,4,4,4,4,4,4,3,2,3,2,1,1,1,3,1,2,2,3,3,3,3,3,3,
126,10,2,1,3,4,4,2,1,1,1,3,3,4,2,2,2,2,3,3,2,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,3,2,2,1,1,3,1,2,3,3,3,3,3,3,3,
126,11,2,2,4,3,2,4,1,1,1,2,3,1,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,3,3,3,2,3,3,3,3,2,3,
