"grappe","menage","vague","s01q00a","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
314,5,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,6,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,7,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,8,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,10,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,11,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
314,12,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,2,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,3,1,,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,4,1,,4,1,850,,4,,,1,300,,1,50,,4,,,4,,,4,,
315,5,1,,2,4,,,4,,,1,600,,4,,,4,,,4,,,4,,
315,6,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,7,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,9,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,10,1,,12,1,2450,,4,,,4,,,4,,,4,,,1,1500,,4,,
315,11,1,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
315,12,1,,5,1,26250,,4,,,1,12250,,4,,,1,3500,,1,1500,,4,,
316,1,2,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
316,2,2,,1,4,,,2,,7000,2,,7000,4,,,4,,,4,,,4,,
316,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
316,4,2,,7,4,,,4,,,1,5000,,4,,,4,,,1,3000,,4,,
316,5,2,,1,1,8750,,4,,,1,1300,,4,,,4,,,4,,,4,,
316,6,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
316,7,2,,3,4,,,4,,,1,6300,,4,,,4,,,4,,,4,,
316,8,2,,2,1,1750,,4,,,4,,,4,,,4,,,1,700,,4,,
316,9,2,,19,1,3500,,1,7000,,4,,,4,,,4,,,4,,,4,,
316,10,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
316,12,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
316,13,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,1,1,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,5,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,6,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,7,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,8,1,,2,1,100,,4,,,4,,,4,,,4,,,4,,,4,,
317,9,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
317,11,1,,2,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
317,12,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
318,1,2,,1,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
318,2,2,,1,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
318,3,2,,1,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
318,4,2,,6,4,,,1,2000,,4,,,4,,,4,,,4,,,4,,
318,5,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
318,6,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
318,7,2,,2,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
318,8,2,,1,4,,,4,,,4,,,1,450,,4,,,4,,,4,,
318,9,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
318,10,2,,2,1,7350,,4,,,4,,,4,,,4,,,4,,,4,,
318,11,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
318,13,2,,2,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
319,1,1,,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
319,2,1,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
319,3,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
319,4,1,,2,4,,,4,,,4,,,1,1500,,4,,,4,,,4,,
319,5,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
319,7,1,,10,4,,,4,,,4,,,4,,,4,,,1,750,,4,,
319,8,1,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
319,9,1,,1,1,2625,,4,,,4,,,1,1000,,1,350,,4,,,4,,
319,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
319,11,1,,2,4,,,4,,,4,,,1,2000,,4,,,4,,,4,,
320,1,2,,2,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
320,2,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
320,3,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
320,4,2,,1,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
320,5,2,,3,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
320,6,2,,1,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
320,7,2,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
320,8,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
320,9,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
320,10,2,,1,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
320,11,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
320,12,2,,2,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
321,1,1,,1,4,,,2,,7000,2,,500,4,,,4,,,4,,,4,,
321,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
321,5,1,,1,4,,,2,,5000,4,,,4,,,4,,,4,,,4,,
321,6,1,,2,2,,1000,2,,5000,2,,7000,4,,,4,,,4,,,2,,3000
321,7,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
321,8,1,,8,1,3150,,4,,,1,450,,4,,,4,,,1,1400,,4,,
321,9,1,,1,1,3300,,4,,,4,,,4,,,4,,,4,,,4,,
321,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
321,11,1,,2,1,3000,,4,,,4,,,4,,,4,,,4,,,4,,
321,12,1,,4,1,1400,,4,,,4,,,1,700,,1,350,,4,,,4,,
322,1,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,2,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,3,2,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,4,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,6,2,,2,1,9100,,4,,,1,600,,4,,,4,,,4,,,4,,
322,7,2,,1,4,,,4,,,1,800,,4,,,4,,,4,,,4,,
322,8,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,9,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,11,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,12,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
322,13,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,1,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,2,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,5,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,6,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,8,1,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,9,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,10,1,,1,1,2100,,3,4200,1000,1,4000,,4,,,1,700,,4,,,4,,
323,11,1,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,12,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
323,13,1,,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
324,1,2,,1,1,3150,,4,,,4,,,4,,,4,,,4,,,4,,
324,2,2,,2,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
324,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
324,5,2,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
324,10,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
324,11,2,,2,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
324,13,2,,1,4,,,4,,,4,,,1,400,,4,,,4,,,4,,
324,14,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
324,15,2,,2,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
324,16,2,,2,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
324,17,2,,2,1,2450,,4,,,4,,,4,,,4,,,1,2000,,4,,
324,18,2,,1,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
325,2,1,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,3,1,,1,1,3000,,1,5000,,1,3000,,4,,,4,,,4,,,4,,
325,5,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,6,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,7,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,8,1,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,9,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,10,1,,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,11,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,12,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
325,13,1,,1,4,,,4,,,1,900,,4,,,4,,,1,3200,,4,,
325,14,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
326,1,2,,2,1,4900,,4,,,1,2100,,4,,,4,,,4,,,4,,
326,2,2,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
326,3,2,,1,4,,,4,,,2,,5000,4,,,4,,,4,,,4,,
326,4,2,,2,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
326,5,2,,5,1,3675,,4,,,4,,,1,350,,4,,,4,,,4,,
326,6,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
326,10,2,,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
326,12,2,,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
326,13,2,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
326,14,2,,2,1,1225,,4,,,4,,,4,,,4,,,4,,,4,,
326,15,2,,2,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
326,16,2,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
327,1,1,,1,4,,,4,,,1,300,,4,,,4,,,4,,,4,,
327,2,1,,1,1,10000,,4,,,4,,,4,,,1,1500,,4,,,4,,
327,6,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
327,7,1,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
327,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
327,9,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
327,10,1,,3,1,2100,,4,,,4,,,1,1400,,4,,,4,,,4,,
327,13,1,,1,1,3000,,4,,,4,,,1,1500,,4,,,4,,,4,,
327,15,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
327,16,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
328,3,2,,2,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
328,4,2,,1,1,3450,,4,,,4,,,4,,,4,,,4,,,4,,
328,5,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
328,6,2,,1,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
328,7,2,,2,4,,,4,,,1,700,,4,,,4,,,4,,,4,,
328,8,2,,1,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
328,9,2,,2,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
328,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
328,11,2,,1,1,2000,,4,,,4,,,4,,,4,,,4,,,4,,
328,12,2,,13,1,4500,,4,,,4,,,4,,,4,,,4,,,4,,
328,13,2,,2,1,3000,,4,,,4,,,4,,,4,,,4,,,4,,
328,14,2,,2,4,,,4,,,1,600,,4,,,4,,,4,,,4,,
329,1,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,5,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,6,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,7,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,8,1,,4,4,,,4,,,4,,,1,2500,,4,,,4,,,4,,
329,9,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,11,1,,2,4,,,4,,,4,,,1,3000,,4,,,4,,,4,,
329,12,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
329,13,1,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,1,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,4,2,,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,6,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,7,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,8,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
330,10,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,11,2,,1,1,450,,4,,,4,,,4,,,4,,,4,,,4,,
330,12,2,,1,1,1225,,1,2500,,1,3000,,4,,,4,,,4,,,4,,
330,13,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,14,2,,1,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
330,15,2,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
330,16,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
331,1,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,2,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,3,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,5,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,6,1,,1,4,,,4,,,2,,2500,4,,,4,,,4,,,4,,
331,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,11,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,12,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,13,1,,3,4,,,4,,,4,,,1,2000,,4,,,4,,,4,,
331,14,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
331,15,1,,1,4,,,4,,,1,2000,,4,,,4,,,4,,,4,,
332,2,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
332,3,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
332,4,2,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
332,6,2,,1,4,,,2,,14000,2,,7000,4,,,4,,,4,,,4,,
332,7,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
332,8,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
332,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
332,12,2,,1,1,1225,,4,,,4,,,4,,,4,,,4,,,4,,
332,13,2,,2,1,4950,,4,,,4,,,4,,,4,,,4,,,4,,
332,14,2,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
332,15,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
332,16,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
333,1,1,,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,3,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,5,1,,4,4,,,4,,,4,,,3,700,200,4,,,4,,,4,,
333,6,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,7,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,13,1,,1,1,1200,,4,,,4,,,4,,,4,,,4,,,4,,
333,14,1,,2,4,,,4,,,2,,1250,4,,,4,,,4,,,4,,
333,15,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,16,1,,2,4,,,1,7000,,4,,,4,,,4,,,4,,,4,,
333,17,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
333,18,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
334,1,2,,2,1,8575,,4,,,4,,,4,,,4,,,4,,,4,,
334,2,2,,2,4,,,4,,,1,1050,,4,,,4,,,4,,,4,,
334,3,2,,1,1,7350,,4,,,4,,,4,,,4,,,4,,,4,,
334,4,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
334,5,2,,9,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
334,6,2,,3,1,1925,,4,,,4,,,1,500,,4,,,4,,,4,,
334,7,2,,1,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
334,8,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
334,10,2,,1,1,5400,,4,,,4,,,4,,,4,,,4,,,4,,
334,12,2,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
334,13,2,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
334,14,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
335,1,1,,1,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
335,2,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
335,3,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
335,4,1,,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
335,5,1,,2,4,,,4,,,4,,,4,,,1,200,,4,,,4,,
335,6,1,,2,4,,,4,,,4,,,1,1500,,4,,,4,,,4,,
335,7,1,,3,4,,,4,,,4,,,4,,,1,600,,4,,,4,,
335,8,1,,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
335,9,1,,1,4,,,2,,2100,4,,,4,,,4,,,4,,,4,,
335,10,1,,1,1,2100,,4,,,4,,,1,1000,,1,500,,4,,,4,,
335,11,1,,16,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
335,12,1,,1,1,1650,,4,,,4,,,1,1000,,4,,,4,,,4,,
336,2,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
336,3,2,,1,1,1225,,4,,,4,,,4,,,4,,,4,,,4,,
336,4,2,,1,1,1225,,4,,,4,,,4,,,4,,,4,,,4,,
336,6,2,,2,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
336,7,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
336,8,2,,1,1,2625,,4,,,4,,,4,,,1,700,,4,,,4,,
336,9,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
336,11,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
336,12,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
336,13,2,,1,1,2400,,4,,,4,,,4,,,4,,,4,,,4,,
336,14,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
336,15,2,,3,1,3675,,4,,,4,,,1,1000,,4,,,4,,,4,,
337,1,1,,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,4,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,5,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,7,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,9,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,11,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,12,1,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
337,13,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
338,1,2,,1,1,2925,,4,,,4,,,4,,,4,,,4,,,4,,
338,2,2,,1,1,5075,,4,,,4,,,4,,,4,,,4,,,4,,
338,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
338,4,2,,1,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
338,5,2,,1,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
338,6,2,,1,1,1225,,4,,,4,,,4,,,4,,,4,,,4,,
338,7,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
338,8,2,,1,1,3675,,4,,,4,,,4,,,4,,,1,2000,,4,,
338,9,2,,12,1,7350,,4,,,4,,,1,1500,,4,,,4,,,4,,
338,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
338,11,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
338,12,2,,1,1,7350,,4,,,4,,,4,,,4,,,4,,,4,,
339,1,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,3,1,,1,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
339,4,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,5,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,6,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,7,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,9,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,11,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,12,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
339,13,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
340,1,2,,5,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
340,2,2,,2,1,875,,4,,,4,,,4,,,4,,,4,,,4,,
340,3,2,,2,1,1750,,4,,,4,,,4,,,4,,,4,,,4,,
340,4,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
340,5,2,,1,1,4900,,4,,,4,,,4,,,4,,,4,,,4,,
340,6,2,,2,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
340,7,2,,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
340,8,2,,1,1,6125,,4,,,4,,,4,,,4,,,4,,,4,,
340,9,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
340,10,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
340,11,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
340,12,2,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,1,1,,16,4,,,1,800,,4,,,4,,,4,,,4,,,4,,
341,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,3,1,,2,4,,,1,1500,,4,,,4,,,4,,,4,,,4,,
341,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,5,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,6,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,7,1,,2,4,,,1,4000,,1,500,,4,,,4,,,4,,,4,,
341,8,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,9,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,10,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,11,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
341,12,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
342,1,2,,1,1,4175,,4,,,4,,,4,,,4,,,4,,,4,,
342,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
342,4,2,,2,1,4150,,4,,,4,,,4,,,4,,,4,,,4,,
342,5,2,,1,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
342,6,2,,8,1,5425,,4,,,1,4900,,4,,,4,,,4,,,4,,
342,7,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
342,8,2,,2,1,6125,,4,,,4,,,4,,,4,,,1,1000,,4,,
342,9,2,,1,1,6125,,4,,,4,,,1,350,,4,,,4,,,4,,
342,10,2,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
342,11,2,,2,1,7000,,4,,,1,3500,,4,,,4,,,4,,,4,,
342,12,2,,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
342,13,2,,3,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
343,1,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
343,2,1,,1,4,,,4,,,1,1500,,4,,,4,,,4,,,4,,
343,3,1,,1,1,3000,,4,,,1,1500,,1,1400,,4,,,4,,,4,,
343,4,1,,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
343,6,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
343,7,1,,4,1,5000,,1,10000,,1,6000,,4,,,4,,,4,,,4,,
343,8,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
343,9,1,,2,4,,,4,,,1,1500,,4,,,4,,,4,,,4,,
343,10,1,,3,4,,,2,,3500,4,,,1,1400,,4,,,4,,,4,,
343,11,1,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
343,12,1,,2,4,,,4,,,1,1600,,4,,,4,,,4,,,4,,
343,13,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
344,1,2,,2,4,,,4,,,4,,,2,,700,4,,,4,,,4,,
344,2,2,,2,1,4000,,4,,,4,,,4,,,2,,1000,3,3000,1200,4,,
344,3,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
344,4,2,,1,4,,,3,5000,1000,4,,,1,500,,4,,,2,,2200,4,,
344,5,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
344,6,2,,5,4,,,1,7700,,1,11200,,4,,,4,,,4,,,4,,
344,7,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
344,8,2,,1,4,,,1,3500,,1,3500,,4,,,4,,,4,,,4,,
344,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
344,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
344,11,2,,2,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
344,12,2,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
345,1,1,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
345,2,1,,2,1,1400,,4,,,1,2000,,4,,,4,,,4,,,4,,
