"grappe","menage","vague","s01q00a","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
2,1,2,,2,1,10500,,4,,,4,,,4,,,4,,,4,,,4,,
2,3,2,,2,4,,,4,,,4,,,1,500,,4,,,1,1000,,4,,
2,4,2,,2,1,3000,,4,,,4,,,4,,,4,,,1,2000,,4,,
2,5,2,,2,4,,,1,1200,,1,5600,,1,1400,,4,,,1,500,,4,,
2,6,2,,1,1,7000,,2,,14000,4,,,4,,,4,,,4,,,4,,
2,7,2,,1,1,700,,1,14000,,1,14000,,4,,,4,,,4,,,4,,
2,8,2,,1,1,4900,,1,7000,,1,7000,,4,,,4,,,4,,,4,,
2,12,2,,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
2,13,2,,3,4,,,4,,,1,12600,,4,,,4,,,4,,,4,,
2,14,2,,2,1,3500,,1,16800,,1,3500,,4,,,4,,,4,,,4,,
2,15,2,,1,4,,,4,,,1,8500,,4,,,4,,,4,,,4,,
2,16,2,,2,4,,,4,,,4,,,1,1500,,4,,,1,1000,,4,,
3,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,4,1,,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,5,1,,2,1,1000,,1,1500,,4,,,1,600,,1,400,,1,2000,,4,,
3,6,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,7,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,9,1,,2,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
3,13,1,,1,4,,,2,,7000,3,7500,7000,4,,,4,,,2,,1400,4,,
3,14,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,15,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,16,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
3,17,1,,1,1,1000,,4,,,4,,,1,1500,,4,,,4,,,4,,
4,1,2,,1,1,3500,,1,4000,,1,3500,,4,,,1,350,,4,,,4,,
4,2,2,,1,1,7000,,4,,,1,7000,,4,,,1,350,,4,,,4,,
4,3,2,,1,4,,,4,,,1,4900,,1,1000,,4,,,4,,,4,,
4,4,2,,1,4,,,2,,8400,4,,,4,,,4,,,4,,,4,,
4,5,2,,3,1,3500,,1,4200,,1,5600,,1,3500,,4,,,1,2100,,4,,
4,7,2,,3,4,,,1,10500,,2,,3500,4,,,4,,,4,,,4,,
4,8,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
4,9,2,,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
4,11,2,,2,4,,,4,,,1,16200,,4,,,4,,,4,,,4,,
4,12,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
4,13,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,2,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,4,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,5,1,,1,4,,,4,,,4,,,1,1800,,4,,,4,,,4,,
5,6,1,,5,3,1500,1000,3,3500,5000,3,1700,4000,4,,,4,,,2,,2500,4,,
5,7,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,9,1,,1,4,,,4,,,2,,2000,4,,,4,,,1,300,,4,,
5,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,11,1,,5,4,,,4,,,4,,,4,,,4,,,1,3500,,4,,
5,12,1,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,13,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,14,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
5,15,1,,3,4,,,4,,,1,3400,,4,,,4,,,4,,,4,,
6,2,2,,2,1,4000,,1,3500,,4,,,4,,,4,,,4,,,4,,
6,3,2,,1,1,1750,,4,,,1,3500,,4,,,4,,,4,,,4,,
6,4,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
6,5,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
6,6,2,,2,4,,,4,,,4,,,4,,,4,,,1,3000,,4,,
6,7,2,,6,4,,,4,,,1,4500,,4,,,4,,,4,,,4,,
6,8,2,,1,4,,,4,,,1,11200,,4,,,4,,,4,,,4,,
6,10,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
6,11,2,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
6,12,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
6,13,2,,7,4,,,4,,,1,1000,,2,,600,4,,,4,,,4,,
6,14,2,,1,4,,,2,,7000,2,,7000,4,,,4,,,2,,1500,4,,
7,1,1,,1,4,,,4,,,4,,,4,,,4,,,1,2000,,4,,
7,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
7,3,1,,1,4,,,4,,,4,,,2,,3000,4,,,2,,3000,4,,
7,13,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
7,14,1,,1,1,2800,,1,3600,,1,1500,,4,,,4,,,1,1000,,4,,
7,15,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
7,16,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
7,17,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
8,2,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
8,3,2,,1,1,2000,,4,,,4,,,4,,,4,,,4,,,4,,
8,5,2,,2,1,2000,,4,,,4,,,4,,,4,,,4,,,4,,
8,7,2,,1,4,,,1,1500,,4,,,4,,,4,,,1,1800,,4,,
8,8,2,,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
8,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
8,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
8,12,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
8,13,2,,2,4,,,4,,,4,,,1,1200,,4,,,1,2100,,4,,
8,14,2,,1,1,4200,,1,5600,,1,7000,,1,4900,,1,700,,4,,,4,,
8,15,2,,1,1,6000,,4,,,4,,,4,,,4,,,4,,,4,,
8,16,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
9,2,1,399,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
9,5,1,,1,4,,,2,,6000,4,,,1,1000,,4,,,4,,,4,,
9,6,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
9,7,1,,1,2,,3000,4,,,4,,,4,,,4,,,2,,1000,4,,
9,8,1,,1,4,,,1,15000,,1,9700,,4,,,4,,,4,,,4,,
9,9,1,,15,4,,,4,,,1,25000,,4,,,1,1500,,1,7000,,4,,
9,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
9,11,1,,1,4,,,2,,10500,1,200,,4,,,4,,,4,,,4,,
9,12,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
9,13,1,,1,1,1800,,4,,,4,,,4,,,4,,,1,5200,,4,,
9,14,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
9,15,1,,2,4,,,2,,3500,4,,,4,,,4,,,4,,,4,,
10,1,2,,8,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
10,2,2,,1,4,,,4,,,1,5600,,4,,,1,700,,4,,,4,,
10,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
10,4,2,,2,4,,,4,,,1,1400,,1,400,,4,,,1,1000,,4,,
10,5,2,,1,4,,,4,,,4,,,2,,3000,4,,,2,,2400,4,,
10,6,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
10,7,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
10,8,2,,1,1,4200,,4,,,1,3500,,4,,,1,350,,1,1600,,4,,
10,12,2,,5,1,5250,,4,,,4,,,4,,,1,1200,,4,,,4,,
10,13,2,,2,1,3850,,1,7000,,1,8400,,4,,,1,700,,4,,,4,,
10,14,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
10,15,2,,1,1,3000,,1,3500,,1,3500,,4,,,4,,,4,,,4,,
11,3,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
11,4,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
11,5,1,,1,4,,,4,,,1,4000,,4,,,4,,,4,,,4,,
11,6,1,,1,4,,,4,,,1,1400,,4,,,4,,,4,,,4,,
11,7,1,,2,1,2000,,1,12000,,1,5000,,4,,,4,,,4,,,4,,
11,8,1,,5,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
11,10,1,,1,4,,,4,,,1,7000,,4,,,4,,,4,,,4,,
11,12,1,,1,4,,,4,,,1,1500,,4,,,4,,,4,,,4,,
11,13,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
11,14,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
11,15,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
12,1,2,,1,4,,,2,,22000,4,,,4,,,4,,,4,,,4,,
12,2,2,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
12,3,2,,2,4,,,4,,,1,1200,,2,,2000,4,,,4,,,4,,
12,5,2,,6,1,12000,,4,,,1,15000,,4,,,4,,,4,,,4,,
12,6,2,,2,4,,,4,,,1,500,,1,1000,,4,,,4,,,4,,
12,7,2,,2,4,,,4,,,1,12000,,4,,,4,,,4,,,4,,
12,8,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
12,9,2,,2,4,,,4,,,1,10000,,1,500,,4,,,4,,,4,,
12,11,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
12,13,2,,4,1,12000,,4,,,4,,,4,,,4,,,4,,,4,,
12,14,2,,1,1,3000,,2,,6000,2,,12000,4,,,4,,,4,,,4,,
12,15,2,,1,4,,,4,,,1,1000,,2,,1000,4,,,4,,,4,,
13,1,1,,5,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
13,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
13,6,1,,1,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
13,7,1,,16,1,800,,4,,,4,,,2,,1000,4,,,4,,,4,,
13,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
13,10,1,,1,4,,,4,,,1,500,,1,1000,,4,,,4,,,4,,
13,11,1,,1,4,,,4,,,4,,,1,6000,,4,,,4,,,4,,
13,12,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
13,13,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
13,14,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
13,15,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
13,16,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
14,1,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
14,2,2,,1,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
14,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
14,4,2,,1,4,,,4,,,1,4300,,4,,,4,,,4,,,4,,
14,5,2,,1,1,2000,,2,,4000,1,7000,,4,,,4,,,4,,,4,,
14,6,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
14,7,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
14,8,2,,4,4,,,4,,,1,13800,,4,,,4,,,4,,,4,,
14,9,2,,2,1,3000,,4,,,4,,,4,,,4,,,4,,,4,,
14,10,2,,2,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
14,11,2,,2,4,,,4,,,4,,,1,500,,4,,,2,,1000,4,,
14,12,2,,1,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
15,1,1,,2,1,14000,,4,,,4,,,4,,,4,,,4,,,4,,
15,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
15,3,1,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
15,5,1,,2,1,10000,,4,,,4,,,4,,,4,,,4,,,4,,
15,6,1,,5,1,10000,,4,,,4,,,4,,,1,800,,4,,,4,,
15,7,1,,1,1,14000,,4,,,4,,,4,,,1,2000,,4,,,4,,
15,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
15,9,1,,1,4,,,4,,,4,,,4,,,1,1400,,4,,,4,,
15,12,1,,2,4,,,4,,,4,,,4,,,1,2000,,4,,,4,,
15,13,1,,2,4,,,4,,,4,,,4,,,1,1750,,1,1600,,4,,
15,14,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
15,15,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,1,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,2,2,,1,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
16,3,2,,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,4,2,,2,1,4500,,4,,,4,,,4,,,4,,,4,,,4,,
16,5,2,,4,4,,,4,,,1,4000,,1,500,,4,,,2,,1500,4,,
16,6,2,,1,4,,,4,,,2,,10000,4,,,4,,,2,,1500,4,,
16,7,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,8,2,,1,4,,,4,,,1,7000,,1,1500,,4,,,4,,,4,,
16,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,10,2,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,11,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
16,12,2,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,1,1,,2,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
17,2,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,4,1,,4,4,,,4,,,4,,,1,4500,,4,,,1,1500,,4,,
17,5,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,6,1,,15,4,,,4,,,1,1200,,4,,,4,,,2,,3600,4,,
17,7,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,12,1,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
17,13,1,,2,4,,,4,,,3,500,500,1,3000,,4,,,4,,,4,,
17,14,1,,1,2,,5000,4,,,1,600,,2,,500,4,,,2,,2000,1,2200,
17,15,1,,2,4,,,2,,2000,4,,,4,,,4,,,4,,,2,,3500
18,1,2,,1,4,,,4,,,1,1300,,1,300,,4,,,4,,,4,,
18,2,2,,11,4,,,4,,,1,17000,,4,,,4,,,4,,,4,,
18,3,2,,5,4,,,4,,,1,7000,,4,,,4,,,4,,,4,,
18,4,2,,3,4,,,4,,,4,,,1,1500,,4,,,1,2000,,4,,
18,5,2,,1,4,,,4,,,1,1700,,4,,,4,,,4,,,4,,
18,6,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
18,7,2,,3,1,12000,,4,,,4,,,4,,,4,,,4,,,4,,
18,8,2,,1,4,,,4,,,1,5000,,1,2000,,4,,,1,2000,,4,,
18,9,2,,1,4,,,4,,,1,13100,,4,,,4,,,4,,,4,,
18,10,2,,1,1,10500,,4,,,4,,,4,,,4,,,4,,,4,,
18,11,2,,2,1,6500,,4,,,4,,,4,,,4,,,4,,,4,,
18,12,2,,2,4,,,4,,,1,15000,,4,,,1,300,,4,,,4,,
19,1,1,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
19,2,1,,2,4,,,4,,,4,,,1,1000,,4,,,1,1700,,4,,
19,4,1,,4,4,,,4,,,1,3100,,4,,,4,,,4,,,4,,
19,7,1,,2,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
19,8,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
19,10,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
19,12,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
19,13,1,,1,4,,,4,,,1,1000,,1,300,,4,,,2,,1400,4,,
19,14,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
19,15,1,,1,1,400,,3,700,700,4,,,1,500,,4,,,1,700,,4,,
19,16,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
19,17,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,1,2,,10,1,6500,,4,,,4,,,4,,,4,,,4,,,4,,
20,3,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,4,2,,2,1,12000,,4,,,4,,,4,,,4,,,4,,,4,,
20,6,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,7,2,,1,4,,,4,,,1,6000,,1,1000,,4,,,1,1500,,4,,
20,8,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,9,2,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,11,2,,1,4,,,4,,,1,17000,,4,,,4,,,1,8000,,4,,
20,12,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,13,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
20,14,2,,1,2,,3500,1,7000,,1,7000,,4,,,4,,,4,,,4,,
21,2,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,6,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,7,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,10,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,11,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,13,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,14,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,15,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,16,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,17,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
21,18,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
22,1,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
22,2,2,,1,4,,,4,,,1,13000,,4,,,4,,,4,,,4,,
22,5,2,,1,2,,3000,2,,6000,2,,10000,4,,,4,,,1,3000,,4,,
22,6,2,,3,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
22,7,2,,1,1,7000,,4,,,4,,,1,2100,,4,,,4,,,4,,
22,8,2,,2,3,750,475,4,,,4,,,4,,,4,,,4,,,4,,
22,9,2,,1,4,,,2,,14000,1,1400,,4,,,4,,,4,,,4,,
22,10,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
22,11,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
22,12,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
22,13,2,,1,4,,,4,,,1,2000,,4,,,4,,,4,,,4,,
22,14,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,1,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,3,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,4,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,7,1,,1,1,1800,,1,2000,,1,14000,,1,500,,4,,,4,,,4,,
23,8,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,9,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,11,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,13,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,14,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,15,1,,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,16,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
23,17,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
24,2,2,,5,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
24,3,2,,5,2,,,2,,9999,2,,9999,4,,,4,,,4,,,4,,
24,4,2,,4,4,,,4,,,1,800,,4,,,4,,,4,,,4,,
24,5,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
24,6,2,,1,4,,,2,,10000,4,,,4,,,4,,,4,,,4,,
24,8,2,,2,4,,,4,,,1,14000,,4,,,4,,,4,,,4,,
24,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
24,12,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
24,13,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
24,14,2,,1,4,,,1,4200,,4,,,4,,,4,,,4,,,4,,
24,15,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
24,16,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
25,2,1,,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
25,3,1,,2,1,1000,,4,,,1,700,,4,,,4,,,4,,,4,,
25,5,1,,1,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
25,6,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
25,7,1,,1,4,,,2,,4000,1,3500,,4,,,4,,,4,,,4,,
25,9,1,,3,1,800,,1,1000,,1,1800,,4,,,4,,,4,,,4,,
25,10,1,,9,4,,,4,,,1,6450,,4,,,4,,,4,,,4,,
25,11,1,,2,1,1000,,4,,,4,,,4,,,1,500,,4,,,4,,
25,12,1,,6,4,,,4,,,1,4500,,4,,,4,,,4,,,4,,
25,13,1,,1,1,1800,,4,,,4,,,1,1000,,1,350,,1,800,,4,,
25,14,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
25,15,1,,1,1,1000,,4,,,1,2000,,4,,,4,,,4,,,4,,
26,1,2,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
26,2,2,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
26,4,2,,1,4,,,1,10500,,4,,,4,,,4,,,4,,,4,,
26,5,2,,2,4,,,4,,,2,,900,4,,,4,,,4,,,4,,
26,6,2,,1,4,,,1,5000,,1,5000,,4,,,4,,,1,4000,,4,,
26,7,2,,1,1,400,,1,7000,,1,7000,,4,,,4,,,4,,,4,,
26,13,2,,4,1,7500,,2,,8000,1,1800,,4,,,4,,,4,,,4,,
26,14,2,,2,4,,,1,1200,,4,,,4,,,4,,,4,,,4,,
26,15,2,,9,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
26,16,2,,2,4,,,1,1200,,1,1200,,4,,,4,,,4,,,4,,
26,17,2,,4,4,,,4,,,1,1100,,4,,,4,,,4,,,4,,
26,18,2,,1,4,,,1,3600,,1,2400,,4,,,4,,,4,,,4,,
27,2,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
27,3,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
27,4,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
27,5,1,,6,4,,,2,,3500,2,,3500,4,,,4,,,4,,,4,,
27,6,1,299,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
27,7,1,,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
27,8,1,299,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
27,10,1,,8,1,7000,,4,,,2,,10500,1,2000,,4,,,4,,,4,,
27,11,1,,4,4,,,1,6000,,1,2800,,4,,,4,,,4,,,4,,
27,12,1,,12,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
27,13,1,,1,1,1400,,4,,,4,,,2,,1500,1,700,,4,,,4,,
27,14,1,,2,4,,,1,6700,,1,4800,,4,,,4,,,4,,,4,,
28,1,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,2,2,,1,4,,,4,,,1,2000,,4,,,4,,,4,,,4,,
28,3,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,4,2,,1,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
28,5,2,,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,6,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,7,2,,1,4,,,2,,4500,2,,2500,4,,,4,,,4,,,4,,
28,8,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,9,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,10,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
28,11,2,,1,4,,,1,1500,,4,,,4,,,4,,,4,,,4,,
28,12,2,,2,4,,,4,,,1,2000,,4,,,4,,,4,,,4,,
29,3,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
29,5,1,,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
29,11,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
29,12,1,,2,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
29,13,1,,1,1,7350,,4,,,4,,,1,2100,,4,,,4,,,4,,
29,14,1,,2,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
29,15,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
29,16,1,,1,4,,,4,,,1,800,,4,,,4,,,4,,,4,,
29,17,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
29,18,1,,1,4,,,4,,,1,500,,1,600,,4,,,4,,,4,,
29,19,1,,1,2,,1500,4,,,1,4800,,4,,,4,,,4,,,4,,
30,1,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
30,2,2,,1,4,,,4,,,2,,20000,4,,,4,,,4,,,4,,
30,3,2,,2,4,,,4,,,2,,9000,4,,,4,,,4,,,4,,
30,4,2,,5,4,,,4,,,1,1750,,4,,,4,,,1,1800,,4,,
30,7,2,,8,1,400,,4,,,1,1600,,4,,,4,,,4,,,4,,
30,9,2,,2,4,,,4,,,4,,,4,,,4,,,1,800,,4,,
30,12,2,,7,4,,,1,2000,,1,2500,,1,1500,,4,,,4,,,4,,
30,13,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
30,14,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
30,15,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
30,16,2,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
30,17,2,,1,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
31,1,1,,3,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
31,2,1,799,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,3,1,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,4,1,,2,1,700,,4,,,1,800,,4,,,4,,,4,,,4,,
31,5,1,,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,6,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,8,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,9,1,199,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,11,1,,1,2,,5000,4,,,2,,2000,4,,,4,,,4,,,4,,
31,13,1,,1,4,,,4,,,1,1000,,4,,,4,,,4,,,4,,
31,14,1,,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
31,15,1,,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
32,2,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
32,3,2,,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
