"grappe","menage","vague","s16dq01","s16dq02a","s16dq02b","s16dq02b_autre","s16dq02c","s16dq03a","s16dq03b","s16dq03b_autre","s16dq03c","s16dq04","s16dq05a","s16dq05b","s16dq05b_autre","s16dq05c","s16dq05d","s16dq06","s16dq07","s16dq08","s16dq08_autre","s16dq09","s16dq10","s16dq11","s16dq11_autre","s16dq12","s16dq13a","s16dq13b","s16dq13b_autre","s16dq13c","s16dq14","s16dq14_autre","s16dq15","s16dq16","s16dq16_autre","s16dq17a","s16dq17b","s16dq17b_autre","s16dq17c","s16dq18","s16dq19","s16dq20__1","s16dq20__2","s16dq20__3","s16dq20__4","s16dq20__5","s16dq20__6","s16dq20__7","s16dq20__8","s16dq20__9","s16dq20_autre"
231,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2,2,10,40,4,,4,5,3,,1,1,60,4,,250,1,750000,1,1,,2,,5,,1,20,3,,2,4,,2,3,,,,,,,1,0,0,0,0,1,0,2,0,0,
232,3,2,10,9,3,,4,4,3,,1,1,8,4,,800,1,120000,1,2,,2,,3,,1,3,4,,1,4,,2,3,,,,,,,2,,,,,,,,,,
232,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,5,2,10,10,3,,1,5,3,,1,1,11,4,,1100,1,165000,1,2,,2,,3,,1,4,3,,1,4,,2,1,,,,,,,2,,,,,,,,,,
232,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,7,2,10,3,4,,4,2,4,,1,1,60,4,,250,1,850000,1,4,,2,,1,,1,2,10,,2,4,,2,3,,,,,,,1,0,0,0,0,0,1,2,0,0,
232,9,2,10,11,3,,4,1,4,,1,1,5,4,,500,1,75000,1,2,,2,,3,,1,7,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
232,9,2,4,5,3,,2,6,3,,1,2,,,,,,,,,,2,,,,1,4,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
232,10,2,10,7,3,,4,3,4,,1,1,1,19,"tonne",250,1,675000,1,4,,2,,1,,1,2,4,,2,1,,2,1,,,,,,,1,0,0,0,0,2,0,1,0,0,
232,11,2,10,13,3,,4,1,3,,1,2,,,,,,,,,,1,15000,,,1,3,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
232,12,2,1,5,3,,1,1.5,3,,1,1,8,3,,200,1,9999,3,1,,2,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
232,13,2,1,4,3,,2,10,1,,2,1,40,1,,40,2,10000,1,1,,2,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
233,1,1,1,5,3,,2,0,,,,2,,,,,,,,,,2,,,,1,5,1,,2,4,,2,1,,,,,,,2,,,,,,,,,,
233,2,1,10,1,2,,4,0,,,,2,,,,,,,,,,2,,,,1,14,3,,1,3,,1,,,10,3,,1,15000,2,,,,,,,,,,
233,2,1,1,15,1,,1,0,,,,2,,,,,,,,,,2,,,,1,135,1,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,4,1,10,1,1,,4,0,,,,2,,,,,,,,,,2,,,,1,49,3,,1,3,,1,,,50,3,,1,15000,2,,,,,,,,,,
233,4,1,1,50,1,,1,0,,,,2,,,,,,,,,,2,,,,1,250,1,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,5,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,1,73,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,6,1,4,2,3,,2,1,8,,1,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,6,1,2,4,3,,2,1,8,,1,2,,,,,,,,,,2,,,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,6,1,1,10,3,,2,4,8,,1,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,6,1,10,1,4,,2,0,,,,2,,,,,,,,,,2,,,,1,9,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,7,1,10,3,3,,1,2,3,,1,1,5,3,,250,1,100000,1,2,,2,,6,,1,4,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,8,1,10,1,4,,4,0,,,,2,,,,,,,,,,2,,,,1,6,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,8,1,1,4,3,,2,1,19,"CHARETTE",1,2,,,,,,,,,,2,,,,1,6,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,9,1,4,0.5,4,,1,0,,,,2,,,,,,,,,,2,,,,1,1.75,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,9,1,10,1,4,,1,0,,,,2,,,,,,,,,,2,,,,1,4,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,10,1,65,0,,,,0,,,,1,2,4,,200,1,50000,1,1,,2,,7,"Pas de stockage",2,,,,,,,,,,,,,,,2,,,,,,,,,,
233,10,1,1,4,3,,2,6,3,,2,2,,,,,,,,,,2,,,,1,10,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,10,1,10,2,4,,4,4,4,,1,2,,,,,,,,,,2,,,,1,6,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,10,1,4,0,,,,1,3,,2,2,,,,,,,,,,2,,,,1,2.5,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,10,1,2,1,4,,2,1,3,,2,2,,,,,,,,,,2,,,,1,3.5,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,11,1,1,2,4,,2,3,3,,2,2,,,,,,,,,,2,,,,1,26.5,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,11,1,4,1,4,,2,1,3,,2,2,,,,,,,,,,2,,,,1,1.5,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,11,1,10,1,4,,4,0,,,,2,,,,,,,,,,2,,,,1,6,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,12,1,4,45,1,,2,5,1,,2,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
233,12,1,2,1,3,,2,3,1,,2,2,,,,,,,,,,2,,,,1,47,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,12,1,10,1,4,,4,0,,,,2,,,,,,,,,,2,,,,1,9,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,12,1,1,1,3,,2,20,1,,2,1,10,1,,10,2,2500,2,2,,2,,5,,1,20,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
233,13,1,10,1,2,,4,0,,,,2,,,,,,,,,,2,,,,1,3,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
233,13,1,1,4,18,,1,0,,,,2,,,,,,,,,,2,,,,1,446,18,,1,1,,1,,,100,18,,1,1050,2,,,,,,,,,,
234,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,4,2,10,4,3,,4,2,3,,2,1,12,4,,250,1,300000,1,4,,2,,1,,1,2,4,,2,4,,2,3,,,,,,,2,,,,,,,,,,
234,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,9,2,1,8,3,,1,3,3,,1,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
234,10,2,1,75,1,,2,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
234,10,2,4,450,1,,2,50,1,,2,1,6,3,,15000,2,72000,1,1,,2,,1,,1,2,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
234,10,2,10,8,3,,2,2,3,,2,1,14,3,,35000,2,175000,1,4,,1,200000,1,,1,4,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
234,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,13,2,4,8,3,,2,10,3,,1,2,,,,,,,,,,2,,,,1,24,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
234,13,2,10,7,3,,4,8,4,,1,1,180,4,,18000,1,2700000,1,2,,2,,3,,1,10,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
234,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,16,2,10,5,4,,4,1,4,,1,1,10,4,,250,1,250000,1,4,,2,,1,,1,1,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
234,16,2,4,9,3,,2,1,3,,2,2,,,,,,,,,,2,,,,1,2,3,,2,4,,2,1,,,,,,,2,,,,,,,,,,
235,1,1,10,20,1,,3,0,,,,2,,,,,,,,,,2,,,,1,280,1,,2,1,,2,2,,,,,,,2,,,,,,,,,,
235,2,1,10,20,1,,4,0,,,,2,,,,,,,,,,2,,,,1,380,1,,1,1,,2,1,,,,,,,2,,,,,,,,,,
235,3,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
235,3,1,1,1,3,,2,0,,,,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,4,1,10,1,3,,1,40,1,,1,2,,,,,,,,,,2,,,,1,11,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
235,4,1,2,30,1,,2,20,1,,2,2,,,,,,,,,,2,,,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,4,1,1,28,1,,2,20,1,,2,2,,,,,,,,,,2,,,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,4,1,3,15,1,,2,0,,,,2,,,,,,,,,,2,,,,1,85,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,5,1,10,30,1,,2,0,,,,1,500,1,,500,2,112500,2,2,,1,50000,1,,1,2600,1,,2,2,,1,,,2600,1,,2,250,1,2,0,0,0,0,0,1,0,0,
235,5,1,8,10,1,,2,0,,,,2,,,,,,,,,,2,,,,1,4,2,,2,1,,2,1,,,,,,,1,1,0,0,0,0,0,2,0,0,
235,5,1,1,1,3,,1,1,2,,1,2,,,,,,,,,,2,,,,1,1200,1,,2,3,,1,,,1000,1,,2,175,1,1,0,0,0,0,0,2,0,0,
235,5,1,4,20,1,,2,0,,,,2,,,,,,,,,,2,,,,1,125,1,,2,1,,2,1,,,,,,,1,1,0,0,0,0,0,2,0,0,
235,6,1,1,1,3,,2,0,,,,2,,,,,,,,,,2,,,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,6,1,10,1,3,,1,1,3,,1,2,,,,,,,,,,2,,,,1,11,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
235,6,1,4,1,3,,2,0,,,,2,,,,,,,,,,2,,,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,7,1,4,50,1,,2,0,,,,2,,,,,,,,,,2,,,,1,275,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,7,1,1,25,1,,2,0,,,,2,,,,,,,,,,2,,,,1,2,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,7,1,10,20,1,,4,0,,,,2,,,,,,,,,,2,,,,1,270,1,,1,1,,2,3,,,,,,,2,,,,,,,,,,
235,8,1,1,50,1,,2,5,1,,2,2,,,,,,,,,,2,,,,1,445,1,,2,3,,1,,,445,1,,2,185,2,,,,,,,,,,
235,8,1,4,1,2,,2,3,2,,2,2,,,,,,,,,,2,,,,1,2,3,,2,5,"consommation et semence",2,6,"consommation et semence",,,,,,2,,,,,,,,,,
235,8,1,10,2,3,,4,2,4,,1,2,,,,,,,,,,2,,,,1,17,4,,1,1,,1,,,1700,1,,2,225,2,,,,,,,,,,
235,8,1,2,0,,,,6,19,"takk",2,2,,,,,,,,,,2,,,,1,50,3,,2,5,"consommation et semence",2,6,"consommation et semence",,,,,,2,,,,,,,,,,
235,9,1,10,2,3,,2,0,,,,2,,,,,,,,,,2,,,,1,5,4,,1,5,"consommation et vente",1,,,2,4,,2,250,2,,,,,,,,,,
235,9,1,4,1,3,,1,0,,,,2,,,,,,,,,,2,,,,1,3,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,9,1,1,1,3,,2,10,1,,2,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,10,1,10,60,1,,1,0,,,,2,,,,,,,,,,2,,,,1,3,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,10,1,1,1,12,,2,0,,,,2,,,,,,,,,,2,,,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,11,1,2,1,3,,2,10,1,,2,2,,,,,,,,,,2,,,,1,190,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
235,11,1,1,15,1,,2,15,1,,2,2,,,,,,,,,,2,,,,1,270,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
235,11,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,1,350,1,,1,1,,2,6,"consommation et semence",,,,,,2,,,,,,,,,,
235,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,2,10,30,1,,3,15,1,,1,1,1,4,,75,1,22500,1,1,,1,48000,1,,1,75,1,,2,1,,2,3,,,,,,,1,0,1,0,0,2,0,0,0,0,
236,1,2,1,2,3,,3,2,2,,1,2,,,,,,,,,,2,,,,1,10,3,,1,1,,2,3,,,,,,,2,,,,,,,,,,
236,2,2,1,2,4,,2,1,3,,2,2,,,,,,,,,,2,,,,1,8,4,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,2,2,10,2,4,,4,1,4,,1,1,10,4,,600,1,150000,1,1,,2,,1,,2,,,,,,,,,,,,,,,1,0,2,0,0,0,0,1,0,0,
236,3,2,1,3,3,,2,2,3,,2,2,,,,,,,,,,2,,,,1,10,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,3,2,10,2,4,,4,1,4,,1,1,15,4,,700,1,175000,4,1,,2,,1,,2,,,,,,,,,,,,,,,1,1,0,0,0,0,0,2,0,0,
236,3,2,4,2,4,,1,5,10,,1,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
236,4,2,4,5,10,,1,1,10,,1,2,,,,,,,,,,2,,,,1,10,10,,1,1,,2,1,,,,,,,2,,,,,,,,,,
236,4,2,10,1,4,,4,2,4,,1,1,8,4,,500,1,108000,1,1,,2,,1,,2,,,,,,,,,,,,,,,1,1,0,0,0,0,0,2,0,0,
236,5,2,10,1,3,,3,0,,,,2,,,,,,,,,,1,60000,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
236,5,2,1,2,3,,2,15,1,,1,2,,,,,,,,,,2,,,,1,1,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,6,2,1,25,1,,3,0,,,,2,,,,,,,,,,2,,,,1,3,19,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,6,2,4,20,1,,3,0,,,,2,,,,,,,,,,2,,,,1,3,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,6,2,10,1,3,,2,0,,,,1,2,3,,100,2,36000,1,1,,2,,1,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,7,2,10,8,3,,4,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
236,7,2,4,4,3,,3,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
236,7,2,1,15,1,,3,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
236,8,2,10,1,4,,4,1,4,,1,1,20,4,,140,1,260000,1,1,,2,,1,,2,,,,,,,,,,,,,,,1,1,0,0,0,0,0,2,0,0,
236,8,2,4,40,10,,1,10,10,,1,2,,,,,,,,,,2,,,,1,50,10,,1,1,,2,1,,,,,,,2,,,,,,,,,,
236,8,2,1,80,18,,1,20,18,,1,2,,,,,,,,,,2,,,,1,120,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
236,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,10,2,1,30,1,,2,0,,,,2,,,,,,,,,,1,90000,,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,10,2,10,5,3,,3,0,,,,1,60,3,,300,2,960000,1,1,,2,,1,,1,10,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,10,2,4,14,3,,2,0,,,,1,10,3,,500,2,175000,1,1,,2,,1,,1,5,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,11,2,4,2,3,,2,0,,,,2,,,,,,,,,,2,,,,1,2,2,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,11,2,1,15,1,,4,0,,,,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,11,2,10,2,3,,3,0,,,,2,,,,,,,,,,2,,,,1,15,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
236,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2,1,10,1,3,,4,1,3,,1,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,1,0,0,0,2,0,1,0,0,0,
237,3,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
237,4,1,4,2,1,,2,3,1,,2,2,,,,,,,,,,2,,,,1,9999,1,,1,4,,2,3,,,,,,,2,,,,,,,,,,
237,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,7,1,10,25,1,,4,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
237,8,1,10,40,1,,4,20,1,,2,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
237,8,1,7,1,1,,2,4,1,,2,2,,,,,,,,,,2,,,,1,20,1,,2,5,"consommation et semence",2,6,"consommation et semence",,,,,,2,,,,,,,,,,
237,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11,1,10,1,3,,4,0,,,,2,,,,,,,,,,1,60000,,,1,5,4,,1,1,,1,,,3,3,,1,225,1,1,0,0,0,2,0,0,0,0,
237,12,1,10,5,1,,3,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
237,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,2,58,150,1,,5,0,,,,1,5,19,"tonnes",300,3,1000000,1,2,,2,,7,"PAS DE stock",2,,,,,,,,,,,,,,,2,,,,,,,,,,
238,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,3,2,8,15,1,,2,0,,,,2,,,,,,,,,,2,,,,1,35,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
238,4,2,58,10,1,,5,5,1,,3,1,500,1,,500,3,120000,2,2,,2,,6,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,
238,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,6,2,58,8,19,"tonnes",5,200,1,,3,1,8,19,"tonnes",189,3,1600000,1,2,,2,,7,"PAS DE stock",2,,,,,,,,,,,,,,,2,,,,,,,,,,
238,6,2,10,7,3,,1,1,4,,1,2,,,,,,,,,,2,,,,1,5,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
238,6,2,8,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
238,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,8,2,58,50,1,,5,4,9,,3,1,3,19,"tonnes",3000,3,600000,6,2,,2,,7,"TOUTE LA PRODUCTION a ete vendue",2,,,,,,,,,,,,,,,2,,,,,,,,,,
238,8,2,10,6,4,,4,1,4,,1,2,,,,,,,,,,2,,,,1,5,4,,1,4,,2,1,,,,,,,2,,,,,,,,,,
238,8,2,4,7,3,,1,2,3,,1,2,,,,,,,,,,2,,,,1,6,1,,1,4,,2,1,,,,,,,2,,,,,,,,,,
238,9,2,58,50,1,,5,0,,,,1,10,4,,1000,3,240000,8,2,,2,,6,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,2,"manque de financement"
238,10,2,58,10,1,,5,5,1,,3,1,500,1,,500,3,120000,1,4,,2,,6,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
238,11,2,58,20,1,,5,10,1,,3,1,50,1,,80,3,125000,1,5,,2,,6,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
238,12,2,58,15,1,,5,5,1,,3,1,600,1,,600,3,144000,1,4,,2,,6,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,
239,1,1,10,1,4,,4,0,,,,2,,,,,,,,,,2,,,,1,30,1,,1,4,,2,3,,,,,,,2,,,,,,,,,,
239,1,1,4,1,3,,2,0,,,,2,,,,,,,,,,2,,,,1,3,1,,2,4,,2,3,,,,,,,2,,,,,,,,,,
239,1,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,1,1,1,,2,4,,2,3,,,,,,,2,,,,,,,,,,
239,2,1,10,1,3,,4,25,1,,1,2,,,,,,,,,,2,,,,1,2,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,2,1,4,4,3,,2,4,3,,2,2,,,,,,,,,,2,,,,1,1,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
239,2,1,1,1,3,,2,4,3,,2,2,,,,,,,,,,2,,,,1,1,3,,2,4,,2,3,,,,,,,2,,,,,,,,,,
239,2,1,43,0,,,,0,,,,2,,,,,,,,,,2,,,,1,400,1,,3,3,,1,,,400,1,,3,300,2,,,,,,,,,,
239,3,1,10,4,1,,3,0,,,,2,,,,,,,,,,2,,,,1,3,4,,1,1,,1,,,50,1,,2,500,1,0,1,0,0,0,0,0,0,0,
239,4,1,10,1,3,,4,10,1,,2,2,,,,,,,,,,2,,,,1,2,3,,1,4,,2,3,,,,,,,2,,,,,,,,,,
239,4,1,1,50,1,,2,41,1,,2,2,,,,,,,,,,2,,,,1,10,1,,2,4,,2,3,,,,,,,2,,,,,,,,,,
239,4,1,4,25,1,,2,0,,,,2,,,,,,,,,,2,,,,1,10,1,,2,4,,2,3,,,,,,,2,,,,,,,,,,
239,5,1,10,1,3,,3,0,,,,2,,,,,,,,,,1,52000,,,1,9999,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,5,1,1,50,1,,2,10,1,,2,2,,,,,,,,,,2,,,,1,12,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,5,1,4,25,1,,2,0,,,,2,,,,,,,,,,2,,,,1,9999,18,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,6,1,10,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
239,6,1,1,1,3,,2,0,,,,1,100,1,,100,2,15000,3,2,,2,,1,,1,100,1,,2,1,,2,3,,,,,,,2,,,,,,,,,,
239,7,1,10,1,3,,3,0,,,,2,,,,,,,,,,2,,,,1,2.5,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,7,1,4,25,1,,2,0,,,,2,,,,,,,,,,2,,,,1,400,1,,2,1,,2,1,,,,,,,2,,,,,,,,,,
239,8,1,4,30,1,,2,0,,,,2,,,,,,,,,,2,,,,1,4,3,,2,1,,2,6,"consommation et semence",,,,,,2,,,,,,,,,,
239,8,1,10,1,3,,4,0,,,,2,,,,,,,,,,2,,,,1,2,4,,1,5,"consommation et semence",2,6,"consommation et semence",,,,,,2,,,,,,,,,,
239,8,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,1,2,3,,2,5,"consommation et semence",2,6,"consommation et semence",,,,,,2,,,,,,,,,,
239,9,1,10,1,3,,1,1,3,,1,2,,,,,,,,,,2,,,,1,19,4,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,9,1,43,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
239,9,1,4,1,3,,1,0,,,,2,,,,,,,,,,2,,,,1,3,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
239,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11,1,10,2,12,,1,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
239,11,1,4,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
239,11,1,1,0,,,,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
239,12,1,10,2,12,,2,2,12,,2,2,,,,,,,,,,2,,,,1,5,3,,2,1,,1,,,1,3,,2,20000,2,,,,,,,,,,
239,12,1,4,0,,,,0,,,,2,,,,,,,,,,2,,,,1,1,4,,2,1,,1,,,1,3,,2,12500,2,,,,,,,,,,
239,12,1,1,1,2,,3,0,,,,2,,,,,,,,,,2,,,,1,5,3,,2,1,,1,,,1,3,,2,15000,2,,,,,,,,,,
240,1,2,4,4,3,,2,0,,,,2,,,,,,,,,,2,,,,1,3,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
240,1,2,10,3,3,,4,0,,,,2,,,,,,,,,,2,,,,1,3,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
240,1,2,1,1,3,,2,0,,,,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
240,2,2,4,6,3,,2,0,,,,2,,,,,,,,,,2,,,,1,2,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
240,2,2,1,4,3,,2,0,,,,2,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,
240,2,2,10,7,3,,2,0,,,,2,,,,,,,,,,2,,,,1,4,3,,2,1,,2,1,,,,,,,2,,,,,,,,,,
240,3,2,10,25,1,,2,0,,,,2,,,,,,,,,,2,,,,1,2,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
240,3,2,1,3,3,,1,0,,,,2,,,,,,,,,,2,,,,1,3,1,,1,1,,2,1,,,,,,,2,,,,,,,,,,
240,3,2,4,2,2,,2,0,,,,2,,,,,,,,,,2,,,,1,2,3,,1,1,,2,1,,,,,,,2,,,,,,,,,,
