"grappe","menage","vague","s13q00","s13q01","s13q02","s13q03","s13q04","s13q05","s13q06","s13q07","s13q08","s13q09"
350,1,1,15,2,,2,,2,2,2,2,0
350,2,1,4,2,,2,,2,2,2,2,0
350,3,1,16,1,1,2,,2,2,2,2,1
350,4,1,20,2,,2,,2,1,2,1,1
350,5,1,12,2,,2,,2,1,2,2,1
350,6,1,2,2,,2,,2,2,2,2,0
350,7,1,7,2,,2,,2,2,1,1,1
350,8,1,1,2,,2,,2,2,2,2,0
350,9,1,1,2,,2,,2,1,2,2,1
350,10,1,1,2,,2,,2,1,2,2,1
350,11,1,3,2,,2,,2,2,2,2,0
350,12,1,1,2,,2,,2,2,2,2,0
351,1,2,4,2,,2,,2,1,2,1,1
351,2,2,1,2,,2,,2,1,2,2,1
351,3,2,1,2,,2,,2,2,2,2,0
351,4,2,1,1,1,2,,2,2,2,2,1
351,5,2,1,2,,2,,2,2,2,2,0
351,6,2,2,2,,2,,2,2,2,2,0
351,7,2,1,2,,2,,2,2,2,2,0
351,8,2,1,2,,2,,2,1,2,2,1
351,9,2,2,2,,2,,2,2,2,2,0
351,10,2,5,2,,2,,2,1,2,2,1
351,11,2,1,2,,2,,2,1,2,2,1
351,13,2,1,2,,2,,2,1,2,1,1
352,1,2,1,2,,2,,2,2,2,2,0
352,2,2,1,2,,1,1,1,1,1,1,1
352,3,2,1,1,2,2,,2,1,2,2,1
352,4,2,1,2,,2,,2,2,2,2,0
352,5,2,1,2,,2,,2,2,2,2,0
352,6,2,1,2,,2,,2,2,2,2,0
352,7,2,1,2,,2,,2,1,2,2,1
352,8,2,26,2,,2,,2,2,2,2,0
352,9,2,1,2,,2,,2,2,2,2,0
352,10,2,1,2,,2,,2,2,2,2,0
352,11,2,8,2,,2,,2,2,1,1,1
352,12,2,1,2,,2,,2,2,2,2,0
353,1,1,5,2,,2,,2,2,2,2,0
353,2,1,1,2,,2,,2,2,2,2,0
353,3,1,1,1,1,2,,2,1,2,2,1
353,4,1,1,2,,2,,2,2,2,2,0
353,5,1,13,2,,2,,2,2,2,2,0
353,6,1,2,2,,2,,2,2,2,2,0
353,7,1,1,2,,2,,2,2,2,2,0
353,8,1,1,2,,2,,2,1,2,2,1
353,9,1,1,1,2,2,,2,2,2,2,0
353,10,1,1,2,,1,1,2,2,2,2,1
353,11,1,1,2,,2,,2,1,2,2,1
353,12,1,1,2,,2,,2,1,1,2,1
354,2,2,12,2,,2,,2,2,2,2,0
354,3,2,1,2,,2,,2,2,2,2,0
354,6,2,1,2,,2,,2,1,2,2,1
354,7,2,1,2,,2,,1,2,2,2,1
354,8,2,1,2,,1,1,1,2,2,2,1
354,9,2,1,2,,2,,2,2,2,2,0
354,10,2,1,2,,2,,2,2,2,2,0
354,11,2,1,2,,2,,2,2,2,2,0
354,12,2,1,2,,2,,2,1,2,2,1
354,13,2,1,2,,2,,2,2,2,2,0
354,14,2,1,2,,2,,2,2,2,2,0
354,15,2,2,2,,1,1,1,1,2,1,1
355,1,1,1,2,,2,,2,2,2,2,0
355,2,1,1,2,,2,,2,2,2,2,0
355,3,1,6,2,,2,,2,1,2,2,1
355,4,1,1,1,1,2,,2,2,2,1,1
355,5,1,1,2,,2,,2,2,2,2,0
355,6,1,1,2,,2,,2,1,2,1,1
355,7,1,1,2,,1,1,1,1,2,2,1
355,8,1,1,2,,2,,2,2,2,2,0
355,9,1,1,2,,2,,2,2,2,2,0
355,11,1,7,1,1,2,,1,2,2,2,1
355,12,1,1,2,,2,,2,2,2,2,0
355,13,1,6,2,,2,,2,2,1,2,1
356,1,2,1,2,,2,,2,2,1,2,1
356,3,2,1,2,,2,,2,1,1,1,1
356,4,2,1,2,,2,,2,1,2,2,1
356,5,2,1,1,1,2,,2,2,2,2,1
356,6,2,1,2,,2,,2,2,2,2,0
356,7,2,1,2,,2,,2,1,2,2,1
356,8,2,2,2,,2,,2,1,2,2,1
356,9,2,2,2,,2,,2,2,2,2,0
356,10,2,2,1,1,1,2,1,2,2,2,1
356,11,2,9,2,,2,,1,2,2,2,1
356,12,2,1,2,,2,,2,1,2,2,1
356,13,2,1,2,,2,,2,2,1,1,1
357,1,1,1,2,,2,,2,2,1,2,1
357,2,1,2,2,,2,,2,2,2,2,0
357,3,1,2,1,1,1,1,2,1,2,2,1
357,4,1,1,2,,2,,2,2,2,2,0
357,5,1,2,2,,2,,2,2,2,2,0
357,6,1,2,2,,2,,2,2,2,2,0
357,7,1,1,2,,2,,2,1,1,1,1
357,8,1,1,1,1,2,,2,2,2,2,1
357,9,1,8,2,,2,,2,2,2,2,0
357,10,1,1,2,,2,,2,2,2,2,0
357,11,1,1,1,1,2,,2,2,2,2,1
357,12,1,4,2,,2,,2,2,2,2,0
358,1,1,1,1,1,2,,2,2,2,2,1
358,2,1,1,2,,2,,1,2,2,2,1
358,3,1,2,2,,2,,2,2,1,2,1
358,4,1,1,2,,2,,2,1,2,2,1
358,5,1,1,2,,2,,2,1,2,2,1
358,6,1,2,2,,2,,2,2,2,2,0
358,7,1,1,2,,2,,2,2,2,2,0
358,8,1,1,2,,2,,2,1,1,2,1
358,9,1,1,2,,1,1,2,2,2,2,1
358,10,1,1,2,,2,,2,2,2,2,0
358,11,1,2,2,,2,,2,1,2,2,1
358,12,1,1,2,,1,1,2,2,2,2,1
359,1,2,1,2,,2,,2,2,2,2,0
359,2,2,13,2,,2,,2,1,2,2,1
359,3,2,1,2,,2,,1,1,2,2,1
359,4,2,5,2,,2,,2,2,2,2,0
359,5,2,1,2,,2,,2,2,2,2,0
359,6,2,1,1,2,2,,2,1,1,1,1
359,7,2,1,2,,2,,2,1,1,1,1
359,8,2,1,2,,2,,2,2,2,2,0
359,9,2,3,2,,2,,2,1,2,2,1
359,11,2,1,2,,2,,2,2,2,2,0
359,12,2,8,1,2,2,,2,1,2,2,1
359,13,2,2,2,,2,,2,1,2,2,1
360,1,1,1,2,,2,,2,2,2,2,0
360,2,1,1,2,,2,,2,2,2,2,0
360,3,1,2,2,,2,,2,2,2,2,0
360,4,1,1,2,,2,,2,1,2,2,1
360,5,1,1,2,,2,,2,2,2,2,0
360,6,1,2,2,,2,,2,1,2,2,1
360,7,1,1,2,,2,,2,2,2,2,0
360,9,1,1,2,,2,,2,2,2,2,0
360,10,1,1,2,,2,,2,1,2,2,1
360,11,1,2,2,,2,,2,2,2,2,0
360,12,1,1,2,,2,,2,2,2,2,0
360,13,1,1,2,,2,,2,2,2,2,0
361,1,2,1,2,,2,,2,2,2,2,0
361,2,2,1,2,,2,,2,1,2,2,1
361,3,2,1,2,,2,,2,2,2,2,0
361,4,2,1,2,,2,,2,2,2,2,0
361,5,2,1,2,,2,,2,2,2,2,0
361,6,2,1,2,,2,,2,2,2,2,0
361,7,2,1,2,,2,,2,2,2,2,0
361,8,2,1,2,,2,,2,2,2,2,0
361,9,2,1,2,,2,,2,2,2,2,0
361,10,2,2,2,,2,,2,2,2,2,0
361,12,2,1,2,,2,,2,2,2,2,0
361,13,2,1,2,,2,,2,2,2,2,0
362,1,1,1,2,,2,,2,2,1,2,1
362,2,1,1,2,,2,,2,2,2,2,0
362,3,1,1,2,,2,,2,2,2,2,0
362,5,1,2,2,,2,,2,2,2,2,0
362,6,1,4,2,,2,,2,2,2,2,0
362,7,1,6,2,,2,,2,2,2,2,0
362,8,1,2,2,,2,,2,2,2,2,0
362,9,1,2,2,,2,,2,2,2,2,0
362,10,1,1,2,,2,,2,2,2,2,0
362,11,1,1,2,,2,,2,2,2,2,0
362,12,1,1,2,,2,,2,1,2,2,1
362,13,1,1,2,,2,,2,2,2,2,0
363,1,2,1,2,,2,,2,2,2,2,0
363,2,2,1,2,,2,,2,1,2,2,1
363,3,2,1,1,1,2,,2,2,2,2,1
363,4,2,1,2,,2,,2,2,2,2,0
363,5,2,1,2,,2,,2,2,2,2,0
363,6,2,1,2,,2,,2,1,1,1,1
363,7,2,1,2,,2,,2,2,2,2,0
363,8,2,1,2,,2,,2,2,2,2,0
363,9,2,32,2,,2,,2,2,2,2,0
363,10,2,2,2,,2,,2,1,1,2,1
363,11,2,1,2,,2,,2,1,2,2,1
363,12,2,2,2,,2,,2,2,2,2,0
364,1,1,3,2,,1,2,1,2,1,2,1
364,2,1,9,2,,2,,2,2,2,2,0
364,3,1,1,1,1,2,,1,1,2,2,1
364,4,1,1,2,,2,,2,2,2,2,0
364,5,1,1,2,,2,,2,1,1,2,1
364,6,1,1,2,,2,,2,2,2,2,0
364,7,1,1,2,,2,,2,2,2,2,0
364,8,1,1,2,,1,1,2,2,1,2,1
364,9,1,1,2,,2,,2,2,2,2,0
364,10,1,1,2,,2,,2,2,1,2,1
364,11,1,1,2,,2,,2,1,2,2,1
364,12,1,1,2,,2,,2,1,1,1,1
365,1,2,1,2,,2,,1,1,2,2,1
365,2,2,2,2,,2,,2,2,2,2,0
365,3,2,1,2,,2,,2,1,2,2,1
365,4,2,1,1,1,2,,2,2,2,2,1
365,5,2,1,1,1,2,,2,2,2,2,1
365,6,2,1,1,1,2,,2,2,2,2,1
365,7,2,9,1,1,2,,2,2,2,2,1
365,8,2,1,1,1,2,,2,2,2,2,1
365,9,2,1,1,1,2,,2,1,2,2,1
365,10,2,3,1,1,2,,2,2,2,2,1
365,11,2,1,2,,2,,1,1,2,2,1
365,12,2,1,2,,2,,2,2,2,2,0
366,1,1,1,2,,2,,2,2,2,2,0
366,2,1,1,2,,2,,2,1,2,2,1
366,3,1,2,2,,1,1,2,2,2,2,1
366,4,1,1,1,1,1,2,1,2,2,2,1
366,5,1,6,1,1,2,,2,2,2,2,1
366,6,1,4,1,2,2,,1,1,2,2,1
366,7,1,13,2,,2,,2,2,2,2,0
366,8,1,1,2,,2,,2,1,2,2,1
366,9,1,7,2,,2,,2,2,2,2,0
366,10,1,1,2,,2,,1,2,2,2,1
366,11,1,2,2,,2,,2,1,2,1,1
366,12,1,1,2,,2,,2,2,2,2,0
367,1,2,6,2,,2,,2,2,2,2,0
367,2,2,1,2,,2,,2,2,2,2,0
367,3,2,16,2,,2,,1,1,2,2,1
367,4,2,3,1,2,2,,2,2,2,2,0
367,5,2,1,2,,2,,2,2,2,2,0
367,6,2,2,2,,2,,2,2,2,2,0
367,7,2,1,2,,2,,2,2,2,2,0
367,8,2,2,2,,2,,2,2,2,2,0
367,9,2,1,2,,2,,2,2,2,2,0
367,10,2,2,2,,2,,2,1,1,2,1
367,11,2,1,2,,2,,2,2,2,2,0
367,12,2,1,2,,1,1,1,2,2,2,1
368,1,1,1,1,1,1,1,1,1,2,1,1
368,3,1,1,1,2,2,,1,2,2,2,1
368,4,1,2,2,,2,,2,1,2,2,1
368,5,1,1,2,,2,,1,2,2,2,1
368,6,1,1,2,,2,,2,2,2,2,0
368,7,1,1,2,,2,,2,2,2,2,0
368,8,1,2,2,,1,1,2,1,2,2,1
368,9,1,1,2,,2,,1,2,1,2,1
368,10,1,1,2,,2,,1,2,2,2,1
368,11,1,2,2,,2,,2,2,2,2,0
368,13,1,2,2,,1,1,1,2,2,2,1
368,14,1,7,2,,2,,2,2,2,2,0
369,1,2,1,2,,1,2,1,2,1,2,1
369,2,2,1,2,,2,,2,1,2,2,1
369,3,2,1,1,1,2,,2,2,2,2,1
369,4,2,1,2,,2,,2,2,2,2,0
369,5,2,5,2,,2,,2,1,2,2,1
369,6,2,1,2,,2,,1,2,2,2,1
369,7,2,1,2,,2,,2,2,1,2,1
369,8,2,5,2,,2,,1,1,2,2,1
369,9,2,4,2,,2,,2,2,2,2,0
369,10,2,8,1,1,2,,2,2,2,2,1
369,11,2,8,2,,2,,2,2,2,2,0
369,12,2,1,2,,1,1,1,2,2,1,1
370,1,1,2,2,,2,,1,2,2,2,1
370,2,1,1,2,,2,,2,1,2,2,1
370,3,1,1,2,,2,,2,1,2,2,1
370,4,1,6,2,,2,,2,2,2,2,0
370,5,1,5,2,,2,,1,2,1,1,1
370,7,1,2,1,1,2,,2,2,2,2,1
370,8,1,1,2,,2,,1,1,2,2,1
370,9,1,1,2,,2,,2,2,2,2,0
370,10,1,8,1,1,2,,2,1,1,2,1
370,11,1,1,2,,2,,2,2,2,2,0
370,12,1,10,2,,2,,1,2,2,2,1
370,13,1,1,2,,2,,2,2,2,2,0
371,1,2,1,2,,2,,2,2,2,2,0
371,2,2,1,2,,2,,2,2,2,2,0
371,3,2,1,1,1,2,,2,1,1,2,1
371,4,2,1,1,1,1,1,1,2,2,2,1
371,5,2,1,2,,2,,2,1,2,2,1
371,6,2,2,2,,2,,2,2,2,2,0
371,7,2,5,1,1,2,,2,2,2,2,1
371,8,2,1,2,,2,,1,2,1,2,1
371,9,2,1,2,,2,,2,2,2,2,0
371,12,2,1,2,,2,,2,2,2,2,0
371,13,2,1,2,,1,2,2,2,2,2,0
371,14,2,1,1,2,1,2,2,2,2,2,0
372,1,1,6,1,1,2,,2,2,2,2,1
372,2,1,1,2,,2,,1,1,2,2,1
372,4,1,3,2,,2,,1,2,2,2,1
372,5,1,2,1,2,2,,2,2,2,2,0
372,6,1,1,2,,1,2,1,2,2,2,1
372,7,1,14,2,,2,,2,1,2,2,1
372,8,1,1,1,1,2,,2,2,2,2,1
372,9,1,1,1,1,2,,1,2,2,2,1
372,12,1,7,2,,2,,2,2,2,2,0
372,13,1,1,2,,2,,2,1,2,2,1
372,14,1,1,1,1,2,,2,1,1,2,1
372,15,1,2,2,,2,,1,2,2,2,1
373,1,2,21,2,,2,,2,2,2,2,0
373,2,2,1,2,,2,,2,2,2,2,0
373,3,2,2,2,,2,,2,2,2,2,0
373,4,2,1,1,1,2,,2,2,2,2,1
373,5,2,9,1,1,2,,2,2,2,2,1
373,6,2,1,2,,2,,2,2,2,2,0
373,7,2,2,2,,2,,2,2,2,2,0
373,8,2,1,2,,2,,2,2,2,2,0
373,9,2,2,2,,2,,2,2,2,2,0
373,10,2,2,1,1,2,,2,1,1,2,1
373,11,2,4,1,1,2,,2,2,2,2,1
373,12,2,1,2,,2,,2,1,2,2,1
374,1,1,1,1,1,2,,2,2,2,2,1
374,2,1,1,1,1,2,,2,2,2,2,1
374,4,1,2,2,,2,,1,2,2,2,1
374,6,1,2,2,,2,,2,1,1,2,1
374,7,1,2,2,,1,1,2,2,2,2,1
374,8,1,1,2,,2,,1,2,2,2,1
374,9,1,2,2,,2,,1,1,1,2,1
374,10,1,1,2,,2,,2,2,2,2,0
374,11,1,1,2,,2,,2,2,2,2,0
374,12,1,1,2,,2,,2,2,2,2,0
374,13,1,1,2,,2,,2,2,2,2,0
374,14,1,1,2,,2,,2,2,2,2,0
375,1,2,2,2,,2,,2,2,2,2,0
375,2,2,1,1,1,2,,2,2,2,2,1
375,3,2,1,2,,2,,2,2,2,2,0
375,4,2,4,2,,2,,1,2,2,2,1
375,5,2,3,1,1,2,,2,2,2,2,1
375,6,2,13,2,,2,,2,1,1,2,1
375,7,2,22,2,,2,,2,2,2,2,0
375,8,2,1,2,,2,,2,1,2,2,1
375,9,2,1,2,,2,,2,2,2,2,0
375,10,2,1,1,1,2,,1,1,2,2,1
375,11,2,1,2,,2,,2,2,2,2,0
375,12,2,8,2,,2,,2,1,2,1,1
376,1,2,1,2,,2,,2,1,2,2,1
376,2,2,1,2,,2,,2,1,2,2,1
376,3,2,1,1,2,2,,2,2,2,2,0
376,4,2,1,2,,2,,2,2,2,2,0
376,5,2,2,2,,2,,2,2,2,2,0
376,6,2,1,2,,2,,2,2,2,2,0
376,7,2,1,2,,2,,2,1,2,2,1
376,8,2,2,2,,2,,2,2,2,2,0
376,9,2,1,2,,2,,2,2,2,2,0
376,11,2,1,2,,2,,2,2,2,2,0
376,12,2,4,2,,2,,2,2,2,2,0
376,13,2,3,2,,2,,2,1,2,2,1
377,1,1,7,2,,2,,2,2,2,2,0
377,2,1,3,2,,2,,2,2,1,2,1
377,3,1,2,2,,2,,2,2,2,2,0
377,4,1,1,2,,2,,2,2,1,2,1
377,5,1,9,2,,2,,2,2,2,2,0
377,6,1,1,2,,2,,2,2,1,2,1
377,7,1,2,2,,2,,2,2,2,2,0
377,8,1,1,2,,2,,2,2,2,2,0
377,9,1,3,2,,2,,2,2,2,2,0
377,10,1,1,2,,2,,2,2,2,2,0
377,12,1,2,2,,2,,2,2,2,2,0
377,13,1,2,2,,2,,2,2,2,2,0
378,1,2,1,2,,2,,2,1,2,2,1
378,2,2,1,2,,2,,2,2,2,2,0
378,3,2,1,2,,2,,2,2,2,2,0
378,4,2,1,2,,2,,2,2,1,2,1
378,5,2,1,2,,2,,2,2,2,2,0
378,6,2,2,2,,2,,2,2,2,2,0
378,7,2,1,2,,2,,2,2,2,2,0
378,8,2,1,2,,2,,2,2,2,2,0
378,9,2,1,2,,2,,2,2,2,2,0
378,10,2,1,2,,2,,2,2,2,2,0
378,11,2,1,2,,2,,2,2,2,2,0
378,12,2,1,2,,2,,2,2,2,2,0
379,1,1,1,2,,2,,2,2,2,2,0
379,2,1,1,2,,2,,2,1,2,2,1
379,3,1,1,2,,1,2,2,1,1,2,1
379,4,1,10,2,,2,,2,2,2,2,0
379,5,1,1,2,,2,,2,1,2,2,1
379,6,1,3,1,2,2,,1,2,2,2,1
379,7,1,1,2,,1,2,2,2,2,2,0
379,8,1,1,2,,1,1,2,2,2,2,1
379,9,1,1,2,,2,,2,2,1,1,1
379,10,1,1,2,,2,,2,1,2,2,1
379,11,1,1,1,2,1,2,1,2,2,2,1
379,12,1,1,2,,2,,2,1,2,2,1
380,1,2,4,2,,2,,2,2,2,2,0
380,2,2,2,2,,2,,2,2,2,2,0
380,3,2,9,1,1,1,1,2,2,2,2,1
380,4,2,1,1,2,2,,2,1,1,1,1
380,5,2,1,2,,2,,1,1,1,2,1
380,6,2,1,1,1,2,,1,1,2,2,1
380,7,2,1,2,,2,,2,1,2,2,1
380,8,2,2,2,,2,,2,2,2,2,0
380,9,2,1,2,,2,,2,1,1,1,1
380,10,2,1,1,1,2,,1,1,2,2,1
380,11,2,1,2,,2,,1,1,2,1,1
380,12,2,46,1,1,2,,2,1,2,2,1
381,1,1,1,2,,2,,2,2,1,1,1
381,2,1,2,2,,2,,2,2,2,2,0
381,3,1,1,2,,2,,2,1,2,2,1
381,4,1,1,2,,2,,2,2,2,2,0
381,5,1,11,1,1,2,,2,2,2,2,1
381,6,1,3,2,,2,,2,2,2,2,0
381,7,1,1,2,,2,,2,2,2,2,0
381,8,1,11,2,,2,,2,1,1,2,1
381,9,1,5,2,,2,,2,2,2,2,0
381,10,1,1,2,,2,,2,2,2,2,0
381,11,1,3,2,,2,,2,2,1,2,1
381,12,1,2,2,,2,,2,2,2,2,0
382,1,2,1,2,,2,,2,2,2,1,1
382,2,2,19,2,,2,,2,1,2,1,1
382,3,2,1,2,,2,,2,2,2,2,0
382,4,2,2,1,1,2,,2,1,1,1,1
382,5,2,4,2,,2,,2,1,2,2,1
382,6,2,1,2,,2,,2,2,2,2,0
382,7,2,2,2,,2,,2,1,2,2,1
382,8,2,1,2,,2,,2,1,2,1,1
382,9,2,2,2,,2,,2,2,2,2,0
382,10,2,1,2,,2,,2,2,2,1,1
382,11,2,2,2,,2,,2,1,2,2,1
382,12,2,6,2,,2,,2,1,2,2,1
383,1,1,7,2,,2,,2,2,2,2,0
383,2,1,1,2,,2,,2,1,1,2,1
383,5,1,10,2,,2,,2,1,1,2,1
383,6,1,2,2,,2,,2,1,1,2,1
383,7,1,1,1,2,2,,2,1,2,2,1
383,8,1,1,2,,2,,2,2,2,2,0
383,10,1,1,2,,2,,2,2,2,2,0
383,11,1,1,2,,2,,2,1,2,2,1
383,12,1,6,2,,2,,2,1,2,2,1
383,13,1,1,2,,2,,2,2,2,1,1
383,14,1,1,1,2,2,,2,2,2,2,0
383,15,1,1,1,1,2,,2,2,2,2,1
384,1,2,2,2,,2,,2,2,2,2,0
384,2,2,6,2,,2,,2,2,2,2,0
384,3,2,1,1,2,1,2,2,2,1,2,1
384,4,2,1,2,,2,,2,2,2,2,0
384,5,2,1,2,,1,2,2,1,1,1,1
384,6,2,1,1,1,2,,2,2,2,2,1
384,7,2,1,2,,2,,2,2,2,2,0
384,8,2,13,2,,2,,2,1,2,2,1
384,9,2,1,2,,2,,2,2,2,2,0
384,10,2,4,2,,1,2,2,2,2,2,0
384,12,2,1,2,,2,,2,2,2,2,0
384,13,2,2,2,,2,,2,1,1,1,1
385,1,1,1,2,,2,,2,1,2,1,1
385,2,1,1,2,,2,,2,2,2,2,0
385,3,1,1,2,,2,,2,1,2,2,1
385,4,1,1,2,,2,,2,2,2,2,0
385,5,1,1,2,,1,2,2,2,2,2,0
385,6,1,1,1,2,2,,2,1,1,1,1
385,7,1,2,1,1,1,1,2,1,2,2,1
385,8,1,1,2,,2,,2,2,2,2,0
385,9,1,1,2,,2,,2,2,2,2,0
385,11,1,4,1,1,2,,2,1,2,2,1
385,13,1,1,1,1,2,,2,1,2,2,1
385,14,1,2,2,,2,,2,1,1,1,1
386,2,2,1,1,1,1,2,2,1,1,2,1
386,3,2,6,2,,2,,2,2,2,1,1
386,4,2,1,2,,2,,2,1,1,1,1
386,5,2,1,1,1,2,,2,2,2,2,1
386,8,2,2,2,,2,,2,2,2,2,0
386,9,2,1,2,,1,2,2,1,1,1,1
386,10,2,2,2,,2,,2,2,2,2,0
386,11,2,1,2,,2,,2,2,2,2,0
386,12,2,2,1,1,1,2,2,1,1,1,1
386,13,2,1,2,,2,,2,2,1,2,1
386,14,2,4,1,1,1,2,1,1,1,1,1
386,15,2,2,2,,2,,2,2,2,2,0
387,1,1,2,2,,2,,2,1,2,2,1
387,2,1,1,1,1,2,,2,2,2,2,1
387,3,1,4,2,,2,,2,1,1,1,1
387,4,1,1,2,,2,,2,1,2,2,1
387,5,1,3,2,,2,,2,2,2,2,0
387,6,1,2,2,,2,,2,1,2,2,1
387,7,1,1,2,,2,,2,1,2,2,1
387,8,1,1,2,,2,,2,1,2,2,1
387,9,1,10,2,,2,,2,1,2,2,1
387,10,1,1,2,,2,,2,2,1,2,1
387,11,1,1,1,1,2,,2,1,1,2,1
387,12,1,1,2,,2,,2,2,2,2,0
388,1,2,13,2,,2,,2,1,1,1,1
388,2,2,1,1,1,2,,1,1,2,2,1
388,3,2,2,2,,2,,2,1,2,2,1
388,4,2,1,1,1,2,,2,1,2,2,1
388,5,2,1,2,,2,,2,1,1,1,1
388,6,2,1,1,1,1,2,1,1,1,1,1
388,7,2,4,1,1,1,2,2,2,2,2,1
388,8,2,1,1,1,2,,2,1,2,2,1
388,9,2,2,2,,2,,2,1,1,1,1
388,10,2,1,1,1,2,,2,1,2,2,1
388,11,2,2,1,1,1,2,1,2,2,2,1
388,12,2,12,2,,2,,2,2,2,2,0
389,1,1,1,2,,2,,2,2,1,2,1
389,2,1,4,2,,2,,2,2,1,2,1
389,3,1,2,1,1,2,,2,2,1,2,1
389,5,1,2,2,,2,,2,1,2,2,1
389,6,1,1,2,,2,,2,1,2,2,1
389,7,1,1,2,,2,,2,2,2,2,0
389,8,1,2,2,,2,,2,2,2,2,0
389,10,1,2,2,,2,,2,2,2,2,0
389,12,1,1,2,,2,,2,2,2,2,0
389,13,1,1,2,,1,2,2,1,2,2,1
389,14,1,1,2,,2,,2,2,1,1,1
389,15,1,1,2,,2,,2,2,2,2,0
390,1,1,1,1,2,2,,2,1,1,1,1
390,2,1,1,2,,2,,2,1,1,2,1
390,3,1,10,2,,2,,2,2,1,2,1
390,4,1,2,2,,2,,2,2,1,1,1
390,5,1,1,2,,2,,2,1,2,2,1
390,6,1,2,2,,2,,2,2,2,2,0
390,7,1,2,2,,2,,1,1,2,2,1
390,8,1,1,2,,2,,2,2,2,2,0
390,9,1,3,2,,2,,1,1,1,1,1
390,10,1,7,2,,2,,2,2,2,2,0
390,11,1,2,2,,2,,2,2,2,2,0
390,12,1,2,2,,2,,1,1,1,1,1
391,1,2,1,2,,2,,2,2,2,2,0
391,2,2,1,2,,1,2,2,1,1,1,1
391,3,2,2,2,,2,,2,2,2,2,0
391,4,2,6,1,2,2,,2,1,2,2,1
391,5,2,7,2,,2,,2,2,2,2,0
391,6,2,1,2,,2,,2,1,1,1,1
391,7,2,1,2,,2,,2,2,2,2,0
391,8,2,9,2,,1,2,2,2,2,2,0
391,9,2,2,2,,2,,2,2,2,2,0
391,10,2,2,2,,2,,2,2,2,2,0
391,11,2,5,2,,2,,2,1,1,1,1
391,12,2,2,2,,2,,2,2,2,2,0
392,1,1,1,2,,2,,2,2,2,2,0
392,2,1,1,1,1,2,,1,1,2,2,1
392,3,1,1,2,,2,,2,2,2,2,0
392,4,1,1,2,,2,,2,2,2,2,0
392,5,1,1,1,1,2,,1,1,2,1,1
392,6,1,1,2,,2,,2,1,2,2,1
392,7,1,14,2,,2,,2,1,2,2,1
392,8,1,2,2,,2,,2,1,1,2,1
392,9,1,2,2,,2,,2,1,1,1,1
392,10,1,2,2,,2,,2,1,2,2,1
392,11,1,8,1,2,2,,2,2,2,2,0
392,12,1,15,2,,2,,2,2,2,2,0
393,1,2,1,2,,2,,2,2,2,2,0
393,2,2,1,2,,2,,2,1,2,2,1
393,3,2,1,1,1,2,,2,1,2,2,1
393,4,2,1,1,1,2,,2,1,1,2,1
393,5,2,3,2,,2,,2,1,1,2,1
393,6,2,2,1,1,2,,2,1,2,2,1
393,7,2,2,2,,1,2,2,1,1,1,1
393,8,2,2,2,,2,,2,1,2,2,1
393,9,2,1,2,,2,,2,1,2,1,1
393,10,2,1,2,,2,,2,1,1,1,1
393,11,2,5,2,,2,,2,1,2,2,1
393,12,2,1,2,,2,,2,1,1,1,1
394,1,1,6,2,,2,,2,1,1,1,1
394,2,1,1,1,2,1,2,2,2,2,2,0
394,3,1,3,2,,2,,2,1,1,2,1
394,4,1,1,2,,2,,2,2,2,2,0
394,5,1,3,2,,2,,2,1,2,2,1
394,6,1,4,2,,2,,2,2,2,2,0
394,7,1,1,1,1,2,,2,2,2,2,1
394,8,1,2,2,,1,2,2,1,1,2,1
394,9,1,2,2,,2,,2,2,2,2,0
394,10,1,1,2,,2,,2,1,2,2,1
394,11,1,2,2,,2,,2,1,1,2,1
394,12,1,1,2,,2,,2,2,2,2,0
395,1,2,2,2,,2,,2,2,2,2,0
395,2,2,1,2,,2,,2,2,2,2,0
395,3,2,1,2,,2,,2,2,2,2,0
395,4,2,1,2,,2,,2,1,1,1,1
395,5,2,2,2,,2,,2,1,2,2,1
395,6,2,3,2,,2,,2,1,1,1,1
395,7,2,17,2,,1,2,2,1,1,1,1
395,8,2,1,2,,2,,2,1,2,2,1
395,9,2,1,2,,2,,2,2,2,2,0
395,10,2,6,2,,2,,2,1,2,2,1
395,11,2,1,2,,2,,2,2,1,2,1
395,12,2,1,2,,2,,2,1,2,2,1
396,1,1,1,2,,2,,2,1,1,2,1
396,2,1,9,2,,2,,2,1,2,2,1
396,3,1,7,2,,2,,2,2,1,2,1
396,4,1,1,2,,2,,2,1,2,2,1
396,5,1,2,1,2,2,,2,1,1,1,1
396,6,1,11,2,,2,,2,2,2,2,0
396,7,1,2,2,,2,,2,2,2,2,0
396,8,1,1,2,,2,,2,2,1,2,1
396,9,1,10,2,,2,,2,1,2,1,1
396,10,1,3,2,,2,,2,2,2,2,0
396,11,1,1,2,,2,,2,1,2,2,1
396,12,1,1,2,,2,,2,1,1,1,1
397,1,2,9,2,,2,,2,1,2,2,1
397,2,2,1,2,,2,,2,1,2,2,1
397,3,2,1,2,,2,,2,2,2,2,0
397,4,2,5,2,,2,,2,2,2,2,0
397,5,2,1,2,,2,,2,2,2,2,0
397,6,2,1,2,,2,,2,1,2,2,1
397,7,2,5,2,,2,,2,2,2,2,0
397,8,2,1,2,,2,,2,2,2,2,0
397,9,2,2,2,,2,,2,2,2,2,0
397,10,2,1,2,,2,,2,1,2,2,1
