"grappe","menage","vague","s18q14","s18q14_autre","s18q15","s18q15_unite","s18q15_uniteautre","s18q16a","s18q16a_uml","s18q16a_umlautre","s18q16b","s18q16b_uml","s18q16b_umlautre","s18q16c","s18q16c_uml","s18q16c_umlautre","s18q16d","s18q16d_uml","s18q16d_umlautre","s18q17","s18q17_autre","s18q18","s18q18_autre","s18q19","s18q19a__0","s18q19a__1"
2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
2,6,2,,,,,,,,,,,,,,,,,,,,,,,,
2,7,2,,,,,,,,,,,,,,,,,,,,,,,,
2,8,2,,,,,,,,,,,,,,,,,,,,,,,,
2,12,2,,,,,,,,,,,,,,,,,,,,,,,,
2,13,2,,,,,,,,,,,,,,,,,,,,,,,,
2,14,2,,,,,,,,,,,,,,,,,,,,,,,,
2,15,2,,,,,,,,,,,,,,,,,,,,,,,,
2,16,2,,,,,,,,,,,,,,,,,,,,,,,,
3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
3,6,1,,,,,,,,,,,,,,,,,,,,,,,,
3,7,1,,,,,,,,,,,,,,,,,,,,,,,,
3,9,1,,,,,,,,,,,,,,,,,,,,,,,,
3,13,1,,,,,,,,,,,,,,,,,,,,,,,,
3,14,1,,,,,,,,,,,,,,,,,,,,,,,,
3,15,1,,,,,,,,,,,,,,,,,,,,,,,,
3,16,1,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,,,,,,,,,,,,,,,,,,,,,,,,
4,2,2,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,,,,,,,,,,,,,,,,,,,,,,,,
4,4,2,,,,,,,,,,,,,,,,,,,,,,,,
4,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4,7,2,,,,,,,,,,,,,,,,,,,,,,,,
4,8,2,,,,,,,,,,,,,,,,,,,,,,,,
4,9,2,,,,,,,,,,,,,,,,,,,,,,,,
4,11,2,,,,,,,,,,,,,,,,,,,,,,,,
4,12,2,,,,,,,,,,,,,,,,,,,,,,,,
4,13,2,,,,,,,,,,,,,,,,,,,,,,,,
5,2,1,,,,,,,,,,,,,,,,,,,,,,,,
5,4,1,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1,,,,,,,,,,,,,,,,,,,,,,,,
5,7,1,,,,,,,,,,,,,,,,,,,,,,,,
5,9,1,,,,,,,,,,,,,,,,,,,,,,,,
5,10,1,,,,,,,,,,,,,,,,,,,,,,,,
5,11,1,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1,1,,60,6,,1,6,,2,6,,0,,,57,6,,1,,2,,3000000,4,
5,12,1,12,,25,6,,3,1,,0,,,0,,,22,6,,1,,2,,2800000,4,
5,12,1,17,,15,6,,3,2,,0,,,0,,,12,6,,1,,2,,2000000,4,
5,12,1,2,,35,6,,10,1,,1,1,,0,,,24,6,,1,,2,,2000000,4,
5,12,1,13,,35,6,,1,6,,1,6,,0,,,33,6,,1,,2,,1500000,4,
5,13,1,,,,,,,,,,,,,,,,,,,,,,,,
5,14,1,,,,,,,,,,,,,,,,,,,,,,,,
5,15,1,,,,,,,,,,,,,,,,,,,,,,,,
6,2,2,,,,,,,,,,,,,,,,,,,,,,,,
6,3,2,,,,,,,,,,,,,,,,,,,,,,,,
6,4,2,,,,,,,,,,,,,,,,,,,,,,,,
6,5,2,,,,,,,,,,,,,,,,,,,,,,,,
6,6,2,,,,,,,,,,,,,,,,,,,,,,,,
6,7,2,,,,,,,,,,,,,,,,,,,,,,,,
6,8,2,,,,,,,,,,,,,,,,,,,,,,,,
6,10,2,,,,,,,,,,,,,,,,,,,,,,,,
6,11,2,,,,,,,,,,,,,,,,,,,,,,,,
6,12,2,,,,,,,,,,,,,,,,,,,,,,,,
6,13,2,,,,,,,,,,,,,,,,,,,,,,,,
6,14,2,,,,,,,,,,,,,,,,,,,,,,,,
7,1,1,,,,,,,,,,,,,,,,,,,,,,,,
7,2,1,,,,,,,,,,,,,,,,,,,,,,,,
7,3,1,,,,,,,,,,,,,,,,,,,,,,,,
7,13,1,,,,,,,,,,,,,,,,,,,,,,,,
7,14,1,,,,,,,,,,,,,,,,,,,,,,,,
7,15,1,,,,,,,,,,,,,,,,,,,,,,,,
7,16,1,,,,,,,,,,,,,,,,,,,,,,,,
7,17,1,,,,,,,,,,,,,,,,,,,,,,,,
8,2,2,,,,,,,,,,,,,,,,,,,,,,,,
8,3,2,,,,,,,,,,,,,,,,,,,,,,,,
8,5,2,,,,,,,,,,,,,,,,,,,,,,,,
8,7,2,,,,,,,,,,,,,,,,,,,,,,,,
8,8,2,,,,,,,,,,,,,,,,,,,,,,,,
8,9,2,,,,,,,,,,,,,,,,,,,,,,,,
8,10,2,,,,,,,,,,,,,,,,,,,,,,,,
8,12,2,,,,,,,,,,,,,,,,,,,,,,,,
8,13,2,,,,,,,,,,,,,,,,,,,,,,,,
8,14,2,,,,,,,,,,,,,,,,,,,,,,,,
8,15,2,,,,,,,,,,,,,,,,,,,,,,,,
8,16,2,,,,,,,,,,,,,,,,,,,,,,,,
9,2,1,,,,,,,,,,,,,,,,,,,,,,,,
9,5,1,,,,,,,,,,,,,,,,,,,,,,,,
9,6,1,,,,,,,,,,,,,,,,,,,,,,,,
9,7,1,,,,,,,,,,,,,,,,,,,,,,,,
9,8,1,,,,,,,,,,,,,,,,,,,,,,,,
9,9,1,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1,,,,,,,,,,,,,,,,,,,,,,,,
9,11,1,,,,,,,,,,,,,,,,,,,,,,,,
9,12,1,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1,,,,,,,,,,,,,,,,,,,,,,,,
9,14,1,,,,,,,,,,,,,,,,,,,,,,,,
9,15,1,,,,,,,,,,,,,,,,,,,,,,,,
10,1,2,,,,,,,,,,,,,,,,,,,,,,,,
10,2,2,,,,,,,,,,,,,,,,,,,,,,,,
10,3,2,,,,,,,,,,,,,,,,,,,,,,,,
10,4,2,,,,,,,,,,,,,,,,,,,,,,,,
10,5,2,,,,,,,,,,,,,,,,,,,,,,,,
10,6,2,,,,,,,,,,,,,,,,,,,,,,,,
10,7,2,,,,,,,,,,,,,,,,,,,,,,,,
10,8,2,,,,,,,,,,,,,,,,,,,,,,,,
10,12,2,,,,,,,,,,,,,,,,,,,,,,,,
10,13,2,,,,,,,,,,,,,,,,,,,,,,,,
10,14,2,,,,,,,,,,,,,,,,,,,,,,,,
10,15,2,,,,,,,,,,,,,,,,,,,,,,,,
11,3,1,,,,,,,,,,,,,,,,,,,,,,,,
11,4,1,,,,,,,,,,,,,,,,,,,,,,,,
11,5,1,,,,,,,,,,,,,,,,,,,,,,,,
11,6,1,,,,,,,,,,,,,,,,,,,,,,,,
11,7,1,,,,,,,,,,,,,,,,,,,,,,,,
11,8,1,,,,,,,,,,,,,,,,,,,,,,,,
11,10,1,,,,,,,,,,,,,,,,,,,,,,,,
11,12,1,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1,,,,,,,,,,,,,,,,,,,,,,,,
11,14,1,,,,,,,,,,,,,,,,,,,,,,,,
11,15,1,,,,,,,,,,,,,,,,,,,,,,,,
12,1,2,,,,,,,,,,,,,,,,,,,,,,,,
12,2,2,,,,,,,,,,,,,,,,,,,,,,,,
12,3,2,,,,,,,,,,,,,,,,,,,,,,,,
12,5,2,,,,,,,,,,,,,,,,,,,,,,,,
12,6,2,,,,,,,,,,,,,,,,,,,,,,,,
12,7,2,,,,,,,,,,,,,,,,,,,,,,,,
12,8,2,,,,,,,,,,,,,,,,,,,,,,,,
12,9,2,,,,,,,,,,,,,,,,,,,,,,,,
12,11,2,,,,,,,,,,,,,,,,,,,,,,,,
12,13,2,,,,,,,,,,,,,,,,,,,,,,,,
12,14,2,,,,,,,,,,,,,,,,,,,,,,,,
12,15,2,,,,,,,,,,,,,,,,,,,,,,,,
13,1,1,,,,,,,,,,,,,,,,,,,,,,,,
13,3,1,,,,,,,,,,,,,,,,,,,,,,,,
13,6,1,,,,,,,,,,,,,,,,,,,,,,,,
13,7,1,,,,,,,,,,,,,,,,,,,,,,,,
13,8,1,,,,,,,,,,,,,,,,,,,,,,,,
13,10,1,,,,,,,,,,,,,,,,,,,,,,,,
13,11,1,,,,,,,,,,,,,,,,,,,,,,,,
13,12,1,,,,,,,,,,,,,,,,,,,,,,,,
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,
13,14,1,,,,,,,,,,,,,,,,,,,,,,,,
13,15,1,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1,,,,,,,,,,,,,,,,,,,,,,,,
14,1,2,,,,,,,,,,,,,,,,,,,,,,,,
14,2,2,,,,,,,,,,,,,,,,,,,,,,,,
14,3,2,,,,,,,,,,,,,,,,,,,,,,,,
14,4,2,,,,,,,,,,,,,,,,,,,,,,,,
14,5,2,,,,,,,,,,,,,,,,,,,,,,,,
14,6,2,,,,,,,,,,,,,,,,,,,,,,,,
14,7,2,,,,,,,,,,,,,,,,,,,,,,,,
14,8,2,34,,20,7,"caisse",1,7,"caisse",1,7,"caisse",0,,,18,7,"caisse",1,,2,,90000,4,
14,8,2,6,,15,7,"caisse",1,7,"caisse",0,,,0,,,14,7,"caisse",1,,2,,100000,4,
14,8,2,8,,10,7,"caisse",1,7,"caisse",0,,,0,,,9,7,"caisse",1,,2,,108000,4,
14,9,2,8,,150,6,,1,6,,35,6,,0,,,64,6,,1,,2,,800000,1,
14,9,2,1,,100,6,,1,6,,20,6,,0,,,79,6,,1,,2,,700000,1,
14,10,2,,,,,,,,,,,,,,,,,,,,,,,,
14,11,2,,,,,,,,,,,,,,,,,,,,,,,,
14,12,2,,,,,,,,,,,,,,,,,,,,,,,,
15,1,1,,,,,,,,,,,,,,,,,,,,,,,,
15,2,1,,,,,,,,,,,,,,,,,,,,,,,,
15,3,1,,,,,,,,,,,,,,,,,,,,,,,,
15,5,1,,,,,,,,,,,,,,,,,,,,,,,,
15,6,1,,,,,,,,,,,,,,,,,,,,,,,,
15,7,1,,,,,,,,,,,,,,,,,,,,,,,,
15,8,1,,,,,,,,,,,,,,,,,,,,,,,,
15,9,1,,,,,,,,,,,,,,,,,,,,,,,,
15,12,1,,,,,,,,,,,,,,,,,,,,,,,,
15,13,1,,,,,,,,,,,,,,,,,,,,,,,,
15,14,1,,,,,,,,,,,,,,,,,,,,,,,,
15,15,1,,,,,,,,,,,,,,,,,,,,,,,,
16,1,2,,,,,,,,,,,,,,,,,,,,,,,,
16,2,2,,,,,,,,,,,,,,,,,,,,,,,,
16,3,2,,,,,,,,,,,,,,,,,,,,,,,,
16,4,2,,,,,,,,,,,,,,,,,,,,,,,,
16,5,2,,,,,,,,,,,,,,,,,,,,,,,,
16,6,2,,,,,,,,,,,,,,,,,,,,,,,,
16,7,2,,,,,,,,,,,,,,,,,,,,,,,,
16,8,2,,,,,,,,,,,,,,,,,,,,,,,,
16,9,2,,,,,,,,,,,,,,,,,,,,,,,,
16,10,2,,,,,,,,,,,,,,,,,,,,,,,,
16,11,2,,,,,,,,,,,,,,,,,,,,,,,,
16,12,2,,,,,,,,,,,,,,,,,,,,,,,,
17,1,1,,,,,,,,,,,,,,,,,,,,,,,,
17,2,1,,,,,,,,,,,,,,,,,,,,,,,,
17,4,1,,,,,,,,,,,,,,,,,,,,,,,,
17,5,1,,,,,,,,,,,,,,,,,,,,,,,,
17,6,1,,,,,,,,,,,,,,,,,,,,,,,,
17,7,1,,,,,,,,,,,,,,,,,,,,,,,,
17,8,1,,,,,,,,,,,,,,,,,,,,,,,,
17,10,1,,,,,,,,,,,,,,,,,,,,,,,,
17,12,1,,,,,,,,,,,,,,,,,,,,,,,,
17,13,1,,,,,,,,,,,,,,,,,,,,,,,,
17,14,1,,,,,,,,,,,,,,,,,,,,,,,,
17,15,1,,,,,,,,,,,,,,,,,,,,,,,,
18,1,2,,,,,,,,,,,,,,,,,,,,,,,,
18,2,2,,,,,,,,,,,,,,,,,,,,,,,,
18,3,2,,,,,,,,,,,,,,,,,,,,,,,,
18,4,2,,,,,,,,,,,,,,,,,,,,,,,,
18,5,2,,,,,,,,,,,,,,,,,,,,,,,,
18,6,2,,,,,,,,,,,,,,,,,,,,,,,,
18,7,2,,,,,,,,,,,,,,,,,,,,,,,,
18,8,2,,,,,,,,,,,,,,,,,,,,,,,,
18,9,2,,,,,,,,,,,,,,,,,,,,,,,,
18,10,2,,,,,,,,,,,,,,,,,,,,,,,,
18,11,2,,,,,,,,,,,,,,,,,,,,,,,,
18,12,2,,,,,,,,,,,,,,,,,,,,,,,,
19,1,1,,,,,,,,,,,,,,,,,,,,,,,,
19,2,1,,,,,,,,,,,,,,,,,,,,,,,,
19,4,1,,,,,,,,,,,,,,,,,,,,,,,,
19,7,1,,,,,,,,,,,,,,,,,,,,,,,,
19,8,1,,,,,,,,,,,,,,,,,,,,,,,,
19,10,1,,,,,,,,,,,,,,,,,,,,,,,,
19,12,1,,,,,,,,,,,,,,,,,,,,,,,,
19,13,1,,,,,,,,,,,,,,,,,,,,,,,,
19,14,1,,,,,,,,,,,,,,,,,,,,,,,,
19,15,1,,,,,,,,,,,,,,,,,,,,,,,,
19,16,1,,,,,,,,,,,,,,,,,,,,,,,,
19,17,1,,,,,,,,,,,,,,,,,,,,,,,,
20,1,2,,,,,,,,,,,,,,,,,,,,,,,,
20,3,2,,,,,,,,,,,,,,,,,,,,,,,,
20,4,2,,,,,,,,,,,,,,,,,,,,,,,,
20,6,2,,,,,,,,,,,,,,,,,,,,,,,,
20,7,2,,,,,,,,,,,,,,,,,,,,,,,,
20,8,2,,,,,,,,,,,,,,,,,,,,,,,,
20,9,2,,,,,,,,,,,,,,,,,,,,,,,,
20,10,2,,,,,,,,,,,,,,,,,,,,,,,,
20,11,2,,,,,,,,,,,,,,,,,,,,,,,,
20,12,2,,,,,,,,,,,,,,,,,,,,,,,,
20,13,2,,,,,,,,,,,,,,,,,,,,,,,,
20,14,2,,,,,,,,,,,,,,,,,,,,,,,,
21,2,1,,,,,,,,,,,,,,,,,,,,,,,,
21,6,1,,,,,,,,,,,,,,,,,,,,,,,,
21,7,1,,,,,,,,,,,,,,,,,,,,,,,,
21,8,1,,,,,,,,,,,,,,,,,,,,,,,,
21,10,1,,,,,,,,,,,,,,,,,,,,,,,,
21,11,1,,,,,,,,,,,,,,,,,,,,,,,,
21,13,1,,,,,,,,,,,,,,,,,,,,,,,,
21,14,1,,,,,,,,,,,,,,,,,,,,,,,,
21,15,1,,,,,,,,,,,,,,,,,,,,,,,,
21,16,1,,,,,,,,,,,,,,,,,,,,,,,,
21,17,1,,,,,,,,,,,,,,,,,,,,,,,,
21,18,1,,,,,,,,,,,,,,,,,,,,,,,,
22,1,2,,,,,,,,,,,,,,,,,,,,,,,,
22,2,2,,,,,,,,,,,,,,,,,,,,,,,,
22,5,2,,,,,,,,,,,,,,,,,,,,,,,,
22,6,2,,,,,,,,,,,,,,,,,,,,,,,,
22,7,2,,,,,,,,,,,,,,,,,,,,,,,,
22,8,2,,,,,,,,,,,,,,,,,,,,,,,,
22,9,2,,,,,,,,,,,,,,,,,,,,,,,,
22,10,2,,,,,,,,,,,,,,,,,,,,,,,,
22,11,2,,,,,,,,,,,,,,,,,,,,,,,,
22,12,2,,,,,,,,,,,,,,,,,,,,,,,,
22,13,2,,,,,,,,,,,,,,,,,,,,,,,,
22,14,2,,,,,,,,,,,,,,,,,,,,,,,,
23,1,1,,,,,,,,,,,,,,,,,,,,,,,,
23,3,1,,,,,,,,,,,,,,,,,,,,,,,,
23,4,1,,,,,,,,,,,,,,,,,,,,,,,,
23,7,1,,,,,,,,,,,,,,,,,,,,,,,,
23,8,1,,,,,,,,,,,,,,,,,,,,,,,,
23,9,1,,,,,,,,,,,,,,,,,,,,,,,,
23,11,1,,,,,,,,,,,,,,,,,,,,,,,,
23,13,1,,,,,,,,,,,,,,,,,,,,,,,,
23,14,1,,,,,,,,,,,,,,,,,,,,,,,,
23,15,1,,,,,,,,,,,,,,,,,,,,,,,,
23,16,1,,,,,,,,,,,,,,,,,,,,,,,,
23,17,1,,,,,,,,,,,,,,,,,,,,,,,,
24,2,2,,,,,,,,,,,,,,,,,,,,,,,,
24,3,2,,,,,,,,,,,,,,,,,,,,,,,,
24,4,2,,,,,,,,,,,,,,,,,,,,,,,,
24,5,2,,,,,,,,,,,,,,,,,,,,,,,,
24,6,2,,,,,,,,,,,,,,,,,,,,,,,,
24,8,2,,,,,,,,,,,,,,,,,,,,,,,,
24,9,2,,,,,,,,,,,,,,,,,,,,,,,,
24,12,2,,,,,,,,,,,,,,,,,,,,,,,,
24,13,2,,,,,,,,,,,,,,,,,,,,,,,,
24,14,2,,,,,,,,,,,,,,,,,,,,,,,,
24,15,2,,,,,,,,,,,,,,,,,,,,,,,,
24,16,2,,,,,,,,,,,,,,,,,,,,,,,,
25,2,1,,,,,,,,,,,,,,,,,,,,,,,,
25,3,1,,,,,,,,,,,,,,,,,,,,,,,,
25,5,1,,,,,,,,,,,,,,,,,,,,,,,,
25,6,1,,,,,,,,,,,,,,,,,,,,,,,,
25,7,1,,,,,,,,,,,,,,,,,,,,,,,,
25,9,1,,,,,,,,,,,,,,,,,,,,,,,,
25,10,1,,,,,,,,,,,,,,,,,,,,,,,,
25,11,1,,,,,,,,,,,,,,,,,,,,,,,,
25,12,1,,,,,,,,,,,,,,,,,,,,,,,,
25,13,1,,,,,,,,,,,,,,,,,,,,,,,,
25,14,1,,,,,,,,,,,,,,,,,,,,,,,,
25,15,1,,,,,,,,,,,,,,,,,,,,,,,,
26,1,2,,,,,,,,,,,,,,,,,,,,,,,,
26,2,2,,,,,,,,,,,,,,,,,,,,,,,,
26,4,2,,,,,,,,,,,,,,,,,,,,,,,,
26,5,2,,,,,,,,,,,,,,,,,,,,,,,,
26,6,2,,,,,,,,,,,,,,,,,,,,,,,,
26,7,2,,,,,,,,,,,,,,,,,,,,,,,,
26,13,2,,,,,,,,,,,,,,,,,,,,,,,,
26,14,2,,,,,,,,,,,,,,,,,,,,,,,,
26,15,2,,,,,,,,,,,,,,,,,,,,,,,,
26,16,2,,,,,,,,,,,,,,,,,,,,,,,,
26,17,2,,,,,,,,,,,,,,,,,,,,,,,,
26,18,2,,,,,,,,,,,,,,,,,,,,,,,,
27,2,1,,,,,,,,,,,,,,,,,,,,,,,,
27,3,1,,,,,,,,,,,,,,,,,,,,,,,,
27,4,1,,,,,,,,,,,,,,,,,,,,,,,,
27,5,1,,,,,,,,,,,,,,,,,,,,,,,,
27,6,1,,,,,,,,,,,,,,,,,,,,,,,,
27,7,1,,,,,,,,,,,,,,,,,,,,,,,,
27,8,1,,,,,,,,,,,,,,,,,,,,,,,,
27,10,1,,,,,,,,,,,,,,,,,,,,,,,,
27,11,1,,,,,,,,,,,,,,,,,,,,,,,,
27,12,1,,,,,,,,,,,,,,,,,,,,,,,,
27,13,1,,,,,,,,,,,,,,,,,,,,,,,,
27,14,1,,,,,,,,,,,,,,,,,,,,,,,,
28,1,2,,,,,,,,,,,,,,,,,,,,,,,,
28,2,2,,,,,,,,,,,,,,,,,,,,,,,,
28,3,2,,,,,,,,,,,,,,,,,,,,,,,,
28,4,2,,,,,,,,,,,,,,,,,,,,,,,,
28,5,2,,,,,,,,,,,,,,,,,,,,,,,,
28,6,2,,,,,,,,,,,,,,,,,,,,,,,,
28,7,2,,,,,,,,,,,,,,,,,,,,,,,,
28,8,2,,,,,,,,,,,,,,,,,,,,,,,,
28,9,2,,,,,,,,,,,,,,,,,,,,,,,,
28,10,2,,,,,,,,,,,,,,,,,,,,,,,,
28,11,2,,,,,,,,,,,,,,,,,,,,,,,,
28,12,2,,,,,,,,,,,,,,,,,,,,,,,,
29,3,1,,,,,,,,,,,,,,,,,,,,,,,,
29,5,1,,,,,,,,,,,,,,,,,,,,,,,,
29,11,1,,,,,,,,,,,,,,,,,,,,,,,,
29,12,1,,,,,,,,,,,,,,,,,,,,,,,,
29,13,1,,,,,,,,,,,,,,,,,,,,,,,,
29,14,1,,,,,,,,,,,,,,,,,,,,,,,,
29,15,1,,,,,,,,,,,,,,,,,,,,,,,,
29,16,1,,,,,,,,,,,,,,,,,,,,,,,,
29,17,1,,,,,,,,,,,,,,,,,,,,,,,,
29,18,1,,,,,,,,,,,,,,,,,,,,,,,,
29,19,1,,,,,,,,,,,,,,,,,,,,,,,,
30,1,2,,,,,,,,,,,,,,,,,,,,,,,,
30,2,2,,,,,,,,,,,,,,,,,,,,,,,,
30,3,2,,,,,,,,,,,,,,,,,,,,,,,,
30,4,2,,,,,,,,,,,,,,,,,,,,,,,,
30,7,2,,,,,,,,,,,,,,,,,,,,,,,,
30,9,2,,,,,,,,,,,,,,,,,,,,,,,,
30,12,2,,,,,,,,,,,,,,,,,,,,,,,,
30,13,2,,,,,,,,,,,,,,,,,,,,,,,,
30,14,2,,,,,,,,,,,,,,,,,,,,,,,,
30,15,2,,,,,,,,,,,,,,,,,,,,,,,,
30,16,2,,,,,,,,,,,,,,,,,,,,,,,,
30,17,2,,,,,,,,,,,,,,,,,,,,,,,,
31,1,1,,,,,,,,,,,,,,,,,,,,,,,,
31,2,1,,,,,,,,,,,,,,,,,,,,,,,,
31,3,1,,,,,,,,,,,,,,,,,,,,,,,,
31,4,1,,,,,,,,,,,,,,,,,,,,,,,,
31,5,1,,,,,,,,,,,,,,,,,,,,,,,,
31,6,1,,,,,,,,,,,,,,,,,,,,,,,,
31,8,1,,,,,,,,,,,,,,,,,,,,,,,,
31,9,1,,,,,,,,,,,,,,,,,,,,,,,,
31,11,1,,,,,,,,,,,,,,,,,,,,,,,,
31,13,1,,,,,,,,,,,,,,,,,,,,,,,,
31,14,1,,,,,,,,,,,,,,,,,,,,,,,,
31,15,1,,,,,,,,,,,,,,,,,,,,,,,,
32,2,2,,,,,,,,,,,,,,,,,,,,,,,,
32,3,2,,,,,,,,,,,,,,,,,,,,,,,,
32,4,2,,,,,,,,,,,,,,,,,,,,,,,,
32,5,2,,,,,,,,,,,,,,,,,,,,,,,,
32,6,2,,,,,,,,,,,,,,,,,,,,,,,,
32,7,2,,,,,,,,,,,,,,,,,,,,,,,,
32,8,2,,,,,,,,,,,,,,,,,,,,,,,,
32,9,2,,,,,,,,,,,,,,,,,,,,,,,,
32,10,2,,,,,,,,,,,,,,,,,,,,,,,,
32,11,2,,,,,,,,,,,,,,,,,,,,,,,,
32,12,2,,,,,,,,,,,,,,,,,,,,,,,,
32,13,2,,,,,,,,,,,,,,,,,,,,,,,,
33,1,1,,,,,,,,,,,,,,,,,,,,,,,,
33,2,1,,,,,,,,,,,,,,,,,,,,,,,,
33,3,1,,,,,,,,,,,,,,,,,,,,,,,,
33,4,1,,,,,,,,,,,,,,,,,,,,,,,,
33,5,1,,,,,,,,,,,,,,,,,,,,,,,,
33,6,1,,,,,,,,,,,,,,,,,,,,,,,,
33,7,1,,,,,,,,,,,,,,,,,,,,,,,,
33,9,1,,,,,,,,,,,,,,,,,,,,,,,,
33,10,1,,,,,,,,,,,,,,,,,,,,,,,,
33,11,1,,,,,,,,,,,,,,,,,,,,,,,,
33,13,1,,,,,,,,,,,,,,,,,,,,,,,,
33,14,1,,,,,,,,,,,,,,,,,,,,,,,,
34,1,2,,,,,,,,,,,,,,,,,,,,,,,,
34,2,2,,,,,,,,,,,,,,,,,,,,,,,,
34,3,2,,,,,,,,,,,,,,,,,,,,,,,,
34,4,2,,,,,,,,,,,,,,,,,,,,,,,,
34,5,2,,,,,,,,,,,,,,,,,,,,,,,,
34,6,2,,,,,,,,,,,,,,,,,,,,,,,,
34,7,2,,,,,,,,,,,,,,,,,,,,,,,,
34,8,2,,,,,,,,,,,,,,,,,,,,,,,,
34,11,2,,,,,,,,,,,,,,,,,,,,,,,,
34,12,2,,,,,,,,,,,,,,,,,,,,,,,,
34,13,2,,,,,,,,,,,,,,,,,,,,,,,,
34,14,2,,,,,,,,,,,,,,,,,,,,,,,,
35,1,1,,,,,,,,,,,,,,,,,,,,,,,,
35,2,1,,,,,,,,,,,,,,,,,,,,,,,,
35,3,1,,,,,,,,,,,,,,,,,,,,,,,,
35,5,1,,,,,,,,,,,,,,,,,,,,,,,,
35,6,1,,,,,,,,,,,,,,,,,,,,,,,,
35,9,1,,,,,,,,,,,,,,,,,,,,,,,,
35,10,1,,,,,,,,,,,,,,,,,,,,,,,,
35,12,1,,,,,,,,,,,,,,,,,,,,,,,,
35,13,1,,,,,,,,,,,,,,,,,,,,,,,,
35,14,1,,,,,,,,,,,,,,,,,,,,,,,,
35,15,1,,,,,,,,,,,,,,,,,,,,,,,,
35,16,1,,,,,,,,,,,,,,,,,,,,,,,,
36,1,2,,,,,,,,,,,,,,,,,,,,,,,,
36,2,2,,,,,,,,,,,,,,,,,,,,,,,,
36,3,2,,,,,,,,,,,,,,,,,,,,,,,,
36,4,2,,,,,,,,,,,,,,,,,,,,,,,,
36,6,2,,,,,,,,,,,,,,,,,,,,,,,,
36,7,2,,,,,,,,,,,,,,,,,,,,,,,,
36,8,2,,,,,,,,,,,,,,,,,,,,,,,,
36,9,2,,,,,,,,,,,,,,,,,,,,,,,,
36,11,2,,,,,,,,,,,,,,,,,,,,,,,,
36,13,2,,,,,,,,,,,,,,,,,,,,,,,,
36,14,2,,,,,,,,,,,,,,,,,,,,,,,,
36,15,2,,,,,,,,,,,,,,,,,,,,,,,,
37,1,1,,,,,,,,,,,,,,,,,,,,,,,,
37,2,1,,,,,,,,,,,,,,,,,,,,,,,,
37,3,1,,,,,,,,,,,,,,,,,,,,,,,,
37,4,1,,,,,,,,,,,,,,,,,,,,,,,,
37,5,1,,,,,,,,,,,,,,,,,,,,,,,,
37,7,1,,,,,,,,,,,,,,,,,,,,,,,,
37,8,1,,,,,,,,,,,,,,,,,,,,,,,,
37,11,1,,,,,,,,,,,,,,,,,,,,,,,,
37,12,1,,,,,,,,,,,,,,,,,,,,,,,,
37,13,1,,,,,,,,,,,,,,,,,,,,,,,,
37,14,1,,,,,,,,,,,,,,,,,,,,,,,,
37,15,1,,,,,,,,,,,,,,,,,,,,,,,,
38,1,2,,,,,,,,,,,,,,,,,,,,,,,,
38,2,2,,,,,,,,,,,,,,,,,,,,,,,,
38,3,2,,,,,,,,,,,,,,,,,,,,,,,,
38,4,2,,,,,,,,,,,,,,,,,,,,,,,,
38,5,2,,,,,,,,,,,,,,,,,,,,,,,,
38,7,2,,,,,,,,,,,,,,,,,,,,,,,,
38,8,2,,,,,,,,,,,,,,,,,,,,,,,,
38,9,2,,,,,,,,,,,,,,,,,,,,,,,,
38,10,2,,,,,,,,,,,,,,,,,,,,,,,,
38,11,2,,,,,,,,,,,,,,,,,,,,,,,,
38,12,2,,,,,,,,,,,,,,,,,,,,,,,,
38,13,2,,,,,,,,,,,,,,,,,,,,,,,,
39,1,1,,,,,,,,,,,,,,,,,,,,,,,,
39,2,1,,,,,,,,,,,,,,,,,,,,,,,,
39,3,1,,,,,,,,,,,,,,,,,,,,,,,,
39,4,1,,,,,,,,,,,,,,,,,,,,,,,,
39,5,1,,,,,,,,,,,,,,,,,,,,,,,,
39,6,1,,,,,,,,,,,,,,,,,,,,,,,,
39,7,1,,,,,,,,,,,,,,,,,,,,,,,,
39,8,1,,,,,,,,,,,,,,,,,,,,,,,,
39,9,1,,,,,,,,,,,,,,,,,,,,,,,,
