"grappe","menage","vague","s18q14","s18q14_autre","s18q15","s18q15_unite","s18q15_uniteautre","s18q16a","s18q16a_uml","s18q16a_umlautre","s18q16b","s18q16b_uml","s18q16b_umlautre","s18q16c","s18q16c_uml","s18q16c_umlautre","s18q16d","s18q16d_uml","s18q16d_umlautre","s18q17","s18q17_autre","s18q18","s18q18_autre","s18q19","s18q19a__0","s18q19a__1"
139,1,1,,,,,,,,,,,,,,,,,,,,,,,,
139,2,1,,,,,,,,,,,,,,,,,,,,,,,,
139,3,1,,,,,,,,,,,,,,,,,,,,,,,,
139,4,1,,,,,,,,,,,,,,,,,,,,,,,,
139,5,1,,,,,,,,,,,,,,,,,,,,,,,,
139,7,1,,,,,,,,,,,,,,,,,,,,,,,,
139,8,1,,,,,,,,,,,,,,,,,,,,,,,,
139,9,1,,,,,,,,,,,,,,,,,,,,,,,,
139,10,1,,,,,,,,,,,,,,,,,,,,,,,,
139,11,1,,,,,,,,,,,,,,,,,,,,,,,,
139,12,1,,,,,,,,,,,,,,,,,,,,,,,,
139,13,1,,,,,,,,,,,,,,,,,,,,,,,,
140,1,2,,,,,,,,,,,,,,,,,,,,,,,,
140,2,2,,,,,,,,,,,,,,,,,,,,,,,,
140,3,2,,,,,,,,,,,,,,,,,,,,,,,,
140,4,2,,,,,,,,,,,,,,,,,,,,,,,,
140,5,2,,,,,,,,,,,,,,,,,,,,,,,,
140,6,2,,,,,,,,,,,,,,,,,,,,,,,,
140,7,2,,,,,,,,,,,,,,,,,,,,,,,,
140,8,2,,,,,,,,,,,,,,,,,,,,,,,,
140,9,2,,,,,,,,,,,,,,,,,,,,,,,,
140,10,2,,,,,,,,,,,,,,,,,,,,,,,,
140,11,2,,,,,,,,,,,,,,,,,,,,,,,,
140,12,2,,,,,,,,,,,,,,,,,,,,,,,,
141,1,1,,,,,,,,,,,,,,,,,,,,,,,,
141,3,1,,,,,,,,,,,,,,,,,,,,,,,,
141,4,1,,,,,,,,,,,,,,,,,,,,,,,,
141,5,1,,,,,,,,,,,,,,,,,,,,,,,,
141,6,1,,,,,,,,,,,,,,,,,,,,,,,,
141,7,1,,,,,,,,,,,,,,,,,,,,,,,,
141,8,1,,,,,,,,,,,,,,,,,,,,,,,,
141,9,1,,,,,,,,,,,,,,,,,,,,,,,,
141,10,1,,,,,,,,,,,,,,,,,,,,,,,,
141,11,1,,,,,,,,,,,,,,,,,,,,,,,,
141,12,1,,,,,,,,,,,,,,,,,,,,,,,,
141,13,1,,,,,,,,,,,,,,,,,,,,,,,,
142,1,2,,,,,,,,,,,,,,,,,,,,,,,,
142,2,2,,,,,,,,,,,,,,,,,,,,,,,,
142,3,2,,,,,,,,,,,,,,,,,,,,,,,,
142,4,2,,,,,,,,,,,,,,,,,,,,,,,,
142,5,2,,,,,,,,,,,,,,,,,,,,,,,,
142,6,2,,,,,,,,,,,,,,,,,,,,,,,,
142,7,2,,,,,,,,,,,,,,,,,,,,,,,,
142,8,2,,,,,,,,,,,,,,,,,,,,,,,,
142,9,2,,,,,,,,,,,,,,,,,,,,,,,,
142,10,2,,,,,,,,,,,,,,,,,,,,,,,,
142,11,2,,,,,,,,,,,,,,,,,,,,,,,,
142,12,2,,,,,,,,,,,,,,,,,,,,,,,,
143,2,1,,,,,,,,,,,,,,,,,,,,,,,,
143,3,1,,,,,,,,,,,,,,,,,,,,,,,,
143,4,1,,,,,,,,,,,,,,,,,,,,,,,,
143,5,1,,,,,,,,,,,,,,,,,,,,,,,,
143,6,1,,,,,,,,,,,,,,,,,,,,,,,,
143,7,1,,,,,,,,,,,,,,,,,,,,,,,,
143,8,1,,,,,,,,,,,,,,,,,,,,,,,,
143,9,1,,,,,,,,,,,,,,,,,,,,,,,,
143,10,1,,,,,,,,,,,,,,,,,,,,,,,,
143,11,1,,,,,,,,,,,,,,,,,,,,,,,,
143,13,1,,,,,,,,,,,,,,,,,,,,,,,,
143,14,1,,,,,,,,,,,,,,,,,,,,,,,,
144,1,2,,,,,,,,,,,,,,,,,,,,,,,,
144,2,2,,,,,,,,,,,,,,,,,,,,,,,,
144,4,2,,,,,,,,,,,,,,,,,,,,,,,,
144,5,2,,,,,,,,,,,,,,,,,,,,,,,,
144,6,2,,,,,,,,,,,,,,,,,,,,,,,,
144,7,2,,,,,,,,,,,,,,,,,,,,,,,,
144,8,2,,,,,,,,,,,,,,,,,,,,,,,,
144,9,2,,,,,,,,,,,,,,,,,,,,,,,,
144,10,2,,,,,,,,,,,,,,,,,,,,,,,,
144,11,2,,,,,,,,,,,,,,,,,,,,,,,,
144,13,2,,,,,,,,,,,,,,,,,,,,,,,,
144,14,2,,,,,,,,,,,,,,,,,,,,,,,,
145,1,1,,,,,,,,,,,,,,,,,,,,,,,,
145,2,1,,,,,,,,,,,,,,,,,,,,,,,,
145,3,1,,,,,,,,,,,,,,,,,,,,,,,,
145,4,1,,,,,,,,,,,,,,,,,,,,,,,,
145,5,1,,,,,,,,,,,,,,,,,,,,,,,,
145,6,1,,,,,,,,,,,,,,,,,,,,,,,,
145,7,1,,,,,,,,,,,,,,,,,,,,,,,,
145,8,1,,,,,,,,,,,,,,,,,,,,,,,,
145,9,1,,,,,,,,,,,,,,,,,,,,,,,,
145,10,1,,,,,,,,,,,,,,,,,,,,,,,,
145,11,1,,,,,,,,,,,,,,,,,,,,,,,,
145,12,1,,,,,,,,,,,,,,,,,,,,,,,,
146,1,2,,,,,,,,,,,,,,,,,,,,,,,,
146,2,2,,,,,,,,,,,,,,,,,,,,,,,,
146,3,2,,,,,,,,,,,,,,,,,,,,,,,,
146,4,2,,,,,,,,,,,,,,,,,,,,,,,,
146,5,2,,,,,,,,,,,,,,,,,,,,,,,,
146,6,2,,,,,,,,,,,,,,,,,,,,,,,,
146,7,2,,,,,,,,,,,,,,,,,,,,,,,,
146,8,2,,,,,,,,,,,,,,,,,,,,,,,,
146,9,2,,,,,,,,,,,,,,,,,,,,,,,,
146,10,2,,,,,,,,,,,,,,,,,,,,,,,,
146,11,2,,,,,,,,,,,,,,,,,,,,,,,,
146,12,2,,,,,,,,,,,,,,,,,,,,,,,,
147,1,1,,,,,,,,,,,,,,,,,,,,,,,,
147,2,1,,,,,,,,,,,,,,,,,,,,,,,,
147,3,1,,,,,,,,,,,,,,,,,,,,,,,,
147,4,1,,,,,,,,,,,,,,,,,,,,,,,,
147,5,1,,,,,,,,,,,,,,,,,,,,,,,,
147,6,1,,,,,,,,,,,,,,,,,,,,,,,,
147,7,1,,,,,,,,,,,,,,,,,,,,,,,,
147,8,1,,,,,,,,,,,,,,,,,,,,,,,,
147,9,1,,,,,,,,,,,,,,,,,,,,,,,,
147,10,1,,,,,,,,,,,,,,,,,,,,,,,,
147,11,1,,,,,,,,,,,,,,,,,,,,,,,,
147,12,1,,,,,,,,,,,,,,,,,,,,,,,,
148,1,1,,,,,,,,,,,,,,,,,,,,,,,,
148,2,1,,,,,,,,,,,,,,,,,,,,,,,,
148,3,1,,,,,,,,,,,,,,,,,,,,,,,,
148,5,1,,,,,,,,,,,,,,,,,,,,,,,,
148,6,1,,,,,,,,,,,,,,,,,,,,,,,,
148,7,1,,,,,,,,,,,,,,,,,,,,,,,,
148,8,1,,,,,,,,,,,,,,,,,,,,,,,,
148,9,1,,,,,,,,,,,,,,,,,,,,,,,,
148,10,1,,,,,,,,,,,,,,,,,,,,,,,,
148,11,1,,,,,,,,,,,,,,,,,,,,,,,,
148,13,1,,,,,,,,,,,,,,,,,,,,,,,,
148,14,1,,,,,,,,,,,,,,,,,,,,,,,,
149,1,2,,,,,,,,,,,,,,,,,,,,,,,,
149,2,2,,,,,,,,,,,,,,,,,,,,,,,,
149,3,2,,,,,,,,,,,,,,,,,,,,,,,,
149,4,2,,,,,,,,,,,,,,,,,,,,,,,,
149,5,2,,,,,,,,,,,,,,,,,,,,,,,,
149,6,2,,,,,,,,,,,,,,,,,,,,,,,,
149,7,2,,,,,,,,,,,,,,,,,,,,,,,,
149,8,2,,,,,,,,,,,,,,,,,,,,,,,,
149,9,2,,,,,,,,,,,,,,,,,,,,,,,,
149,10,2,,,,,,,,,,,,,,,,,,,,,,,,
149,11,2,,,,,,,,,,,,,,,,,,,,,,,,
149,12,2,,,,,,,,,,,,,,,,,,,,,,,,
150,1,1,,,,,,,,,,,,,,,,,,,,,,,,
150,2,1,,,,,,,,,,,,,,,,,,,,,,,,
150,3,1,,,,,,,,,,,,,,,,,,,,,,,,
150,4,1,,,,,,,,,,,,,,,,,,,,,,,,
150,5,1,,,,,,,,,,,,,,,,,,,,,,,,
150,7,1,,,,,,,,,,,,,,,,,,,,,,,,
150,8,1,,,,,,,,,,,,,,,,,,,,,,,,
150,9,1,,,,,,,,,,,,,,,,,,,,,,,,
150,10,1,,,,,,,,,,,,,,,,,,,,,,,,
150,11,1,,,,,,,,,,,,,,,,,,,,,,,,
150,12,1,,,,,,,,,,,,,,,,,,,,,,,,
150,13,1,,,,,,,,,,,,,,,,,,,,,,,,
151,1,2,,,,,,,,,,,,,,,,,,,,,,,,
151,2,2,,,,,,,,,,,,,,,,,,,,,,,,
151,3,2,,,,,,,,,,,,,,,,,,,,,,,,
151,4,2,,,,,,,,,,,,,,,,,,,,,,,,
151,5,2,,,,,,,,,,,,,,,,,,,,,,,,
151,6,2,,,,,,,,,,,,,,,,,,,,,,,,
151,7,2,,,,,,,,,,,,,,,,,,,,,,,,
151,8,2,,,,,,,,,,,,,,,,,,,,,,,,
151,9,2,,,,,,,,,,,,,,,,,,,,,,,,
151,10,2,,,,,,,,,,,,,,,,,,,,,,,,
151,11,2,,,,,,,,,,,,,,,,,,,,,,,,
151,12,2,,,,,,,,,,,,,,,,,,,,,,,,
152,1,1,,,,,,,,,,,,,,,,,,,,,,,,
152,2,1,,,,,,,,,,,,,,,,,,,,,,,,
152,3,1,,,,,,,,,,,,,,,,,,,,,,,,
152,4,1,,,,,,,,,,,,,,,,,,,,,,,,
152,5,1,,,,,,,,,,,,,,,,,,,,,,,,
152,6,1,,,,,,,,,,,,,,,,,,,,,,,,
152,7,1,,,,,,,,,,,,,,,,,,,,,,,,
152,8,1,,,,,,,,,,,,,,,,,,,,,,,,
152,10,1,,,,,,,,,,,,,,,,,,,,,,,,
152,11,1,,,,,,,,,,,,,,,,,,,,,,,,
152,12,1,,,,,,,,,,,,,,,,,,,,,,,,
152,13,1,,,,,,,,,,,,,,,,,,,,,,,,
153,1,2,,,,,,,,,,,,,,,,,,,,,,,,
153,2,2,,,,,,,,,,,,,,,,,,,,,,,,
153,4,2,,,,,,,,,,,,,,,,,,,,,,,,
153,5,2,,,,,,,,,,,,,,,,,,,,,,,,
153,6,2,,,,,,,,,,,,,,,,,,,,,,,,
153,7,2,,,,,,,,,,,,,,,,,,,,,,,,
153,8,2,,,,,,,,,,,,,,,,,,,,,,,,
153,9,2,,,,,,,,,,,,,,,,,,,,,,,,
153,10,2,,,,,,,,,,,,,,,,,,,,,,,,
153,11,2,,,,,,,,,,,,,,,,,,,,,,,,
153,12,2,,,,,,,,,,,,,,,,,,,,,,,,
153,13,2,,,,,,,,,,,,,,,,,,,,,,,,
154,1,1,,,,,,,,,,,,,,,,,,,,,,,,
154,3,1,,,,,,,,,,,,,,,,,,,,,,,,
154,4,1,,,,,,,,,,,,,,,,,,,,,,,,
154,5,1,,,,,,,,,,,,,,,,,,,,,,,,
154,6,1,,,,,,,,,,,,,,,,,,,,,,,,
154,7,1,,,,,,,,,,,,,,,,,,,,,,,,
154,8,1,,,,,,,,,,,,,,,,,,,,,,,,
154,9,1,,,,,,,,,,,,,,,,,,,,,,,,
154,10,1,,,,,,,,,,,,,,,,,,,,,,,,
154,11,1,,,,,,,,,,,,,,,,,,,,,,,,
154,12,1,,,,,,,,,,,,,,,,,,,,,,,,
154,13,1,,,,,,,,,,,,,,,,,,,,,,,,
155,1,2,,,,,,,,,,,,,,,,,,,,,,,,
155,2,2,,,,,,,,,,,,,,,,,,,,,,,,
155,3,2,,,,,,,,,,,,,,,,,,,,,,,,
155,4,2,,,,,,,,,,,,,,,,,,,,,,,,
155,5,2,,,,,,,,,,,,,,,,,,,,,,,,
155,6,2,,,,,,,,,,,,,,,,,,,,,,,,
155,7,2,,,,,,,,,,,,,,,,,,,,,,,,
155,8,2,,,,,,,,,,,,,,,,,,,,,,,,
155,9,2,,,,,,,,,,,,,,,,,,,,,,,,
155,10,2,,,,,,,,,,,,,,,,,,,,,,,,
155,11,2,,,,,,,,,,,,,,,,,,,,,,,,
155,12,2,,,,,,,,,,,,,,,,,,,,,,,,
156,1,2,,,,,,,,,,,,,,,,,,,,,,,,
156,2,2,,,,,,,,,,,,,,,,,,,,,,,,
156,3,2,,,,,,,,,,,,,,,,,,,,,,,,
156,4,2,,,,,,,,,,,,,,,,,,,,,,,,
156,5,2,,,,,,,,,,,,,,,,,,,,,,,,
156,6,2,,,,,,,,,,,,,,,,,,,,,,,,
156,7,2,,,,,,,,,,,,,,,,,,,,,,,,
156,8,2,,,,,,,,,,,,,,,,,,,,,,,,
156,9,2,,,,,,,,,,,,,,,,,,,,,,,,
156,10,2,,,,,,,,,,,,,,,,,,,,,,,,
156,11,2,,,,,,,,,,,,,,,,,,,,,,,,
156,12,2,,,,,,,,,,,,,,,,,,,,,,,,
157,1,1,,,,,,,,,,,,,,,,,,,,,,,,
157,3,1,,,,,,,,,,,,,,,,,,,,,,,,
157,4,1,,,,,,,,,,,,,,,,,,,,,,,,
157,5,1,,,,,,,,,,,,,,,,,,,,,,,,
157,6,1,,,,,,,,,,,,,,,,,,,,,,,,
157,7,1,,,,,,,,,,,,,,,,,,,,,,,,
157,8,1,,,,,,,,,,,,,,,,,,,,,,,,
157,10,1,,,,,,,,,,,,,,,,,,,,,,,,
157,11,1,,,,,,,,,,,,,,,,,,,,,,,,
157,12,1,,,,,,,,,,,,,,,,,,,,,,,,
157,13,1,,,,,,,,,,,,,,,,,,,,,,,,
157,14,1,,,,,,,,,,,,,,,,,,,,,,,,
158,1,2,,,,,,,,,,,,,,,,,,,,,,,,
158,2,2,,,,,,,,,,,,,,,,,,,,,,,,
158,3,2,,,,,,,,,,,,,,,,,,,,,,,,
158,4,2,,,,,,,,,,,,,,,,,,,,,,,,
158,5,2,,,,,,,,,,,,,,,,,,,,,,,,
158,6,2,,,,,,,,,,,,,,,,,,,,,,,,
158,7,2,,,,,,,,,,,,,,,,,,,,,,,,
158,8,2,,,,,,,,,,,,,,,,,,,,,,,,
158,9,2,,,,,,,,,,,,,,,,,,,,,,,,
158,10,2,,,,,,,,,,,,,,,,,,,,,,,,
158,11,2,,,,,,,,,,,,,,,,,,,,,,,,
158,12,2,,,,,,,,,,,,,,,,,,,,,,,,
159,1,1,,,,,,,,,,,,,,,,,,,,,,,,
159,2,1,,,,,,,,,,,,,,,,,,,,,,,,
159,3,1,,,,,,,,,,,,,,,,,,,,,,,,
159,4,1,,,,,,,,,,,,,,,,,,,,,,,,
159,5,1,,,,,,,,,,,,,,,,,,,,,,,,
159,6,1,,,,,,,,,,,,,,,,,,,,,,,,
159,7,1,,,,,,,,,,,,,,,,,,,,,,,,
159,8,1,,,,,,,,,,,,,,,,,,,,,,,,
159,9,1,,,,,,,,,,,,,,,,,,,,,,,,
159,10,1,,,,,,,,,,,,,,,,,,,,,,,,
159,11,1,,,,,,,,,,,,,,,,,,,,,,,,
159,12,1,,,,,,,,,,,,,,,,,,,,,,,,
160,2,2,,,,,,,,,,,,,,,,,,,,,,,,
160,3,2,,,,,,,,,,,,,,,,,,,,,,,,
160,4,2,,,,,,,,,,,,,,,,,,,,,,,,
160,5,2,,,,,,,,,,,,,,,,,,,,,,,,
160,6,2,,,,,,,,,,,,,,,,,,,,,,,,
160,7,2,,,,,,,,,,,,,,,,,,,,,,,,
160,8,2,,,,,,,,,,,,,,,,,,,,,,,,
160,10,2,,,,,,,,,,,,,,,,,,,,,,,,
160,11,2,,,,,,,,,,,,,,,,,,,,,,,,
160,12,2,,,,,,,,,,,,,,,,,,,,,,,,
160,13,2,,,,,,,,,,,,,,,,,,,,,,,,
160,14,2,,,,,,,,,,,,,,,,,,,,,,,,
161,1,1,,,,,,,,,,,,,,,,,,,,,,,,
161,3,1,,,,,,,,,,,,,,,,,,,,,,,,
161,4,1,,,,,,,,,,,,,,,,,,,,,,,,
161,5,1,,,,,,,,,,,,,,,,,,,,,,,,
161,6,1,,,,,,,,,,,,,,,,,,,,,,,,
161,7,1,,,,,,,,,,,,,,,,,,,,,,,,
161,8,1,,,,,,,,,,,,,,,,,,,,,,,,
161,9,1,,,,,,,,,,,,,,,,,,,,,,,,
161,10,1,,,,,,,,,,,,,,,,,,,,,,,,
161,11,1,,,,,,,,,,,,,,,,,,,,,,,,
161,12,1,,,,,,,,,,,,,,,,,,,,,,,,
161,13,1,,,,,,,,,,,,,,,,,,,,,,,,
162,1,2,,,,,,,,,,,,,,,,,,,,,,,,
162,2,2,,,,,,,,,,,,,,,,,,,,,,,,
162,3,2,,,,,,,,,,,,,,,,,,,,,,,,
162,4,2,,,,,,,,,,,,,,,,,,,,,,,,
162,5,2,,,,,,,,,,,,,,,,,,,,,,,,
162,6,2,,,,,,,,,,,,,,,,,,,,,,,,
162,7,2,,,,,,,,,,,,,,,,,,,,,,,,
162,8,2,,,,,,,,,,,,,,,,,,,,,,,,
162,9,2,,,,,,,,,,,,,,,,,,,,,,,,
162,10,2,,,,,,,,,,,,,,,,,,,,,,,,
162,11,2,,,,,,,,,,,,,,,,,,,,,,,,
162,12,2,,,,,,,,,,,,,,,,,,,,,,,,
163,1,1,,,,,,,,,,,,,,,,,,,,,,,,
163,2,1,,,,,,,,,,,,,,,,,,,,,,,,
163,3,1,,,,,,,,,,,,,,,,,,,,,,,,
163,4,1,,,,,,,,,,,,,,,,,,,,,,,,
163,5,1,,,,,,,,,,,,,,,,,,,,,,,,
163,6,1,,,,,,,,,,,,,,,,,,,,,,,,
163,7,1,,,,,,,,,,,,,,,,,,,,,,,,
163,8,1,,,,,,,,,,,,,,,,,,,,,,,,
163,9,1,,,,,,,,,,,,,,,,,,,,,,,,
163,12,1,,,,,,,,,,,,,,,,,,,,,,,,
163,13,1,,,,,,,,,,,,,,,,,,,,,,,,
163,14,1,,,,,,,,,,,,,,,,,,,,,,,,
164,1,2,,,,,,,,,,,,,,,,,,,,,,,,
164,2,2,,,,,,,,,,,,,,,,,,,,,,,,
164,3,2,,,,,,,,,,,,,,,,,,,,,,,,
164,4,2,,,,,,,,,,,,,,,,,,,,,,,,
164,5,2,,,,,,,,,,,,,,,,,,,,,,,,
164,6,2,,,,,,,,,,,,,,,,,,,,,,,,
164,7,2,,,,,,,,,,,,,,,,,,,,,,,,
164,8,2,,,,,,,,,,,,,,,,,,,,,,,,
164,9,2,,,,,,,,,,,,,,,,,,,,,,,,
164,10,2,,,,,,,,,,,,,,,,,,,,,,,,
164,11,2,,,,,,,,,,,,,,,,,,,,,,,,
164,12,2,,,,,,,,,,,,,,,,,,,,,,,,
165,1,1,,,,,,,,,,,,,,,,,,,,,,,,
165,2,1,,,,,,,,,,,,,,,,,,,,,,,,
165,3,1,,,,,,,,,,,,,,,,,,,,,,,,
165,4,1,,,,,,,,,,,,,,,,,,,,,,,,
165,5,1,,,,,,,,,,,,,,,,,,,,,,,,
165,6,1,,,,,,,,,,,,,,,,,,,,,,,,
165,7,1,,,,,,,,,,,,,,,,,,,,,,,,
165,8,1,,,,,,,,,,,,,,,,,,,,,,,,
165,9,1,,,,,,,,,,,,,,,,,,,,,,,,
165,10,1,,,,,,,,,,,,,,,,,,,,,,,,
165,11,1,,,,,,,,,,,,,,,,,,,,,,,,
165,12,1,,,,,,,,,,,,,,,,,,,,,,,,
166,1,2,,,,,,,,,,,,,,,,,,,,,,,,
166,2,2,,,,,,,,,,,,,,,,,,,,,,,,
166,3,2,,,,,,,,,,,,,,,,,,,,,,,,
166,5,2,,,,,,,,,,,,,,,,,,,,,,,,
166,6,2,,,,,,,,,,,,,,,,,,,,,,,,
166,7,2,,,,,,,,,,,,,,,,,,,,,,,,
166,8,2,,,,,,,,,,,,,,,,,,,,,,,,
166,9,2,,,,,,,,,,,,,,,,,,,,,,,,
166,10,2,,,,,,,,,,,,,,,,,,,,,,,,
166,11,2,,,,,,,,,,,,,,,,,,,,,,,,
166,12,2,,,,,,,,,,,,,,,,,,,,,,,,
166,13,2,,,,,,,,,,,,,,,,,,,,,,,,
167,1,1,,,,,,,,,,,,,,,,,,,,,,,,
167,2,1,,,,,,,,,,,,,,,,,,,,,,,,
167,3,1,,,,,,,,,,,,,,,,,,,,,,,,
167,6,1,,,,,,,,,,,,,,,,,,,,,,,,
167,7,1,,,,,,,,,,,,,,,,,,,,,,,,
167,8,1,,,,,,,,,,,,,,,,,,,,,,,,
167,9,1,,,,,,,,,,,,,,,,,,,,,,,,
167,11,1,,,,,,,,,,,,,,,,,,,,,,,,
167,12,1,,,,,,,,,,,,,,,,,,,,,,,,
167,13,1,,,,,,,,,,,,,,,,,,,,,,,,
167,14,1,,,,,,,,,,,,,,,,,,,,,,,,
167,15,1,,,,,,,,,,,,,,,,,,,,,,,,
168,1,2,,,,,,,,,,,,,,,,,,,,,,,,
168,2,2,,,,,,,,,,,,,,,,,,,,,,,,
168,3,2,,,,,,,,,,,,,,,,,,,,,,,,
168,4,2,,,,,,,,,,,,,,,,,,,,,,,,
168,5,2,,,,,,,,,,,,,,,,,,,,,,,,
168,6,2,,,,,,,,,,,,,,,,,,,,,,,,
168,7,2,,,,,,,,,,,,,,,,,,,,,,,,
168,8,2,,,,,,,,,,,,,,,,,,,,,,,,
168,9,2,,,,,,,,,,,,,,,,,,,,,,,,
168,10,2,,,,,,,,,,,,,,,,,,,,,,,,
168,11,2,,,,,,,,,,,,,,,,,,,,,,,,
168,12,2,,,,,,,,,,,,,,,,,,,,,,,,
169,1,1,,,,,,,,,,,,,,,,,,,,,,,,
169,3,1,,,,,,,,,,,,,,,,,,,,,,,,
169,4,1,,,,,,,,,,,,,,,,,,,,,,,,
169,5,1,,,,,,,,,,,,,,,,,,,,,,,,
169,6,1,,,,,,,,,,,,,,,,,,,,,,,,
169,9,1,,,,,,,,,,,,,,,,,,,,,,,,
169,10,1,,,,,,,,,,,,,,,,,,,,,,,,
169,11,1,,,,,,,,,,,,,,,,,,,,,,,,
169,12,1,,,,,,,,,,,,,,,,,,,,,,,,
169,13,1,,,,,,,,,,,,,,,,,,,,,,,,
169,14,1,,,,,,,,,,,,,,,,,,,,,,,,
169,15,1,,,,,,,,,,,,,,,,,,,,,,,,
170,1,2,,,,,,,,,,,,,,,,,,,,,,,,
170,2,2,,,,,,,,,,,,,,,,,,,,,,,,
170,3,2,,,,,,,,,,,,,,,,,,,,,,,,
170,4,2,,,,,,,,,,,,,,,,,,,,,,,,
170,5,2,,,,,,,,,,,,,,,,,,,,,,,,
170,6,2,,,,,,,,,,,,,,,,,,,,,,,,
170,7,2,,,,,,,,,,,,,,,,,,,,,,,,
170,8,2,,,,,,,,,,,,,,,,,,,,,,,,
170,9,2,,,,,,,,,,,,,,,,,,,,,,,,
170,10,2,,,,,,,,,,,,,,,,,,,,,,,,
170,11,2,,,,,,,,,,,,,,,,,,,,,,,,
170,12,2,,,,,,,,,,,,,,,,,,,,,,,,
171,1,1,,,,,,,,,,,,,,,,,,,,,,,,
171,2,1,,,,,,,,,,,,,,,,,,,,,,,,
171,3,1,,,,,,,,,,,,,,,,,,,,,,,,
171,4,1,,,,,,,,,,,,,,,,,,,,,,,,
171,5,1,,,,,,,,,,,,,,,,,,,,,,,,
171,6,1,,,,,,,,,,,,,,,,,,,,,,,,
171,7,1,,,,,,,,,,,,,,,,,,,,,,,,
171,8,1,,,,,,,,,,,,,,,,,,,,,,,,
171,9,1,,,,,,,,,,,,,,,,,,,,,,,,
171,10,1,,,,,,,,,,,,,,,,,,,,,,,,
171,11,1,,,,,,,,,,,,,,,,,,,,,,,,
171,13,1,,,,,,,,,,,,,,,,,,,,,,,,
172,1,2,,,,,,,,,,,,,,,,,,,,,,,,
172,2,2,,,,,,,,,,,,,,,,,,,,,,,,
172,3,2,,,,,,,,,,,,,,,,,,,,,,,,
172,4,2,,,,,,,,,,,,,,,,,,,,,,,,
172,5,2,,,,,,,,,,,,,,,,,,,,,,,,
172,6,2,,,,,,,,,,,,,,,,,,,,,,,,
172,7,2,,,,,,,,,,,,,,,,,,,,,,,,
172,8,2,,,,,,,,,,,,,,,,,,,,,,,,
172,9,2,,,,,,,,,,,,,,,,,,,,,,,,
172,10,2,,,,,,,,,,,,,,,,,,,,,,,,
172,11,2,,,,,,,,,,,,,,,,,,,,,,,,
172,12,2,,,,,,,,,,,,,,,,,,,,,,,,
173,1,1,,,,,,,,,,,,,,,,,,,,,,,,
173,3,1,,,,,,,,,,,,,,,,,,,,,,,,
173,4,1,,,,,,,,,,,,,,,,,,,,,,,,
173,5,1,,,,,,,,,,,,,,,,,,,,,,,,
173,6,1,,,,,,,,,,,,,,,,,,,,,,,,
173,9,1,,,,,,,,,,,,,,,,,,,,,,,,
173,10,1,,,,,,,,,,,,,,,,,,,,,,,,
173,11,1,,,,,,,,,,,,,,,,,,,,,,,,
173,12,1,,,,,,,,,,,,,,,,,,,,,,,,
173,13,1,,,,,,,,,,,,,,,,,,,,,,,,
173,14,1,,,,,,,,,,,,,,,,,,,,,,,,
173,15,1,,,,,,,,,,,,,,,,,,,,,,,,
174,1,2,,,,,,,,,,,,,,,,,,,,,,,,
174,2,2,,,,,,,,,,,,,,,,,,,,,,,,
174,3,2,20,,450,1,,150,1,,0,,,0,,,300,1,,1,,1,,900000,7,
174,4,2,,,,,,,,,,,,,,,,,,,,,,,,
174,5,2,,,,,,,,,,,,,,,,,,,,,,,,
174,6,2,,,,,,,,,,,,,,,,,,,,,,,,
174,7,2,,,,,,,,,,,,,,,,,,,,,,,,
174,8,2,,,,,,,,,,,,,,,,,,,,,,,,
174,9,2,,,,,,,,,,,,,,,,,,,,,,,,
174,10,2,,,,,,,,,,,,,,,,,,,,,,,,
174,11,2,,,,,,,,,,,,,,,,,,,,,,,,
174,12,2,,,,,,,,,,,,,,,,,,,,,,,,
175,1,1,,,,,,,,,,,,,,,,,,,,,,,,
175,2,1,,,,,,,,,,,,,,,,,,,,,,,,
175,3,1,,,,,,,,,,,,,,,,,,,,,,,,
175,4,1,,,,,,,,,,,,,,,,,,,,,,,,
175,5,1,,,,,,,,,,,,,,,,,,,,,,,,
175,6,1,,,,,,,,,,,,,,,,,,,,,,,,
175,7,1,,,,,,,,,,,,,,,,,,,,,,,,
175,8,1,,,,,,,,,,,,,,,,,,,,,,,,
175,9,1,,,,,,,,,,,,,,,,,,,,,,,,
175,10,1,,,,,,,,,,,,,,,,,,,,,,,,
175,11,1,,,,,,,,,,,,,,,,,,,,,,,,
175,12,1,,,,,,,,,,,,,,,,,,,,,,,,
176,1,2,,,,,,,,,,,,,,,,,,,,,,,,
176,2,2,,,,,,,,,,,,,,,,,,,,,,,,
176,3,2,,,,,,,,,,,,,,,,,,,,,,,,
176,4,2,,,,,,,,,,,,,,,,,,,,,,,,
176,5,2,,,,,,,,,,,,,,,,,,,,,,,,
176,6,2,,,,,,,,,,,,,,,,,,,,,,,,
176,7,2,,,,,,,,,,,,,,,,,,,,,,,,
176,8,2,,,,,,,,,,,,,,,,,,,,,,,,
176,9,2,,,,,,,,,,,,,,,,,,,,,,,,
176,10,2,,,,,,,,,,,,,,,,,,,,,,,,
176,11,2,,,,,,,,,,,,,,,,,,,,,,,,
176,12,2,,,,,,,,,,,,,,,,,,,,,,,,
177,1,1,,,,,,,,,,,,,,,,,,,,,,,,
177,2,1,,,,,,,,,,,,,,,,,,,,,,,,
177,3,1,,,,,,,,,,,,,,,,,,,,,,,,
