"grappe","menage","vague","s20bq02","s20bq02a","s20bq02b"
342,1,2,5,1,3
342,1,2,3,1,3
342,1,2,4,1,1
342,1,2,2,1,3
342,1,2,6,1,1
342,1,2,8,1,1
342,1,2,7,1,1
342,1,2,1,1,3
342,1,2,9,1,1
342,3,2,6,1,2
342,3,2,8,1,1
342,3,2,9,1,1
342,3,2,2,1,2
342,3,2,5,1,1
342,3,2,3,1,1
342,3,2,7,1,1
342,3,2,1,1,1
342,3,2,4,1,1
342,4,2,2,1,1
342,4,2,5,1,2
342,4,2,8,2,1
342,4,2,1,2,2
342,4,2,3,1,3
342,4,2,6,2,1
342,4,2,9,1,2
342,4,2,4,1,1
342,4,2,7,1,1
342,5,2,2,1,3
342,5,2,3,1,3
342,5,2,5,2,1
342,5,2,6,1,1
342,5,2,1,1,3
342,5,2,7,1,1
342,5,2,4,2,3
342,5,2,8,1,1
342,5,2,9,2,3
342,6,2,4,1,1
342,6,2,8,1,1
342,6,2,9,1,2
342,6,2,2,1,1
342,6,2,5,1,2
342,6,2,1,1,1
342,6,2,6,1,1
342,6,2,3,1,2
342,6,2,7,1,1
342,7,2,6,1,2
342,7,2,4,1,2
342,7,2,2,1,1
342,7,2,1,1,1
342,7,2,8,1,1
342,7,2,9,1,3
342,7,2,5,1,1
342,7,2,3,1,1
342,7,2,7,1,1
342,8,2,9,1,3
342,8,2,1,1,1
342,8,2,6,1,3
342,8,2,3,2,3
342,8,2,2,2,3
342,8,2,4,1,1
342,8,2,8,1,3
342,8,2,7,1,4
342,8,2,5,2,3
342,9,2,7,1,1
342,9,2,2,2,1
342,9,2,3,1,1
342,9,2,1,1,1
342,9,2,4,1,1
342,9,2,9,2,3
342,9,2,5,2,1
342,9,2,6,1,1
342,9,2,8,1,1
342,10,2,5,1,1
342,10,2,7,1,2
342,10,2,4,1,3
342,10,2,9,1,2
342,10,2,6,1,1
342,10,2,8,1,2
342,10,2,1,1,2
342,10,2,2,1,2
342,10,2,3,1,1
342,11,2,1,1,1
342,11,2,4,1,1
342,11,2,9,1,2
342,11,2,8,2,1
342,11,2,2,1,1
342,11,2,3,1,3
342,11,2,7,1,1
342,11,2,6,2,1
342,11,2,5,1,2
342,12,2,2,1,2
342,12,2,3,1,1
342,12,2,1,1,2
342,12,2,5,1,1
342,12,2,9,1,1
342,12,2,6,1,1
342,12,2,4,1,1
342,12,2,7,1,1
342,12,2,8,1,1
342,13,2,3,1,2
342,13,2,8,1,1
342,13,2,5,1,2
342,13,2,6,1,1
342,13,2,9,1,3
342,13,2,7,1,1
342,13,2,2,1,2
342,13,2,1,1,2
342,13,2,4,1,1
343,1,1,1,1,4
343,1,1,8,1,1
343,1,1,2,1,4
343,1,1,7,1,1
343,1,1,4,1,1
343,1,1,9,1,1
343,1,1,5,1,4
343,1,1,3,1,3
343,1,1,6,1,1
343,2,1,7,1,1
343,2,1,5,1,3
343,2,1,2,1,1
343,2,1,9,1,3
343,2,1,3,1,3
343,2,1,4,1,1
343,2,1,8,1,1
343,2,1,6,1,1
343,2,1,1,1,1
343,3,1,3,1,3
343,3,1,6,1,1
343,3,1,8,2,1
343,3,1,9,1,2
343,3,1,5,1,3
343,3,1,2,1,1
343,3,1,7,1,1
343,3,1,1,1,1
343,3,1,4,1,1
343,4,1,5,1,2
343,4,1,1,1,1
343,4,1,9,1,1
343,4,1,8,1,1
343,4,1,4,1,1
343,4,1,2,1,1
343,4,1,6,1,1
343,4,1,3,1,4
343,4,1,7,1,1
343,6,1,1,1,2
343,6,1,7,1,1
343,6,1,6,1,1
343,6,1,8,1,1
343,6,1,4,1,1
343,6,1,9,2,4
343,6,1,3,1,1
343,6,1,2,1,2
343,6,1,5,1,1
343,7,1,3,1,4
343,7,1,4,1,1
343,7,1,8,1,1
343,7,1,2,1,2
343,7,1,6,1,1
343,7,1,1,1,4
343,7,1,7,1,1
343,7,1,9,1,3
343,7,1,5,1,4
343,8,1,7,1,1
343,8,1,1,1,1
343,8,1,5,1,2
343,8,1,9,1,3
343,8,1,3,1,3
343,8,1,4,1,1
343,8,1,2,1,1
343,8,1,6,1,1
343,8,1,8,1,1
343,9,1,9,1,4
343,9,1,8,1,1
343,9,1,2,1,1
343,9,1,1,1,1
343,9,1,3,1,4
343,9,1,4,1,1
343,9,1,6,1,1
343,9,1,7,1,1
343,9,1,5,1,4
343,10,1,4,1,1
343,10,1,5,1,1
343,10,1,9,2,1
343,10,1,2,1,2
343,10,1,7,2,3
343,10,1,6,1,1
343,10,1,8,1,1
343,10,1,1,1,2
343,10,1,3,1,3
343,11,1,6,1,1
343,11,1,8,1,1
343,11,1,2,1,3
343,11,1,3,1,3
343,11,1,1,1,3
343,11,1,7,1,1
343,11,1,5,1,3
343,11,1,9,1,3
343,11,1,4,1,1
343,12,1,4,1,1
343,12,1,8,1,1
343,12,1,5,1,3
343,12,1,2,1,1
343,12,1,7,1,1
343,12,1,6,1,1
343,12,1,1,1,1
343,12,1,9,1,3
343,12,1,3,1,1
343,13,1,6,1,1
343,13,1,9,1,1
343,13,1,4,2,1
343,13,1,8,1,1
343,13,1,5,1,2
343,13,1,1,1,1
343,13,1,7,1,3
343,13,1,2,1,1
343,13,1,3,1,3
344,1,2,6,1,1
344,1,2,7,1,1
344,1,2,2,1,2
344,1,2,3,1,4
344,1,2,8,1,1
344,1,2,1,1,4
344,1,2,4,1,1
344,1,2,9,1,4
344,1,2,5,1,3
344,2,2,3,1,2
344,2,2,5,1,2
344,2,2,7,1,2
344,2,2,8,2,2
344,2,2,9,1,2
344,2,2,6,1,3
344,2,2,2,1,2
344,2,2,1,1,2
344,2,2,4,1,3
344,3,2,6,1,1
344,3,2,8,1,1
344,3,2,7,1,1
344,3,2,4,1,4
344,3,2,9,1,2
344,3,2,1,1,3
344,3,2,3,1,4
344,3,2,2,1,4
344,3,2,5,1,3
344,4,2,1,1,2
344,4,2,7,1,2
344,4,2,9,1,3
344,4,2,4,1,2
344,4,2,3,1,3
344,4,2,8,2,3
344,4,2,2,1,2
344,4,2,6,2,2
344,4,2,5,1,3
344,5,2,7,1,1
344,5,2,6,1,2
344,5,2,2,1,2
344,5,2,9,1,2
344,5,2,4,1,2
344,5,2,5,1,3
344,5,2,1,1,2
344,5,2,3,1,3
344,5,2,8,1,1
344,6,2,9,1,2
344,6,2,6,1,2
344,6,2,7,1,2
344,6,2,2,1,2
344,6,2,3,1,3
344,6,2,1,1,2
344,6,2,8,2,2
344,6,2,4,1,2
344,6,2,5,1,3
344,7,2,1,1,4
344,7,2,5,1,4
344,7,2,4,1,1
344,7,2,2,1,3
344,7,2,6,1,1
344,7,2,8,1,1
344,7,2,9,1,1
344,7,2,7,1,1
344,7,2,3,1,4
344,8,2,4,1,1
344,8,2,6,1,1
344,8,2,9,1,1
344,8,2,3,1,4
344,8,2,1,1,3
344,8,2,8,1,1
344,8,2,7,1,1
344,8,2,5,1,4
344,8,2,2,1,3
344,9,2,7,1,1
344,9,2,9,1,3
344,9,2,1,1,1
344,9,2,3,1,3
344,9,2,2,1,1
344,9,2,8,1,2
344,9,2,5,1,1
344,9,2,6,1,1
344,9,2,4,1,1
344,10,2,5,1,3
344,10,2,8,1,3
344,10,2,9,1,2
344,10,2,6,1,3
344,10,2,2,1,2
344,10,2,7,1,2
344,10,2,4,1,2
344,10,2,1,1,3
344,10,2,3,1,2
344,11,2,9,1,2
344,11,2,4,1,1
344,11,2,8,1,1
344,11,2,5,1,2
344,11,2,7,1,1
344,11,2,1,1,1
344,11,2,3,1,3
344,11,2,2,1,1
344,11,2,6,1,1
344,12,2,2,1,2
344,12,2,6,1,1
344,12,2,3,1,3
344,12,2,1,1,3
344,12,2,4,1,1
344,12,2,7,1,1
344,12,2,8,1,1
344,12,2,5,1,4
344,12,2,9,1,1
345,1,1,5,1,1
345,1,1,1,1,4
345,1,1,7,1,1
345,1,1,4,1,1
345,1,1,8,1,1
345,1,1,2,1,1
345,1,1,3,1,4
345,1,1,6,1,1
345,1,1,9,1,1
345,2,1,4,1,2
345,2,1,2,1,1
345,2,1,1,1,1
345,2,1,3,1,3
345,2,1,9,1,1
345,2,1,5,1,3
345,2,1,8,1,1
345,2,1,7,1,1
345,2,1,6,1,1
345,3,1,5,1,3
345,3,1,7,1,1
345,3,1,2,1,3
345,3,1,4,1,1
345,3,1,6,1,1
345,3,1,9,1,3
345,3,1,1,1,3
345,3,1,8,1,1
345,3,1,3,1,4
345,4,1,8,1,1
345,4,1,7,1,1
345,4,1,6,1,1
345,4,1,5,1,2
345,4,1,3,1,2
345,4,1,2,1,1
345,4,1,1,1,1
345,4,1,9,1,3
345,4,1,4,1,1
345,5,1,4,1,2
345,5,1,8,1,1
345,5,1,1,1,4
345,5,1,5,1,1
345,5,1,3,1,3
345,5,1,9,1,1
345,5,1,2,1,4
345,5,1,7,1,1
345,5,1,6,1,4
345,6,1,9,1,1
345,6,1,6,1,1
345,6,1,2,1,3
345,6,1,1,1,3
345,6,1,3,1,4
345,6,1,8,1,1
345,6,1,7,1,1
345,6,1,5,1,1
345,6,1,4,1,1
345,7,1,9,1,3
345,7,1,8,1,1
345,7,1,2,1,1
345,7,1,1,1,1
345,7,1,3,1,1
345,7,1,7,1,1
345,7,1,4,1,1
345,7,1,6,1,1
345,7,1,5,1,1
345,8,1,6,1,4
345,8,1,5,1,4
345,8,1,4,1,4
345,8,1,2,1,3
345,8,1,1,1,4
345,8,1,7,1,1
345,8,1,9,1,4
345,8,1,8,1,1
345,8,1,3,1,4
345,9,1,5,1,1
345,9,1,6,1,2
345,9,1,4,1,1
345,9,1,2,1,2
345,9,1,3,1,3
345,9,1,8,1,1
345,9,1,7,1,1
345,9,1,9,1,1
345,9,1,1,1,1
345,10,1,8,1,1
345,10,1,2,1,3
345,10,1,5,1,4
345,10,1,6,1,1
345,10,1,3,1,1
345,10,1,9,1,4
345,10,1,7,1,1
345,10,1,4,1,1
345,10,1,1,1,4
345,11,1,1,1,1
345,11,1,7,1,1
345,11,1,9,1,3
345,11,1,5,1,1
345,11,1,2,1,1
345,11,1,3,1,3
345,11,1,8,1,1
345,11,1,4,1,1
345,11,1,6,1,1
345,12,1,5,1,3
345,12,1,2,2,3
345,12,1,3,1,3
345,12,1,9,1,1
345,12,1,8,1,1
345,12,1,4,1,2
345,12,1,6,1,1
345,12,1,7,1,1
345,12,1,1,1,1
346,1,1,5,1,1
346,1,1,2,1,1
346,1,1,9,1,1
346,1,1,6,1,1
346,1,1,8,1,1
346,1,1,3,1,1
346,1,1,4,1,1
346,1,1,7,1,1
346,1,1,1,1,1
346,2,1,6,1,1
346,2,1,5,1,3
346,2,1,7,1,1
346,2,1,8,1,1
346,2,1,9,1,3
346,2,1,2,1,1
346,2,1,1,1,1
346,2,1,4,1,1
346,2,1,3,1,3
346,3,1,6,1,1
346,3,1,9,1,1
346,3,1,8,1,1
346,3,1,5,1,3
346,3,1,4,1,1
346,3,1,1,1,1
346,3,1,3,1,3
346,3,1,2,1,1
346,3,1,7,1,1
346,4,1,1,1,1
346,4,1,5,1,1
346,4,1,2,1,1
346,4,1,9,1,1
346,4,1,6,1,1
346,4,1,8,1,1
346,4,1,4,1,1
346,4,1,3,1,1
346,4,1,7,1,1
346,5,1,1,1,1
346,5,1,8,1,1
346,5,1,6,1,1
346,5,1,5,1,1
346,5,1,9,1,4
346,5,1,2,1,1
346,5,1,4,1,1
346,5,1,7,1,1
346,5,1,3,1,3
346,6,1,6,1,1
346,6,1,1,1,1
346,6,1,7,1,1
346,6,1,4,1,1
346,6,1,3,1,4
346,6,1,9,1,1
346,6,1,8,1,4
346,6,1,5,1,4
346,6,1,2,1,1
346,7,1,3,1,2
346,7,1,4,1,1
346,7,1,5,1,2
346,7,1,8,1,1
346,7,1,6,1,1
346,7,1,7,1,1
346,7,1,2,1,1
346,7,1,9,2,1
346,7,1,1,1,1
346,8,1,6,1,1
346,8,1,5,1,3
346,8,1,4,1,1
346,8,1,2,1,3
346,8,1,9,2,1
346,8,1,1,1,3
346,8,1,7,1,1
346,8,1,8,1,1
346,8,1,3,1,4
346,9,1,2,1,1
346,9,1,9,1,1
346,9,1,3,1,4
346,9,1,7,1,1
346,9,1,8,1,1
346,9,1,4,1,1
346,9,1,6,1,1
346,9,1,5,1,1
346,9,1,1,2,1
346,10,1,7,1,1
346,10,1,2,1,2
346,10,1,1,1,2
346,10,1,6,2,1
346,10,1,3,1,3
346,10,1,9,1,1
346,10,1,4,1,1
346,10,1,8,1,1
346,10,1,5,1,2
346,11,1,1,1,1
346,11,1,2,1,1
346,11,1,4,1,1
346,11,1,9,1,1
346,11,1,5,1,3
346,11,1,7,1,1
346,11,1,3,1,3
346,11,1,8,1,1
346,11,1,6,1,1
346,12,1,1,1,2
346,12,1,3,1,3
346,12,1,2,1,2
346,12,1,9,1,2
346,12,1,4,1,1
346,12,1,7,1,1
346,12,1,6,1,1
346,12,1,8,1,2
346,12,1,5,1,3
347,1,2,4,2,4
347,1,2,3,2,4
347,1,2,1,1,4
347,1,2,6,1,1
347,1,2,8,1,1
347,1,2,5,1,1
347,1,2,9,2,4
347,1,2,7,1,1
347,1,2,2,2,4
347,2,2,7,1,2
347,2,2,5,1,2
347,2,2,4,1,3
347,2,2,3,1,2
347,2,2,6,1,3
347,2,2,9,1,2
347,2,2,2,1,2
347,2,2,1,1,3
347,2,2,8,1,2
347,3,2,9,1,2
347,3,2,8,1,1
347,3,2,3,1,4
347,3,2,6,1,1
347,3,2,5,1,1
347,3,2,7,1,1
347,3,2,4,1,1
347,3,2,2,1,3
347,3,2,1,1,3
347,4,2,8,1,1
347,4,2,7,1,1
347,4,2,3,1,3
347,4,2,1,1,2
347,4,2,5,1,3
347,4,2,9,1,3
347,4,2,4,1,2
347,4,2,2,1,2
347,4,2,6,1,2
347,6,2,3,1,3
347,6,2,9,1,2
347,6,2,6,1,1
347,6,2,1,1,2
347,6,2,2,1,2
347,6,2,8,1,1
347,6,2,7,1,1
347,6,2,4,1,1
347,6,2,5,1,1
347,7,2,5,1,2
347,7,2,1,1,2
347,7,2,4,1,1
347,7,2,3,1,3
347,7,2,2,1,2
347,7,2,9,1,3
347,7,2,8,1,1
347,7,2,7,1,1
347,7,2,6,1,1
347,8,2,4,1,2
347,8,2,3,1,3
347,8,2,6,1,3
347,8,2,2,1,2
347,8,2,5,1,3
347,8,2,9,1,2
347,8,2,1,1,2
347,8,2,7,1,2
347,8,2,8,1,2
347,9,2,6,1,2
347,9,2,8,1,3
347,9,2,2,1,3
347,9,2,5,1,3
347,9,2,7,1,2
347,9,2,1,1,2
347,9,2,3,1,2
347,9,2,9,1,2
347,9,2,4,1,2
347,10,2,5,1,2
347,10,2,1,1,2
347,10,2,2,1,3
347,10,2,7,1,3
347,10,2,9,1,2
347,10,2,6,1,2
347,10,2,4,1,2
347,10,2,8,1,3
347,10,2,3,1,2
347,11,2,5,1,2
347,11,2,4,1,2
347,11,2,1,1,2
347,11,2,8,1,1
347,11,2,7,1,1
347,11,2,9,1,2
347,11,2,3,1,3
347,11,2,2,1,2
347,11,2,6,1,1
347,12,2,6,1,1
347,12,2,3,1,3
347,12,2,1,1,2
347,12,2,5,1,1
347,12,2,7,1,1
347,12,2,4,1,1
347,12,2,8,1,1
347,12,2,2,1,1
347,12,2,9,1,2
347,13,2,2,1,2
347,13,2,8,1,1
347,13,2,9,1,3
347,13,2,1,1,2
347,13,2,4,1,1
347,13,2,6,1,1
347,13,2,7,1,1
347,13,2,3,1,4
347,13,2,5,1,3
348,1,1,6,1,1
348,1,1,7,1,1
348,1,1,3,1,2
348,1,1,4,1,1
348,1,1,8,1,1
348,1,1,9,1,3
348,1,1,2,1,2
348,1,1,1,1,2
348,1,1,5,1,1
348,2,1,9,1,4
348,2,1,1,1,1
348,2,1,2,1,1
348,2,1,6,1,1
348,2,1,8,1,1
348,2,1,4,1,1
348,2,1,5,1,4
348,2,1,3,1,1
348,2,1,7,1,1
348,3,1,5,1,4
348,3,1,2,1,3
348,3,1,8,1,1
348,3,1,6,1,1
348,3,1,3,1,1
348,3,1,1,1,4
348,3,1,9,1,4
348,3,1,7,1,1
348,3,1,4,1,1
348,4,1,3,1,3
348,4,1,1,1,2
348,4,1,7,1,1
348,4,1,6,1,1
348,4,1,4,1,1
348,4,1,2,1,1
348,4,1,8,1,1
348,4,1,9,1,2
348,4,1,5,1,1
348,5,1,8,1,1
348,5,1,5,1,1
348,5,1,1,1,1
348,5,1,9,1,2
348,5,1,4,1,1
348,5,1,3,1,2
348,5,1,6,1,3
348,5,1,7,1,1
348,5,1,2,1,2
348,6,1,3,1,4
348,6,1,6,1,1
348,6,1,4,1,1
348,6,1,1,1,3
348,6,1,2,1,1
348,6,1,9,1,4
348,6,1,7,1,1
348,6,1,8,1,1
348,6,1,5,1,1
348,7,1,2,1,1
348,7,1,4,1,1
348,7,1,6,1,1
348,7,1,5,1,3
348,7,1,8,2,1
348,7,1,1,1,1
348,7,1,3,1,3
348,7,1,7,1,1
348,7,1,9,1,3
348,8,1,1,1,4
348,8,1,8,1,1
348,8,1,6,1,1
348,8,1,4,1,4
348,8,1,3,1,4
348,8,1,9,1,1
348,8,1,2,1,4
348,8,1,5,1,1
348,8,1,7,1,1
348,9,1,5,1,4
348,9,1,4,1,1
348,9,1,8,1,1
348,9,1,3,1,3
348,9,1,9,1,3
348,9,1,2,1,4
348,9,1,6,1,1
348,9,1,7,1,1
348,9,1,1,1,4
348,10,1,9,1,4
348,10,1,5,1,1
348,10,1,2,2,2
348,10,1,8,1,1
348,10,1,7,1,1
348,10,1,1,1,2
348,10,1,3,1,3
348,10,1,4,1,1
348,10,1,6,1,1
348,11,1,1,1,2
348,11,1,9,2,2
348,11,1,7,1,1
348,11,1,4,1,1
348,11,1,8,1,1
348,11,1,6,1,1
348,11,1,3,1,3
348,11,1,2,1,1
348,11,1,5,1,2
348,12,1,3,1,3
348,12,1,8,1,1
348,12,1,6,1,1
348,12,1,7,1,1
348,12,1,9,1,1
348,12,1,4,1,1
348,12,1,5,1,1
348,12,1,1,1,2
348,12,1,2,1,2
349,1,2,5,1,2
349,1,2,8,1,3
349,1,2,9,1,3
349,1,2,4,1,3
349,1,2,7,1,2
349,1,2,2,1,2
349,1,2,6,1,3
349,1,2,1,1,2
349,1,2,3,1,2
349,2,2,1,1,1
349,2,2,6,1,1
349,2,2,3,1,3
349,2,2,8,1,1
349,2,2,7,1,1
349,2,2,4,1,1
349,2,2,5,1,3
349,2,2,9,1,1
349,2,2,2,1,1
349,3,2,3,1,3
349,3,2,6,1,2
349,3,2,5,1,3
349,3,2,9,1,2
349,3,2,8,1,3
349,3,2,1,1,3
349,3,2,4,1,3
349,3,2,2,1,2
349,3,2,7,1,3
349,5,2,4,1,2
349,5,2,9,1,3
349,5,2,2,1,2
349,5,2,6,1,2
349,5,2,7,1,2
349,5,2,1,1,2
349,5,2,5,1,2
349,5,2,8,1,2
349,5,2,3,1,2
349,6,2,4,1,1
349,6,2,3,1,1
349,6,2,7,1,1
349,6,2,1,1,1
349,6,2,5,1,3
349,6,2,8,1,1
349,6,2,9,1,2
349,6,2,6,1,1
349,6,2,2,1,1
349,7,2,9,1,2
349,7,2,4,1,2
349,7,2,6,1,2
349,7,2,7,1,1
349,7,2,3,1,3
349,7,2,5,1,3
349,7,2,2,1,2
349,7,2,8,1,1
349,7,2,1,1,2
349,8,2,5,1,3
349,8,2,7,1,1
349,8,2,4,1,1
349,8,2,8,1,1
349,8,2,6,1,1
349,8,2,1,1,1
349,8,2,3,1,4
349,8,2,2,1,3
349,8,2,9,1,2
349,9,2,2,1,1
349,9,2,6,1,1
349,9,2,8,1,1
349,9,2,3,1,1
349,9,2,9,1,1
349,9,2,4,1,1
349,9,2,5,1,1
349,9,2,1,1,1
349,9,2,7,1,1
349,10,2,5,1,3
349,10,2,9,1,2
349,10,2,6,1,1
349,10,2,1,1,2
349,10,2,3,1,3
349,10,2,8,1,1
349,10,2,7,1,1
349,10,2,2,1,1
349,10,2,4,1,2
349,11,2,5,1,2
349,11,2,1,1,2
349,11,2,2,1,1
349,11,2,7,1,1
349,11,2,9,1,1
349,11,2,3,2,4
349,11,2,4,1,1
349,11,2,6,1,1
349,11,2,8,1,1
349,12,2,7,1,3
349,12,2,5,1,2
349,12,2,3,1,3
349,12,2,4,1,2
349,12,2,9,1,3
349,12,2,1,1,3
349,12,2,8,1,2
349,12,2,2,1,2
349,12,2,6,1,2
349,13,2,3,1,4
349,13,2,5,1,2
349,13,2,4,1,1
349,13,2,9,1,4
349,13,2,2,1,2
349,13,2,1,1,2
349,13,2,7,1,1
349,13,2,8,1,1
349,13,2,6,1,1
350,1,1,4,1,1
350,1,1,1,1,1
350,1,1,9,2,3
350,1,1,3,1,3
350,1,1,2,1,1
350,1,1,6,1,1
350,1,1,7,1,1
350,1,1,8,1,1
350,1,1,5,1,3
350,2,1,3,1,3
350,2,1,5,1,3
350,2,1,6,1,2
350,2,1,2,1,2
350,2,1,7,1,2
350,2,1,1,1,2
350,2,1,9,1,2
350,2,1,4,1,1
350,2,1,8,1,1
350,3,1,9,1,4
350,3,1,3,1,4
350,3,1,1,1,1
350,3,1,4,1,1
350,3,1,2,1,1
350,3,1,6,1,1
350,3,1,7,1,1
350,3,1,8,1,1
350,3,1,5,1,4
350,4,1,3,1,3
350,4,1,2,1,1
350,4,1,7,1,1
350,4,1,1,1,1
350,4,1,8,1,2
350,4,1,6,1,1
350,4,1,4,1,2
350,4,1,5,1,3
350,4,1,9,1,2
350,5,1,6,1,1
350,5,1,5,1,3
350,5,1,1,1,3
350,5,1,3,1,1
350,5,1,2,1,1
350,5,1,8,1,1
350,5,1,4,1,1
350,5,1,9,1,3
350,5,1,7,1,1
350,6,1,5,1,4
350,6,1,1,2,4
350,6,1,8,1,1
350,6,1,4,1,1
350,6,1,3,1,4
350,6,1,9,2,4
350,6,1,7,1,1
350,6,1,6,1,1
350,6,1,2,1,4
350,7,1,5,1,2
350,7,1,1,1,2
350,7,1,4,1,1
350,7,1,2,1,1
350,7,1,3,1,3
350,7,1,8,1,3
350,7,1,9,1,1
350,7,1,7,1,1
350,7,1,6,1,2
350,8,1,1,1,1
350,8,1,2,1,1
350,8,1,6,1,1
350,8,1,3,1,3
350,8,1,4,1,1
350,8,1,5,1,3
350,8,1,8,1,1
350,8,1,7,1,1
350,8,1,9,1,1
350,9,1,1,1,2
350,9,1,2,1,1
350,9,1,3,1,1
350,9,1,8,1,2
350,9,1,9,2,1
350,9,1,6,1,1
350,9,1,7,1,1
350,9,1,4,1,1
350,9,1,5,1,2
350,10,1,1,1,4
350,10,1,5,1,1
350,10,1,6,1,3
350,10,1,8,1,1
350,10,1,4,1,1
350,10,1,9,1,4
350,10,1,2,2,4
350,10,1,7,1,1
350,10,1,3,1,4
350,11,1,5,1,4
350,11,1,4,1,1
350,11,1,9,1,3
350,11,1,6,1,1
350,11,1,1,1,3
350,11,1,2,1,3
350,11,1,3,1,4
350,11,1,8,1,1
350,11,1,7,1,1
350,12,1,5,1,4
350,12,1,6,1,1
350,12,1,7,1,1
350,12,1,2,1,1
350,12,1,4,1,1
350,12,1,9,1,4
350,12,1,1,1,1
350,12,1,8,1,1
350,12,1,3,1,4
351,1,2,3,2,3
351,1,2,9,2,3
351,1,2,8,1,1
351,1,2,1,1,1
351,1,2,7,1,1
351,1,2,4,1,1
351,1,2,5,1,2
351,1,2,2,1,1
351,1,2,6,1,1
351,2,2,5,1,1
351,2,2,6,1,1
351,2,2,9,1,3
351,2,2,4,1,2
351,2,2,8,1,2
351,2,2,3,1,2
351,2,2,7,1,1
351,2,2,2,1,2
351,2,2,1,1,2
351,3,2,9,1,2
351,3,2,5,1,2
351,3,2,3,1,3
351,3,2,8,1,1
351,3,2,1,1,3
351,3,2,6,1,1
351,3,2,7,1,1
351,3,2,4,1,2
351,3,2,2,1,2
351,4,2,2,1,2
351,4,2,4,1,2
351,4,2,8,1,2
351,4,2,6,1,2
351,4,2,9,1,2
351,4,2,7,1,2
351,4,2,1,1,2
351,4,2,3,1,2
351,4,2,5,1,2
351,5,2,3,1,3
351,5,2,9,1,3
351,5,2,4,1,2
351,5,2,1,1,3
351,5,2,5,1,2
351,5,2,7,1,1
351,5,2,2,1,2
351,5,2,6,1,2
351,5,2,8,1,1
351,6,2,4,1,2
351,6,2,3,1,2
351,6,2,2,1,2
351,6,2,7,1,2
351,6,2,8,1,2
351,6,2,1,1,2
351,6,2,6,1,2
351,6,2,5,1,2
351,6,2,9,1,2
351,7,2,2,1,2
351,7,2,1,1,2
351,7,2,3,1,2
351,7,2,9,1,2
351,7,2,4,1,2
351,7,2,5,1,2
351,7,2,7,1,2
351,7,2,8,1,2
351,7,2,6,1,2
351,8,2,5,1,2
351,8,2,9,1,2
351,8,2,4,1,2
351,8,2,8,1,2
351,8,2,2,1,2
351,8,2,7,1,2
351,8,2,3,1,2
351,8,2,1,1,2
351,8,2,6,1,2
351,9,2,7,1,2
351,9,2,4,1,2
351,9,2,8,1,2
351,9,2,5,1,2
351,9,2,9,1,2
351,9,2,2,1,2
351,9,2,3,1,2
351,9,2,6,1,2
351,9,2,1,1,2
351,10,2,4,1,2
351,10,2,1,1,2
351,10,2,2,1,2
351,10,2,5,1,2
351,10,2,9,1,2
351,10,2,7,1,2
351,10,2,3,1,2
351,10,2,6,1,2
351,10,2,8,1,2
351,11,2,7,1,1
351,11,2,2,1,3
351,11,2,3,1,3
351,11,2,4,1,2
351,11,2,6,1,3
351,11,2,1,1,3
351,11,2,5,1,3
351,11,2,9,1,2
351,11,2,8,1,2
351,13,2,5,1,2
351,13,2,3,2,3
351,13,2,9,1,1
351,13,2,6,1,1
351,13,2,1,1,1
351,13,2,7,1,1
351,13,2,2,1,1
351,13,2,4,1,1
351,13,2,8,1,1
352,1,2,2,1,2
352,1,2,6,1,2
352,1,2,3,1,2
352,1,2,4,1,2
352,1,2,1,1,2
352,1,2,5,1,3
352,1,2,9,1,2
352,1,2,8,1,3
352,1,2,7,1,2
352,2,2,7,1,1
352,2,2,5,1,4
352,2,2,9,1,2
352,2,2,1,1,1
352,2,2,4,1,1
352,2,2,3,1,3
352,2,2,2,1,1
352,2,2,6,1,1
352,2,2,8,1,2
352,3,2,2,1,1
352,3,2,8,1,1
352,3,2,4,1,1
352,3,2,5,1,4
352,3,2,9,1,1
352,3,2,3,1,4
352,3,2,7,1,1
352,3,2,1,1,1
352,3,2,6,1,1
352,4,2,2,1,4
352,4,2,8,1,1
352,4,2,1,1,4
352,4,2,9,1,4
352,4,2,5,1,4
352,4,2,7,1,3
352,4,2,4,1,1
352,4,2,6,1,4
352,4,2,3,1,4
352,5,2,4,1,1
352,5,2,7,1,2
352,5,2,8,1,1
352,5,2,5,1,2
352,5,2,3,1,4
352,5,2,9,1,1
352,5,2,1,1,4
352,5,2,6,1,1
352,5,2,2,1,4
352,6,2,9,2,2
352,6,2,8,2,3
352,6,2,1,1,2
352,6,2,5,1,3
352,6,2,3,1,2
352,6,2,7,1,3
352,6,2,6,1,2
352,6,2,2,1,2
352,6,2,4,1,2
352,7,2,9,1,4
352,7,2,5,1,4
352,7,2,2,1,4
352,7,2,8,1,1
352,7,2,3,1,4
352,7,2,7,1,1
352,7,2,6,1,1
352,7,2,1,1,4
352,7,2,4,1,1
352,8,2,8,1,2
352,8,2,6,1,1
352,8,2,7,1,1
352,8,2,2,1,2
352,8,2,9,1,1
352,8,2,4,1,1
352,8,2,5,1,3
352,8,2,3,1,3
352,8,2,1,1,1
352,9,2,9,1,2
352,9,2,1,1,2
352,9,2,2,1,3
352,9,2,5,1,2
352,9,2,3,1,2
352,9,2,8,1,2
352,9,2,6,1,3
352,9,2,4,1,2
352,9,2,7,1,2
352,10,2,2,1,2
352,10,2,8,1,3
352,10,2,4,1,1
