"grappe","menage","vague","s20bq02","s20bq02a","s20bq02b"
182,1,1,6,1,4
182,1,1,4,1,3
182,2,1,4,1,1
182,2,1,1,1,4
182,2,1,5,1,4
182,2,1,7,1,1
182,2,1,3,1,4
182,2,1,2,1,4
182,2,1,6,1,1
182,2,1,9,1,4
182,2,1,8,1,1
182,3,1,4,1,1
182,3,1,1,2,1
182,3,1,6,1,4
182,3,1,5,1,1
182,3,1,7,1,1
182,3,1,3,1,3
182,3,1,8,1,1
182,3,1,9,1,3
182,3,1,2,2,1
182,4,1,1,1,1
182,4,1,4,1,1
182,4,1,7,1,1
182,4,1,5,1,1
182,4,1,6,2,3
182,4,1,8,1,1
182,4,1,2,1,1
182,4,1,9,1,1
182,4,1,3,1,4
182,5,1,7,1,1
182,5,1,1,1,1
182,5,1,9,1,1
182,5,1,3,1,3
182,5,1,5,1,1
182,5,1,4,1,1
182,5,1,6,1,4
182,5,1,2,1,1
182,5,1,8,1,1
182,6,1,7,1,1
182,6,1,6,1,4
182,6,1,5,2,1
182,6,1,9,1,1
182,6,1,3,1,1
182,6,1,2,1,1
182,6,1,4,1,1
182,6,1,1,1,1
182,6,1,8,1,1
182,7,1,2,1,2
182,7,1,7,1,2
182,7,1,6,1,4
182,7,1,4,1,2
182,7,1,3,1,4
182,7,1,1,1,2
182,7,1,9,1,4
182,7,1,8,1,2
182,7,1,5,1,2
182,8,1,7,1,1
182,8,1,8,1,1
182,8,1,6,1,2
182,8,1,5,1,1
182,8,1,1,1,3
182,8,1,3,1,2
182,8,1,9,1,3
182,8,1,2,1,3
182,8,1,4,1,1
182,9,1,6,1,4
182,9,1,9,1,3
182,9,1,3,1,4
182,9,1,1,1,4
182,9,1,2,1,4
182,9,1,4,1,3
182,9,1,8,1,2
182,9,1,5,1,4
182,9,1,7,1,2
182,10,1,3,1,3
182,10,1,2,1,3
182,10,1,9,1,3
182,10,1,8,1,4
182,10,1,7,1,2
182,10,1,6,1,4
182,10,1,1,1,3
182,10,1,4,1,3
182,10,1,5,1,2
182,11,1,4,1,1
182,11,1,6,1,4
182,11,1,3,1,4
182,11,1,9,1,4
182,11,1,2,1,3
182,11,1,8,1,3
182,11,1,7,1,2
182,11,1,1,1,3
182,11,1,5,1,4
182,12,1,5,1,2
182,12,1,4,1,2
182,12,1,1,1,1
182,12,1,2,1,2
182,12,1,3,1,1
182,12,1,7,1,2
182,12,1,6,1,2
182,12,1,9,1,2
182,12,1,8,1,1
183,1,2,4,2,2
183,1,2,3,2,3
183,1,2,9,2,2
183,1,2,2,2,2
183,1,2,8,2,2
183,1,2,1,2,2
183,1,2,7,1,2
183,1,2,5,2,2
183,1,2,6,1,2
183,2,2,1,1,3
183,2,2,5,1,2
183,2,2,7,1,1
183,2,2,6,1,1
183,2,2,3,1,1
183,2,2,9,1,2
183,2,2,2,1,2
183,2,2,8,1,1
183,2,2,4,1,1
183,3,2,3,1,3
183,3,2,9,1,3
183,3,2,8,1,1
183,3,2,7,1,1
183,3,2,6,1,1
183,3,2,1,1,3
183,3,2,2,1,2
183,3,2,4,1,1
183,3,2,5,1,3
183,4,2,3,2,2
183,4,2,5,1,3
183,4,2,6,1,2
183,4,2,2,1,3
183,4,2,9,1,2
183,4,2,8,1,2
183,4,2,4,2,3
183,4,2,1,2,3
183,4,2,7,1,2
183,5,2,9,1,4
183,5,2,2,1,2
183,5,2,3,1,4
183,5,2,1,1,2
183,5,2,4,1,2
183,5,2,7,1,1
183,5,2,6,1,1
183,5,2,8,1,1
183,5,2,5,1,3
183,6,2,3,1,4
183,6,2,6,1,2
183,6,2,7,1,1
183,6,2,5,1,3
183,6,2,1,1,2
183,6,2,4,1,2
183,6,2,2,2,2
183,6,2,8,2,2
183,6,2,9,1,2
183,7,2,8,2,4
183,7,2,7,1,1
183,7,2,6,1,1
183,7,2,5,1,3
183,7,2,1,1,4
183,7,2,3,1,3
183,7,2,4,1,2
183,7,2,2,1,3
183,7,2,9,1,3
183,8,2,4,1,2
183,8,2,7,1,2
183,8,2,5,2,3
183,8,2,9,2,3
183,8,2,6,1,1
183,8,2,3,2,3
183,8,2,1,1,2
183,8,2,2,1,2
183,8,2,8,1,2
183,9,2,4,1,1
183,9,2,6,1,1
183,9,2,8,1,1
183,9,2,9,1,3
183,9,2,1,1,1
183,9,2,5,1,1
183,9,2,2,1,2
183,9,2,3,1,4
183,9,2,7,1,1
183,10,2,8,1,2
183,10,2,6,1,2
183,10,2,2,1,3
183,10,2,7,1,1
183,10,2,4,1,1
183,10,2,1,1,3
183,10,2,5,1,3
183,10,2,9,1,2
183,10,2,3,1,4
183,11,2,8,1,1
183,11,2,6,1,1
183,11,2,1,1,2
183,11,2,5,1,1
183,11,2,2,1,2
183,11,2,3,1,4
183,11,2,7,1,1
183,11,2,4,1,1
183,11,2,9,1,3
183,12,2,5,1,2
183,12,2,3,1,3
183,12,2,2,1,2
183,12,2,1,1,3
183,12,2,7,1,1
183,12,2,9,1,3
183,12,2,4,1,1
183,12,2,6,1,1
183,12,2,8,1,1
184,1,1,3,1,4
184,1,1,5,1,4
184,1,1,7,1,1
184,1,1,6,1,2
184,1,1,1,1,4
184,1,1,2,1,4
184,1,1,4,1,1
184,1,1,9,1,4
184,1,1,8,1,1
184,2,1,6,1,3
184,2,1,3,1,4
184,2,1,5,1,3
184,2,1,8,1,3
184,2,1,2,1,3
184,2,1,9,1,3
184,2,1,1,1,3
184,2,1,4,1,2
184,2,1,7,1,1
184,3,1,4,1,1
184,3,1,3,1,4
184,3,1,1,1,3
184,3,1,8,1,1
184,3,1,7,1,1
184,3,1,6,1,4
184,3,1,2,1,1
184,3,1,9,1,3
184,3,1,5,1,3
184,4,1,8,1,1
184,4,1,9,1,3
184,4,1,2,1,3
184,4,1,3,1,4
184,4,1,5,1,2
184,4,1,7,1,1
184,4,1,1,1,3
184,4,1,4,1,3
184,4,1,6,1,2
184,5,1,8,1,1
184,5,1,4,1,1
184,5,1,1,1,2
184,5,1,3,1,2
184,5,1,5,1,1
184,5,1,7,1,1
184,5,1,2,1,2
184,5,1,9,1,2
184,5,1,6,1,1
184,6,1,4,1,2
184,6,1,3,1,2
184,6,1,1,1,2
184,6,1,2,1,2
184,6,1,6,1,3
184,6,1,9,1,3
184,6,1,8,1,2
184,6,1,7,1,1
184,6,1,5,1,1
184,7,1,2,1,2
184,7,1,3,1,4
184,7,1,6,1,4
184,7,1,1,1,3
184,7,1,8,1,3
184,7,1,9,1,3
184,7,1,7,1,1
184,7,1,5,1,3
184,7,1,4,1,1
184,8,1,8,1,2
184,8,1,5,1,3
184,8,1,4,1,2
184,8,1,3,1,3
184,8,1,2,1,3
184,8,1,7,1,3
184,8,1,9,1,2
184,8,1,6,1,3
184,8,1,1,1,3
184,9,1,8,1,2
184,9,1,9,1,2
184,9,1,2,1,2
184,9,1,5,1,2
184,9,1,1,1,2
184,9,1,6,1,2
184,9,1,7,1,2
184,9,1,3,1,3
184,9,1,4,1,2
184,10,1,5,1,3
184,10,1,6,1,3
184,10,1,8,1,1
184,10,1,4,1,2
184,10,1,2,2,1
184,10,1,7,1,1
184,10,1,9,1,3
184,10,1,3,1,3
184,10,1,1,2,3
184,11,1,3,1,2
184,11,1,1,1,2
184,11,1,5,1,2
184,11,1,7,1,1
184,11,1,4,1,2
184,11,1,9,1,1
184,11,1,2,1,2
184,11,1,8,1,2
184,11,1,6,1,3
184,12,1,9,1,2
184,12,1,2,1,2
184,12,1,6,1,4
184,12,1,7,1,1
184,12,1,3,1,4
184,12,1,4,1,1
184,12,1,8,1,1
184,12,1,1,1,2
184,12,1,5,1,3
185,1,2,1,1,2
185,1,2,5,1,2
185,1,2,6,1,1
185,1,2,2,1,2
185,1,2,3,1,2
185,1,2,4,1,2
185,1,2,8,1,1
185,1,2,7,1,1
185,1,2,9,1,2
185,2,2,8,1,1
185,2,2,9,1,2
185,2,2,6,1,2
185,2,2,1,1,2
185,2,2,3,1,2
185,2,2,7,1,1
185,2,2,2,1,2
185,2,2,4,1,2
185,2,2,5,1,2
185,3,2,2,1,1
185,3,2,8,1,1
185,3,2,1,1,1
185,3,2,9,1,3
185,3,2,3,1,4
185,3,2,5,1,1
185,3,2,7,1,1
185,3,2,6,1,1
185,3,2,4,1,1
185,4,2,5,1,1
185,4,2,1,1,1
185,4,2,8,1,1
185,4,2,9,1,1
185,4,2,4,1,1
185,4,2,3,1,4
185,4,2,7,1,1
185,4,2,2,1,1
185,4,2,6,1,1
185,5,2,9,1,3
185,5,2,2,1,2
185,5,2,8,1,2
185,5,2,6,1,3
185,5,2,1,1,2
185,5,2,4,1,1
185,5,2,3,1,3
185,5,2,5,1,2
185,5,2,7,1,2
185,6,2,4,1,1
185,6,2,8,1,1
185,6,2,3,1,1
185,6,2,2,1,1
185,6,2,5,1,1
185,6,2,9,1,1
185,6,2,7,1,1
185,6,2,6,1,1
185,6,2,1,1,1
185,7,2,8,1,1
185,7,2,4,1,1
185,7,2,3,1,3
185,7,2,9,1,3
185,7,2,5,1,2
185,7,2,2,1,2
185,7,2,6,1,2
185,7,2,7,1,1
185,7,2,1,1,3
185,8,2,1,2,1
185,8,2,4,1,1
185,8,2,7,1,1
185,8,2,9,1,1
185,8,2,8,1,1
185,8,2,2,2,1
185,8,2,3,2,3
185,8,2,5,1,2
185,8,2,6,1,1
185,9,2,9,1,2
185,9,2,5,1,2
185,9,2,4,1,2
185,9,2,6,2,2
185,9,2,8,1,2
185,9,2,7,1,2
185,9,2,2,1,3
185,9,2,1,1,3
185,9,2,3,1,3
185,10,2,9,1,3
185,10,2,8,1,1
185,10,2,7,1,1
185,10,2,6,1,2
185,10,2,2,1,2
185,10,2,3,1,2
185,10,2,4,1,2
185,10,2,1,1,2
185,10,2,5,1,2
185,11,2,1,1,2
185,11,2,6,2,1
185,11,2,9,1,2
185,11,2,3,1,3
185,11,2,5,1,2
185,11,2,8,1,2
185,11,2,4,1,2
185,11,2,7,1,1
185,11,2,2,1,2
185,12,2,8,1,2
185,12,2,1,2,2
185,12,2,4,1,1
185,12,2,2,1,2
185,12,2,3,1,3
185,12,2,6,2,2
185,12,2,5,1,2
185,12,2,7,1,2
185,12,2,9,1,2
186,1,1,4,1,1
186,1,1,6,1,3
186,1,1,8,1,1
186,1,1,3,1,1
186,1,1,2,1,1
186,1,1,7,1,1
186,1,1,5,1,1
186,1,1,1,1,1
186,1,1,9,1,3
186,2,1,2,1,2
186,2,1,6,1,1
186,2,1,8,1,2
186,2,1,5,1,1
186,2,1,4,1,1
186,2,1,9,1,3
186,2,1,7,1,1
186,2,1,1,1,2
186,2,1,3,1,3
186,3,1,4,1,1
186,3,1,1,1,3
186,3,1,9,1,3
186,3,1,6,1,3
186,3,1,8,1,1
186,3,1,2,1,3
186,3,1,7,1,1
186,3,1,5,1,1
186,3,1,3,1,3
186,4,1,8,1,1
186,4,1,2,1,1
186,4,1,1,1,1
186,4,1,6,1,1
186,4,1,5,1,1
186,4,1,9,1,3
186,4,1,4,1,1
186,4,1,7,1,1
186,4,1,3,1,1
186,5,1,4,1,4
186,5,1,5,1,3
186,5,1,9,1,3
186,5,1,2,1,4
186,5,1,1,1,4
186,5,1,6,1,4
186,5,1,8,1,2
186,5,1,7,1,2
186,5,1,3,1,4
186,6,1,3,1,3
186,6,1,5,1,2
186,6,1,9,1,3
186,6,1,1,1,1
186,6,1,6,1,1
186,6,1,7,1,1
186,6,1,4,1,1
186,6,1,2,1,2
186,6,1,8,1,1
186,7,1,8,1,1
186,7,1,2,2,3
186,7,1,1,1,4
186,7,1,9,1,4
186,7,1,6,2,1
186,7,1,3,1,4
186,7,1,4,1,1
186,7,1,7,1,1
186,7,1,5,1,3
186,9,1,4,1,4
186,9,1,2,1,2
186,9,1,1,1,1
186,9,1,8,1,2
186,9,1,9,1,3
186,9,1,3,2,4
186,9,1,7,1,1
186,9,1,5,1,4
186,9,1,6,1,4
186,10,1,4,1,1
186,10,1,2,1,1
186,10,1,9,1,2
186,10,1,8,1,1
186,10,1,7,1,1
186,10,1,1,1,3
186,10,1,5,1,1
186,10,1,3,1,3
186,10,1,6,1,1
186,11,1,5,2,4
186,11,1,7,1,1
186,11,1,3,1,3
186,11,1,4,1,4
186,11,1,2,1,3
186,11,1,6,1,1
186,11,1,8,2,2
186,11,1,9,1,4
186,11,1,1,2,3
186,12,1,1,1,3
186,12,1,5,1,4
186,12,1,8,1,3
186,12,1,3,1,4
186,12,1,9,1,3
186,12,1,7,1,1
186,12,1,4,1,1
186,12,1,2,1,1
186,12,1,6,1,1
186,13,1,1,1,1
186,13,1,6,1,3
186,13,1,2,1,1
186,13,1,3,1,1
186,13,1,9,1,3
186,13,1,4,1,1
186,13,1,8,1,1
186,13,1,7,1,1
186,13,1,5,1,1
187,1,2,4,1,1
187,1,2,7,1,1
187,1,2,1,1,1
187,1,2,6,1,1
187,1,2,9,1,1
187,1,2,3,1,3
187,1,2,8,1,1
187,1,2,5,1,1
187,1,2,2,1,1
187,2,2,4,1,1
187,2,2,9,1,1
187,2,2,2,1,1
187,2,2,8,1,1
187,2,2,6,1,1
187,2,2,3,1,1
187,2,2,5,1,1
187,2,2,7,2,1
187,2,2,1,1,1
187,3,2,6,1,2
187,3,2,2,1,2
187,3,2,4,1,1
187,3,2,1,1,2
187,3,2,3,1,3
187,3,2,5,1,1
187,3,2,8,1,2
187,3,2,7,1,2
187,3,2,9,1,2
187,4,2,5,1,2
187,4,2,7,1,2
187,4,2,6,1,2
187,4,2,8,1,2
187,4,2,3,1,2
187,4,2,9,1,2
187,4,2,1,1,2
187,4,2,4,1,2
187,4,2,2,1,2
187,5,2,5,1,1
187,5,2,4,1,1
187,5,2,1,1,3
187,5,2,2,1,2
187,5,2,3,1,3
187,5,2,9,1,3
187,5,2,8,1,2
187,5,2,7,1,2
187,5,2,6,1,3
187,6,2,4,1,1
187,6,2,9,1,2
187,6,2,7,1,1
187,6,2,2,1,2
187,6,2,3,1,1
187,6,2,1,1,2
187,6,2,8,1,2
187,6,2,6,1,1
187,6,2,5,1,1
187,7,2,5,1,1
187,7,2,3,1,1
187,7,2,8,1,1
187,7,2,7,1,1
187,7,2,2,1,1
187,7,2,1,1,1
187,7,2,9,1,1
187,7,2,4,1,1
187,7,2,6,1,1
187,8,2,2,1,1
187,8,2,9,1,1
187,8,2,6,1,1
187,8,2,4,1,1
187,8,2,1,1,1
187,8,2,8,1,1
187,8,2,3,1,3
187,8,2,5,1,1
187,8,2,7,2,1
187,9,2,3,1,2
187,9,2,5,1,2
187,9,2,6,1,2
187,9,2,7,1,2
187,9,2,4,1,2
187,9,2,9,1,2
187,9,2,2,1,2
187,9,2,8,1,2
187,9,2,1,1,2
187,10,2,4,1,2
187,10,2,3,1,2
187,10,2,2,1,2
187,10,2,8,1,2
187,10,2,6,1,2
187,10,2,7,1,2
187,10,2,1,1,2
187,10,2,9,1,2
187,10,2,5,1,2
187,11,2,3,1,2
187,11,2,5,1,1
187,11,2,1,1,2
187,11,2,8,1,2
187,11,2,7,1,2
187,11,2,6,1,2
187,11,2,2,1,2
187,11,2,4,1,2
187,11,2,9,1,2
187,12,2,3,1,3
187,12,2,9,1,2
187,12,2,7,1,2
187,12,2,8,1,2
187,12,2,1,1,1
187,12,2,5,1,2
187,12,2,6,1,2
187,12,2,4,1,2
187,12,2,2,1,1
188,1,2,8,1,1
188,1,2,4,1,1
188,1,2,5,1,1
188,1,2,6,1,1
188,1,2,3,1,1
188,1,2,9,1,2
188,1,2,2,1,1
188,1,2,7,1,1
188,1,2,1,1,1
188,2,2,4,1,2
188,2,2,6,1,1
188,2,2,8,1,2
188,2,2,1,2,2
188,2,2,3,1,2
188,2,2,9,1,2
188,2,2,7,1,1
188,2,2,5,1,1
188,2,2,2,2,2
188,3,2,4,1,1
188,3,2,3,1,2
188,3,2,7,1,1
188,3,2,6,1,1
188,3,2,8,1,1
188,3,2,9,1,2
188,3,2,1,1,1
188,3,2,5,1,2
188,3,2,2,2,1
188,4,2,1,1,2
188,4,2,9,1,2
188,4,2,5,1,2
188,4,2,4,1,2
188,4,2,8,2,2
188,4,2,7,1,1
188,4,2,3,1,3
188,4,2,6,1,1
188,4,2,2,1,2
188,5,2,4,1,2
188,5,2,2,1,2
188,5,2,5,1,2
188,5,2,6,1,4
188,5,2,7,1,1
188,5,2,9,1,3
188,5,2,8,1,1
188,5,2,1,1,2
188,5,2,3,1,2
188,6,2,8,1,2
188,6,2,3,1,3
188,6,2,4,1,1
188,6,2,6,1,2
188,6,2,1,1,2
188,6,2,9,1,2
188,6,2,2,1,2
188,6,2,7,1,1
188,6,2,5,1,2
188,7,2,3,1,1
188,7,2,9,1,1
188,7,2,1,1,1
188,7,2,4,1,1
188,7,2,6,1,2
188,7,2,8,1,1
188,7,2,7,1,1
188,7,2,5,1,1
188,7,2,2,1,1
188,8,2,7,1,1
188,8,2,6,1,2
188,8,2,1,1,1
188,8,2,4,1,1
188,8,2,9,1,2
188,8,2,2,1,1
188,8,2,5,1,3
188,8,2,8,1,1
188,8,2,3,1,1
188,9,2,4,1,1
188,9,2,3,1,3
188,9,2,9,1,1
188,9,2,1,1,1
188,9,2,8,1,1
188,9,2,5,1,2
188,9,2,7,1,1
188,9,2,2,2,1
188,9,2,6,1,1
188,10,2,5,1,2
188,10,2,4,1,2
188,10,2,2,1,2
188,10,2,9,1,2
188,10,2,1,1,2
188,10,2,3,1,2
188,10,2,8,1,2
188,10,2,6,1,2
188,10,2,7,1,2
188,11,2,9,1,2
188,11,2,1,1,2
188,11,2,3,1,2
188,11,2,6,1,2
188,11,2,2,1,2
188,11,2,8,1,2
188,11,2,5,1,2
188,11,2,4,1,2
188,11,2,7,1,2
188,12,2,2,1,2
188,12,2,6,1,1
188,12,2,1,1,2
188,12,2,3,1,2
188,12,2,7,1,1
188,12,2,5,1,1
188,12,2,4,1,1
188,12,2,8,1,2
188,12,2,9,1,2
189,1,1,4,1,1
189,1,1,8,1,1
189,1,1,6,1,3
189,1,1,1,1,1
189,1,1,7,1,1
189,1,1,5,1,1
189,1,1,2,1,1
189,1,1,3,1,1
189,1,1,9,1,3
189,2,1,7,1,1
189,2,1,3,1,3
189,2,1,6,1,1
189,2,1,8,1,1
189,2,1,5,1,1
189,2,1,2,1,2
189,2,1,4,1,2
189,2,1,9,1,3
189,2,1,1,1,2
189,3,1,9,1,4
189,3,1,3,1,4
189,3,1,7,2,1
189,3,1,1,1,4
189,3,1,6,1,3
189,3,1,5,1,4
189,3,1,4,1,4
189,3,1,2,1,4
189,3,1,8,1,3
189,4,1,1,1,1
189,4,1,4,1,1
189,4,1,8,2,2
189,4,1,5,1,1
189,4,1,6,2,4
189,4,1,3,2,4
189,4,1,9,2,2
189,4,1,2,1,1
189,4,1,7,1,1
189,5,1,9,1,4
189,5,1,8,2,1
189,5,1,1,2,2
189,5,1,7,1,1
189,5,1,5,2,1
189,5,1,3,1,3
189,5,1,6,1,3
189,5,1,4,2,1
189,5,1,2,2,1
189,6,1,2,2,1
189,6,1,1,1,3
189,6,1,8,2,2
189,6,1,3,1,4
189,6,1,6,1,4
189,6,1,5,1,1
189,6,1,9,1,3
189,6,1,4,2,1
189,6,1,7,1,1
189,7,1,8,1,2
189,7,1,2,1,1
189,7,1,1,1,1
189,7,1,5,1,1
189,7,1,6,1,2
189,7,1,7,1,1
189,7,1,3,1,1
189,7,1,9,1,2
189,7,1,4,1,1
189,8,1,3,2,1
189,8,1,8,2,1
189,8,1,4,2,2
189,8,1,2,2,1
189,8,1,5,2,2
189,8,1,7,1,1
189,8,1,9,2,1
189,8,1,1,2,1
189,8,1,6,1,1
189,9,1,1,1,4
189,9,1,3,1,4
189,9,1,2,1,4
189,9,1,9,1,4
189,9,1,5,1,4
189,9,1,4,1,4
189,9,1,8,1,3
189,9,1,6,1,4
189,9,1,7,1,2
189,10,1,4,1,1
189,10,1,9,1,3
189,10,1,2,1,1
189,10,1,7,1,1
189,10,1,8,1,1
189,10,1,5,1,1
189,10,1,6,1,3
189,10,1,1,1,1
189,10,1,3,1,1
189,11,1,8,1,1
189,11,1,6,1,1
189,11,1,1,1,1
189,11,1,7,1,1
189,11,1,4,1,1
189,11,1,9,1,3
189,11,1,5,1,1
189,11,1,2,1,1
189,11,1,3,1,1
189,12,1,1,1,4
189,12,1,9,1,4
189,12,1,4,1,4
189,12,1,8,1,4
189,12,1,3,1,4
189,12,1,6,1,4
189,12,1,5,1,4
189,12,1,2,1,4
189,12,1,7,2,1
190,1,2,2,1,1
190,1,2,8,1,1
190,1,2,9,1,4
190,1,2,7,1,3
190,1,2,3,1,3
190,1,2,6,1,1
190,1,2,4,1,1
190,1,2,5,1,4
190,1,2,1,1,1
190,2,2,5,1,1
190,2,2,4,1,1
190,2,2,7,1,1
190,2,2,6,1,2
190,2,2,8,1,1
190,2,2,2,1,1
190,2,2,3,1,3
190,2,2,9,1,3
190,2,2,1,1,1
190,3,2,7,1,1
190,3,2,4,1,2
190,3,2,1,1,1
190,3,2,3,1,2
190,3,2,5,1,2
190,3,2,9,1,2
190,3,2,8,1,1
190,3,2,6,1,1
190,3,2,2,1,1
190,4,2,2,1,1
190,4,2,4,1,1
190,4,2,7,1,1
190,4,2,8,1,1
190,4,2,1,1,1
190,4,2,9,2,2
190,4,2,6,1,1
190,4,2,5,1,3
190,4,2,3,1,1
190,5,2,6,1,1
190,5,2,2,1,1
190,5,2,5,1,1
190,5,2,9,1,3
190,5,2,7,1,1
190,5,2,1,1,1
190,5,2,8,1,1
190,5,2,3,1,1
190,5,2,4,1,1
190,6,2,3,1,2
190,6,2,1,1,2
190,6,2,5,1,1
190,6,2,4,1,2
190,6,2,6,1,2
190,6,2,9,1,3
190,6,2,2,1,1
190,6,2,7,1,1
190,6,2,8,1,1
190,7,2,1,1,2
190,7,2,3,1,2
190,7,2,9,1,2
190,7,2,7,1,2
190,7,2,8,1,2
190,7,2,6,1,2
190,7,2,4,1,2
190,7,2,5,1,2
190,7,2,2,1,2
190,8,2,3,1,3
190,8,2,6,1,3
190,8,2,1,1,2
190,8,2,7,1,2
190,8,2,4,1,1
190,8,2,2,1,2
190,8,2,9,1,3
190,8,2,8,1,2
190,8,2,5,1,2
190,9,2,5,1,2
190,9,2,7,1,1
190,9,2,6,1,1
190,9,2,9,1,2
190,9,2,8,1,1
190,9,2,3,1,3
190,9,2,4,1,2
190,9,2,1,1,2
190,9,2,2,1,2
190,10,2,9,1,2
190,10,2,2,1,2
190,10,2,5,1,2
190,10,2,8,1,2
190,10,2,1,1,2
190,10,2,4,1,2
190,10,2,7,1,2
190,10,2,6,1,2
190,10,2,3,1,2
190,11,2,4,1,2
190,11,2,6,1,2
190,11,2,5,1,2
190,11,2,3,1,2
190,11,2,9,1,2
190,11,2,1,1,2
190,11,2,8,1,2
190,11,2,2,1,2
190,11,2,7,1,2
190,12,2,9,1,2
190,12,2,1,1,2
190,12,2,2,1,2
190,12,2,4,1,2
190,12,2,8,1,2
190,12,2,6,1,2
190,12,2,3,1,2
190,12,2,5,1,2
190,12,2,7,1,2
191,1,1,9,1,3
191,1,1,4,1,2
191,1,1,6,1,1
191,1,1,1,1,2
191,1,1,2,1,2
191,1,1,7,1,1
191,1,1,3,1,3
191,1,1,5,1,1
191,1,1,8,1,2
191,2,1,5,1,1
191,2,1,3,1,1
191,2,1,4,1,1
191,2,1,6,1,3
191,2,1,1,1,1
191,2,1,8,1,1
191,2,1,9,1,3
191,2,1,2,1,1
191,2,1,7,1,1
191,3,1,4,1,2
191,3,1,2,1,1
191,3,1,8,1,1
191,3,1,3,1,2
191,3,1,1,1,1
191,3,1,7,1,1
191,3,1,9,1,3
191,3,1,6,1,1
191,3,1,5,1,2
191,4,1,5,1,1
191,4,1,2,1,1
191,4,1,1,1,1
191,4,1,8,1,1
191,4,1,7,1,1
191,4,1,3,1,3
191,4,1,9,1,1
191,4,1,6,1,1
191,4,1,4,1,1
191,5,1,7,1,1
191,5,1,2,1,4
191,5,1,6,1,3
191,5,1,4,1,4
191,5,1,9,2,1
191,5,1,3,1,4
191,5,1,1,1,4
191,5,1,5,1,4
191,5,1,8,1,1
191,6,1,9,1,4
191,6,1,8,1,1
191,6,1,4,1,1
191,6,1,7,1,1
191,6,1,6,1,1
191,6,1,2,1,1
191,6,1,5,1,1
191,6,1,3,1,4
191,6,1,1,1,1
191,7,1,5,1,3
191,7,1,7,1,1
191,7,1,9,1,3
191,7,1,3,1,4
191,7,1,4,1,3
191,7,1,2,1,3
191,7,1,1,1,3
191,7,1,6,1,4
191,7,1,8,1,1
191,8,1,3,1,1
191,8,1,8,1,1
191,8,1,9,1,3
191,8,1,6,1,3
191,8,1,7,1,1
191,8,1,5,1,1
191,8,1,2,1,3
191,8,1,4,1,1
191,8,1,1,1,3
191,9,1,9,1,4
191,9,1,1,1,4
191,9,1,6,1,4
191,9,1,3,1,4
191,9,1,7,1,1
191,9,1,8,2,1
191,9,1,4,1,4
191,9,1,5,1,4
191,9,1,2,1,3
191,10,1,8,1,1
191,10,1,2,1,1
191,10,1,9,1,3
191,10,1,5,1,1
191,10,1,3,1,1
191,10,1,7,1,1
191,10,1,1,1,1
191,10,1,4,1,1
191,10,1,6,1,3
191,11,1,7,1,1
191,11,1,2,1,4
191,11,1,1,1,4
191,11,1,6,1,1
191,11,1,3,1,4
191,11,1,5,1,4
191,11,1,4,1,4
191,11,1,8,2,4
191,11,1,9,1,4
191,12,1,8,1,4
191,12,1,9,1,4
191,12,1,6,1,4
191,12,1,5,1,4
191,12,1,7,1,4
191,12,1,1,1,4
191,12,1,2,1,4
191,12,1,4,1,4
191,12,1,3,1,4
192,1,2,8,1,1
192,1,2,6,1,1
192,1,2,4,1,1
192,1,2,3,1,3
192,1,2,2,1,1
192,1,2,7,1,1
192,1,2,5,1,1
192,1,2,1,1,1
192,1,2,9,1,1
192,2,2,1,1,3
192,2,2,2,1,3
192,2,2,9,1,3
192,2,2,4,1,1
192,2,2,6,1,3
192,2,2,8,1,2
192,2,2,3,1,3
192,2,2,7,1,1
192,2,2,5,1,1
192,3,2,2,1,2
192,3,2,8,1,2
192,3,2,3,1,2
192,3,2,5,1,2
192,3,2,4,1,2
192,3,2,7,1,1
192,3,2,9,1,2
192,3,2,6,1,2
192,3,2,1,1,1
192,5,2,3,1,2
192,5,2,2,1,2
192,5,2,4,1,2
192,5,2,5,1,2
192,5,2,8,1,2
192,5,2,1,1,2
192,5,2,9,1,2
192,5,2,7,1,2
192,5,2,6,1,2
192,6,2,5,1,1
192,6,2,9,2,4
192,6,2,4,1,1
192,6,2,6,1,1
192,6,2,7,1,1
192,6,2,1,1,1
192,6,2,8,1,1
192,6,2,2,1,1
192,6,2,3,1,4
192,7,2,2,1,1
192,7,2,9,1,3
192,7,2,6,1,4
192,7,2,5,1,1
192,7,2,7,1,4
192,7,2,4,1,1
192,7,2,8,1,4
192,7,2,3,1,4
192,7,2,1,1,1
192,8,2,5,1,4
192,8,2,9,1,3
192,8,2,1,1,1
192,8,2,7,1,1
192,8,2,2,1,1
192,8,2,8,1,1
192,8,2,6,1,1
192,8,2,4,1,1
192,8,2,3,1,4
192,9,2,6,1,3
192,9,2,4,1,3
192,9,2,9,1,3
192,9,2,7,1,1
192,9,2,8,1,3
192,9,2,2,2,3
192,9,2,5,1,1
192,9,2,3,1,4
192,9,2,1,1,3
192,10,2,1,1,2
192,10,2,5,1,2
192,10,2,7,1,1
192,10,2,9,1,2
192,10,2,3,1,3
192,10,2,6,1,2
192,10,2,2,1,2
192,10,2,4,1,1
192,10,2,8,1,2
192,11,2,1,1,1
192,11,2,2,1,1
192,11,2,4,1,1
192,11,2,7,1,1
192,11,2,5,1,3
192,11,2,3,1,3
192,11,2,8,1,1
192,11,2,9,1,1
192,11,2,6,1,1
192,12,2,3,1,2
