"grappe","menage","vague","s20cq01","s20cq02","s20cq03","s20cq04","s20cq04_autre","s20cq05","s20cq06","s20cq06_autre","s20cq07a","s20cq07b","s20cq07c","s20cq07d"
451,14,1,3,2,,,,,,,3,3,5,3
452,1,2,2,2,,,,,,,3,3,4,1
452,2,2,4,2,,,,,,,3,3,3,2
452,3,2,3,2,,,,,,,3,3,3,2
452,4,2,2,1,1,3,,2,3,,1,1,4,1
452,5,2,4,2,,,,,,,4,4,4,2
452,6,2,2,2,,,,,,,3,3,4,3
452,7,2,1,2,,,,,,,1,1,1,1
452,8,2,2,2,,,,,,,3,3,3,1
452,9,2,2,2,,,,,,,2,2,2,2
452,10,2,2,2,,,,,,,2,2,2,2
452,11,2,2,2,,,,,,,3,3,3,3
452,12,2,3,2,,,,,,,3,3,3,3
453,1,1,2,2,,,,,,,2,2,3,2
453,2,1,3,2,,,,,,,3,3,3,3
453,3,1,2,2,,,,,,,4,4,4,1
453,4,1,1,2,,,,,,,2,2,3,3
453,5,1,1,2,,,,,,,2,3,3,2
453,6,1,2,2,,,,,,,3,3,4,1
453,7,1,2,2,,,,,,,2,4,4,4
453,8,1,2,2,,,,,,,1,1,3,3
453,9,1,2,2,,,,,,,4,4,4,1
453,10,1,2,2,,,,,,,3,2,2,2
453,11,1,4,2,,,,,,,3,3,3,1
453,12,1,2,2,,,,,,,3,3,3,1
454,1,2,2,2,,,,,,,2,2,2,2
454,2,2,3,2,,,,,,,3,3,4,2
454,3,2,2,2,,,,,,,2,2,2,2
454,4,2,2,2,,,,,,,3,3,3,3
454,5,2,4,2,,,,,,,3,3,3,2
454,6,2,3,2,,,,,,,4,4,4,4
454,7,2,3,2,,,,,,,3,3,4,2
454,8,2,3,2,,,,,,,3,3,3,3
454,9,2,2,2,,,,,,,3,3,3,3
454,10,2,2,2,,,,,,,2,2,2,2
454,11,2,3,2,,,,,,,3,3,3,3
454,12,2,4,2,,,,,,,2,2,1,1
455,2,1,3,2,,,,,,,3,3,3,3
455,3,1,1,2,,,,,,,1,1,1,1
455,4,1,2,2,,,,,,,1,2,2,1
455,5,1,2,2,,,,,,,3,3,3,3
455,6,1,1,2,,,,,,,1,1,1,1
455,7,1,2,2,,,,,,,3,3,3,3
455,8,1,3,2,,,,,,,3,3,3,3
455,9,1,3,2,,,,,,,3,3,3,3
455,10,1,2,2,,,,,,,3,3,3,3
455,11,1,3,2,,,,,,,3,3,3,3
455,12,1,2,2,,,,,,,1,1,2,1
455,13,1,2,2,,,,,,,3,3,3,3
456,1,2,3,2,,,,,,,2,2,4,1
456,3,2,2,2,,,,,,,3,3,3,3
456,4,2,2,2,,,,,,,3,3,3,1
456,5,2,1,2,,,,,,,3,3,3,3
456,6,2,2,2,,,,,,,3,3,3,3
456,7,2,2,2,,,,,,,3,3,2,2
456,8,2,2,2,,,,,,,3,3,3,3
456,10,2,2,2,,,,,,,3,3,3,2
456,11,2,4,2,,,,,,,4,4,4,3
456,12,2,2,2,,,,,,,3,3,3,2
456,13,2,2,2,,,,,,,1,2,2,2
456,14,2,2,2,,,,,,,2,2,2,2
457,1,1,1,2,,,,,,,1,1,2,3
457,3,1,2,2,,,,,,,1,1,5,1
457,4,1,1,2,,,,,,,2,2,3,1
457,5,1,1,2,,,,,,,3,3,2,2
457,6,1,1,2,,,,,,,3,3,5,1
457,7,1,1,2,,,,,,,1,1,3,1
457,8,1,1,2,,,,,,,1,1,1,1
457,9,1,2,2,,,,,,,2,2,2,1
457,10,1,1,2,,,,,,,1,2,2,1
457,11,1,2,2,,,,,,,2,3,5,1
457,13,1,2,2,,,,,,,3,3,5,1
457,14,1,1,2,,,,,,,2,1,3,1
458,1,2,4,2,,,,,,,2,2,3,3
458,2,2,2,2,,,,,,,3,3,3,3
458,3,2,1,2,,,,,,,1,1,1,1
458,4,2,2,2,,,,,,,3,3,3,3
458,5,2,3,2,,,,,,,2,4,4,1
458,6,2,1,2,,,,,,,1,2,2,1
458,7,2,3,2,,,,,,,1,1,2,2
458,8,2,3,2,,,,,,,1,1,2,2
458,9,2,1,2,,,,,,,1,1,4,2
458,10,2,2,2,,,,,,,3,3,3,3
458,11,2,2,2,,,,,,,3,3,3,3
458,12,2,4,2,,,,,,,3,2,3,3
459,1,1,1,2,,,,,,,1,2,2,1
459,2,1,2,2,,,,,,,2,2,2,2
459,4,1,2,2,,,,,,,2,2,4,3
459,5,1,2,2,,,,,,,2,2,2,2
459,6,1,2,2,,,,,,,1,1,2,1
459,7,1,2,2,,,,,,,2,2,2,3
459,9,1,1,2,,,,,,,2,2,2,1
459,10,1,1,2,,,,,,,1,1,2,3
459,13,1,2,2,,,,,,,1,1,4,2
459,14,1,1,2,,,,,,,1,1,4,2
459,15,1,2,2,,,,,,,1,1,1,1
459,16,1,1,2,,,,,,,1,1,2,1
460,1,2,2,2,,,,,,,4,2,2,2
460,2,2,3,2,,,,,,,3,3,3,3
460,3,2,2,2,,,,,,,3,3,3,3
460,4,2,2,2,,,,,,,2,2,2,2
460,5,2,1,2,,,,,,,3,3,3,3
460,6,2,3,2,,,,,,,3,3,3,3
460,7,2,2,2,,,,,,,3,3,3,3
460,8,2,2,2,,,,,,,3,3,3,3
460,9,2,3,2,,,,,,,1,1,1,1
460,11,2,3,2,,,,,,,3,3,3,3
460,12,2,1,2,,,,,,,1,1,1,1
460,13,2,5,2,,,,,,,3,3,3,3
461,2,1,2,2,,,,,,,2,2,2,1
461,3,1,1,2,,,,,,,2,2,2,1
461,4,1,1,2,,,,,,,2,3,3,1
461,5,1,2,2,,,,,,,3,3,2,1
461,7,1,1,2,,,,,,,1,1,1,1
461,8,1,1,2,,,,,,,1,1,2,3
461,9,1,2,2,,,,,,,2,2,2,1
461,11,1,1,2,,,,,,,4,3,5,1
461,13,1,2,2,,,,,,,4,3,5,1
461,14,1,2,2,,,,,,,4,4,4,2
461,15,1,1,2,,,,,,,4,3,4,1
461,16,1,1,2,,,,,,,1,1,3,1
462,1,2,2,2,,,,,,,3,3,3,3
462,2,2,3,1,1,3,,1,,,4,3,3,4
462,3,2,3,2,,,,,,,3,3,3,3
462,4,2,2,2,,,,,,,2,2,2,2
462,5,2,1,2,,,,,,,2,2,2,2
462,6,2,3,2,,,,,,,3,3,4,3
462,7,2,4,2,,,,,,,4,4,4,3
462,8,2,1,2,,,,,,,1,1,1,1
462,9,2,3,2,,,,,,,3,3,3,3
462,10,2,4,1,1,3,,2,1,,2,2,1,1
462,11,2,1,2,,,,,,,3,3,3,3
462,12,2,4,2,,,,,,,4,4,4,4
463,1,1,1,2,,,,,,,3,1,1,2
463,4,1,4,2,,,,,,,3,1,3,1
463,5,1,1,2,,,,,,,2,3,1,1
463,6,1,1,2,,,,,,,2,2,2,1
463,7,1,2,2,,,,,,,2,2,2,2
463,8,1,4,2,,,,,,,3,1,3,1
463,9,1,4,2,,,,,,,1,1,2,1
463,10,1,1,2,,,,,,,1,1,2,1
463,11,1,1,2,,,,,,,2,2,2,2
463,12,1,2,2,,,,,,,2,2,2,2
463,13,1,1,2,,,,,,,3,3,3,2
463,14,1,4,2,,,,,,,4,2,4,1
464,1,2,1,2,,,,,,,1,1,1,1
464,2,2,2,2,,,,,,,4,4,3,3
464,3,2,2,2,,,,,,,3,3,1,1
464,4,2,3,2,,,,,,,3,3,3,3
464,5,2,1,2,,,,,,,3,3,3,3
464,6,2,2,2,,,,,,,4,4,3,3
464,7,2,1,2,,,,,,,1,1,1,1
464,8,2,1,2,,,,,,,1,1,1,1
464,9,2,1,2,,,,,,,3,3,4,2
464,10,2,2,2,,,,,,,4,3,3,3
464,11,2,1,2,,,,,,,2,2,2,2
464,12,2,3,2,,,,,,,4,4,4,2
465,1,1,3,2,,,,,,,3,3,3,3
465,2,1,2,2,,,,,,,2,3,3,3
465,3,1,1,2,,,,,,,1,1,1,1
465,4,1,4,2,,,,,,,4,4,3,2
465,5,1,2,2,,,,,,,2,2,2,3
465,6,1,2,2,,,,,,,2,2,2,2
465,7,1,2,2,,,,,,,3,3,3,3
465,8,1,3,1,1,3,,1,,,5,5,5,5
465,9,1,2,2,,,,,,,2,3,3,3
465,10,1,2,2,,,,,,,2,2,1,1
465,11,1,3,2,,,,,,,1,1,1,1
465,12,1,2,2,,,,,,,3,3,3,3
466,1,1,4,2,,,,,,,3,3,3,1
466,2,1,1,2,,,,,,,1,1,4,2
466,3,1,2,2,,,,,,,2,2,2,1
466,4,1,3,2,,,,,,,3,3,3,3
466,5,1,3,2,,,,,,,3,4,2,2
466,6,1,3,2,,,,,,,3,3,1,1
466,7,1,1,2,,,,,,,2,1,1,1
466,8,1,1,2,,,,,,,2,2,2,1
466,9,1,4,2,,,,,,,3,3,2,1
466,10,1,1,2,,,,,,,2,2,2,1
466,11,1,1,2,,,,,,,2,2,2,1
466,12,1,3,2,,,,,,,3,3,1,1
467,1,2,2,2,,,,,,,3,3,3,3
467,2,2,1,2,,,,,,,3,3,3,1
467,3,2,2,2,,,,,,,2,2,3,1
467,4,2,2,2,,,,,,,3,3,3,3
467,5,2,4,2,,,,,,,1,1,4,4
467,6,2,3,2,,,,,,,4,3,4,4
467,7,2,1,2,,,,,,,1,1,1,2
467,8,2,4,2,,,,,,,5,5,5,5
467,9,2,2,2,,,,,,,3,3,3,3
467,10,2,2,2,,,,,,,3,3,3,3
467,11,2,2,2,,,,,,,2,2,2,1
467,12,2,2,2,,,,,,,2,1,3,3
468,1,1,4,2,,,,,,,1,1,2,1
468,2,1,1,2,,,,,,,2,2,4,3
468,3,1,1,2,,,,,,,2,3,3,3
468,4,1,2,2,,,,,,,2,2,4,1
468,5,1,4,2,,,,,,,2,1,1,1
468,6,1,3,2,,,,,,,1,2,1,1
468,7,1,3,2,,,,,,,2,3,3,2
468,8,1,4,2,,,,,,,3,1,3,1
468,9,1,2,2,,,,,,,1,1,1,1
468,11,1,3,2,,,,,,,1,1,2,1
468,12,1,2,2,,,,,,,2,2,3,1
468,13,1,2,2,,,,,,,2,2,1,1
469,1,2,3,2,,,,,,,4,4,3,2
469,3,2,3,2,,,,,,,3,3,3,3
469,4,2,1,2,,,,,,,2,2,2,2
469,5,2,2,2,,,,,,,3,3,3,3
469,6,2,4,2,,,,,,,4,4,1,1
469,7,2,3,2,,,,,,,3,3,3,3
469,8,2,1,2,,,,,,,2,2,2,2
469,9,2,1,2,,,,,,,3,3,3,3
469,11,2,3,2,,,,,,,4,3,3,3
469,12,2,2,2,,,,,,,3,3,2,1
469,13,2,3,2,,,,,,,1,1,1,1
469,14,2,4,2,,,,,,,2,2,2,2
470,2,1,4,2,,,,,,,2,2,2,2
470,4,1,3,2,,,,,,,1,2,2,2
470,5,1,3,2,,,,,,,2,2,4,2
470,6,1,3,2,,,,,,,3,3,1,1
470,7,1,4,2,,,,,,,2,1,3,1
470,8,1,4,2,,,,,,,2,2,4,1
470,9,1,3,2,,,,,,,4,2,5,1
470,10,1,1,2,,,,,,,4,4,5,4
470,11,1,3,2,,,,,,,3,1,1,1
470,12,1,4,2,,,,,,,3,3,1,1
470,13,1,2,2,,,,,,,2,1,1,1
470,14,1,2,2,,,,,,,1,1,1,2
471,1,2,2,2,,,,,,,2,2,2,2
471,3,2,2,2,,,,,,,3,3,3,3
471,4,2,1,2,,,,,,,1,1,1,1
471,5,2,3,2,,,,,,,3,3,3,3
471,6,2,4,2,,,,,,,3,3,3,3
471,7,2,1,2,,,,,,,3,3,3,3
471,8,2,3,2,,,,,,,3,3,3,3
471,9,2,3,2,,,,,,,3,3,2,1
471,10,2,1,2,,,,,,,2,2,2,1
471,11,2,3,2,,,,,,,2,2,1,1
471,12,2,3,2,,,,,,,3,3,3,3
471,13,2,1,2,,,,,,,2,2,2,2
472,1,1,2,1,1,3,,2,1,,2,2,4,2
472,2,1,2,2,,,,,,,2,2,2,1
472,3,1,1,2,,,,,,,1,1,1,1
472,4,1,1,2,,,,,,,2,2,2,1
472,5,1,1,2,,,,,,,5,2,4,3
472,6,1,1,2,,,,,,,1,1,2,1
472,7,1,1,2,,,,,,,1,1,2,3
472,8,1,1,2,,,,,,,3,1,5,1
472,9,1,1,2,,,,,,,2,1,5,3
472,10,1,1,2,,,,,,,1,1,1,1
472,11,1,1,2,,,,,,,2,2,2,1
472,12,1,2,2,,,,,,,3,3,2,1
473,1,2,4,2,,,,,,,3,3,4,2
473,3,2,3,2,,,,,,,3,3,3,3
473,4,2,1,2,,,,,,,2,1,1,1
473,5,2,2,2,,,,,,,2,2,2,2
473,6,2,3,2,,,,,,,4,4,3,3
473,7,2,4,2,,,,,,,4,4,4,2
473,8,2,1,2,,,,,,,1,1,1,1
473,9,2,2,2,,,,,,,5,2,4,2
473,10,2,4,2,,,,,,,4,4,4,4
473,11,2,3,2,,,,,,,3,3,3,3
473,12,2,4,2,,,,,,,2,2,4,1
473,13,2,3,2,,,,,,,3,3,3,3
474,1,1,3,2,,,,,,,2,4,4,1
474,2,1,2,2,,,,,,,3,3,3,3
474,3,1,3,2,,,,,,,2,3,3,3
474,4,1,1,1,1,3,,1,,,2,4,5,4
474,5,1,2,2,,,,,,,3,3,4,3
474,6,1,1,2,,,,,,,3,3,3,3
474,7,1,3,2,,,,,,,3,3,3,3
474,8,1,2,2,,,,,,,3,3,3,3
474,10,1,3,2,,,,,,,3,3,4,4
474,11,1,5,2,,,,,,,4,4,4,4
474,12,1,3,2,,,,,,,3,3,4,3
474,13,1,3,2,,,,,,,4,4,4,4
475,1,2,4,2,,,,,,,4,4,3,2
475,2,2,3,2,,,,,,,3,3,3,3
475,3,2,1,2,,,,,,,1,1,1,1
475,4,2,3,2,,,,,,,3,3,3,3
475,5,2,3,2,,,,,,,3,3,3,3
475,6,2,3,2,,,,,,,5,5,5,3
475,7,2,1,2,,,,,,,1,1,1,1
475,8,2,1,2,,,,,,,1,2,2,2
475,9,2,3,2,,,,,,,3,3,3,3
475,10,2,2,2,,,,,,,3,3,3,3
475,11,2,3,2,,,,,,,4,4,4,2
475,12,2,5,2,,,,,,,4,4,4,1
476,1,2,2,2,,,,,,,3,3,3,3
476,2,2,2,2,,,,,,,2,2,2,2
476,3,2,3,2,,,,,,,3,2,3,2
476,4,2,3,2,,,,,,,3,2,4,4
476,5,2,3,2,,,,,,,1,1,2,1
476,6,2,2,2,,,,,,,3,3,3,3
476,7,2,2,1,1,4,,1,,"non",3,3,4,2
476,8,2,2,2,,,,,,,2,2,2,2
476,9,2,2,2,,,,,,,3,3,3,3
476,10,2,2,2,,,,,,,3,3,3,3
476,11,2,2,2,,,,,,,3,3,3,3
476,12,2,2,2,,,,,,,2,2,2,2
477,3,1,2,2,,,,,,,3,3,3,3
477,4,1,2,2,,,,,,,3,2,3,3
477,5,1,2,2,,,,,,,2,2,2,2
477,6,1,2,2,,,,,,,3,3,3,3
477,7,1,2,2,,,,,,,2,1,1,1
477,8,1,2,2,,,,,,,3,3,3,3
477,9,1,2,2,,,,,,,3,3,3,3
477,10,1,2,2,,,,,,,3,2,3,3
477,11,1,2,2,,,,,,,3,3,3,2
477,12,1,2,2,,,,,,,3,3,3,3
477,13,1,2,2,,,,,,,2,2,2,2
477,14,1,2,2,,,,,,,2,2,2,2
478,1,2,2,2,,,,,,,3,3,3,3
478,2,2,3,2,,,,,,,4,4,4,4
478,3,2,2,2,,,,,,,3,3,3,3
478,4,2,2,2,,,,,,,3,2,3,1
478,5,2,2,2,,,,,,,3,2,2,1
478,7,2,2,2,,,,,,,3,2,1,1
478,8,2,2,2,,,,,,,3,3,2,1
478,9,2,2,2,,,,,,,3,3,3,3
478,10,2,3,2,,,,,,,5,5,5,5
478,11,2,3,2,,,,,,,5,5,5,5
478,12,2,3,2,,,,,,,5,5,5,5
478,13,2,2,2,,,,,,,3,3,3,3
479,1,1,2,2,,,,,,,1,1,1,1
479,2,1,2,2,,,,,,,3,3,3,4
479,3,1,2,2,,,,,,,3,3,3,3
479,4,1,2,2,,,,,,,2,2,2,2
479,5,1,1,2,,,,,,,2,1,1,1
479,6,1,2,2,,,,,,,3,3,3,3
479,7,1,2,2,,,,,,,2,2,3,3
479,8,1,2,2,,,,,,,3,3,3,3
479,9,1,2,2,,,,,,,3,3,3,2
479,10,1,1,2,,,,,,,1,1,1,1
479,11,1,2,2,,,,,,,3,3,3,3
479,12,1,2,2,,,,,,,5,5,5,5
480,2,2,4,2,,,,,,,4,4,4,4
480,3,2,4,2,,,,,,,5,5,5,5
480,4,2,2,2,,,,,,,3,3,3,3
480,5,2,3,2,,,,,,,5,5,5,5
480,6,2,4,2,,,,,,,3,2,2,1
480,7,2,2,2,,,,,,,3,3,3,3
480,8,2,4,2,,,,,,,4,4,4,4
480,9,2,3,2,,,,,,,3,2,3,2
480,10,2,4,2,,,,,,,3,2,3,2
480,11,2,2,2,,,,,,,3,3,3,3
480,12,2,2,2,,,,,,,3,3,3,3
480,13,2,3,2,,,,,,,3,2,2,1
481,1,1,2,2,,,,,,,3,2,3,2
481,2,1,2,2,,,,,,,3,3,3,5
481,3,1,1,2,,,,,,,1,1,1,1
481,4,1,2,2,,,,,,,3,3,3,2
481,5,1,2,2,,,,,,,3,3,3,2
481,6,1,2,2,,,,,,,3,3,3,3
481,7,1,3,2,,,,,,,3,3,4,3
481,8,1,3,2,,,,,,,3,3,3,2
481,9,1,2,1,1,3,,2,3,,4,4,5,5
481,10,1,2,2,,,,,,,3,3,3,3
481,11,1,3,2,,,,,,,3,3,3,3
481,12,1,3,2,,,,,,,4,4,4,4
482,1,2,2,1,1,3,,2,1,,3,4,4,2
482,2,2,1,2,,,,,,,2,2,2,2
482,3,2,3,2,,,,,,,3,3,3,3
482,4,2,3,2,,,,,,,3,4,3,3
482,5,2,3,2,,,,,,,5,3,3,3
482,6,2,4,2,,,,,,,3,3,1,2
482,8,2,1,2,,,,,,,1,1,1,1
482,9,2,3,2,,,,,,,1,1,1,1
482,10,2,1,2,,,,,,,1,1,1,1
482,11,2,3,2,,,,,,,3,3,3,3
482,12,2,1,2,,,,,,,1,1,1,1
482,13,2,4,2,,,,,,,2,2,2,2
483,1,1,2,2,,,,,,,3,3,3,3
483,2,1,2,2,,,,,,,3,3,3,2
483,3,1,3,2,,,,,,,2,2,2,2
483,4,1,2,2,,,,,,,3,2,3,2
483,5,1,3,2,,,,,,,3,3,3,3
483,6,1,2,2,,,,,,,1,1,3,3
483,7,1,2,2,,,,,,,3,3,4,2
483,8,1,2,2,,,,,,,2,1,4,4
483,9,1,2,2,,,,,,,3,3,3,3
483,10,1,2,2,,,,,,,5,1,1,1
483,11,1,2,2,,,,,,,3,1,3,3
483,12,1,4,2,,,,,,,4,4,4,4
484,1,2,2,2,,,,,,,1,1,1,1
484,2,2,2,2,,,,,,,3,3,3,3
484,3,2,3,2,,,,,,,3,3,3,3
484,4,2,3,2,,,,,,,3,3,3,3
484,5,2,3,2,,,,,,,3,3,2,2
484,6,2,2,2,,,,,,,2,2,2,2
484,7,2,1,2,,,,,,,1,1,2,1
484,8,2,3,2,,,,,,,4,3,3,3
484,9,2,3,2,,,,,,,3,3,3,3
484,10,2,1,2,,,,,,,1,1,1,1
484,11,2,3,2,,,,,,,3,3,3,3
484,12,2,3,2,,,,,,,1,1,1,1
485,1,1,3,2,,,,,,,2,3,3,3
485,2,1,4,2,,,,,,,3,3,3,4
485,3,1,2,2,,,,,,,3,3,3,3
485,4,1,1,2,,,,,,,2,3,4,2
485,5,1,2,2,,,,,,,1,1,2,1
485,6,1,2,2,,,,,,,4,4,4,3
485,7,1,2,2,,,,,,,4,4,4,4
485,8,1,2,2,,,,,,,3,3,3,3
485,9,1,2,2,,,,,,,3,2,3,3
485,10,1,2,2,,,,,,,1,1,1,4
485,11,1,5,2,,,,,,,4,4,4,4
485,12,1,4,2,,,,,,,4,5,5,5
486,3,2,2,2,,,,,,,3,3,3,3
486,4,2,3,2,,,,,,,3,3,3,3
486,5,2,1,2,,,,,,,2,2,2,2
486,6,2,3,2,,,,,,,3,3,3,3
486,7,2,1,2,,,,,,,2,4,1,1
486,8,2,1,2,,,,,,,1,1,1,1
486,9,2,4,2,,,,,,,4,4,1,1
486,10,2,3,2,,,,,,,3,3,3,3
486,11,2,2,2,,,,,,,3,3,1,1
486,12,2,3,2,,,,,,,3,3,1,1
486,13,2,1,2,,,,,,,1,1,1,1
486,14,2,1,2,,,,,,,2,2,2,2
487,1,1,2,2,,,,,,,1,1,3,4
487,2,1,2,2,,,,,,,2,3,3,2
487,3,1,2,2,,,,,,,3,3,4,4
487,4,1,2,2,,,,,,,3,3,3,2
487,5,1,2,2,,,,,,,3,3,3,3
487,7,1,4,2,,,,,,,4,4,4,3
487,8,1,2,2,,,,,,,2,1,1,1
487,9,1,5,2,,,,,,,4,4,4,4
487,10,1,3,2,,,,,,,3,3,3,3
487,11,1,2,2,,,,,,,3,3,3,3
487,12,1,2,2,,,,,,,4,4,4,3
487,13,1,2,2,,,,,,,3,3,3,3
488,1,2,2,2,,,,,,,4,4,3,3
488,2,2,1,2,,,,,,,1,1,1,1
488,3,2,1,2,,,,,,,1,1,1,1
488,4,2,4,1,1,3,,2,2,,5,5,5,2
488,5,2,3,2,,,,,,,4,4,4,4
488,6,2,4,2,,,,,,,3,3,3,3
488,7,2,4,2,,,,,,,2,2,4,1
488,8,2,4,2,,,,,,,5,5,5,2
488,9,2,3,2,,,,,,,3,3,3,3
488,10,2,3,1,1,3,,1,,,5,5,5,2
488,11,2,3,2,,,,,,,3,3,3,3
488,12,2,3,2,,,,,,,5,5,5,1
489,1,1,2,2,,,,,,,3,3,3,3
489,2,1,2,2,,,,,,,5,5,5,2
489,3,1,1,2,,,,,,,4,4,4,1
489,4,1,1,2,,,,,,,3,3,2,1
489,5,1,1,2,,,,,,,4,4,4,3
489,6,1,3,2,,,,,,,5,5,5,4
489,7,1,1,2,,,,,,,1,1,2,1
489,8,1,2,2,,,,,,,2,2,2,1
489,9,1,2,2,,,,,,,2,2,2,1
489,11,1,1,2,,,,,,,2,2,2,1
489,13,1,2,2,,,,,,,2,2,2,2
489,14,1,1,2,,,,,,,2,1,2,2
490,1,2,2,2,,,,,,,2,2,2,2
490,2,2,2,2,,,,,,,3,3,3,3
490,3,2,1,2,,,,,,,1,1,1,1
490,4,2,4,2,,,,,,,1,1,1,1
490,5,2,3,2,,,,,,,3,3,3,3
490,6,2,2,2,,,,,,,2,2,2,2
490,7,2,3,2,,,,,,,3,3,3,3
490,9,2,4,2,,,,,,,1,1,1,1
490,10,2,2,2,,,,,,,3,3,3,3
490,11,2,4,1,1,3,,2,1,,1,1,1,1
490,12,2,2,2,,,,,,,2,2,2,2
490,13,2,3,2,,,,,,,3,3,3,3
491,1,1,2,2,,,,,,,1,1,1,1
491,2,1,4,2,,,,,,,4,4,4,3
491,3,1,2,2,,,,,,,1,1,1,1
491,4,1,3,2,,,,,,,4,4,4,3
491,5,1,2,2,,,,,,,4,4,3,3
491,6,1,3,2,,,,,,,4,4,3,3
491,7,1,1,2,,,,,,,1,1,1,1
491,8,1,3,2,,,,,,,4,4,4,2
491,9,1,3,2,,,,,,,1,1,1,1
491,10,1,3,2,,,,,,,4,4,4,4
491,11,1,3,2,,,,,,,4,4,2,3
491,12,1,4,2,,,,,,,2,2,3,3
492,2,2,3,2,,,,,,,2,3,2,3
492,3,2,4,2,,,,,,,3,3,3,3
492,4,2,2,2,,,,,,,1,1,4,5
492,5,2,2,2,,,,,,,2,2,2,2
492,6,2,4,2,,,,,,,1,1,4,4
492,7,2,4,2,,,,,,,3,3,3,3
492,9,2,3,2,,,,,,,3,3,3,3
492,10,2,2,2,,,,,,,1,1,3,4
492,11,2,2,2,,,,,,,2,2,3,2
492,12,2,1,2,,,,,,,1,1,3,5
492,13,2,4,2,,,,,,,3,3,3,3
492,14,2,2,2,,,,,,,3,2,2,2
493,1,1,2,2,,,,,,,3,4,4,4
493,2,1,2,2,,,,,,,1,1,2,2
493,3,1,1,2,,,,,,,1,1,1,1
493,4,1,1,2,,,,,,,1,1,1,1
493,5,1,4,2,,,,,,,4,3,3,3
493,6,1,4,2,,,,,,,4,3,3,3
493,7,1,4,2,,,,,,,2,2,3,3
493,9,1,3,2,,,,,,,4,4,2,3
493,10,1,3,2,,,,,,,1,4,4,3
493,11,1,3,2,,,,,,,4,3,3,4
493,12,1,3,2,,,,,,,2,2,3,3
493,13,1,2,2,,,,,,,1,1,1,1
494,1,2,3,2,,,,,,,3,3,3,3
494,3,2,2,2,,,,,,,1,1,5,5
494,4,2,1,2,,,,,,,1,1,1,1
494,6,2,3,2,,,,,,,1,1,4,5
494,8,2,4,2,,,,,,,3,3,3,3
494,9,2,2,2,,,,,,,2,2,2,2
494,10,2,2,2,,,,,,,2,2,2,2
494,11,2,4,2,,,,,,,4,4,3,3
494,13,2,2,2,,,,,,,2,2,2,2
494,14,2,1,2,,,,,,,2,2,2,2
494,15,2,1,2,,,,,,,1,1,4,4
494,16,2,4,2,,,,,,,3,3,5,5
495,1,1,3,2,,,,,,,2,2,2,2
495,2,1,3,2,,,,,,,4,4,3,3
495,3,1,3,2,,,,,,,4,2,4,3
495,4,1,3,2,,,,,,,1,1,2,1
495,5,1,4,2,,,,,,,4,5,4,4
495,6,1,3,2,,,,,,,2,4,2,3
495,7,1,4,2,,,,,,,5,5,5,5
495,8,1,4,2,,,,,,,4,2,2,3
495,10,1,2,2,,,,,,,2,4,2,3
495,11,1,3,2,,,,,,,1,1,2,2
495,12,1,3,2,,,,,,,1,1,2,1
495,13,1,3,2,,,,,,,1,1,1,1
496,1,2,2,2,,,,,,,4,2,3,2
496,2,2,1,2,,,,,,,1,1,1,1
496,3,2,2,2,,,,,,,2,2,2,2
496,4,2,3,2,,,,,,,3,2,2,2
496,5,2,2,2,,,,,,,3,3,3,3
496,6,2,4,2,,,,,,,3,3,3,3
496,7,2,4,2,,,,,,,4,4,4,4
496,8,2,4,2,,,,,,,1,1,5,5
496,9,2,2,2,,,,,,,1,1,5,5
496,10,2,4,2,,,,,,,2,3,2,3
496,11,2,4,1,1,3,,1,,,3,3,3,3
496,12,2,4,2,,,,,,,3,3,3,3
497,1,1,3,2,,,,,,,4,2,2,3
497,2,1,4,2,,,,,,,3,2,3,2
497,4,1,3,2,,,,,,,3,2,3,4
497,5,1,3,2,,,,,,,2,4,2,3
497,6,1,3,2,,,,,,,4,4,5,4
497,7,1,5,2,,,,,,,2,2,2,1
497,8,1,3,2,,,,,,,2,2,3,3
497,9,1,2,2,,,,,,,1,1,2,1
497,10,1,4,2,,,,,,,2,2,2,2
497,11,1,3,2,,,,,,,1,1,2,1
497,12,1,2,2,,,,,,,1,1,1,1
497,13,1,3,2,,,,,,,4,2,4,2
498,1,2,2,2,,,,,,,1,1,1,5
498,2,2,1,2,,,,,,,3,3,3,3
498,3,2,4,2,,,,,,,4,4,4,4
498,4,2,2,2,,,,,,,1,2,2,3
498,5,2,2,2,,,,,,,3,3,4,3
498,6,2,4,2,,,,,,,4,4,4,4
498,7,2,2,2,,,,,,,2,2,3,2
498,8,2,4,2,,,,,,,1,1,2,1
498,9,2,2,2,,,,,,,1,1,1,4
498,10,2,3,1,1,3,,1,,,1,1,1,1
498,11,2,4,2,,,,,,,3,3,3,3
498,12,2,3,1,1,1,,2,1,,1,1,1,1
499,1,1,1,2,,,,,,,1,1,1,1
499,2,1,2,2,,,,,,,2,2,3,3
499,3,1,1,2,,,,,,,2,2,2,2
499,4,1,4,2,,,,,,,3,3,3,3
499,5,1,4,2,,,,,,,4,4,4,3
499,6,1,2,2,,,,,,,2,2,3,3
499,7,1,1,2,,,,,,,1,1,1,1
499,8,1,2,2,,,,,,,3,2,3,3
499,9,1,2,2,,,,,,,2,3,4,4
499,10,1,4,2,,,,,,,3,3,3,3
499,11,1,4,2,,,,,,,3,3,3,3
499,12,1,2,2,,,,,,,2,2,1,1
