"grappe","menage","vague","s20cq01","s20cq02","s20cq03","s20cq04","s20cq04_autre","s20cq05","s20cq06","s20cq06_autre","s20cq07a","s20cq07b","s20cq07c","s20cq07d"
2,1,2,4,2,,,,,,,4,4,3,3
2,3,2,3,2,,,,,,,3,3,4,4
2,4,2,4,2,,,,,,,3,3,3,3
2,5,2,3,2,,,,,,,3,3,3,4
2,6,2,3,2,,,,,,,3,3,3,3
2,7,2,2,2,,,,,,,3,3,3,3
2,8,2,2,2,,,,,,,3,3,3,3
2,12,2,4,2,,,,,,,3,3,4,3
2,13,2,2,2,,,,,,,2,2,4,4
2,14,2,2,2,,,,,,,3,3,3,3
2,15,2,1,2,,,,,,,4,4,4,4
2,16,2,3,2,,,,,,,3,3,4,4
3,2,1,2,2,,,,,,,1,1,2,2
3,3,1,2,2,,,,,,,3,3,4,4
3,4,1,2,2,,,,,,,2,2,2,3
3,5,1,3,2,,,,,,,4,2,4,4
3,6,1,2,2,,,,,,,1,1,2,2
3,7,1,4,1,1,3,,2,1,,2,2,3,3
3,9,1,2,2,,,,,,,3,3,3,3
3,13,1,1,2,,,,,,,3,3,3,3
3,14,1,2,2,,,,,,,3,3,3,3
3,15,1,2,2,,,,,,,2,2,2,2
3,16,1,3,2,,,,,,,3,3,4,4
3,17,1,2,2,,,,,,,2,2,2,2
4,1,2,3,2,,,,,,,3,3,3,3
4,2,2,2,2,,,,,,,3,3,3,3
4,3,2,3,1,1,3,,2,4,,3,3,3,3
4,4,2,3,2,,,,,,,3,3,4,4
4,5,2,3,2,,,,,,,3,3,4,3
4,7,2,2,2,,,,,,,3,3,3,3
4,8,2,3,2,,,,,,,3,3,4,4
4,9,2,1,2,,,,,,,3,3,3,3
4,11,2,2,2,,,,,,,2,2,2,2
4,12,2,2,2,,,,,,,3,3,4,4
4,13,2,3,2,,,,,,,3,3,4,4
5,2,1,3,2,,,,,,,1,1,2,2
5,4,1,3,2,,,,,,,3,3,4,4
5,5,1,2,2,,,,,,,3,3,3,3
5,6,1,3,2,,,,,,,2,2,2,2
5,7,1,2,2,,,,,,,4,3,3,3
5,9,1,3,2,,,,,,,3,3,4,4
5,10,1,1,2,,,,,,,1,1,1,1
5,11,1,3,2,,,,,,,3,3,4,4
5,12,1,2,2,,,,,,,1,1,2,2
5,13,1,3,2,,,,,,,3,3,4,4
5,14,1,3,2,,,,,,,3,3,3,3
5,15,1,2,2,,,,,,,4,4,4,3
6,2,2,2,2,,,,,,,3,3,3,3
6,3,2,2,2,,,,,,,3,3,3,3
6,4,2,2,2,,,,,,,3,3,3,3
6,5,2,4,2,,,,,,,3,3,4,4
6,6,2,4,2,,,,,,,4,4,4,4
6,7,2,4,1,1,2,,2,3,,3,3,4,4
6,8,2,1,2,,,,,,,3,3,3,3
6,10,2,1,2,,,,,,,3,3,4,4
6,11,2,3,2,,,,,,,3,4,4,3
6,12,2,4,2,,,,,,,4,4,4,4
6,13,2,3,2,,,,,,,3,3,4,4
6,14,2,4,2,,,,,,,4,4,4,4
7,1,1,4,2,,,,,,,3,3,4,5
7,2,1,1,2,,,,,,,1,1,5,5
7,3,1,3,1,1,3,,1,,,4,4,4,4
7,13,1,3,2,,,,,,,3,3,3,3
7,14,1,3,2,,,,,,,4,4,4,5
7,15,1,2,2,,,,,,,2,2,2,2
7,16,1,2,2,,,,,,,3,3,3,3
7,17,1,1,2,,,,,,,1,1,1,1
8,2,2,4,2,,,,,,,4,4,4,4
8,3,2,5,2,,,,,,,3,3,4,4
8,5,2,4,2,,,,,,,3,3,4,4
8,7,2,3,2,,,,,,,3,2,5,5
8,8,2,3,2,,,,,,,4,3,4,4
8,9,2,3,2,,,,,,,4,4,5,2
8,10,2,3,2,,,,,,,3,3,3,3
8,12,2,4,2,,,,,,,3,3,4,4
8,13,2,3,2,,,,,,,3,3,4,4
8,14,2,1,2,,,,,,,3,3,3,4
8,15,2,2,2,,,,,,,3,3,3,3
8,16,2,2,2,,,,,,,2,3,4,5
9,2,1,3,1,1,3,,2,1,,3,3,3,4
9,5,1,3,2,,,,,,,3,2,3,4
9,6,1,4,1,1,3,,2,1,,3,3,3,5
9,7,1,3,2,,,,,,,3,3,2,3
9,8,1,4,2,,,,,,,4,2,4,4
9,9,1,4,2,,,,,,,2,2,2,3
9,10,1,3,2,,,,,,,3,3,4,4
9,11,1,3,2,,,,,,,3,3,3,3
9,12,1,4,2,,,,,,,4,4,4,4
9,13,1,3,1,1,3,,2,1,,1,1,1,1
9,14,1,4,2,,,,,,,3,3,3,3
9,15,1,3,2,,,,,,,3,3,3,4
10,1,2,2,2,,,,,,,3,3,3,3
10,2,2,3,2,,,,,,,2,2,4,4
10,3,2,4,2,,,,,,,3,3,3,3
10,4,2,4,2,,,,,,,4,4,4,4
10,5,2,4,2,,,,,,,3,3,4,4
10,6,2,4,2,,,,,,,4,4,4,4
10,7,2,3,2,,,,,,,4,4,4,4
10,8,2,3,2,,,,,,,3,3,3,3
10,12,2,3,2,,,,,,,3,3,3,3
10,13,2,4,2,,,,,,,4,4,4,4
10,14,2,3,2,,,,,,,3,3,4,4
10,15,2,2,2,,,,,,,4,4,4,4
11,3,1,1,2,,,,,,,2,2,2,2
11,4,1,4,2,,,,,,,2,2,3,1
11,5,1,1,2,,,,,,,1,1,1,1
11,6,1,3,1,1,3,,2,2,,4,2,2,2
11,7,1,3,2,,,,,,,2,2,2,3
11,8,1,4,2,,,,,,,2,2,2,2
11,10,1,2,2,,,,,,,3,3,3,3
11,12,1,3,2,,,,,,,2,2,2,1
11,13,1,1,2,,,,,,,2,2,2,3
11,14,1,4,1,1,1,,2,1,,5,2,3,4
11,15,1,3,2,,,,,,,2,2,2,3
12,1,2,2,2,,,,,,,1,1,2,2
12,2,2,4,2,,,,,,,3,3,3,4
12,3,2,3,2,,,,,,,3,3,4,4
12,5,2,4,2,,,,,,,4,4,4,4
12,6,2,3,2,,,,,,,4,3,4,4
12,7,2,3,2,,,,,,,2,2,3,4
12,8,2,2,2,,,,,,,3,3,3,3
12,9,2,3,2,,,,,,,3,3,4,4
12,11,2,4,2,,,,,,,4,3,4,4
12,13,2,2,2,,,,,,,3,3,3,3
12,14,2,3,2,,,,,,,3,3,3,2
12,15,2,4,1,2,1,,1,,,4,4,3,4
13,1,1,2,2,,,,,,,3,3,3,3
13,3,1,2,2,,,,,,,2,2,4,4
13,6,1,3,2,,,,,,,3,3,3,4
13,7,1,3,2,,,,,,,3,3,3,4
13,8,1,2,2,,,,,,,2,2,4,4
13,10,1,3,2,,,,,,,3,3,4,4
13,11,1,3,2,,,,,,,3,3,4,4
13,12,1,2,2,,,,,,,2,2,4,4
13,13,1,2,2,,,,,,,3,3,3,3
13,14,1,2,2,,,,,,,3,3,3,3
13,15,1,2,2,,,,,,,1,1,1,1
13,16,1,2,2,,,,,,,4,4,4,3
14,1,2,3,2,,,,,,,3,3,3,4
14,2,2,3,2,,,,,,,3,3,4,4
14,3,2,3,2,,,,,,,2,2,2,2
14,4,2,2,2,,,,,,,3,3,5,5
14,5,2,1,2,,,,,,,3,3,3,3
14,6,2,2,2,,,,,,,3,3,3,2
14,7,2,3,2,,,,,,,4,4,3,3
14,8,2,3,2,,,,,,,2,2,3,2
14,9,2,2,2,,,,,,,3,3,3,3
14,10,2,2,2,,,,,,,3,3,3,3
14,11,2,4,2,,,,,,,3,3,4,4
14,12,2,3,2,,,,,,,3,3,4,4
15,1,1,1,2,,,,,,,1,1,2,1
15,2,1,3,2,,,,,,,3,3,3,2
15,3,1,3,2,,,,,,,3,3,4,4
15,5,1,1,2,,,,,,,2,2,2,1
15,6,1,1,2,,,,,,,2,2,2,1
15,7,1,1,2,,,,,,,2,2,2,1
15,8,1,3,2,,,,,,,3,2,4,3
15,9,1,2,1,7,3,,2,2,,3,3,3,2
15,12,1,2,2,,,,,,,2,2,2,2
15,13,1,3,2,,,,,,,3,3,3,3
15,14,1,3,2,,,,,,,1,1,3,3
15,15,1,2,1,2,1,,2,1,,3,3,3,1
16,1,2,3,1,2,3,,2,1,,4,4,3,4
16,2,2,2,2,,,,,,,3,3,3,3
16,3,2,2,2,,,,,,,3,3,3,3
16,4,2,2,2,,,,,,,3,3,3,3
16,5,2,4,2,,,,,,,3,3,4,4
16,6,2,3,2,,,,,,,3,3,3,3
16,7,2,2,2,,,,,,,3,3,3,3
16,8,2,4,1,1,3,,1,,,3,3,4,3
16,9,2,3,1,1,3,,1,,,4,3,4,4
16,10,2,3,2,,,,,,,3,3,4,4
16,11,2,3,1,1,3,,1,,,3,3,4,4
16,12,2,1,2,,,,,,,3,3,1,2
17,1,1,3,2,,,,,,,3,3,3,3
17,2,1,3,2,,,,,,,1,1,2,2
17,4,1,3,2,,,,,,,3,3,4,4
17,5,1,2,2,,,,,,,1,1,1,1
17,6,1,3,2,,,,,,,3,3,4,5
17,7,1,3,2,,,,,,,3,3,3,3
17,8,1,2,2,,,,,,,3,3,4,3
17,10,1,2,2,,,,,,,1,1,2,3
17,12,1,3,1,1,1,,2,1,,1,1,2,2
17,13,1,2,2,,,,,,,3,3,3,3
17,14,1,3,2,,,,,,,3,3,4,4
17,15,1,3,2,,,,,,,3,3,4,4
18,1,2,3,2,,,,,,,3,3,4,4
18,2,2,2,2,,,,,,,4,4,4,2
18,3,2,3,2,,,,,,,4,3,4,3
18,4,2,2,2,,,,,,,3,3,4,4
18,5,2,3,2,,,,,,,3,3,4,4
18,6,2,2,2,,,,,,,3,3,5,5
18,7,2,2,2,,,,,,,3,3,3,3
18,8,2,4,2,,,,,,,4,4,4,4
18,9,2,2,2,,,,,,,4,4,4,4
18,10,2,3,2,,,,,,,3,3,3,3
18,11,2,3,2,,,,,,,3,3,4,4
18,12,2,2,2,,,,,,,2,2,2,2
19,1,1,2,2,,,,,,,3,3,3,4
19,2,1,3,2,,,,,,,3,3,4,4
19,4,1,2,2,,,,,,,2,2,2,2
19,7,1,3,2,,,,,,,4,4,4,4
19,8,1,3,2,,,,,,,2,2,2,2
19,10,1,3,2,,,,,,,2,2,2,2
19,12,1,1,2,,,,,,,1,1,1,1
19,13,1,3,2,,,,,,,3,3,4,4
19,14,1,2,2,,,,,,,2,2,1,2
19,15,1,3,2,,,,,,,3,3,4,4
19,16,1,2,2,,,,,,,1,1,1,1
19,17,1,2,1,5,3,,2,1,,3,3,3,3
20,1,2,2,2,,,,,,,3,3,3,3
20,3,2,1,2,,,,,,,3,3,2,2
20,4,2,2,2,,,,,,,3,3,4,3
20,6,2,3,2,,,,,,,3,3,4,5
20,7,2,3,2,,,,,,,3,3,4,4
20,8,2,3,1,1,3,,1,,,4,3,3,4
20,9,2,2,2,,,,,,,3,3,3,3
20,10,2,3,2,,,,,,,3,3,4,4
20,11,2,3,2,,,,,,,3,3,4,4
20,12,2,2,2,,,,,,,4,3,3,3
20,13,2,4,2,,,,,,,3,3,3,3
20,14,2,2,2,,,,,,,3,3,3,3
21,2,1,2,2,,,,,,,2,2,1,1
21,6,1,1,2,,,,,,,3,3,4,3
21,7,1,4,2,,,,,,,3,3,5,3
21,8,1,4,2,,,,,,,3,3,4,4
21,10,1,2,2,,,,,,,4,4,3,1
21,11,1,3,2,,,,,,,3,3,3,3
21,13,1,3,2,,,,,,,3,3,3,3
21,14,1,1,2,,,,,,,3,3,3,3
21,15,1,3,2,,,,,,,3,3,4,1
21,16,1,2,2,,,,,,,3,3,3,3
21,17,1,3,2,,,,,,,3,3,3,3
21,18,1,4,2,,,,,,,1,1,4,4
22,1,2,3,2,,,,,,,3,3,3,3
22,2,2,2,2,,,,,,,4,4,3,2
22,5,2,3,2,,,,,,,3,3,4,4
22,6,2,4,2,,,,,,,3,3,5,4
22,7,2,2,2,,,,,,,3,3,3,3
22,8,2,1,2,,,,,,,1,1,3,3
22,9,2,3,2,,,,,,,3,3,4,4
22,10,2,3,2,,,,,,,3,3,4,4
22,11,2,4,2,,,,,,,3,3,4,2
22,12,2,4,2,,,,,,,3,3,4,4
22,13,2,2,2,,,,,,,3,3,3,3
22,14,2,2,2,,,,,,,2,2,4,4
23,1,1,3,2,,,,,,,2,2,2,3
23,3,1,3,2,,,,,,,2,2,2,2
23,4,1,3,2,,,,,,,3,1,3,2
23,7,1,3,2,,,,,,,2,2,4,2
23,8,1,4,2,,,,,,,4,4,5,3
23,9,1,3,1,1,1,,2,2,,2,2,4,2
23,11,1,3,2,,,,,,,2,2,4,5
23,13,1,3,2,,,,,,,4,4,5,2
23,14,1,3,2,,,,,,,2,2,2,2
23,15,1,3,2,,,,,,,3,3,4,3
23,16,1,3,2,,,,,,,4,4,4,3
23,17,1,4,2,,,,,,,1,1,4,3
24,2,2,3,2,,,,,,,3,3,4,4
24,3,2,4,2,,,,,,,5,5,5,4
24,4,2,2,2,,,,,,,2,2,2,3
24,5,2,3,2,,,,,,,4,4,4,4
24,6,2,3,2,,,,,,,5,5,5,3
24,8,2,4,2,,,,,,,3,3,3,3
24,9,2,3,2,,,,,,,2,2,3,2
24,12,2,4,2,,,,,,,3,3,3,3
24,13,2,4,2,,,,,,,2,2,4,3
24,14,2,2,2,,,,,,,3,3,3,2
24,15,2,4,1,1,1,,1,,,4,4,4,4
24,16,2,4,2,,,,,,,4,4,5,3
25,2,1,2,2,,,,,,,1,1,4,2
25,3,1,3,2,,,,,,,2,2,2,2
25,5,1,4,2,,,,,,,1,1,3,2
25,6,1,3,2,,,,,,,4,2,4,3
25,7,1,4,2,,,,,,,2,3,2,2
25,9,1,3,2,,,,,,,2,2,2,2
25,10,1,4,2,,,,,,,4,3,3,4
25,11,1,3,2,,,,,,,2,1,2,4
25,12,1,3,2,,,,,,,3,3,3,3
25,13,1,2,2,,,,,,,3,3,2,2
25,14,1,3,2,,,,,,,2,2,2,2
25,15,1,2,2,,,,,,,1,1,3,1
26,1,2,2,2,,,,,,,3,3,3,3
26,2,2,3,2,,,,,,,2,2,3,3
26,4,2,3,2,,,,,,,2,2,3,3
26,5,2,3,2,,,,,,,3,3,3,3
26,6,2,2,2,,,,,,,3,3,4,3
26,7,2,2,2,,,,,,,1,1,2,2
26,13,2,2,2,,,,,,,4,4,4,3
26,14,2,4,2,,,,,,,2,2,2,2
26,15,2,3,2,,,,,,,3,3,3,3
26,16,2,4,2,,,,,,,3,3,3,3
26,17,2,3,2,,,,,,,3,3,3,3
26,18,2,1,2,,,,,,,3,2,2,2
27,2,1,4,2,,,,,,,3,3,2,2
27,3,1,3,2,,,,,,,4,3,3,3
27,4,1,4,2,,,,,,,4,4,4,4
27,5,1,3,2,,,,,,,3,3,3,3
27,6,1,2,2,,,,,,,2,2,2,2
27,7,1,4,2,,,,,,,4,3,3,1
27,8,1,4,2,,,,,,,4,4,4,3
27,10,1,1,2,,,,,,,4,3,5,5
27,11,1,4,2,,,,,,,2,2,2,4
27,12,1,4,2,,,,,,,4,4,2,4
27,13,1,4,2,,,,,,,4,4,4,4
27,14,1,4,2,,,,,,,2,2,2,2
28,1,2,2,2,,,,,,,4,4,3,1
28,2,2,1,2,,,,,,,2,2,3,3
28,3,2,3,2,,,,,,,4,4,4,4
28,4,2,3,2,,,,,,,3,3,3,3
28,5,2,2,2,,,,,,,4,3,4,3
28,6,2,1,2,,,,,,,2,2,2,1
28,7,2,3,2,,,,,,,2,2,4,1
28,8,2,2,2,,,,,,,3,3,3,3
28,9,2,1,2,,,,,,,3,3,3,3
28,10,2,2,2,,,,,,,4,4,4,4
28,11,2,1,2,,,,,,,3,3,3,3
28,12,2,3,2,,,,,,,4,4,4,4
29,3,1,2,2,,,,,,,2,2,2,2
29,5,1,2,2,,,,,,,3,3,4,4
29,11,1,3,2,,,,,,,4,4,4,3
29,12,1,3,2,,,,,,,3,2,3,3
29,13,1,4,2,,,,,,,4,4,4,4
29,14,1,3,2,,,,,,,2,2,2,3
29,15,1,4,2,,,,,,,4,2,2,3
29,16,1,2,2,,,,,,,1,1,2,3
29,17,1,2,2,,,,,,,2,2,2,2
29,18,1,2,2,,,,,,,2,2,2,2
29,19,1,2,2,,,,,,,3,1,4,4
30,1,2,3,2,,,,,,,3,3,4,3
30,2,2,3,2,,,,,,,3,3,4,3
30,3,2,2,2,,,,,,,3,3,3,3
30,4,2,2,2,,,,,,,1,1,2,1
30,7,2,2,2,,,,,,,3,3,3,3
30,9,2,1,2,,,,,,,1,1,1,1
30,12,2,4,2,,,,,,,2,1,3,3
30,13,2,3,2,,,,,,,3,2,3,3
30,14,2,1,2,,,,,,,3,3,3,3
30,15,2,1,2,,,,,,,2,1,2,2
30,16,2,2,2,,,,,,,3,3,3,3
30,17,2,2,2,,,,,,,2,2,2,1
31,1,1,2,2,,,,,,,3,3,3,3
31,2,1,3,2,,,,,,,4,2,2,3
31,3,1,3,2,,,,,,,1,1,3,2
31,4,1,1,2,,,,,,,1,1,1,1
31,5,1,3,2,,,,,,,3,3,3,3
31,6,1,4,2,,,,,,,1,1,4,3
31,8,1,1,2,,,,,,,2,2,2,1
31,9,1,1,2,,,,,,,1,1,3,3
31,11,1,3,2,,,,,,,2,2,2,1
31,13,1,3,2,,,,,,,2,2,2,2
31,14,1,2,2,,,,,,,4,2,2,1
31,15,1,3,2,,,,,,,2,2,2,3
32,2,2,4,2,,,,,,,4,4,4,4
32,3,2,1,2,,,,,,,1,1,1,2
32,4,2,4,2,,,,,,,3,2,2,2
32,5,2,4,2,,,,,,,3,3,4,3
32,6,2,4,2,,,,,,,5,5,5,3
32,7,2,3,2,,,,,,,2,2,2,3
32,8,2,2,2,,,,,,,3,3,3,3
32,9,2,1,2,,,,,,,3,3,3,3
32,10,2,4,2,,,,,,,3,3,3,3
32,11,2,2,2,,,,,,,2,2,2,2
32,12,2,5,2,,,,,,,3,3,3,1
32,13,2,1,2,,,,,,,2,2,2,2
33,1,1,2,2,,,,,,,2,2,2,1
33,2,1,2,2,,,,,,,2,2,2,3
33,3,1,3,2,,,,,,,3,3,2,2
33,4,1,2,2,,,,,,,2,2,2,2
33,5,1,4,2,,,,,,,4,4,3,2
33,6,1,2,2,,,,,,,2,1,3,2
33,7,1,3,2,,,,,,,2,3,2,4
33,9,1,3,2,,,,,,,2,2,2,3
33,10,1,2,2,,,,,,,5,5,5,5
33,11,1,4,2,,,,,,,4,4,4,2
33,13,1,2,2,,,,,,,2,2,2,2
33,14,1,3,2,,,,,,,4,4,5,5
34,1,2,3,2,,,,,,,5,5,5,1
34,2,2,4,2,,,,,,,3,3,2,3
34,3,2,3,2,,,,,,,3,3,3,3
34,4,2,2,2,,,,,,,3,1,4,1
34,5,2,3,2,,,,,,,2,1,2,2
34,6,2,4,2,,,,,,,2,2,3,1
34,7,2,1,2,,,,,,,1,1,4,3
34,8,2,3,2,,,,,,,3,3,3,3
34,11,2,3,2,,,,,,,3,3,3,3
34,12,2,4,2,,,,,,,1,1,5,3
34,13,2,2,2,,,,,,,2,2,2,2
34,14,2,2,2,,,,,,,5,3,4,1
35,1,1,2,2,,,,,,,1,1,4,3
35,2,1,2,1,1,3,,2,1,,4,3,4,3
35,3,1,3,2,,,,,,,2,2,2,2
35,5,1,3,2,,,,,,,2,2,2,3
35,6,1,1,2,,,,,,,1,1,2,2
35,9,1,3,2,,,,,,,2,2,2,1
35,10,1,3,2,,,,,,,2,2,2,3
35,12,1,3,2,,,,,,,2,2,2,3
35,13,1,1,2,,,,,,,3,3,3,2
35,14,1,3,2,,,,,,,2,2,2,3
35,15,1,1,2,,,,,,,1,1,2,1
35,16,1,2,2,,,,,,,4,4,5,1
36,1,2,3,2,,,,,,,3,3,3,3
36,2,2,1,2,,,,,,,2,1,2,2
36,3,2,2,2,,,,,,,3,3,3,3
36,4,2,4,2,,,,,,,1,1,1,3
36,6,2,1,2,,,,,,,4,2,1,1
36,7,2,3,2,,,,,,,2,2,5,4
36,8,2,3,2,,,,,,,4,2,4,2
36,9,2,3,2,,,,,,,2,2,2,2
36,11,2,1,2,,,,,,,1,1,1,1
36,13,2,2,2,,,,,,,2,1,2,2
36,14,2,1,2,,,,,,,5,5,2,1
36,15,2,2,2,,,,,,,2,1,2,2
37,1,1,4,2,,,,,,,5,2,5,2
37,2,1,4,2,,,,,,,5,3,5,5
37,3,1,4,2,,,,,,,1,2,2,3
37,4,1,2,2,,,,,,,2,3,4,4
37,5,1,4,2,,,,,,,3,3,5,5
37,7,1,3,2,,,,,,,3,2,3,2
37,8,1,4,2,,,,,,,4,2,5,2
37,11,1,4,1,1,3,,2,1,,4,4,4,4
37,12,1,2,2,,,,,,,3,3,3,3
37,13,1,1,2,,,,,,,4,4,4,4
37,14,1,4,2,,,,,,,5,5,5,5
37,15,1,3,2,,,,,,,3,3,4,4
38,1,2,2,2,,,,,,,2,3,2,3
38,2,2,4,2,,,,,,,4,4,4,4
38,3,2,3,2,,,,,,,2,4,2,3
38,4,2,3,2,,,,,,,3,3,3,3
38,5,2,4,2,,,,,,,4,4,5,4
38,7,2,5,2,,,,,,,5,5,5,5
38,8,2,2,2,,,,,,,4,4,4,4
38,9,2,4,2,,,,,,,2,2,3,2
38,10,2,3,2,,,,,,,4,4,3,5
38,11,2,2,2,,,,,,,3,3,3,3
38,12,2,4,2,,,,,,,3,3,3,3
38,13,2,3,2,,,,,,,4,5,5,5
39,1,1,4,2,,,,,,,5,5,5,5
39,2,1,4,2,,,,,,,5,4,4,4
39,3,1,4,1,2,4,,2,1,"nean",2,2,4,4
39,4,1,4,2,,,,,,,5,5,5,5
39,5,1,4,2,,,,,,,2,2,4,4
39,6,1,4,1,1,3,,2,4,,5,4,5,5
39,7,1,4,2,,,,,,,2,4,4,4
39,8,1,3,2,,,,,,,2,2,2,2
39,9,1,4,2,,,,,,,5,5,5,5
39,10,1,4,2,,,,,,,4,4,4,4
39,13,1,4,2,,,,,,,4,4,4,1
39,14,1,2,2,,,,,,,3,2,4,2
40,1,2,2,2,,,,,,,3,2,4,1
40,2,2,3,2,,,,,,,3,3,2,5
40,3,2,4,2,,,,,,,4,4,4,4
40,4,2,3,2,,,,,,,4,3,3,2
40,5,2,4,2,,,,,,,4,4,4,4
40,7,2,3,2,,,,,,,2,2,2,2
40,8,2,4,2,,,,,,,4,4,4,3
40,9,2,3,2,,,,,,,4,4,4,4
40,10,2,4,2,,,,,,,2,2,3,3
40,11,2,2,2,,,,,,,2,3,4,2
40,12,2,3,2,,,,,,,4,4,4,2
40,13,2,2,2,,,,,,,3,2,1,1
41,1,1,1,2,,,,,,,4,1,4,1
41,2,1,2,2,,,,,,,4,3,4,4
41,3,1,2,2,,,,,,,2,2,4,3
41,4,1,4,2,,,,,,,3,3,3,3
41,5,1,4,2,,,,,,,2,2,4,2
41,8,1,2,2,,,,,,,2,2,2,2
41,9,1,3,2,,,,,,,3,3,4,2
41,10,1,4,2,,,,,,,4,2,4,4
41,11,1,2,2,,,,,,,2,2,2,2
41,12,1,1,2,,,,,,,1,1,4,5
41,13,1,2,2,,,,,,,2,2,2,2
41,14,1,4,2,,,,,,,5,3,4,2
42,2,2,2,2,,,,,,,3,3,3,3
42,3,2,2,2,,,,,,,3,3,3,3
42,4,2,3,2,,,,,,,3,4,4,4
42,5,2,4,2,,,,,,,3,2,2,2
42,6,2,3,2,,,,,,,2,2,2,2
42,7,2,3,2,,,,,,,4,4,2,2
42,8,2,3,2,,,,,,,3,3,3,3
42,9,2,4,2,,,,,,,4,4,4,5
42,10,2,3,2,,,,,,,4,4,4,4
42,11,2,4,2,,,,,,,4,4,4,2
42,12,2,3,2,,,,,,,4,4,4,4
42,13,2,3,2,,,,,,,4,4,4,4
43,1,1,4,2,,,,,,,3,3,3,4
43,2,1,2,2,,,,,,,4,3,3,3
43,3,1,4,2,,,,,,,4,4,4,2
43,4,1,4,2,,,,,,,4,4,4,4
43,5,1,4,2,,,,,,,4,4,4,4
43,6,1,3,2,,,,,,,3,2,4,4
43,7,1,2,2,,,,,,,2,2,4,2
43,8,1,3,2,,,,,,,3,3,3,3
43,9,1,2,2,,,,,,,3,3,3,3
43,10,1,3,2,,,,,,,2,3,4,4
43,11,1,3,2,,,,,,,3,3,3,3
43,12,1,3,2,,,,,,,3,3,3,3
44,1,2,3,2,,,,,,,2,2,4,1
44,2,2,2,2,,,,,,,2,2,3,3
44,3,2,3,2,,,,,,,4,4,4,4
44,4,2,4,2,,,,,,,4,4,3,2
44,5,2,2,2,,,,,,,3,2,2,2
44,6,2,4,2,,,,,,,4,4,4,2
44,7,2,3,2,,,,,,,2,3,2,1
44,8,2,3,2,,,,,,,4,4,4,4
44,9,2,3,2,,,,,,,1,1,3,4
44,11,2,3,2,,,,,,,3,3,4,2
44,12,2,3,2,,,,,,,4,4,4,4
44,13,2,2,2,,,,,,,3,3,3,3
45,1,1,2,2,,,,,,,2,3,3,2
45,2,1,4,1,1,3,,2,1,,2,2,4,1
45,3,1,3,2,,,,,,,3,3,3,3
45,5,1,2,2,,,,,,,2,2,4,2
45,6,1,3,2,,,,,,,2,2,3,2
45,8,1,2,2,,,,,,,1,1,1,1
45,9,1,3,2,,,,,,,3,3,3,3
45,10,1,3,2,,,,,,,3,3,3,3
45,12,1,3,2,,,,,,,3,3,3,1
45,13,1,3,2,,,,,,,3,3,3,3
45,14,1,2,2,,,,,,,2,2,3,1
45,15,1,4,1,1,3,,2,1,,2,2,3,3
46,1,2,4,2,,,,,,,4,3,4,4
46,2,2,3,2,,,,,,,3,3,3,4
46,3,2,3,2,,,,,,,4,2,4,2
46,4,2,4,2,,,,,,,5,3,4,4
46,5,2,2,2,,,,,,,3,3,3,3
46,6,2,3,2,,,,,,,3,3,4,3
46,7,2,2,2,,,,,,,3,3,3,3
46,8,2,2,2,,,,,,,3,3,3,3
46,9,2,2,2,,,,,,,1,1,1,1
46,10,2,2,2,,,,,,,2,2,2,2
46,11,2,4,2,,,,,,,4,4,4,4
46,13,2,3,2,,,,,,,4,4,4,4
47,1,1,2,2,,,,,,,2,2,2,1
47,2,1,2,2,,,,,,,4,4,4,3
47,3,1,4,2,,,,,,,3,3,4,2
47,4,1,3,2,,,,,,,3,3,3,3
47,5,1,1,2,,,,,,,2,3,2,1
47,6,1,2,2,,,,,,,2,1,4,1
47,7,1,3,2,,,,,,,3,3,3,3
47,8,1,2,2,,,,,,,2,2,4,3
47,9,1,1,2,,,,,,,3,3,3,3
47,12,1,2,2,,,,,,,1,2,2,1
47,13,1,2,2,,,,,,,4,4,4,2
47,14,1,3,2,,,,,,,4,3,3,2
48,1,2,3,2,,,,,,,2,2,4,4
48,2,2,3,2,,,,,,,3,3,3,3
48,3,2,4,2,,,,,,,4,4,4,1
48,4,2,2,2,,,,,,,2,2,2,2
48,5,2,2,2,,,,,,,2,1,4,4
48,6,2,2,2,,,,,,,2,2,2,3
48,8,2,3,2,,,,,,,2,2,3,2
48,10,2,2,2,,,,,,,3,2,2,3
48,11,2,3,2,,,,,,,3,3,3,3
48,12,2,2,2,,,,,,,3,3,4,4
48,13,2,3,1,1,3,,2,1,,3,3,3,3
48,14,2,4,2,,,,,,,2,2,4,3
49,1,1,2,2,,,,,,,4,3,4,4
49,2,1,1,2,,,,,,,1,2,2,2
49,3,1,4,2,,,,,,,3,3,4,3
49,4,1,4,2,,,,,,,4,4,4,4
49,7,1,3,2,,,,,,,4,3,4,4
49,8,1,4,2,,,,,,,4,4,4,4
49,9,1,3,2,,,,,,,4,4,4,4
49,11,1,2,2,,,,,,,2,2,3,2
49,13,1,4,2,,,,,,,4,4,4,4
49,14,1,4,2,,,,,,,4,4,4,4
49,15,1,4,2,,,,,,,4,4,3,4
49,16,1,3,2,,,,,,,4,4,4,4
50,1,2,2,2,,,,,,,2,2,3,3
50,2,2,2,2,,,,,,,3,3,3,1
50,3,2,3,1,1,1,,2,1,,2,3,3,3
50,4,2,2,2,,,,,,,2,2,2,2
50,5,2,3,2,,,,,,,3,3,3,3
