"grappe","menage","country","year","hhid","vague","month","zae","region","milieu","hhweight","hhsize","eqadu1","eqadu2","hgender","hage","hmstat","hreligion","hnation","hethnie","halfa","halfa2","heduc","hdiploma","hhandig","hactiv7j","hactiv12m","hbranch","hsectins","hcsp","dali","dnal","dtot","pcexp","zzae","zref","def_spa","def_temp","def_temp_prix2021m11","def_temp_cpi","def_temp_adj","zali0","dtet","monthly_cpi","cpi2017","icp2017","dollars"
2,5,"SEN",2021,205,2,5/1/2022,11,1,1,386.207311277568,3,2.27999997138977,2.19882225990295,2,33,3,1,13,2,0,0,1,0,0,1,1,11,5,5,1357897.37988281,930976.274780273,2288873.75,664905.75,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,769709.875,120.447434613292,1.09709358215332,238.577697753906,7.70569753646851
2,15,"SEN",2021,215,2,5/1/2022,11,1,1,386.207311277568,2,1.66000002622604,1.61214470863342,1,42,1,1,13,3,1,1,9,7,0,1,1,9,3,3,1330888.93359375,476051.178955078,1806940.125,787359.8125,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,911465.5,120.447434613292,1.09709358215332,238.577697753906,9.12483787536621
2,3,"SEN",2021,203,2,5/1/2022,11,1,1,386.207311277568,3,2.8199999332428,1.86606597900391,2,47,3,1,13,6,1,1,4,1,0,1,1,11,5,5,1510517.70129395,1887723.14794922,3398240.75,987170.875,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1142771.375,120.447434613292,1.09709358215332,238.577697753906,11.4404802322388
2,13,"SEN",2021,213,2,5/1/2022,11,1,1,386.207311277568,5,4,3.16717648506165,1,56,2,1,13,1,1,1,3,1,0,1,1,11,3,4,2759036.94226074,2087599.6998291,4846636.5,844753.375,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,977905.5625,120.447434613292,1.09709358215332,238.577697753906,9.78997993469238
2,8,"SEN",2021,208,2,6/1/2022,11,1,1,290.067804639795,1,0.790000021457672,1,1,54,6,1,13,1,0,0,1,0,0,1,1,11,3,3,973302.578125,1573508.77441406,2546811.25,2219505.5,424179.28125,369665.5,1.14746785163879,1.01253199577332,1.04659056663513,1.01972091197968,1.02872371673584,196233.068481445,2515289.75,122.709610623538,1.09709358215332,238.577697753906,25.7906513214111
2,16,"SEN",2021,216,2,6/1/2022,11,1,1,386.207311277568,5,3.8299999833107,2.84862303733826,1,45,2,1,13,1,1,1,9,6,0,1,1,9,2,3,2604622.66064453,3043116.02124023,5647738.5,984382.9375,424179.28125,369665.5,1.14746785163879,1.01253199577332,1.04659056663513,1.01972091197968,1.02872371673584,196233.068481445,1115567.375,122.709610623538,1.09709358215332,238.577697753906,11.4385280609131
2,7,"SEN",2021,207,2,6/1/2022,11,1,1,290.067804639795,1,0.759999990463257,1,2,46,1,2,13,5,1,1,4,1,0,1,1,6,3,9,1637620.2109375,4828996.24584961,6466616.5,5635553.5,424179.28125,369665.5,1.14746785163879,1.01253199577332,1.04659056663513,1.01972091197968,1.02872371673584,196233.068481445,6386580,122.709610623538,1.09709358215332,238.577697753906,65.4851226806641
2,4,"SEN",2021,204,2,5/1/2022,11,1,1,290.067804639795,3,2.75999999046326,2.19882225990295,1,34,1,2,17,,1,1,9,10,0,5,3,,,,3781725.91186523,10588647.6872559,14370374,4174517.5,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,4832516,120.447434613292,1.09709358215332,238.577697753906,48.3791465759277
2,1,"SEN",2021,201,2,5/1/2022,11,1,1,290.067804639795,9,6.7600000500679,5.0157527923584,1,88,2,1,13,8,1,1,3,0,0,1,1,2,3,9,3150152.77856445,3046992.11016846,6197145,600079.3125,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,694665.3125,120.447434613292,1.09709358215332,238.577697753906,6.95441341400146
2,12,"SEN",2021,212,2,5/1/2022,11,1,1,290.067804639795,6,4.55000001192093,3.40375375747681,1,51,2,1,13,2,0,0,1,0,0,1,1,4,3,9,2097329.57836914,1643760.62298584,3741090.25,543383.5,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,629032.9375,120.447434613292,1.09709358215332,238.577697753906,6.29735708236694
2,14,"SEN",2021,214,2,6/1/2022,11,1,1,386.207311277568,4,2.68999999761581,2.44471025466919,1,53,3,1,13,1,0,0,1,0,1,1,1,6,3,9,1409986.29003906,1421878.42932129,2831864.75,616981.3125,424179.28125,369665.5,1.14746785163879,1.01253199577332,1.04659056663513,1.01972091197968,1.02872371673584,196233.068481445,699203.75,122.709610623538,1.09709358215332,238.577697753906,7.16932201385498
2,6,"SEN",2021,206,2,5/1/2022,11,1,1,290.067804639795,3,2.04000002145767,1.86606597900391,2,70,5,1,13,1,1,1,3,0,0,5,3,,,,2369877.63891602,6203816.36419678,8573694,2490612.75,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,2883189.5,120.447434613292,1.09709358215332,238.577697753906,28.8641052246094
