"grappe","menage","country","year","hhid","vague","month","zae","region","milieu","hhweight","hhsize","eqadu1","eqadu2","hgender","hage","hmstat","hreligion","hnation","hethnie","halfa","halfa2","heduc","hdiploma","hhandig","hactiv7j","hactiv12m","hbranch","hsectins","hcsp","dali","dnal","dtot","pcexp","zzae","zref","def_spa","def_temp","def_temp_prix2021m11","def_temp_cpi","def_temp_adj","zali0","dtet","monthly_cpi","cpi2017","icp2017","dollars"
3,7,"SEN",2021,307,1,11/1/2021,11,1,1,480.070134453419,1,0.790000021457672,1,1,70,1,1,13,1,1,1,4,1,0,5,3,,,,1658945.23046875,1041277.9387207,2700223.25,2353201.75,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,2718832.5,117.247007024475,1.09709358215332,238.577697753906,28.0705223083496
3,13,"SEN",2021,313,1,11/1/2021,11,1,1,429.925525048257,2,1.4200000166893,1.44039678573608,2,51,5,1,13,8,0,0,3,0,0,1,1,10,5,5,1599050.66931152,881522.933288574,2480573.5,1080890.25,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1248834.5,117.247007024475,1.09709358215332,238.577697753906,12.8935623168945
3,9,"SEN",2021,309,1,11/1/2021,11,1,1,480.070134453419,5,3.68999999761581,2.84862303733826,1,53,3,1,7,,1,1,1,0,0,1,1,4,3,9,3069193.02709961,1412507.38439941,4481700.5,781146.1875,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,902517.4375,117.247007024475,1.09709358215332,238.577697753906,9.31802082061768
3,5,"SEN",2021,305,1,11/1/2021,11,1,1,429.925525048257,5,3.32499998807907,2.84862303733826,1,39,2,1,13,3,1,1,4,2,0,1,1,6,3,9,3066726.6237793,4239715.00048828,7306441.5,1273489.5,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1471359.125,117.247007024475,1.09709358215332,238.577697753906,15.1910133361816
3,2,"SEN",2021,302,1,11/1/2021,11,1,1,480.070134453419,2,1.65000003576279,1.44039678573608,1,58,2,1,13,3,1,1,9,7,0,1,1,5,3,10,4047023.79589844,12686786.487793,16733810,7291625,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,8424568,117.247007024475,1.09709358215332,238.577697753906,86.9792556762695
3,16,"SEN",2021,316,1,11/1/2021,11,1,1,429.925525048257,1,1,1,1,25,1,1,7,,1,1,9,6,0,1,1,8,3,9,1183924.91601563,1274887.17474365,2458812,2142815.5,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,2475757.5,117.247007024475,1.09709358215332,238.577697753906,25.5609016418457
3,17,"SEN",2021,317,1,11/1/2021,11,1,1,429.925525048257,8,6.45999997854233,4.94045352935791,2,53,2,1,13,1,1,1,4,1,0,5,1,,3,9,7591816.02062988,8675216.44769287,16267032,1772057.5,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,2047392.5,117.247007024475,1.09709358215332,238.577697753906,21.138256072998
3,14,"SEN",2021,314,1,11/1/2021,11,1,1,429.925525048257,3,2.18000000715256,2.03320145606995,2,59,5,1,13,4,1,1,1,0,0,1,1,10,3,9,2041846.05810547,2611464.26342773,4653310.5,1351762,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1561793.375,117.247007024475,1.09709358215332,238.577697753906,16.124698638916
3,6,"SEN",2021,306,1,11/1/2021,11,1,1,480.070134453419,3,2.68999999761581,2.03320145606995,2,62,5,1,13,4,0,0,1,0,0,5,3,,,,2066176.84033203,1783765.53686523,3849942.5,1118387.875,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1292158.5,117.247007024475,1.09709358215332,238.577697753906,13.3408603668213
3,4,"SEN",2021,304,1,11/1/2021,11,1,1,429.925525048257,9,6.33499997854233,5.16597747802734,2,65,5,1,13,8,1,1,4,1,0,5,3,,,,4484192.99658203,6122026.00408936,10606219,1027016.8125,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1186590.5,117.247007024475,1.09709358215332,238.577697753906,12.2509260177612
3,3,"SEN",2021,303,1,11/1/2021,11,1,1,480.070134453419,1,0.790000021457672,1,1,52,2,1,13,4,0,0,1,0,0,1,1,11,3,4,885357.364746094,647668.490722656,1533025.875,1336007.75,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1543591.125,117.247007024475,1.09709358215332,238.577697753906,15.9367704391479
3,15,"SEN",2021,315,1,11/1/2021,11,1,1,429.925525048257,1,0.790000021457672,1,1,65,2,1,13,3,1,1,1,0,0,1,1,6,3,9,616901.013671875,659044.058959961,1275945.125,1111965.875,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1284738.625,117.247007024475,1.09709358215332,238.577697753906,13.264253616333
4,3,"SEN",2021,403,2,5/1/2022,11,1,1,235.235960805284,9,7.25,5.0157527923584,2,67,5,1,13,1,1,1,4,0,1,5,3,,,,3809157.07226563,4574072.58898926,8383229.5,811761.25,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,939713.1875,120.447434613292,1.09709358215332,238.577697753906,9.40762996673584
4,8,"SEN",2021,408,2,5/1/2022,11,1,1,235.235960805284,1,1,1,1,46,2,1,13,1,0,0,1,0,0,1,1,6,3,9,1649144.9609375,931791.595214844,2580936.5,2249245.25,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,2603777,120.447434613292,1.09709358215332,238.577697753906,26.066858291626
4,12,"SEN",2021,412,2,5/1/2022,11,1,1,235.235960805284,7,5.62000000476837,4.10314750671387,1,69,2,1,13,8,1,1,4,1,0,1,1,10,3,3,2729043.875,3497712.46191406,6226756.5,775217.0625,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,897408.75,120.447434613292,1.09709358215332,238.577697753906,8.98411273956299
4,4,"SEN",2021,404,2,7/1/2022,11,1,1,235.235960805284,4,3.79000002145767,2.7683789730072,1,65,5,1,13,1,1,1,3,0,0,1,1,,5,4,1132224.23205566,1114724.44976807,2246948.75,489545.03125,424179.28125,369665.5,1.14746785163879,1.04045927524567,1.08664548397064,1.05874741077423,1.05709755420685,196233.068481445,539893.5,127.405929856569,1.09709358215332,238.577697753906,5.62994289398193
4,2,"SEN",2021,402,2,5/1/2022,11,1,1,235.235960805284,4,2.89999997615814,2.44471025466919,1,32,2,1,13,8,1,1,3,0,0,1,1,2,3,9,2102602.99975586,2019898.57263184,4122501.5,898173.625,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1039746.125,120.447434613292,1.09709358215332,238.577697753906,10.4090766906738
4,11,"SEN",2021,411,2,5/1/2022,11,1,1,361.522144477306,12,9.69999998807907,6.86241579055786,1,64,2,1,13,3,1,1,9,7,0,1,1,11,3,9,3758396.78564453,4759879.30444336,8518276,618628.5,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,716138.375,120.447434613292,1.09709358215332,238.577697753906,7.16938400268555
4,9,"SEN",2021,409,2,5/1/2022,11,1,1,235.235960805284,4,2.46499997377396,2.44471025466919,1,41,3,1,13,3,0,0,3,0,0,1,1,4,3,9,1251982.96728516,616946.516723633,1868929.5,407185.59375,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,471367.25,120.447434613292,1.09709358215332,238.577697753906,4.71893835067749
4,1,"SEN",2021,401,2,5/1/2022,11,1,1,235.235960805284,1,0.790000021457672,1,1,63,3,1,13,1,0,0,1,0,0,1,1,4,3,9,597058.8828125,595927.552612305,1192986.375,1039668.6875,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1203544,120.447434613292,1.09709358215332,238.577697753906,12.0488843917847
4,7,"SEN",2021,407,2,5/1/2022,11,1,1,361.522144477306,2,1.51999998092651,1.44039678573608,2,50,5,1,13,1,1,1,4,1,0,1,1,7,3,9,920575.34375,1501939.23657227,2422514.5,1055591.5,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1221976.5,120.447434613292,1.09709358215332,238.577697753906,12.233416557312
4,5,"SEN",2021,405,2,7/1/2022,11,1,1,235.235960805284,1,1,1,1,40,2,1,13,1,1,1,1,0,0,1,1,4,3,9,1064959.96777344,855931.789916992,1920891.75,1674026.625,424179.28125,369665.5,1.14746785163879,1.04045927524567,1.08664548397064,1.05874741077423,1.05709755420685,196233.068481445,1846196,127.405929856569,1.09709358215332,238.577697753906,19.2519054412842
4,13,"SEN",2021,413,2,7/1/2022,11,1,1,361.522144477306,1,1,1,1,34,2,1,13,1,1,1,1,0,0,1,1,4,3,9,802684.506835938,1056001.68243408,1858686.25,1619815.5,424179.28125,369665.5,1.14746785163879,1.04045927524567,1.08664548397064,1.05874741077423,1.05709755420685,196233.068481445,1786409.375,127.405929856569,1.09709358215332,238.577697753906,18.6284580230713
5,9,"SEN",2021,509,1,11/1/2021,11,1,1,380.292260704683,3,2.4200000166893,2.19882225990295,2,70,5,1,13,1,1,1,4,1,0,5,3,,,,3002100.25683594,2788886.31298828,5790986.5,1682251,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1943632.125,117.247007024475,1.09709358215332,238.577697753906,20.0669860839844
5,6,"SEN",2021,506,1,11/1/2021,11,1,1,380.292260704683,8,6.89999997615814,4.78946924209595,2,82,5,1,13,1,0,0,1,0,0,5,3,,,,2727322.9230957,1823195.50378418,4550518.5,495713.0625,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,572734.9375,117.247007024475,1.09709358215332,238.577697753906,5.91318845748901
5,14,"SEN",2021,514,1,11/1/2021,11,1,1,537.814472754088,5,3.89999997615814,2.84862303733826,1,49,2,1,7,,0,0,1,0,0,1,1,6,3,9,2999687.63452148,1482911.65658569,4482599.5,781302.8125,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,902698.5,117.247007024475,1.09709358215332,238.577697753906,9.31989002227783
5,11,"SEN",2021,511,1,11/1/2021,11,1,1,380.292260704683,3,2.4200000166893,2.19882225990295,2,69,5,1,13,1,1,1,4,1,0,5,3,,,,3464783.58642578,3146619.55688477,6611403,1920577.5,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,2218989,117.247007024475,1.09709358215332,238.577697753906,22.9099006652832
5,12,"SEN",2021,512,1,12/1/2021,11,1,1,537.814472754088,3,2.58000004291534,2.19882225990295,1,53,2,1,13,1,1,1,3,0,0,1,1,2,3,10,3560462.68395996,3762923.24755859,7323386,2127405,424179.28125,369665.5,1.14746785163879,0.993155419826508,1.00088965892792,0.975193321704865,1.00903725624084,196233.068481445,2457952.25,117.351319308305,1.09709358215332,238.577697753906,25.3545150756836
5,7,"SEN",2021,507,1,11/1/2021,11,1,1,380.292260704683,9,7.18000000715256,5.31571865081787,1,58,2,1,13,3,1,1,1,0,0,1,1,8,3,9,6629763.09313965,5367447.91101074,11997211,1161708.75,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1342210.25,117.247007024475,1.09709358215332,238.577697753906,13.8576192855835
5,5,"SEN",2021,505,1,11/1/2021,11,1,1,380.292260704683,11,7.81000000238419,5.76219892501831,2,69,5,1,13,1,1,1,3,0,0,5,3,,,,10549653.5317383,10644535.2094116,21194188,1679127.125,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1940023,117.247007024475,1.09709358215332,238.577697753906,20.0297222137451
5,4,"SEN",2021,504,1,11/1/2021,11,1,1,380.292260704683,5,4.04000002145767,3.16717648506165,2,69,5,1,13,1,1,1,4,1,0,5,3,,,,3188442.30322266,4467647.58953857,7656090,1334432.125,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1541770.75,117.247007024475,1.09709358215332,238.577697753906,15.9179763793945
5,13,"SEN",2021,513,1,11/1/2021,11,1,1,537.814472754088,1,0.790000021457672,1,1,68,6,1,13,1,1,1,6,3,0,5,3,,,,1277268.51287842,2211589.8449707,3488858.25,3040484.5,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,3512902.5,117.247007024475,1.09709358215332,238.577697753906,36.2688827514648
5,2,"SEN",2021,502,1,11/1/2021,11,1,1,380.292260704683,13,9.79999995231628,6.93503427505493,1,67,2,1,13,1,1,1,6,2,0,1,1,6,3,4,7039289.37841797,8985059.28405762,16024349,1074228.125,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,1241137.25,117.247007024475,1.09709358215332,238.577697753906,12.8140935897827
5,10,"SEN",2021,510,1,11/1/2021,11,1,1,380.292260704683,10,7.26000010967255,5.83623170852661,1,52,2,1,13,1,1,1,7,3,0,1,1,6,3,10,7460554.25732422,14553614.40271,22014168,1918499.75,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,2216588.5,117.247007024475,1.09709358215332,238.577697753906,22.8851165771484
5,15,"SEN",2021,515,1,11/1/2021,11,1,1,537.814472754088,8,6.1800000667572,4.4858865737915,2,81,3,1,13,1,0,0,1,0,1,5,3,,,,9315275.00195313,11526872.6580505,20842148,2270450,424179.28125,369665.5,1.14746785163879,0.993155419826508,1,0.974326431751251,1.00903725624084,196233.068481445,2623223.25,117.247007024475,1.09709358215332,238.577697753906,27.0834083557129
6,13,"SEN",2021,613,2,5/1/2022,11,1,1,787.866956093108,7,5.93000000715256,4.10314750671387,1,85,5,1,13,3,1,1,9,7,0,5,3,,,,2657029.31921387,3760156.80371094,6417186,798925.125,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,924853.75,120.447434613292,1.09709358215332,238.577697753906,9.25886917114258
6,6,"SEN",2021,606,2,5/1/2022,11,1,1,787.866956093108,3,2.75999999046326,2.19882225990295,1,26,1,1,17,,1,1,9,10,0,5,3,,,,2993790.58154297,8607533.60375977,11601324,3370123.25,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,3901330.75,120.447434613292,1.09709358215332,238.577697753906,39.0568923950195
6,5,"SEN",2021,605,2,5/1/2022,11,1,1,285.789382446009,13,10.0500000119209,6.93503427505493,1,68,2,1,13,5,1,1,4,2,0,5,3,,,,3838914.75854492,5851529.81860352,9690445,649620.6875,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,752015.5625,120.447434613292,1.09709358215332,238.577697753906,7.52855682373047
6,2,"SEN",2021,602,2,5/1/2022,11,1,1,285.789382446009,4,2.46499997377396,2.44471025466919,1,36,2,1,13,4,1,1,8,5,0,1,1,9,2,2,1242568.71289063,1338368.97229004,2580937.75,562311.5625,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,650944.5625,120.447434613292,1.09709358215332,238.577697753906,6.5167179107666
6,7,"SEN",2021,607,2,5/1/2022,11,1,1,285.789382446009,4,2.93999999761581,2.7683789730072,2,63,5,1,13,5,0,0,1,0,0,5,3,,,,1753300.69580078,1717671.83764648,3470972.5,756224.375,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,875422.375,120.447434613292,1.09709358215332,238.577697753906,8.76400375366211
6,11,"SEN",2021,611,2,5/1/2022,11,1,1,285.789382446009,3,2.13999998569489,1.86606597900391,2,44,2,1,13,1,0,0,3,0,0,1,1,7,3,9,1741993.97607422,2265702.52349854,4007696.5,1164214.625,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1347721.125,120.447434613292,1.09709358215332,238.577697753906,13.4922676086426
6,4,"SEN",2021,604,2,5/1/2022,11,1,1,285.789382446009,6,4.62999999523163,3.56045484542847,1,42,2,1,13,3,1,1,3,0,0,1,1,8,3,3,1715669.15014648,1672042.2164917,3387711.25,492056.09375,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,569615.25,120.447434613292,1.09709358215332,238.577697753906,5.70251607894897
6,14,"SEN",2021,614,2,5/1/2022,11,1,1,787.866956093108,3,2.79000002145767,2.19882225990295,1,84,5,1,13,1,1,1,3,0,0,5,1,,3,9,1713400.72460938,2115927.22619629,3829328,1112399.5,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1287738.75,120.447434613292,1.09709358215332,238.577697753906,12.8917741775513
6,8,"SEN",2021,608,2,5/1/2022,11,1,1,285.789382446009,2,1.79000002145767,1.61214470863342,1,64,2,1,13,3,0,0,1,0,0,1,1,6,3,9,1445303.30078125,710331.529663086,2155634.75,939300.6875,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1087355.75,120.447434613292,1.09709358215332,238.577697753906,10.8857049942017
6,3,"SEN",2021,603,2,5/1/2022,11,1,1,285.789382446009,1,0.790000021457672,1,1,58,6,1,13,6,0,0,1,0,0,1,1,4,3,4,340473.7265625,758402.784179688,1098876.5,957653.4375,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,1108601.25,120.447434613292,1.09709358215332,238.577697753906,11.0983972549438
6,12,"SEN",2021,612,2,5/1/2022,11,1,1,285.789382446009,1,0.790000021457672,1,1,63,2,1,13,1,0,0,1,0,1,1,1,4,3,9,843018.120117188,1544006.65386963,2387024.75,2080254.125,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,2408149.25,120.447434613292,1.09709358215332,238.577697753906,24.1083946228027
6,10,"SEN",2021,610,2,5/1/2022,11,1,1,285.789382446009,5,4.19999998807907,2.84862303733826,1,53,3,1,13,1,1,1,4,1,0,1,1,5,3,4,1144224.33642578,2122738.07727051,3266962.5,569421.1875,424179.28125,369665.5,1.14746785163879,0.991227924823761,1.02729642391205,1.00092208385468,1.0070788860321,196233.068481445,659174.8125,120.447434613292,1.09709358215332,238.577697753906,6.59911203384399
7,1,"SEN",2021,701,1,12/1/2021,11,1,1,655.161779542118,3,2.18000000715256,2.03320145606995,2,74,5,1,13,8,1,1,4,2,0,5,3,,,,3188519.52233887,4835921.46313477,8024441,2331057.75,424179.28125,369665.5,1.14746785163879,0.993155419826508,1.00088965892792,0.975193321704865,1.00903725624084,196233.068481445,2693247.75,117.351319308305,1.09709358215332,238.577697753906,27.7816581726074
7,14,"SEN",2021,714,1,12/1/2021,11,1,1,577.610751720741,4,2.63499999046326,2.44471025466919,1,41,3,1,13,1,0,0,1,0,0,1,1,11,3,4,1857799.3644104,1602312.73638916,3460112,753858.1875,424179.28125,369665.5,1.14746785163879,0.993155419826508,1.00088965892792,0.975193321704865,1.00903725624084,196233.068481445,870989.5625,117.351319308305,1.09709358215332,238.577697753906,8.98451805114746
7,16,"SEN",2021,716,1,1/1/2022,11,1,1,577.610751720741,1,1,1,1,33,2,1,13,6,0,0,1,0,0,1,1,11,3,4,646285.128662109,1543847.30407715,2190132.5,1908665.625,424179.28125,369665.5,1.14746785163879,0.985881149768829,1.0033506155014,0.977591097354889,1.00164663791656,196233.068481445,2221497.5,117.63986263786,1.09709358215332,238.577697753906,22.5255737304688
7,17,"SEN",2021,717,1,1/1/2022,11,1,1,577.610751720741,3,2.18000000715256,2.19882225990295,2,90,5,1,13,1,1,1,4,1,0,5,3,,,,2570981.71142578,8735490.24145508,11306472,3284470.25,424179.28125,369665.5,1.14746785163879,0.985881149768829,1.0033506155014,0.977591097354889,1.00164663791656,196233.068481445,3822797.5,117.63986263786,1.09709358215332,238.577697753906,38.7624588012695
7,13,"SEN",2021,713,1,12/1/2021,11,1,1,577.610751720741,8,6.25,4.63795375823975,1,94,3,1,13,1,0,0,1,0,0,5,3,,,,6868837.79394531,9652643.84875488,16521482,1799776.125,424179.28125,369665.5,1.14746785163879,0.993155419826508,1.00088965892792,0.975193321704865,1.00903725624084,196233.068481445,2079418,117.351319308305,1.09709358215332,238.577697753906,21.4498195648193
7,3,"SEN",2021,703,1,12/1/2021,11,1,1,655.161779542118,4,2.97000002861023,2.60710310935974,1,82,2,1,13,2,1,1,9,9,0,5,3,,,,4563569.30871582,7647682.03778076,12211251,2660477.75,424179.28125,369665.5,1.14746785163879,0.993155419826508,1.00088965892792,0.975193321704865,1.00903725624084,196233.068481445,3073852,117.351319308305,1.09709358215332,238.577697753906,31.7077045440674
7,15,"SEN",2021,715,1,1/1/2022,11,1,1,577.610751720741,5,3.41000002622604,3.00836849212646,1,84,5,1,13,1,1,1,9,10,1,5,3,,,,3555158.42736816,13052840.4885254,16607999,2894721.5,424179.28125,369665.5,1.14746785163879,0.985881149768829,1.0033506155014,0.977591097354889,1.00164663791656,196233.068481445,3369168.5,117.63986263786,1.09709358215332,238.577697753906,34.1627464294434
7,2,"SEN",2021,702,1,12/1/2021,11,1,1,655.161779542118,4,3.21000003814697,2.7683789730072,1,67,5,1,13,5,1,1,9,10,0,1,1,11,1,2,4661308.43457031,8762350.32476807,13423659,2924626.5,424179.28125,369665.5,1.14746785163879,0.993155419826508,1.00088965892792,0.975193321704865,1.00903725624084,196233.068481445,3379043,117.351319308305,1.09709358215332,238.577697753906,34.8558387756348
