"vague","grappe","s01q01","s01q02__1","s01q02__2","s01q02__3","s01q02__4","s01q02__5","s01q02__6","s01q02__7","s01q02__8","s01q02__9","s01q02__10","s01q02__11","s01q02_autre","s01q03__1","s01q03__2","s01q03__3","s01q03__4","s01q03__5","s01q03__6","s01q03__7","s01q03__8","s01q03__9","s01q03__10","s01q03_autre","s01q04","s01q04_autre","s01q05","s01q06","s01q06_autre","s01q07","s01q08__1","s01q08__2","s01q08__3","s01q08__4","s01q09","s01q10","s01q11","s01q12","s01q13__1","s01q13__2","s01q13__3","s01q13__4","s01q13__5","s01q14__1","s01q14__2","s01q14__3","s01q14__4","s01q14__5","s01q14__6","s01q14__7","s01q14__8","s01q14__9","s01q14__10"
2,126,1500,2,0,0,0,0,0,0,0,0,0,1,"bayote",1,0,0,0,0,0,0,0,2,0,,3,,20,1,,1,,,,,,,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1
1,127,2115,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,4,,1,1,,1,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1
2,128,16000,1,2,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,,,,,,,,,1
1,129,1746,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,1,"Culture pluviale",1,,2,3,,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1
2,130,1000,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,18,2,,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1
1,131,2433,1,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,5,3,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1
2,132,4375,2,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,15,3,,2,,,,,,,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1
1,133,20135,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,2,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1
2,134,3700,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,2,,1,2,,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1
1,135,12000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,2,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
2,136,2000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,2,3,,2,,,,,,,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1
1,137,1100,2,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,2,0,0,0,,2,,3,3,,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1
2,138,1600,2,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,3,3,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1
1,139,52000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,1,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
2,140,9999,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,1,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
1,141,12000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,1,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1
2,142,1473,2,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,5,3,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1
1,143,15000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,3,,1,1,,1,1,1,2,2,1,1,1,1,1,,1,2,2,2,2,1,2,2,2,2,1,1,1
2,144,9999,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,4,,2,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1
1,145,1500,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,55,3,,2,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
2,146,405,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,5,3,,2,,,,,,,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1
1,147,1030,0,2,1,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,4,,6,3,,2,,,,,,,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1
1,148,950,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,4,,2,1,,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2,149,15000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,7,1,,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1
1,150,5000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,4,,2,1,,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1
2,151,15000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,7,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
1,152,750,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,,3,,3,3,,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2,153,15000,1,0,0,0,0,0,0,0,0,0,2,"francais",0,0,0,0,0,0,0,1,0,2,"menuiserie bois",2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
1,154,350,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,3,,1,1,,1,,,,,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1
2,155,15000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,1,"macon",2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1
2,156,495,1,0,2,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,0,,2,,7,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1
1,157,4300,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,7,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1
2,158,7000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,1,"Maconnerie",2,,7,3,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1
1,159,2500,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,7,1,,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
2,160,3825,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,2,,13,1,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2
1,161,15000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,8,1,,1,,1,,,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1
2,162,8500,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,8,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1
1,163,5000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"tout le monde vaque a ses preoccupations",2,,0,1,,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1
2,164,8500,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"maconnerie",2,,18,3,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1
1,165,17530,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,7,3,,1,,1,,,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1
2,166,3484,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,8,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1
1,167,8500,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,5,3,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1
2,168,10500,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"maconnerie",2,,15,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
1,169,5000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,4,1,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,,,,,,,,,
2,170,8200,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,15,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1
1,171,15000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"conducteur de charettes",4,,7,1,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1
2,172,20000,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,2,,52,3,,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1
1,173,7000,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,25,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1
2,174,8000,1,2,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,0,0,0,0,0,,5,,2,3,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1
1,175,2500,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,2,,16,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1
2,176,99999,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,4,,3,3,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
1,177,2532,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,,2,,25,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1
2,178,1227,0,2,0,0,0,0,0,0,0,1,0,,0,1,2,0,0,0,0,0,0,0,,3,,45,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1
1,179,4000,1,0,0,0,0,0,0,0,0,2,0,,1,0,0,0,2,0,0,0,0,0,,2,,4,2,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1
1,180,734,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,36,2,,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1
2,181,368,2,1,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,,4,,4,3,,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2
1,182,14000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,2,0,0,0,,4,,4,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
2,183,2854,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,3,,15,3,,2,,,,,,,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1
1,184,25000,1,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,1,0,2,0,0,0,,2,,2,1,,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
2,185,9999,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,,5,,1,1,,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1
1,186,1658,0,1,0,0,0,0,0,0,0,0,2,"peulh",1,0,0,2,0,0,0,0,0,0,,2,,4,1,,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2
2,187,14000,2,1,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
2,188,3500,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,5,,6,3,,2,,,,,,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1
1,189,1712,0,1,0,0,0,0,0,0,0,0,2,"peulh",1,0,0,2,0,0,0,0,0,0,,3,,7,3,,2,,,,,,,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
2,190,1700,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,5,,60,2,,1,2,1,2,2,2,3,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1
1,191,1867,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,0,0,0,0,0,,1,,11,1,,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1
2,192,2600,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,0,0,0,0,0,,5,,12,3,,2,,,,,,,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1
1,193,765,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,8,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1
2,194,450,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,1,,30,3,,2,,,,,,,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2
1,195,500,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,0,0,,2,,26,3,,2,,,,,,,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
2,196,790,2,1,0,0,0,0,0,0,0,0,0,,0,0,2,1,0,0,0,0,0,0,,5,,8,3,,2,,,,,,,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1
1,197,836,0,1,0,0,0,0,0,0,0,0,2,"peulh",1,0,0,2,0,0,0,0,0,0,,2,,13,1,,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1
2,198,5000,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,5,,5,2,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
1,199,7000,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,21,1,,1,,,,,,,1,1,1,1,1,2,2,1,1,,1,1,1,1,1,1,1
1,200,790000,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,3,,30,2,,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1
2,201,13000,1,0,0,0,0,0,0,0,0,0,2,"français",0,0,0,0,1,0,0,2,0,0,,3,,0,1,,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
1,202,6000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,4,,1,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
2,203,17000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,3,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
1,204,4500,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,,4,,3,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
2,205,13000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
1,206,18000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,,5,,8,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1
2,207,30000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,3,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
1,208,630,0,1,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,,1,,12,2,,1,2,1,2,2,2,4,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1
2,209,12000,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,,3,,0,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1
1,210,7000,1,2,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,0,0,,5,,28,2,,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1
2,211,5000,2,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,,3,,13,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
2,212,3000,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,3,,11,6,"voie sableuse",1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1
1,213,33000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,,2,,3,1,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1
2,214,3000,1,2,0,0,0,0,0,0,0,0,0,,0,0,2,0,1,0,0,0,0,0,,3,,14,1,,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1
1,215,2000,0,2,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1
2,216,1500,0,2,0,0,1,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,0,2,,1,,,,,,,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2
1,217,2000,0,2,0,0,1,0,0,0,0,0,0,,1,0,0,0,2,0,0,0,0,0,,1,,0,1,,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1
1,218,700,0,0,0,2,1,0,0,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,,1,,100,3,,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1
2,219,5011,0,2,0,0,1,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,3,,27,2,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1
1,220,2500,0,1,0,0,2,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,1,,40,3,,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1
2,221,15000,2,1,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1
1,222,350,0,2,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,2,0,,2,,5,1,,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1
2,223,475,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,1,,1,1,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,2,2,2,1,1,1
1,224,15000,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,2,,3,1,,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1
2,225,12800,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,5,,0,6,"milieu urbain",1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1
1,226,5460,0,1,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,3,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2,227,6000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,0,,2,,0,6,"le quartier se trouve dans la ville de Tamba",1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1
1,228,1000,0,2,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,,3,,0,2,,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
2,229,3200,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,3,,3,2,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1
1,230,16000,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,1,,1,1,1,,,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1
2,231,2750,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,3,,2,2,,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1
2,232,2000,2,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,1,,1,2,,1,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1
1,233,1183,0,1,0,2,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,,2,,78,2,,1,,,,,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
2,234,927,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,27,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1
1,235,3268,2,0,0,1,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,0,0,,2,,3,2,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
2,236,2230,0,1,0,0,0,0,0,0,0,0,2,"Mandingue",1,0,0,2,0,0,0,0,0,0,,2,,50,3,,2,,,,,,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1,237,1800,2,1,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,,2,,7,1,,1,1,,,,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1
2,238,2000,0,2,1,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,0,0,,3,,57,2,,1,1,1,2,2,2,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1
1,239,178,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,3,,15,2,,1,,,,,,,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1
2,240,1200,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,10,3,,1,1,,,,1,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
1,241,1709,0,1,0,2,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,1,0,0,,2,,0,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
1,242,1835,0,1,0,2,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,35,2,,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1
2,243,290,0,1,0,0,0,0,0,0,0,0,0,,0,2,0,1,0,0,0,0,0,0,,3,,28,3,,1,1,2,2,2,1,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
1,244,1500,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,40,2,,1,,,,,,,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1
2,245,1200,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,2,,0,2,,1,1,,,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2,246,1924,1,2,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,2,3,,2,,,,,,,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
1,247,13000,0,1,2,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,0,0,,2,,30,2,,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
2,248,900,0,1,2,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,35,2,,1,,,,,,,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1
1,249,332,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,15,2,,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
2,250,1500,2,1,0,0,0,0,0,0,0,0,0,,1,0,0,2,0,0,0,0,0,0,,2,,80,2,,1,,,,,,,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1
1,251,4000,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,2,,3,1,,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1
2,252,9000,1,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,2,,35,1,,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
1,253,20000,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,"MACON",2,,3,1,,1,1,1,,,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1
