"grappe","menage","vague","membres__id","s04q50","s04q51b","s04q51c","s04q51d","s04q51dbis","s04q52b","s04q52c","s04q52d","s04q52dbis","s04q53","s04q54","s04q55","s04q56","s04q57","s04q59","s04q60","s04q60_unite","s04q61","s04q62","s04q62_unite","s04q63","s04q64","s04q64_unite","s04q64_controle__0","s04q28b","s04q58","s04q58_unite"
232,2,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
232,3,2,1,1,11,18,997,,3,28,285,,3,6,30,8,9,,,,,,,,,,,,,
232,7,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
232,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
232,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
232,10,2,10,1,6,13,446,,1,1,15,,5,4,24,8,8,,,,,,,,,,,,,
232,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
232,13,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
233,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
233,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
233,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
233,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
233,12,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
234,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
234,4,2,1,1,6,13,446,,1,1,15,,3,3,26,5,9,,,,,,,,,,,,,
234,4,2,3,1,6,13,446,,1,1,15,,3,3,24,5,8,,,,,,,,,,,,,
234,6,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
234,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
234,9,2,4,1,6,13,446,,1,1,15,,5,3,20,6,8,,,,,,,,,,,,,
234,9,2,16,1,6,13,446,,1,1,15,,5,3,20,5,8,,,,,,,,,,,,,
234,10,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
234,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
234,13,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
234,16,2,1,1,6,13,446,,1,1,15,,3,4,20,7,9,,,,,,,,,,,,,
235,1,1,7,1,5,11,429,,3,15,157,,3,10,12,3,9,,,,,,,,,,,,,
235,1,1,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
235,4,1,1,1,6,13,446,,1,1,15,,3,6,30,10,9,,,,,,,,,,,,,
235,5,1,2,1,6,13,446,,1,1,11,,3,5,10,8,9,,,,,,,,,,,,,
235,5,1,17,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
235,5,1,18,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
235,6,1,5,1,6,13,446,,1,1,15,,3,6,30,10,9,,,,,,,,,,,,,
235,7,1,1,1,6,13,446,,1,1,15,,3,3,15,8,9,,,,,,,,,,,,,
235,8,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
235,11,1,3,1,5,11,436,,3,15,159,,3,6,30,8,9,,,,,,,,,,,,,
235,11,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
235,11,1,13,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,1,2,4,1,6,13,461,,1,4,42,,3,12,26,7,9,,,,,,,,,,,,,
236,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,3,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,4,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,5,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
236,7,2,1,1,9,16,541,,1,1,13,,4,8,6,7,8,,,,,,,,,,,,,
236,7,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
236,10,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
236,11,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
237,2,1,1,1,6,13,446,,1,1,14,,4,12,30,6,9,,,,,,,,,,,,,
237,3,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
237,3,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
237,4,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
237,5,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
237,5,1,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
237,7,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
237,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
237,11,1,1,1,6,13,452,,1,3,32,,3,12,30,9,9,,,,,,,,,,,,,
237,12,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
237,13,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
238,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
238,3,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
238,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
238,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
239,2,1,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
239,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
239,5,1,1,1,6,13,452,,1,3,31,,3,12,30,9,9,,,,,,,,,,,,,
239,6,1,3,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
239,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
239,8,1,1,1,6,13,446,,1,1,15,,3,3,30,6,9,,,,,,,,,,,,,
239,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
239,12,1,1,1,6,13,446,,1,1,15,,3,6,30,10,9,,,,,,,,,,,,,
239,12,1,2,1,6,13,446,,1,1,15,,3,6,30,10,9,,,,,,,,,,,,,
240,2,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
240,4,2,1,1,12,19,998,,1,1,11,,5,6,7,8,9,,,,,,,,,,,1,,
240,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
240,5,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
240,7,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
240,7,2,5,1,9,16,542,,5,45,452,,3,3,15,8,4,2,,,2,,,2,,,,,45000,2
240,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
240,10,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
240,11,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
240,12,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
240,12,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
241,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
241,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
241,16,1,1,1,9,16,541,,17,93,930,,3,12,24,8,5,2,,,2,,,2,,,,,25000,2
242,3,1,1,1,9,16,545,,17,93,930,,3,7,21,7,4,2,,,2,,,2,,,,,78000,2
242,5,1,5,1,5,11,431,,6,52,521,,4,12,30,8,5,2,,,2,,,2,,,,,25000,1
242,13,1,15,1,6,13,446,,1,1,11,,4,3,20,8,4,2,,,2,,,2,,,,,0,
243,2,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
243,3,2,9,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
243,3,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
243,4,2,1,1,5,11,443,,6,52,526,,3,7,17,5,9,,,,,,,,,,,,,
243,4,2,3,1,6,13,446,,1,1,11,,5,3,20,7,8,,,,,,,,,,,,,
243,4,2,4,1,6,13,446,,1,1,11,,5,3,20,7,8,,,,,,,,,,,,,
243,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
243,6,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
243,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
243,9,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
243,9,2,4,1,11,18,997,,1,4,43,,3,5,20,6,9,,,,,,,,,,,,,
243,9,2,5,1,11,18,997,,17,93,930,,3,6,30,8,9,,,,,,,,,,,,,
243,10,2,7,1,11,18,997,,1,4,43,,3,6,20,6,9,,,,,,,,,,,,,
243,11,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
243,14,2,1,1,6,13,446,,1,1,13,,3,3,18,8,9,,,,,,,,,,,,,
243,14,2,6,1,6,13,446,,1,1,13,,5,3,24,5,8,,,,,,,,,,,,,
244,4,1,1,1,6,13,462,,9,65,652,,3,12,30,2,10,,,,,,,,,,,,,
244,8,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
244,8,1,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
245,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
245,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
245,10,2,1,1,6,13,446,,1,1,11,,4,4,26,5,9,,,,,,,,,,,,,
246,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
246,1,2,7,1,6,13,452,,1,3,31,,3,12,20,5,8,,,,,,,,,,,,,
246,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
246,3,2,11,1,6,13,446,,1,1,15,,4,6,15,4,9,,,,,,,,,,,,,
246,3,2,17,1,6,13,446,,1,1,15,,4,6,15,5,9,,,,,,,,,,,,,
246,4,2,1,1,5,11,437,,6,52,522,,3,6,4,10,9,,,,,,,,,,,,,
246,5,2,1,1,9,16,542,,5,45,452,,3,6,26,5,9,,,,,,,,,,,,,
246,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
246,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
246,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
246,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
246,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,1,1,1,1,6,13,452,,1,3,33,,3,12,15,8,8,,,,,,,,,,,,,
247,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,2,1,1,1,9,16,542,,14,90,900,,5,8,15,8,9,,,,,,,,,,,,,
247,2,1,13,1,5,11,436,,3,15,158,,3,9,25,6,9,,,,,,,,,,,,,
247,3,1,1,1,6,13,452,,1,3,31,,3,12,25,4,8,,,,,,,,,,,,,
247,4,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,4,1,14,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,4,1,23,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,4,1,29,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,5,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,7,1,1,1,6,13,452,,1,3,32,,3,12,30,7,8,,,,,,,,,,,,,
247,8,1,1,1,7,14,465,,2,11,112,,6,12,30,5,4,2,,,2,,,2,,,,,35000,2
247,9,1,1,1,6,13,452,,1,3,32,,3,12,30,7,8,,,,,,,,,,,,,
247,10,1,13,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
247,12,1,1,1,9,16,541,,17,93,930,,3,12,30,5,4,2,,,2,,,2,,,,,25000,2
247,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
248,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
248,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
248,3,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
248,4,2,1,1,9,16,541,,1,4,42,,3,6,20,5,4,2,,,2,,,2,,,,4,30000,2
248,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
248,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
248,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
248,10,2,7,1,6,13,452,,1,3,31,,3,6,26,8,4,2,,,2,,,2,,,,1,60000,2
248,10,2,13,1,6,13,446,,1,1,11,,3,4,15,5,8,,,,,,,,,,,,,
248,12,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
248,13,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
249,1,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
249,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
249,3,1,1,1,6,13,452,,1,3,31,,3,12,30,7,8,,,,,,,,,,,,,
249,3,1,27,1,6,13,452,,1,3,32,,3,12,30,7,8,,,,,,,,,,,,,
249,7,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
249,8,1,1,1,6,13,452,,1,3,32,,3,12,30,7,8,,,,,,,,,,,,,
249,9,1,1,1,5,11,429,,1,3,33,,3,12,15,6,9,,,,,,,,,,,,,
249,10,1,1,1,6,13,452,,1,3,31,,3,12,20,6,4,2,,,2,,,2,,,,,50000,2
249,11,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
250,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,4,2,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,10,2,1,1,9,16,545,,3,15,157,,3,3,26,6,4,2,,,2,,,2,,,,,60000,2
250,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
250,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
251,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
251,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
251,8,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
251,9,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
251,10,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
252,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
252,9,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
252,9,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
252,10,2,1,1,9,16,545,,8,63,633,,4,6,15,8,4,2,,,2,,,2,,,,,22500,2
253,6,1,1,1,2,6,117,,12,80,801,,3,9,16,5,3,2,,,2,,,2,,,,,180000,4
253,13,1,5,1,5,10,418,,8,60,602,,3,4,30,7,9,,,,,,,,,,,,,
253,13,1,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
254,1,2,5,1,6,13,453,,1,3,34,,3,12,30,3,9,,,,,,,,,,,,,
254,3,2,2,1,7,14,499,,3,18,180,,3,6,15,3,9,,,,,,,,,,,,,
254,5,2,1,1,9,16,543,,8,60,603,,3,12,15,5,9,,,,,,,,,,,,,
254,10,2,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
254,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
255,15,1,2,1,11,18,997,,3,15,157,,3,12,30,4,9,,,,,,,,,,,,,
256,3,2,2,1,5,11,433,,6,52,522,,3,3,30,2,9,,,,,,,,,,,,,
256,6,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
256,6,2,6,1,5,11,445,,6,52,524,,3,12,16,3,9,,,,,,,,,,,,,
256,8,2,10,1,6,13,452,,1,3,33,,3,2,30,1,9,,,,,,,,,,,,,
257,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
257,9,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
258,1,2,3,1,6,13,452,,1,3,33,,3,12,8,1,9,,,,,,,,,,,,,
258,1,2,11,1,5,11,430,,6,52,526,,3,12,5,1,9,,,,,,,,,,,,,
258,1,2,19,1,7,14,481,,5,45,453,,3,4,3,2,9,,,,,,,,,,,,,
258,1,2,21,1,5,11,432,,6,52,524,,3,1,20,2,9,,,,,,,,,,,,,
258,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
258,10,2,1,1,5,11,445,,6,52,526,,3,12,30,3,9,,,,,,,,,,,,,
258,13,2,1,1,9,16,542,,5,45,452,,3,0,7,6,4,2,,,2,,,2,,,,,17500,1
258,13,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
259,2,1,4,1,7,14,482,,5,45,456,,3,12,10,7,9,,,,,,,,,,,,,
259,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
259,4,1,2,1,5,11,430,,6,52,526,,3,12,30,4,9,,,,,,,,,,,,,
259,5,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
259,5,1,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
259,6,1,14,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
259,7,1,4,1,11,18,997,,3,15,159,,3,12,30,2,9,,,,,,,,,,,,,
259,8,1,13,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
259,10,1,2,1,5,10,418,,8,60,602,,3,2,30,7,9,,,,,,,,,,,,,
259,13,1,1,1,11,18,997,,3,15,159,,3,11,30,6,9,,,,,,,,,,,,,
259,13,1,3,1,9,16,545,,17,93,930,,3,3,7,1,9,,,,,,,,,,,,,
260,2,2,8,1,5,11,430,,6,52,523,,3,12,30,7,9,,,,,,,,,,,,,
260,5,2,2,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
260,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
260,7,2,17,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
260,9,2,1,1,5,10,417,,8,60,603,,3,12,24,3,9,,,,,,,,,,,,,
261,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
261,13,1,1,1,5,11,429,,6,52,524,,3,12,30,5,9,,,,,,,,,,,,,
261,14,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
261,16,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
262,1,2,6,1,6,13,453,,1,3,34,,3,6,30,1,9,,,,,,,,,,,,,
262,1,2,14,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
262,4,2,15,1,5,11,433,,6,52,522,,3,8,30,2,9,,,,,,,,,,,,,
262,4,2,31,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
262,12,2,6,1,5,11,433,,6,52,522,,3,2,26,4,9,,,,,,,,,,,,,
263,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
263,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
263,5,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
263,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
263,8,1,2,1,6,13,453,,1,3,34,,3,12,30,4,9,,,,,,,,,,,,,
263,9,1,1,1,6,13,453,,1,3,34,,3,12,30,4,9,,,,,,,,,,,,,
264,5,2,2,1,5,11,440,,6,51,518,,3,12,26,2,10,,,,,,,,,,,,,
264,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
264,9,2,1,1,9,16,544,,2,14,143,,3,2,10,4,4,2,,,2,,,2,,,,,10000,1
265,5,1,1,1,1,3,35,,8,60,602,,3,0,5,3,9,,,,,,,,,,,,,
265,6,1,2,1,9,16,542,,5,45,452,,3,2,20,6,5,2,,,2,,,2,,,,,72000,2
266,3,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
266,4,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
266,4,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
266,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
266,10,2,1,1,5,11,445,,3,15,158,,3,1,25,4,9,,,,,,,,,,,,,
266,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
266,12,2,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
267,3,1,22,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
268,1,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
268,7,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
268,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
269,8,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
269,13,1,1,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
270,1,2,12,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
270,5,2,12,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
270,6,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
270,6,2,3,1,6,13,453,,6,52,526,,3,12,30,4,8,,,,,,,,,,,,,
270,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
270,9,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
270,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
270,13,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
270,13,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
271,2,1,1,1,6,13,446,,1,1,11,,3,5,30,5,9,,,,,,,,,,,,,
271,6,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
271,8,1,1,1,6,13,446,,1,1,11,,3,4,30,3,9,,,,,,,,,,,,,
271,9,1,1,1,6,13,446,,1,1,15,,3,5,30,4,9,,,,,,,,,,,,,
271,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
271,11,1,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
271,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
271,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
272,1,2,1,1,5,11,445,,3,15,155,,3,12,22,1,9,,,,,,,,,,,,,
272,1,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
272,7,2,5,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
272,8,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
272,8,2,6,1,6,13,446,,1,1,11,,3,3,30,5,8,,,,,,,,,,,,,
272,8,2,7,1,6,13,446,,1,1,11,,3,4,30,5,8,,,,,,,,,,,,,
272,8,2,9,1,6,13,446,,1,1,11,,3,3,20,5,8,,,,,,,,,,,,,
272,8,2,11,1,6,13,446,,1,1,11,,3,3,20,5,8,,,,,,,,,,,,,
272,9,2,1,1,5,11,431,,6,52,521,,3,12,30,4,9,,,,,,,,,,,,,
272,9,2,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
272,10,2,1,1,9,16,545,,17,93,930,,3,9,15,4,9,,,,,,,,,,,,,
272,10,2,2,1,5,11,443,,6,52,526,,3,2,10,3,9,,,,,,,,,,,,,
272,11,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
272,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
273,1,1,1,1,6,13,446,,1,1,15,,3,3,20,5,8,,,,,,,,,,,,,
273,2,1,1,1,6,13,452,,1,3,32,,3,12,30,6,8,,,,,,,,,,,,,
273,2,1,3,1,6,13,446,,1,1,11,,3,3,4,7,8,,,,,,,,,,,,,
273,5,1,1,1,6,13,446,,1,1,11,,3,3,2,2,9,,,,,,,,,,,,,
273,6,1,1,1,6,13,446,,1,1,15,,3,3,7,5,9,,,,,,,,,,,,,
273,7,1,1,1,11,18,997,,17,93,930,,3,12,2,7,9,,,,,,,,,,,,,
273,9,1,1,1,6,13,446,,1,1,15,,3,5,24,8,9,,,,,,,,,,,,,
273,11,1,1,1,11,18,997,,3,15,159,,3,12,24,1,9,,,,,,,,,,,,,
273,11,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
273,12,1,10,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
274,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
274,2,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
274,4,2,1,1,7,14,470,,5,45,452,,3,4,26,7,8,,,,,,,,,,,,,
274,5,2,5,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
274,5,2,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
274,7,2,1,1,5,10,418,,8,60,602,,3,6,26,6,3,2,,,2,,,2,,,,,75000,2
274,7,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
274,8,2,1,1,12,19,998,,15,91,913,,4,12,5,7,4,2,,,2,,,2,,,,,25000,2
274,9,2,1,1,12,19,999,,17,93,930,,3,12,30,3,9,,,,,,,,,,,,,
274,10,2,15,1,7,14,474,,3,28,281,,3,5,26,6,7,,,,,,,,,,,,,
274,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
274,12,2,1,1,5,11,433,,6,52,522,,3,2,20,3,9,,,,,,,,,,,,,
274,12,2,2,1,6,13,446,,1,1,15,,3,4,25,5,8,,,,,,,,,,,4,,
