"vague","grappe","menage","poids","poids_nonlisse"
1,474,3,220.39441553203,140.25607122902
2,467,10,279.901501841871,291.298586803076
1,483,5,171.870556200024,125.596214056207
2,469,8,190.468454276658,163.51875396039
2,484,7,208.772939574211,217.27379760559
1,487,9,177.65496001998,125.618743143306
2,475,5,342.623332285096,356.574337199497
1,485,11,392.459453344746,408.439695337605
2,490,13,611.114470799046,1358.60559673743
1,485,8,392.459453344746,408.439695337605
2,469,7,190.468454276658,163.51875396039
1,485,12,392.459453344746,408.439695337605
2,467,1,279.901501841871,291.298586803076
1,485,5,392.459453344746,408.439695337605
2,467,5,279.901501841871,291.298586803076
1,468,1,214.448259649651,149.063710583554
2,475,9,342.623332285096,356.574337199497
2,467,9,279.901501841871,291.298586803076
2,488,2,179.788538000004,187.109203409632
2,475,10,342.623332285096,356.574337199497
2,484,3,208.772939574211,217.27379760559
1,470,11,213.071612374771,173.952770621387
1,483,9,171.870556200024,125.596214056207
2,473,11,270.983463870708,204.770479358346
1,68,11,162.399624130118,102.676924676822
1,74,8,99.700015972632,59.6805629412305
2,73,8,237.087506363692,205.376252027066
1,68,14,474.965986122048,878.269562318273
2,67,12,109.351547566756,71.5695592955756
1,72,16,231.173508695197,305.454038308388
1,70,6,130.914439476036,96.0439449966185
2,67,13,396.843199807802,942.575964600234
2,75,7,145.831926845451,157.694849712984
1,72,4,139.487434346959,111.208994529753
1,74,2,99.700015972632,59.6805629412305
1,68,4,162.399624130118,102.676924676822
2,75,9,145.831926845451,157.694849712984
2,73,15,351.545016724923,451.538492132746
2,67,1,109.351547566756,71.5695592955756
2,69,13,178.326823836975,237.711255578317
2,69,3,178.326823836975,237.711255578317
2,71,10,124.919388679339,88.6216654630023
1,74,3,99.700015972632,59.6805629412305
2,75,3,145.831926845451,157.694849712984
1,66,13,369.968248099947,656.389237071646
2,73,14,351.545016724923,451.538492132746
1,66,5,157.706887679673,119.270727223994
1,66,9,157.706887679673,119.270727223994
1,68,6,162.399624130118,102.676924676822
1,66,12,157.706887679673,119.270727223994
1,68,7,162.399624130118,102.676924676822
2,71,1,124.919388679339,88.6216654630023
2,69,15,178.326823836975,237.711255578317
1,72,3,139.487434346959,111.208994529753
2,71,8,124.919388679339,88.6216654630023
1,66,3,369.968248099947,656.389237071646
1,74,12,99.700015972632,59.6805629412305
1,66,4,157.706887679673,119.270727223994
2,75,11,145.831926845451,157.694849712984
1,68,13,474.965986122048,878.269562318273
2,69,1,119.550574319522,106.836519361041
2,69,5,119.550574319522,106.836519361041
2,71,13,318.738292963318,576.963967858088
2,69,4,119.550574319522,106.836519361041
1,74,9,99.700015972632,59.6805629412305
2,67,3,109.351547566756,71.5695592955756
2,69,8,119.550574319522,106.836519361041
1,70,2,130.914439476036,96.0439449966185
1,68,2,162.399624130118,102.676924676822
2,73,13,351.545016724923,451.538492132746
2,67,6,109.351547566756,71.5695592955756
1,66,6,157.706887679673,119.270727223994
1,66,11,157.706887679673,119.270727223994
2,73,17,351.545016724923,451.538492132746
2,75,12,145.831926845451,157.694849712984
1,70,11,130.914439476036,96.0439449966185
1,70,12,130.914439476036,96.0439449966185
2,73,1,237.087506363692,205.376252027066
1,70,5,130.914439476036,96.0439449966185
1,74,1,99.700015972632,59.6805629412305
2,71,12,124.919388679339,88.6216654630023
1,68,8,162.399624130118,102.676924676822
2,73,6,237.087506363692,205.376252027066
2,73,11,237.087506363692,205.376252027066
1,70,8,130.914439476036,96.0439449966185
2,69,11,119.550574319522,106.836519361041
2,75,6,145.831926845451,157.694849712984
2,75,4,145.831926845451,157.694849712984
1,70,7,130.914439476036,96.0439449966185
2,67,11,109.351547566756,71.5695592955756
2,67,2,109.351547566756,71.5695592955756
2,75,10,145.831926845451,157.694849712984
2,73,2,237.087506363692,205.376252027066
2,75,2,145.831926845451,157.694849712984
2,69,2,119.550574319522,106.836519361041
2,71,3,124.919388679339,88.6216654630023
2,67,8,109.351547566756,71.5695592955756
2,71,7,124.919388679339,88.6216654630023
1,68,1,162.399624130118,102.676924676822
1,74,10,99.700015972632,59.6805629412305
1,70,4,130.914439476036,96.0439449966185
1,74,5,99.700015972632,59.6805629412305
2,69,12,119.550574319522,106.836519361041
1,70,15,279.993436875981,439.329728598393
2,69,14,178.326823836975,237.711255578317
1,74,7,99.700015972632,59.6805629412305
2,75,1,145.831926845451,157.694849712984
2,71,2,124.919388679339,88.6216654630023
2,71,4,124.919388679339,88.6216654630023
2,67,4,109.351547566756,71.5695592955756
1,70,10,130.914439476036,96.0439449966185
2,67,7,109.351547566756,71.5695592955756
1,72,12,139.487434346959,111.208994529753
1,72,2,139.487434346959,111.208994529753
2,71,9,318.738292963318,576.963967858088
1,70,14,279.993436875981,439.329728598393
1,72,13,231.173508695197,305.454038308388
2,67,10,109.351547566756,71.5695592955756
1,70,13,279.993436875981,439.329728598393
2,73,7,237.087506363692,205.376252027066
1,66,2,157.706887679673,119.270727223994
2,75,8,145.831926845451,157.694849712984
1,68,5,162.399624130118,102.676924676822
1,74,6,99.700015972632,59.6805629412305
1,68,10,162.399624130118,102.676924676822
1,68,9,162.399624130118,102.676924676822
2,71,11,124.919388679339,88.6216654630023
1,72,15,231.173508695197,305.454038308388
2,71,6,124.919388679339,88.6216654630023
1,66,1,157.706887679673,119.270727223994
1,72,7,139.487434346959,111.208994529753
1,72,10,139.487434346959,111.208994529753
1,72,1,139.487434346959,111.208994529753
2,67,9,109.351547566756,71.5695592955756
2,73,16,351.545016724923,451.538492132746
1,66,8,157.706887679673,119.270727223994
2,75,5,145.831926845451,157.694849712984
1,66,7,157.706887679673,119.270727223994
2,73,9,237.087506363692,205.376252027066
1,72,17,231.173508695197,305.454038308388
1,74,13,400.354845864524,962.349077427342
1,72,14,231.173508695197,305.454038308388
1,74,4,99.700015972632,59.6805629412305
2,69,6,119.550574319522,106.836519361041
2,498,2,86.5356984609939,85.7229056181068
1,516,9,69.4698064006949,37.5044524134654
1,514,5,55.6264940064629,33.5559496324804
1,495,10,74.606290016474,45.3549706473793
1,516,6,69.4698064006949,37.5044524134654
1,495,3,74.606290016474,45.3549706473793
1,516,10,69.4698064006949,37.5044524134654
1,516,1,69.4698064006949,37.5044524134654
2,513,8,62.1882434477706,41.3453405873468
2,496,4,63.8432071552708,63.2435551877519
1,495,4,74.606290016474,45.3549706473793
1,491,7,84.154227476755,83.363802773329
1,497,4,67.703968821218,40.446910027932
1,499,9,87.4290073695156,86.607824057721
2,498,8,86.5356984609939,85.7229056181068
2,494,16,86.7070735139634,109.258011238789
1,493,3,70.0031957984486,46.4548877415296
1,497,13,191.171995664341,322.482120492971
1,493,9,70.0031957984486,46.4548877415296
1,499,10,87.4290073695156,86.607824057721
1,491,6,84.154227476755,83.363802773329
1,495,11,74.606290016474,45.3549706473793
1,514,7,55.6264940064629,33.5559496324804
2,513,7,62.1882434477706,41.3453405873468
1,491,3,84.154227476755,83.363802773329
2,500,9,91.7251960386776,90.863660462279
2,523,14,147.665644905414,231.8390317211
1,491,11,84.154227476755,83.363802773329
1,514,8,55.6264940064629,33.5559496324804
1,499,4,87.4290073695156,86.607824057721
1,497,7,67.703968821218,40.446910027932
2,513,11,62.1882434477706,41.3453405873468
2,500,7,91.7251960386776,90.863660462279
2,500,6,91.7251960386776,90.863660462279
1,499,5,87.4290073695156,86.607824057721
2,500,5,91.7251960386776,90.863660462279
1,516,5,69.4698064006949,37.5044524134654
2,523,12,70.2638843089985,52.4918562387396
1,493,4,173.918340780683,286.73878985289
2,496,1,63.8432071552708,63.2435551877519
1,508,10,107.376533286796,106.367991386729
2,513,13,154.132242753759,253.978520750845
2,500,10,91.7251960386776,90.863660462279
1,508,7,107.376533286796,106.367991386729
1,491,9,84.154227476755,83.363802773329
2,492,13,200.479284210212,293.370307375382
2,513,9,62.1882434477706,41.3453405873468
1,497,1,67.703968821218,40.446910027932
2,523,3,70.2638843089985,52.4918562387396
2,492,9,84.4861730989182,52.1012840967209
1,493,7,70.0031957984486,46.4548877415296
2,513,3,62.1882434477706,41.3453405873468
1,497,5,67.703968821218,40.446910027932
2,498,5,86.5356984609939,85.7229056181068
1,491,8,84.154227476755,83.363802773329
2,515,6,83.1641777417344,82.3830521524663
1,514,11,55.6264940064629,33.5559496324804
2,498,10,86.5356984609939,85.7229056181068
1,491,12,84.154227476755,83.363802773329
1,497,2,67.703968821218,40.446910027932
1,499,11,87.4290073695156,86.607824057721
2,513,5,62.1882434477706,41.3453405873468
2,498,12,86.5356984609939,85.7229056181068
2,515,11,83.1641777417344,82.3830521524663
2,494,8,52.9952057486862,40.8147743133408
1,493,10,70.0031957984486,46.4548877415296
1,508,6,107.376533286796,106.367991386729
2,515,8,83.1641777417344,82.3830521524663
1,497,8,191.171995664341,322.482120492971
2,513,4,154.132242753759,253.978520750845
2,515,3,83.1641777417344,82.3830521524663
2,513,2,62.1882434477706,41.3453405873468
2,496,8,63.8432071552708,63.2435551877519
2,523,2,70.2638843089985,52.4918562387396
2,496,9,63.8432071552708,63.2435551877519
2,496,7,63.8432071552708,63.2435551877519
2,496,10,63.8432071552708,63.2435551877519
2,494,1,52.9952057486862,40.8147743133408
1,495,2,74.606290016474,45.3549706473793
1,495,5,206.435078698747,347.248994018998
2,500,2,91.7251960386776,90.863660462279
1,497,12,67.703968821218,40.446910027932
1,495,13,206.435078698747,347.248994018998
2,496,6,63.8432071552708,63.2435551877519
2,513,1,62.1882434477706,41.3453405873468
2,515,12,83.1641777417344,82.3830521524663
1,499,2,87.4290073695156,86.607824057721
1,495,12,74.606290016474,45.3549706473793
2,500,12,91.7251960386776,90.863660462279
2,494,11,52.9952057486862,40.8147743133408
1,499,7,87.4290073695156,86.607824057721
2,498,1,86.5356984609939,85.7229056181068
1,495,8,74.606290016474,45.3549706473793
2,515,10,83.1641777417344,82.3830521524663
2,515,4,83.1641777417344,82.3830521524663
2,492,5,84.4861730989182,52.1012840967209
1,514,12,55.6264940064629,33.5559496324804
2,492,12,84.4861730989182,52.1012840967209
2,500,4,91.7251960386776,90.863660462279
2,498,11,86.5356984609939,85.7229056181068
1,508,9,107.376533286796,106.367991386729
1,491,5,84.154227476755,83.363802773329
1,499,3,87.4290073695156,86.607824057721
1,493,6,70.0031957984486,46.4548877415296
1,491,10,84.154227476755,83.363802773329
1,497,6,67.703968821218,40.446910027932
2,492,4,84.4861730989182,52.1012840967209
2,496,11,63.8432071552708,63.2435551877519
1,495,1,74.606290016474,45.3549706473793
2,523,4,70.2638843089985,52.4918562387396
2,523,1,70.2638843089985,52.4918562387396
1,499,1,87.4290073695156,86.607824057721
2,492,2,84.4861730989182,52.1012840967209
1,493,1,70.0031957984486,46.4548877415296
2,513,6,62.1882434477706,41.3453405873468
2,494,13,86.7070735139634,109.258011238789
2,494,14,86.7070735139634,109.258011238789
2,496,5,63.8432071552708,63.2435551877519
2,494,3,52.9952057486862,40.8147743133408
2,492,11,84.4861730989182,52.1012840967209
2,492,6,200.479284210212,293.370307375382
2,515,7,83.1641777417344,82.3830521524663
1,516,13,283.70076913821,625.477480572956
1,497,9,67.703968821218,40.446910027932
1,508,8,107.376533286796,106.367991386729
2,523,7,70.2638843089985,52.4918562387396
1,499,12,87.4290073695156,86.607824057721
2,498,9,86.5356984609939,85.7229056181068
2,515,1,83.1641777417344,82.3830521524663
1,491,1,84.154227476755,83.363802773329
1,491,4,84.154227476755,83.363802773329
2,513,12,62.1882434477706,41.3453405873468
2,492,3,84.4861730989182,52.1012840967209
2,494,9,52.9952057486862,40.8147743133408
2,515,2,83.1641777417344,82.3830521524663
1,508,11,107.376533286796,106.367991386729
2,492,10,84.4861730989182,52.1012840967209
2,494,15,86.7070735139634,109.258011238789
1,508,2,107.376533286796,106.367991386729
2,492,7,84.4861730989182,52.1012840967209
1,493,11,70.0031957984486,46.4548877415296
1,514,2,55.6264940064629,33.5559496324804
1,516,8,69.4698064006949,37.5044524134654
1,497,10,67.703968821218,40.446910027932
1,514,1,55.6264940064629,33.5559496324804
1,493,5,70.0031957984486,46.4548877415296
2,492,14,200.479284210212,293.370307375382
1,516,2,69.4698064006949,37.5044524134654
1,516,7,69.4698064006949,37.5044524134654
1,495,6,74.606290016474,45.3549706473793
2,500,1,91.7251960386776,90.863660462279
1,514,3,55.6264940064629,33.5559496324804
1,514,9,55.6264940064629,33.5559496324804
1,508,5,107.376533286796,106.367991386729
2,498,3,86.5356984609939,85.7229056181068
2,500,11,91.7251960386776,90.863660462279
2,523,13,147.665644905414,231.8390317211
1,508,3,107.376533286796,106.367991386729
1,508,1,107.376533286796,106.367991386729
2,515,9,83.1641777417344,82.3830521524663
1,491,2,84.154227476755,83.363802773329
1,514,13,200.409836894686,435.556226229596
1,508,12,107.376533286796,106.367991386729
1,497,11,67.703968821218,40.446910027932
2,494,4,52.9952057486862,40.8147743133408
1,493,12,70.0031957984486,46.4548877415296
1,493,13,173.918340780683,286.73878985289
1,493,2,70.0031957984486,46.4548877415296
2,523,5,70.2638843089985,52.4918562387396
1,495,7,74.606290016474,45.3549706473793
2,523,8,70.2638843089985,52.4918562387396
2,494,6,52.9952057486862,40.8147743133408
2,523,6,70.2638843089985,52.4918562387396
1,499,8,87.4290073695156,86.607824057721
2,515,5,83.1641777417344,82.3830521524663
1,508,4,107.376533286796,106.367991386729
2,523,11,70.2638843089985,52.4918562387396
2,494,10,52.9952057486862,40.8147743133408
1,499,6,87.4290073695156,86.607824057721
1,514,6,55.6264940064629,33.5559496324804
2,496,12,63.8432071552708,63.2435551877519
1,516,4,69.4698064006949,37.5044524134654
2,498,7,86.5356984609939,85.7229056181068
2,496,2,63.8432071552708,63.2435551877519
2,500,3,91.7251960386776,90.863660462279
2,496,3,63.8432071552708,63.2435551877519
2,498,6,86.5356984609939,85.7229056181068
2,498,4,86.5356984609939,85.7229056181068
1,514,4,55.6264940064629,33.5559496324804
1,516,12,69.4698064006949,37.5044524134654
1,516,11,69.4698064006949,37.5044524134654
2,500,8,91.7251960386776,90.863660462279
2,517,7,247.873218471971,247.775836055392
2,519,5,116.505400070528,81.5217398627319
1,518,9,290.368223024139,290.254145515362
1,512,11,213.36293822076,142.154183787683
1,507,10,285.747146006314,285.634883988739
1,525,8,193.923924207738,135.130571127036
1,501,2,192.215664385126,142.782893824166
1,501,12,192.215664385126,142.782893824166
2,504,5,165.076898537432,165.012044466467
2,519,3,116.505400070528,81.5217398627319
2,509,13,860.804584585398,1872.11083640709
1,510,5,249.097537684806,173.041428953912
2,517,3,247.873218471971,247.775836055392
2,509,9,250.101264256842,158.035330346053
2,526,7,222.492951523578,222.405540300112
1,520,6,282.696926641723,282.585862969554
2,526,10,222.492951523578,222.405540300112
1,518,7,290.368223024139,290.254145515362
1,518,4,290.368223024139,290.254145515362
1,518,12,290.368223024139,290.254145515362
1,503,1,221.078630172295,125.703102375751
1,501,11,192.215664385126,142.782893824166
2,526,4,222.492951523578,222.405540300112
2,509,5,250.101264256842,158.035330346053
2,526,5,222.492951523578,222.405540300112
1,518,3,290.368223024139,290.254145515362
2,511,5,231.686875140255,231.595851882761
2,517,6,247.873218471971,247.775836055392
1,505,7,260.9621310367,162.015430008941
1,525,12,193.923924207738,135.130571127036
1,518,2,290.368223024139,290.254145515362
1,507,4,285.747146006314,285.634883988739
2,504,4,165.076898537432,165.012044466467
1,512,4,213.36293822076,142.154183787683
1,510,14,589.47236268679,969.032002141907
2,502,4,285.613992629797,285.501782924438
1,518,5,290.368223024139,290.254145515362
1,505,10,260.9621310367,162.015430008941
2,526,9,222.492951523578,222.405540300112
1,501,3,192.215664385126,142.782893824166
1,505,5,260.9621310367,162.015430008941
1,503,2,221.078630172295,125.703102375751
1,512,7,213.36293822076,142.154183787683
2,506,7,224.872555283189,224.784209180327
1,512,10,213.36293822076,142.154183787683
2,509,12,250.101264256842,158.035330346053
2,509,3,250.101264256842,158.035330346053
1,510,13,589.47236268679,969.032002141907
1,501,10,192.215664385126,142.782893824166
1,510,7,249.097537684806,173.041428953912
1,522,11,328.726740235231,328.597592743802
1,518,11,290.368223024139,290.254145515362
1,525,6,193.923924207738,135.130571127036
2,502,6,285.613992629797,285.501782924438
2,502,9,285.613992629797,285.501782924438
2,506,6,224.872555283189,224.784209180327
2,521,11,46.8511393435806,35.0172928046735
2,521,12,46.8511393435806,35.0172928046735
1,522,1,328.726740235231,328.597592743802
1,503,7,221.078630172295,125.703102375751
1,505,6,260.9621310367,162.015430008941
1,525,3,193.923924207738,135.130571127036
2,524,7,275.361182637958,275.253000973305
2,524,11,275.361182637958,275.253000973305
2,519,6,349.516200211585,733.695658764587
2,506,1,224.872555283189,224.784209180327
2,519,11,116.505400070528,81.5217398627319
1,505,11,260.9621310367,162.015430008941
2,509,7,250.101264256842,158.035330346053
2,504,2,165.076898537432,165.012044466467
2,504,12,165.076898537432,165.012044466467
1,501,4,192.215664385126,142.782893824166
1,510,11,249.097537684806,173.041428953912
2,502,12,285.613992629797,285.501782924438
2,506,8,224.872555283189,224.784209180327
1,522,8,328.726740235231,328.597592743802
1,522,7,328.726740235231,328.597592743802
2,526,1,222.492951523578,222.405540300112
2,502,1,285.613992629797,285.501782924438
1,503,6,221.078630172295,125.703102375751
1,525,9,193.923924207738,135.130571127036
2,502,10,285.613992629797,285.501782924438
2,506,2,224.872555283189,224.784209180327
2,511,4,231.686875140255,231.595851882761
2,511,12,231.686875140255,231.595851882761
1,507,11,285.747146006314,285.634883988739
2,506,4,224.872555283189,224.784209180327
1,510,10,249.097537684806,173.041428953912
1,512,1,213.36293822076,142.154183787683
2,504,6,165.076898537432,165.012044466467
1,503,8,221.078630172295,125.703102375751
1,501,6,192.215664385126,142.782893824166
1,503,3,221.078630172295,125.703102375751
2,519,9,116.505400070528,81.5217398627319
2,517,2,247.873218471971,247.775836055392
2,509,1,250.101264256842,158.035330346053
1,520,12,282.696926641723,282.585862969554
2,524,10,275.361182637958,275.253000973305
2,502,5,285.613992629797,285.501782924438
2,511,2,231.686875140255,231.595851882761
1,520,8,282.696926641723,282.585862969554
2,506,3,224.872555283189,224.784209180327
2,506,12,224.872555283189,224.784209180327
1,512,9,213.36293822076,142.154183787683
1,525,5,193.923924207738,135.130571127036
2,526,2,222.492951523578,222.405540300112
1,505,12,918.015669098735,2004.94094636065
1,522,2,328.726740235231,328.597592743802
1,510,3,249.097537684806,173.041428953912
1,520,7,282.696926641723,282.585862969554
1,522,10,328.726740235231,328.597592743802
2,521,8,46.8511393435806,35.0172928046735
2,521,6,46.8511393435806,35.0172928046735
1,507,9,285.747146006314,285.634883988739
2,509,11,250.101264256842,158.035330346053
2,502,2,285.613992629797,285.501782924438
2,524,3,275.361182637958,275.253000973305
1,505,9,260.9621310367,162.015430008941
1,507,8,285.747146006314,285.634883988739
1,512,5,213.36293822076,142.154183787683
1,525,10,193.923924207738,135.130571127036
2,521,7,46.8511393435806,35.0172928046735
1,520,1,282.696926641723,282.585862969554
2,511,1,231.686875140255,231.595851882761
1,507,2,285.747146006314,285.634883988739
2,519,12,116.505400070528,81.5217398627319
2,524,8,275.361182637958,275.253000973305
2,519,1,116.505400070528,81.5217398627319
1,520,11,282.696926641723,282.585862969554
1,520,10,282.696926641723,282.585862969554
2,511,6,231.686875140255,231.595851882761
1,510,4,249.097537684806,173.041428953912
1,501,1,192.215664385126,142.782893824166
2,524,5,275.361182637958,275.253000973305
1,503,10,861.65310856007,1909.48998370784
1,501,9,413.206104539224,659.830039641979
1,510,2,249.097537684806,173.041428953912
2,526,12,222.492951523578,222.405540300112
1,522,6,328.726740235231,328.597592743802
2,526,11,222.492951523578,222.405540300112
1,510,6,249.097537684806,173.041428953912
2,517,5,247.873218471971,247.775836055392
2,504,1,165.076898537432,165.012044466467
1,518,1,290.368223024139,290.254145515362
2,517,10,247.873218471971,247.775836055392
2,517,9,247.873218471971,247.775836055392
2,511,3,231.686875140255,231.595851882761
2,524,1,275.361182637958,275.253000973305
2,517,12,247.873218471971,247.775836055392
2,504,10,165.076898537432,165.012044466467
1,520,9,282.696926641723,282.585862969554
2,511,7,231.686875140255,231.595851882761
2,511,9,231.686875140255,231.595851882761
1,512,8,213.36293822076,142.154183787683
1,512,12,213.36293822076,142.154183787683
2,521,5,46.8511393435806,35.0172928046735
2,524,6,275.361182637958,275.253000973305
2,517,1,247.873218471971,247.775836055392
1,525,13,585.296168693878,1230.95504636034
2,526,6,222.492951523578,222.405540300112
1,512,2,213.36293822076,142.154183787683
1,512,3,685.574710819212,1467.67959928161
2,506,9,224.872555283189,224.784209180327
2,519,7,116.505400070528,81.5217398627319
2,502,8,285.613992629797,285.501782924438
2,524,2,275.361182637958,275.253000973305
1,507,1,285.747146006314,285.634883988739
2,517,8,247.873218471971,247.775836055392
2,509,4,250.101264256842,158.035330346053
2,506,11,224.872555283189,224.784209180327
2,506,10,224.872555283189,224.784209180327
2,511,11,231.686875140255,231.595851882761
1,505,8,260.9621310367,162.015430008941
1,522,9,328.726740235231,328.597592743802
1,525,11,193.923924207738,135.130571127036
1,518,8,290.368223024139,290.254145515362
2,519,8,116.505400070528,81.5217398627319
1,501,13,413.206104539224,659.830039641979
1,507,12,285.747146006314,285.634883988739
1,510,1,249.097537684806,173.041428953912
1,510,8,249.097537684806,173.041428953912
2,521,9,46.8511393435806,35.0172928046735
1,520,4,282.696926641723,282.585862969554
1,520,3,282.696926641723,282.585862969554
1,525,4,193.923924207738,135.130571127036
2,521,3,46.8511393435806,35.0172928046735
2,504,11,165.076898537432,165.012044466467
2,521,10,46.8511393435806,35.0172928046735
1,507,5,285.747146006314,285.634883988739
2,519,4,116.505400070528,81.5217398627319
1,503,11,221.078630172295,125.703102375751
1,501,5,192.215664385126,142.782893824166
2,511,10,231.686875140255,231.595851882761
2,506,5,224.872555283189,224.784209180327
2,524,9,275.361182637958,275.253000973305
2,509,6,250.101264256842,158.035330346053
1,520,5,282.696926641723,282.585862969554
2,502,11,285.613992629797,285.501782924438
1,512,6,213.36293822076,142.154183787683
1,505,4,260.9621310367,162.015430008941
2,526,8,222.492951523578,222.405540300112
2,504,7,165.076898537432,165.012044466467
2,517,11,247.873218471971,247.775836055392
2,517,4,247.873218471971,247.775836055392
1,505,3,260.9621310367,162.015430008941
1,503,9,221.078630172295,125.703102375751
2,502,3,285.613992629797,285.501782924438
1,507,3,285.747146006314,285.634883988739
2,509,2,250.101264256842,158.035330346053
2,521,1,46.8511393435806,35.0172928046735
2,504,9,165.076898537432,165.012044466467
2,504,8,165.076898537432,165.012044466467
2,524,4,275.361182637958,275.253000973305
1,522,12,328.726740235231,328.597592743802
1,522,3,328.726740235231,328.597592743802
2,504,3,165.076898537432,165.012044466467
1,505,2,260.9621310367,162.015430008941
2,521,4,46.8511393435806,35.0172928046735
1,518,10,290.368223024139,290.254145515362
1,507,7,285.747146006314,285.634883988739
1,522,5,328.726740235231,328.597592743802
1,503,12,221.078630172295,125.703102375751
1,507,6,285.747146006314,285.634883988739
2,524,12,275.361182637958,275.253000973305
2,519,10,116.505400070528,81.5217398627319
1,525,1,193.923924207738,135.130571127036
1,525,2,193.923924207738,135.130571127036
2,521,2,126.8734851094,256.793480567605
1,503,4,221.078630172295,125.703102375751
2,502,7,285.613992629797,285.501782924438
2,526,3,222.492951523578,222.405540300112
1,522,4,328.726740235231,328.597592743802
1,503,5,221.078630172295,125.703102375751
1,520,2,282.696926641723,282.585862969554
1,518,6,290.368223024139,290.254145515362
2,509,10,250.101264256842,158.035330346053
1,501,7,192.215664385126,142.782893824166
2,511,8,231.686875140255,231.595851882761
2,519,2,116.505400070528,81.5217398627319
1,505,1,260.9621310367,162.015430008941
1,541,7,17.7328296584353,11.3130268865739
1,531,3,22.803831166824,19.2716550484912
1,545,16,34.1299183032437,35.4231415742593
2,544,3,30.6278011933656,21.5511829928019
1,537,1,25.4162515618984,17.1763853808109
2,532,5,22.8454187012404,21.1400622204652
2,544,10,30.6278011933656,21.5511829928019
2,538,6,34.888119500423,32.0638671563545
2,538,7,34.888119500423,32.0638671563545
1,545,14,34.1299183032437,35.4231415742593
2,530,2,68.1344947336849,146.468050327247
2,534,11,21.838598859764,17.042156742578
2,528,8,28.5433661882005,21.4295262326124
2,534,5,21.838598859764,17.042156742578
1,537,9,25.4162515618984,17.1763853808109
1,545,1,34.5487059737025,36.2977870452287
2,555,7,24.877870750144,17.5511679365257
2,538,5,34.888119500423,32.0638671563545
1,527,14,49.8976842580418,81.3792570265957
2,544,2,30.6278011933656,21.5511829928019
2,532,12,22.8454187012404,21.1400622204652
2,555,5,24.877870750144,17.5511679365257
2,555,3,24.877870750144,17.5511679365257
2,544,4,30.6278011933656,21.5511829928019
2,538,12,34.888119500423,32.0638671563545
1,541,10,17.7328296584353,11.3130268865739
2,528,1,28.5433661882005,21.4295262326124
2,530,11,22.48033193944,15.9446232001814
1,533,14,38.114933368475,48.6188429189445
1,543,5,66.745342857037,57.7563762620541
2,544,11,30.6278011933656,21.5511829928019
1,539,14,31.6588670570579,37.9088101439373
2,528,4,64.4242151540629,109.169284581233
2,530,1,22.48033193944,15.9446232001814
2,540,11,24.660646647242,21.0367150099727
1,545,6,34.5487059737025,36.2977870452287
2,536,8,21.7663215567424,19.8024870257651
1,535,6,23.3468000373861,14.2680076343566
1,541,14,42.9998267025239,66.5205980930543
2,528,13,64.4242151540629,109.169284581233
1,535,2,23.3468000373861,14.2680076343566
2,555,9,24.877870750144,17.5511679365257
2,530,12,22.48033193944,15.9446232001814
2,532,3,22.8454187012404,21.1400622204652
1,529,7,27.9584918196391,22.0008936966937
1,537,11,25.4162515618984,17.1763853808109
1,535,14,68.2133623979492,121.800065171337
2,534,6,21.838598859764,17.042156742578
2,542,11,32.008355709341,26.654181367067
2,536,9,29.7018104185363,36.873596530735
1,529,6,47.8006566284924,64.3103046518739
1,531,15,37.884569627259,53.1897679338357
1,535,5,23.3468000373861,14.2680076343566
2,536,5,21.7663215567424,19.8024870257651
1,531,4,22.803831166824,19.2716550484912
2,536,13,29.7018104185363,36.873596530735
2,532,6,22.8454187012404,21.1400622204652
1,545,7,34.5487059737025,36.2977870452287
1,541,15,42.9998267025239,66.5205980930543
1,545,3,34.1299183032437,35.4231415742593
1,527,7,24.6980936330566,19.9379179715159
2,540,6,24.660646647242,21.0367150099727
2,534,8,21.838598859764,17.042156742578
1,541,2,17.7328296584353,11.3130268865739
1,541,1,17.7328296584353,11.3130268865739
2,534,4,21.838598859764,17.042156742578
2,544,9,30.6278011933656,21.5511829928019
1,527,10,24.6980936330566,19.9379179715159
1,533,13,38.114933368475,48.6188429189445
1,535,1,23.3468000373861,14.2680076343566
1,541,4,17.7328296584353,11.3130268865739
1,527,8,24.6980936330566,19.9379179715159
2,538,10,34.888119500423,32.0638671563545
1,537,8,25.4162515618984,17.1763853808109
2,544,13,96.9707023423715,216.033229516554
2,530,10,22.48033193944,15.9446232001814
2,532,7,22.8454187012404,21.1400622204652
1,545,10,34.5487059737025,36.2977870452287
1,535,11,23.3468000373861,14.2680076343566
2,540,1,24.660646647242,21.0367150099727
2,534,2,21.838598859764,17.042156742578
2,544,7,30.6278011933656,21.5511829928019
2,542,3,54.4758491754228,77.2052149942631
1,545,13,34.1299183032437,35.4231415742593
2,534,14,45.2615408762838,73.2038096442555
1,543,6,66.745342857037,57.7563762620541
1,539,2,22.9584631117513,19.9358629397729
1,545,17,34.1299183032437,35.4231415742593
2,534,10,21.838598859764,17.042156742578
2,528,7,28.5433661882005,21.4295262326124
1,527,6,24.6980936330566,19.9379179715159
1,543,16,99.13841878722,127.421283712161
2,555,4,24.877870750144,17.5511679365257
2,532,9,22.8454187012404,21.1400622204652
1,533,7,25.2405539865673,21.3212201505006
1,537,3,25.4162515618984,17.1763853808109
1,539,7,22.9584631117513,19.9358629397729
2,540,3,24.660646647242,21.0367150099727
1,537,7,25.4162515618984,17.1763853808109
