"grappe","menage","vague","s14aq00","s14aq01","s14aq02","s14aq02a","s14aq02b","s14aq03","s14aq04","s14aq05","s14aq06","s14aq07","s14aq08","s14aq09"
2,1,2,1,7,2,,,,,,,,,
2,1,2,1,6,2,,,,,,,,,
2,1,2,1,9,2,,,,,,,,,
2,1,2,1,4,2,,,,,,,,,
2,1,2,1,8,2,,,,,,,,,
2,1,2,1,5,2,,,,,,,,,
2,1,2,1,3,2,,,,,,,,,
2,1,2,1,1,2,,,,,,,,,
2,1,2,1,2,1,1,1,1,7,,,,2,
2,3,2,2,3,2,,,,,,,,,
2,3,2,2,2,1,1,1,1,2,,,,1,3
2,3,2,2,1,2,,,,,,,,,
2,3,2,2,6,2,,,,,,,,,
2,3,2,2,5,2,,,,,,,,,
2,3,2,2,9,2,,,,,,,,,
2,3,2,2,8,2,,,,,,,,,
2,3,2,2,7,2,,,,,,,,,
2,3,2,2,4,2,,,,,,,,,
2,4,2,1,2,1,2,2,1,4,,,,1,6
2,4,2,1,1,2,,,,,,,,,
2,4,2,1,8,2,,,,,,,,,
2,4,2,1,9,2,,,,,,,,,
2,4,2,1,3,1,1,1,1,1,,,,1,6
2,4,2,1,5,2,,,,,,,,,
2,4,2,1,6,2,,,,,,,,,
2,4,2,1,4,2,,,,,,,,,
2,4,2,1,7,2,,,,,,,,,
2,4,2,1,2,1,2,1,1,1,,,,1,6
2,5,2,2,2,1,1,1,1,2,,,,1,8
2,5,2,2,1,2,,,,,,,,,
2,5,2,2,9,2,,,,,,,,,
2,5,2,2,8,2,,,,,,,,,
2,5,2,2,4,2,,,,,,,,,
2,5,2,2,6,2,,,,,,,,,
2,5,2,2,5,2,,,,,,,,,
2,5,2,2,3,2,,,,,,,,,
2,5,2,2,7,2,,,,,,,,,
2,6,2,1,8,2,,,,,,,,,
2,6,2,1,5,2,,,,,,,,,
2,6,2,1,6,2,,,,,,,,,
2,6,2,1,3,2,,,,,,,,,
2,6,2,1,1,2,,,,,,,,,
2,6,2,1,4,2,,,,,,,,,
2,6,2,1,7,2,,,,,,,,,
2,6,2,1,9,2,,,,,,,,,
2,6,2,1,2,2,,,,,,,,,
2,7,2,1,5,2,,,,,,,,,
2,7,2,1,6,2,,,,,,,,,
2,7,2,1,9,2,,,,,,,,,
2,7,2,1,2,2,,,,,,,,,
2,7,2,1,4,2,,,,,,,,,
2,7,2,1,8,2,,,,,,,,,
2,7,2,1,7,2,,,,,,,,,
2,7,2,1,3,2,,,,,,,,,
2,7,2,1,1,2,,,,,,,,,
2,8,2,1,2,2,,,,,,,,,
2,8,2,1,3,2,,,,,,,,,
2,8,2,1,4,2,,,,,,,,,
2,8,2,1,8,2,,,,,,,,,
2,8,2,1,5,2,,,,,,,,,
2,8,2,1,6,2,,,,,,,,,
2,8,2,1,7,2,,,,,,,,,
2,8,2,1,9,2,,,,,,,,,
2,8,2,1,1,2,,,,,,,,,
2,12,2,2,1,2,,,,,,,,,
2,12,2,2,2,1,1,1,1,2,,,,1,3
2,12,2,2,7,2,,,,,,,,,
2,12,2,2,3,2,,,,,,,,,
2,12,2,2,6,2,,,,,,,,,
2,12,2,2,5,2,,,,,,,,,
2,12,2,2,8,2,,,,,,,,,
2,12,2,2,4,2,,,,,,,,,
2,12,2,2,9,2,,,,,,,,,
2,13,2,3,2,2,,,,,,,,,
2,13,2,3,5,2,,,,,,,,,
2,13,2,3,6,2,,,,,,,,,
2,13,2,3,3,2,,,,,,,,,
2,13,2,3,8,,,,,,,,,,
2,13,2,3,1,2,,,,,,,,,
2,13,2,3,4,2,,,,,,,,,
2,13,2,3,9,,,,,,,,,,
2,13,2,3,7,2,,,,,,,,,
2,14,2,1,1,2,,,,,,,,,
2,14,2,1,8,2,,,,,,,,,
2,14,2,1,3,2,,,,,,,,,
2,14,2,1,4,2,,,,,,,,,
2,14,2,1,7,2,,,,,,,,,
2,14,2,1,9,2,,,,,,,,,
2,14,2,1,5,2,,,,,,,,,
2,14,2,1,2,2,,,,,,,,,
2,14,2,1,6,2,,,,,,,,,
2,15,2,2,4,2,,,,,,,,,
2,15,2,2,3,2,,,,,,,,,
2,15,2,2,2,2,,,,,,,,,
2,15,2,2,6,2,,,,,,,,,
2,15,2,2,1,2,,,,,,,,,
2,15,2,2,7,2,,,,,,,,,
2,15,2,2,9,2,,,,,,,,,
2,15,2,2,8,2,,,,,,,,,
2,15,2,2,5,2,,,,,,,,,
2,16,2,1,9,2,,,,,,,,,
2,16,2,1,5,2,,,,,,,,,
2,16,2,1,1,2,,,,,,,,,
2,16,2,1,3,2,,,,,,,,,
2,16,2,1,2,1,1,1,1,1,,,,1,3
2,16,2,1,8,2,,,,,,,,,
2,16,2,1,6,2,,,,,,,,,
2,16,2,1,4,2,,,,,,,,,
2,16,2,1,7,2,,,,,,,,,
3,2,1,1,9,2,,,,,,,,,
3,2,1,1,5,2,,,,,,,,,
3,2,1,1,1,2,,,,,,,,,
3,2,1,1,7,2,,,,,,,,,
3,2,1,1,4,2,,,,,,,,,
3,2,1,1,8,2,,,,,,,,,
3,2,1,1,3,2,,,,,,,,,
3,2,1,1,2,1,1,1,1,1,,,,1,18
3,2,1,1,6,2,,,,,,,,,
3,3,1,1,5,2,,,,,,,,,
3,3,1,1,6,2,,,,,,,,,
3,3,1,1,1,2,,,,,,,,,
3,3,1,1,3,1,1,1,1,1,,,,1,6
3,3,1,1,9,2,,,,,,,,,
3,3,1,1,2,1,1,1,1,1,,,,1,4
3,3,1,1,8,2,,,,,,,,,
3,3,1,1,7,2,,,,,,,,,
3,3,1,1,4,1,1,1,1,1,,,,1,4
3,4,1,9,7,2,,,,,,,,,
3,4,1,9,1,2,,,,,,,,,
3,4,1,9,8,2,,,,,,,,,
3,4,1,9,9,2,,,,,,,,,
3,4,1,9,6,2,,,,,,,,,
3,4,1,9,2,1,3,1,1,10,,,,1,6
3,4,1,9,3,2,,,,,,,,,
3,4,1,9,2,1,3,2,1,3,,,,1,6
3,4,1,9,5,2,,,,,,,,,
3,4,1,9,2,1,3,3,1,4,,,,1,6
3,4,1,9,4,2,,,,,,,,,
3,5,1,2,8,2,,,,,,,,,
3,5,1,2,9,2,,,,,,,,,
3,5,1,2,1,2,,,,,,,,,
3,5,1,2,6,2,,,,,,,,,
3,5,1,2,4,2,,,,,,,,,
3,5,1,2,2,1,2,1,1,2,,,,1,6
3,5,1,2,7,2,,,,,,,,,
3,5,1,2,5,2,,,,,,,,,
3,5,1,2,2,1,2,2,1,3,,,,1,6
3,5,1,2,3,2,,,,,,,,,
3,6,1,1,4,2,,,,,,,,,
3,6,1,1,1,2,,,,,,,,,
3,6,1,1,3,2,,,,,,,,,
3,6,1,1,7,2,,,,,,,,,
3,6,1,1,9,2,,,,,,,,,
3,6,1,1,2,2,,,,,,,,,
3,6,1,1,5,2,,,,,,,,,
3,6,1,1,8,2,,,,,,,,,
3,6,1,1,6,2,,,,,,,,,
3,7,1,1,3,2,,,,,,,,,
3,7,1,1,7,2,,,,,,,,,
3,7,1,1,2,2,,,,,,,,,
3,7,1,1,4,2,,,,,,,,,
3,7,1,1,9,2,,,,,,,,,
3,7,1,1,6,2,,,,,,,,,
3,7,1,1,1,2,,,,,,,,,
3,7,1,1,8,2,,,,,,,,,
3,7,1,1,5,2,,,,,,,,,
3,9,1,1,7,1,3,1,1,1,,,,2,
3,9,1,1,7,1,3,2,1,2,,,,2,
3,9,1,1,4,2,,,,,,,,,
3,9,1,1,1,2,,,,,,,,,
3,9,1,1,8,2,,,,,,,,,
3,9,1,1,7,1,3,3,1,6,,,,2,
3,9,1,1,9,2,,,,,,,,,
3,9,1,1,6,1,3,1,1,1,,,,2,
3,9,1,1,2,1,1,1,1,1,,,,2,
3,9,1,1,3,1,1,1,1,1,,,,2,
3,9,1,1,6,1,3,3,1,6,,,,2,
3,9,1,1,5,2,,,,,,,,,
3,9,1,1,6,1,3,2,1,2,,,,2,
3,13,1,1,2,1,1,1,1,1,,,,2,
3,13,1,1,6,2,,,,,,,,,
3,13,1,1,9,2,,,,,,,,,
3,13,1,1,4,1,1,1,1,1,,,,2,
3,13,1,1,7,2,,,,,,,,,
3,13,1,1,1,2,,,,,,,,,
3,13,1,1,8,2,,,,,,,,,
3,13,1,1,3,2,,,,,,,,,
3,13,1,1,5,2,,,,,,,,,
3,14,1,2,8,2,,,,,,,,,
3,14,1,2,1,2,,,,,,,,,
3,14,1,2,4,2,,,,,,,,,
3,14,1,2,2,2,,,,,,,,,
3,14,1,2,5,2,,,,,,,,,
3,14,1,2,3,1,1,1,1,2,,,,2,
3,14,1,2,6,2,,,,,,,,,
3,14,1,2,7,2,,,,,,,,,
3,14,1,2,9,2,,,,,,,,,
3,15,1,2,5,2,,,,,,,,,
3,15,1,2,7,2,,,,,,,,,
3,15,1,2,1,2,,,,,,,,,
3,15,1,2,9,2,,,,,,,,,
3,15,1,2,4,2,,,,,,,,,
3,15,1,2,6,1,1,1,1,2,,,,2,
3,15,1,2,3,2,,,,,,,,,
3,15,1,2,2,1,1,1,1,2,,,,2,
3,15,1,2,8,2,,,,,,,,,
3,16,1,1,5,2,,,,,,,,,
3,16,1,1,6,2,,,,,,,,,
3,16,1,1,7,2,,,,,,,,,
3,16,1,1,2,2,,,,,,,,,
3,16,1,1,9,1,1,1,1,1,,,,1,7
3,16,1,1,3,2,,,,,,,,,
3,16,1,1,8,2,,,,,,,,,
3,16,1,1,1,2,,,,,,,,,
3,16,1,1,4,2,,,,,,,,,
3,17,1,1,6,1,1,1,1,4,,,,1,10
3,17,1,1,9,2,,,,,,,,,
3,17,1,1,2,1,1,1,1,4,,,,1,10
3,17,1,1,1,2,,,,,,,,,
3,17,1,1,4,2,,,,,,,,,
3,17,1,1,7,2,,,,,,,,,
3,17,1,1,5,2,,,,,,,,,
3,17,1,1,8,2,,,,,,,,,
3,17,1,1,3,1,1,1,1,1,,,,1,8
4,1,2,1,3,2,,,,,,,,,
4,1,2,1,7,2,,,,,,,,,
4,1,2,1,2,1,1,1,1,1,,,,2,
4,1,2,1,6,2,,,,,,,,,
4,1,2,1,9,2,,,,,,,,,
4,1,2,1,5,2,,,,,,,,,
4,1,2,1,4,2,,,,,,,,,
4,1,2,1,8,2,,,,,,,,,
4,1,2,1,1,2,,,,,,,,,
4,2,2,1,9,2,,,,,,,,,
4,2,2,1,3,2,,,,,,,,,
4,2,2,1,4,2,,,,,,,,,
4,2,2,1,8,2,,,,,,,,,
4,2,2,1,5,2,,,,,,,,,
4,2,2,1,7,2,,,,,,,,,
4,2,2,1,1,2,,,,,,,,,
4,2,2,1,2,1,1,1,1,1,,,,1,3
4,2,2,1,6,2,,,,,,,,,
4,3,2,1,8,2,,,,,,,,,
4,3,2,1,4,1,1,1,1,1,,,,2,
4,3,2,1,1,2,,,,,,,,,
4,3,2,1,3,2,,,,,,,,,
4,3,2,1,7,2,,,,,,,,,
4,3,2,1,2,2,,,,,,,,,
4,3,2,1,6,2,,,,,,,,,
4,3,2,1,9,2,,,,,,,,,
4,3,2,1,5,2,,,,,,,,,
4,4,2,1,6,2,,,,,,,,,
4,4,2,1,9,2,,,,,,,,,
4,4,2,1,3,2,,,,,,,,,
4,4,2,1,7,2,,,,,,,,,
4,4,2,1,8,2,,,,,,,,,
4,4,2,1,1,2,,,,,,,,,
4,4,2,1,5,2,,,,,,,,,
4,4,2,1,4,2,,,,,,,,,
4,4,2,1,2,2,,,,,,,,,
4,5,2,3,1,2,,,,,,,,,
4,5,2,3,5,2,,,,,,,,,
4,5,2,3,7,2,,,,,,,,,
4,5,2,3,8,2,,,,,,,,,
4,5,2,3,3,2,,,,,,,,,
4,5,2,3,9,2,,,,,,,,,
4,5,2,3,4,2,,,,,,,,,
4,5,2,3,2,1,1,1,1,3,,,,1,6
4,5,2,3,6,2,,,,,,,,,
4,7,2,3,4,2,,,,,,,,,
4,7,2,3,3,2,,,,,,,,,
4,7,2,3,6,2,,,,,,,,,
4,7,2,3,5,2,,,,,,,,,
4,7,2,3,1,2,,,,,,,,,
4,7,2,3,9,2,,,,,,,,,
4,7,2,3,2,2,,,,,,,,,
4,7,2,3,7,2,,,,,,,,,
4,7,2,3,8,2,,,,,,,,,
4,8,2,1,5,2,,,,,,,,,
4,8,2,1,3,2,,,,,,,,,
4,8,2,1,2,2,,,,,,,,,
4,8,2,1,6,1,1,1,1,1,,,,1,3
4,8,2,1,9,2,,,,,,,,,
4,8,2,1,1,2,,,,,,,,,
4,8,2,1,7,2,,,,,,,,,
4,8,2,1,4,2,,,,,,,,,
4,8,2,1,8,2,,,,,,,,,
4,9,2,1,1,2,,,,,,,,,
4,9,2,1,4,2,,,,,,,,,
4,9,2,1,2,1,1,1,1,1,,,,1,3
4,9,2,1,5,2,,,,,,,,,
4,9,2,1,3,2,,,,,,,,,
4,9,2,1,7,2,,,,,,,,,
4,9,2,1,6,2,,,,,,,,,
4,9,2,1,8,2,,,,,,,,,
4,9,2,1,9,2,,,,,,,,,
4,11,2,2,4,2,,,,,,,,,
4,11,2,2,9,2,,,,,,,,,
4,11,2,2,8,2,,,,,,,,,
4,11,2,2,5,2,,,,,,,,,
4,11,2,2,7,2,,,,,,,,,
4,11,2,2,3,2,,,,,,,,,
4,11,2,2,2,2,,,,,,,,,
4,11,2,2,6,2,,,,,,,,,
4,11,2,2,1,2,,,,,,,,,
4,12,2,1,4,2,,,,,,,,,
4,12,2,1,3,2,,,,,,,,,
4,12,2,1,6,2,,,,,,,,,
4,12,2,1,8,2,,,,,,,,,
4,12,2,1,9,2,,,,,,,,,
4,12,2,1,1,2,,,,,,,,,
4,12,2,1,7,2,,,,,,,,,
4,12,2,1,2,2,,,,,,,,,
4,12,2,1,5,2,,,,,,,,,
4,13,2,1,1,1,1,1,1,1,,,,1,1
4,13,2,1,7,2,,,,,,,,,
4,13,2,1,4,2,,,,,,,,,
4,13,2,1,8,2,,,,,,,,,
4,13,2,1,6,2,,,,,,,,,
4,13,2,1,5,2,,,,,,,,,
4,13,2,1,2,1,1,1,1,1,,,,1,6
4,13,2,1,9,2,,,,,,,,,
4,13,2,1,3,2,,,,,,,,,
5,2,1,2,2,1,2,2,1,21,,,,1,3
5,2,1,2,2,1,2,1,1,1,,,,1,3
5,2,1,2,7,2,,,,,,,,,
5,2,1,2,6,2,,,,,,,,,
5,2,1,2,3,2,,,,,,,,,
5,2,1,2,9,2,,,,,,,,,
5,2,1,2,4,2,,,,,,,,,
5,2,1,2,1,2,,,,,,,,,
5,2,1,2,5,2,,,,,,,,,
5,2,1,2,8,2,,,,,,,,,
5,4,1,2,4,2,,,,,,,,,
5,4,1,2,2,1,1,1,1,2,,,,1,6
5,4,1,2,6,2,,,,,,,,,
5,4,1,2,7,2,,,,,,,,,
5,4,1,2,8,2,,,,,,,,,
5,4,1,2,5,2,,,,,,,,,
5,4,1,2,9,2,,,,,,,,,
5,4,1,2,1,2,,,,,,,,,
5,4,1,2,3,1,1,1,1,1,,,,1,7
5,5,1,1,8,2,,,,,,,,,
5,5,1,1,1,2,,,,,,,,,
5,5,1,1,6,2,,,,,,,,,
5,5,1,1,9,1,1,1,1,6,,,,2,
5,5,1,1,3,1,1,1,1,1,,,,2,
5,5,1,1,4,2,,,,,,,,,
5,5,1,1,5,2,,,,,,,,,
5,5,1,1,2,2,,,,,,,,,
5,5,1,1,7,2,,,,,,,,,
5,6,1,1,9,2,,,,,,,,,
5,6,1,1,2,2,,,,,,,,,
5,6,1,1,4,2,,,,,,,,,
5,6,1,1,3,2,,,,,,,,,
5,6,1,1,8,2,,,,,,,,,
5,6,1,1,1,2,,,,,,,,,
5,6,1,1,7,2,,,,,,,,,
5,6,1,1,5,2,,,,,,,,,
5,6,1,1,6,2,,,,,,,,,
5,7,1,2,8,2,,,,,,,,,
5,7,1,2,1,2,,,,,,,,,
5,7,1,2,3,2,,,,,,,,,
5,7,1,2,2,2,,,,,,,,,
5,7,1,2,9,2,,,,,,,,,
5,7,1,2,7,2,,,,,,,,,
5,7,1,2,4,2,,,,,,,,,
5,7,1,2,5,2,,,,,,,,,
5,7,1,2,6,2,,,,,,,,,
5,9,1,1,2,2,,,,,,,,,
5,9,1,1,1,2,,,,,,,,,
5,9,1,1,6,2,,,,,,,,,
5,9,1,1,8,2,,,,,,,,,
5,9,1,1,5,2,,,,,,,,,
5,9,1,1,9,2,,,,,,,,,
5,9,1,1,4,,,,,,,,,,
5,9,1,1,3,,,,,,,,,,
5,9,1,1,7,2,,,,,,,,,
5,10,1,8,3,2,,,,,,,,,
5,10,1,8,9,2,,,,,,,,,
5,10,1,8,2,2,,,,,,,,,
5,10,1,8,8,2,,,,,,,,,
5,10,1,8,5,2,,,,,,,,,
5,10,1,8,1,2,,,,,,,,,
5,10,1,8,6,2,,,,,,,,,
5,10,1,8,4,2,,,,,,,,,
5,10,1,8,7,2,,,,,,,,,
5,11,1,5,3,2,,,,,,,,,
5,11,1,5,9,2,,,,,,,,,
5,11,1,5,4,2,,,,,,,,,
5,11,1,5,1,2,,,,,,,,,
5,11,1,5,8,2,,,,,,,,,
5,11,1,5,7,2,,,,,,,,,
5,11,1,5,2,1,1,1,1,3,,,,1,8
5,11,1,5,6,2,,,,,,,,,
5,11,1,5,5,2,,,,,,,,,
5,12,1,4,4,2,,,,,,,,,
5,12,1,4,5,2,,,,,,,,,
5,12,1,4,2,2,,,,,,,,,
5,12,1,4,7,2,,,,,,,,,
5,12,1,4,9,2,,,,,,,,,
5,12,1,4,3,2,,,,,,,,,
5,12,1,4,8,2,,,,,,,,,
5,12,1,4,6,2,,,,,,,,,
5,12,1,4,1,2,,,,,,,,,
5,13,1,1,1,2,,,,,,,,,
5,13,1,1,2,2,,,,,,,,,
5,13,1,1,9,2,,,,,,,,,
5,13,1,1,3,2,,,,,,,,,
5,13,1,1,8,2,,,,,,,,,
5,13,1,1,5,2,,,,,,,,,
5,13,1,1,6,2,,,,,,,,,
5,13,1,1,7,2,,,,,,,,,
5,13,1,1,4,2,,,,,,,,,
5,14,1,3,3,2,,,,,,,,,
5,14,1,3,5,2,,,,,,,,,
5,14,1,3,7,2,,,,,,,,,
5,14,1,3,1,2,,,,,,,,,
5,14,1,3,8,2,,,,,,,,,
5,14,1,3,4,2,,,,,,,,,
5,14,1,3,2,2,,,,,,,,,
5,14,1,3,9,2,,,,,,,,,
5,14,1,3,6,2,,,,,,,,,
5,15,1,3,3,2,,,,,,,,,
5,15,1,3,2,2,,,,,,,,,
5,15,1,3,9,1,1,1,1,3,,,,2,
5,15,1,3,1,2,,,,,,,,,
5,15,1,3,5,2,,,,,,,,,
5,15,1,3,6,1,1,1,1,2,,,,2,
5,15,1,3,8,2,,,,,,,,,
5,15,1,3,7,1,1,1,1,3,,,,2,
5,15,1,3,4,2,,,,,,,,,
6,2,2,2,3,2,,,,,,,,,
6,2,2,2,1,2,,,,,,,,,
6,2,2,2,5,2,,,,,,,,,
6,2,2,2,4,2,,,,,,,,,
6,2,2,2,7,2,,,,,,,,,
6,2,2,2,9,2,,,,,,,,,
6,2,2,2,6,2,,,,,,,,,
6,2,2,2,8,2,,,,,,,,,
6,2,2,2,2,2,,,,,,,,,
6,3,2,1,8,2,,,,,,,,,
6,3,2,1,2,1,1,1,1,1,,,,2,
6,3,2,1,9,2,,,,,,,,,
6,3,2,1,5,2,,,,,,,,,
6,3,2,1,6,2,,,,,,,,,
6,3,2,1,1,2,,,,,,,,,
6,3,2,1,3,2,,,,,,,,,
6,3,2,1,7,2,,,,,,,,,
6,3,2,1,4,2,,,,,,,,,
6,4,2,1,2,2,,,,,,,,,
6,4,2,1,4,2,,,,,,,,,
6,4,2,1,7,2,,,,,,,,,
6,4,2,1,9,2,,,,,,,,,
6,4,2,1,5,2,,,,,,,,,
6,4,2,1,1,2,,,,,,,,,
6,4,2,1,6,2,,,,,,,,,
6,4,2,1,3,2,,,,,,,,,
6,4,2,1,8,2,,,,,,,,,
6,5,2,1,8,2,,,,,,,,,
6,5,2,1,6,2,,,,,,,,,
6,5,2,1,9,2,,,,,,,,,
6,5,2,1,4,2,,,,,,,,,
6,5,2,1,2,2,,,,,,,,,
6,5,2,1,7,2,,,,,,,,,
6,5,2,1,5,2,,,,,,,,,
6,5,2,1,1,2,,,,,,,,,
6,5,2,1,3,2,,,,,,,,,
6,6,2,2,4,2,,,,,,,,,
6,6,2,2,7,2,,,,,,,,,
6,6,2,2,2,1,2,2,1,3,,,,1,8
6,6,2,2,3,2,,,,,,,,,
6,6,2,2,9,2,,,,,,,,,
6,6,2,2,6,2,,,,,,,,,
6,6,2,2,8,2,,,,,,,,,
6,6,2,2,1,2,,,,,,,,,
6,6,2,2,2,1,2,1,1,2,,,,1,8
6,6,2,2,5,2,,,,,,,,,
6,7,2,6,4,2,,,,,,,,,
6,7,2,6,1,2,,,,,,,,,
6,7,2,6,9,2,,,,,,,,,
6,7,2,6,3,2,,,,,,,,,
6,7,2,6,7,2,,,,,,,,,
6,7,2,6,2,2,,,,,,,,,
6,7,2,6,5,2,,,,,,,,,
6,7,2,6,8,2,,,,,,,,,
6,7,2,6,6,2,,,,,,,,,
6,8,2,1,2,2,,,,,,,,,
6,8,2,1,6,2,,,,,,,,,
6,8,2,1,7,2,,,,,,,,,
6,8,2,1,9,2,,,,,,,,,
6,8,2,1,1,2,,,,,,,,,
6,8,2,1,5,2,,,,,,,,,
6,8,2,1,8,2,,,,,,,,,
6,8,2,1,4,2,,,,,,,,,
6,8,2,1,3,2,,,,,,,,,
6,10,2,2,7,2,,,,,,,,,
6,10,2,2,1,2,,,,,,,,,
6,10,2,2,6,2,,,,,,,,,
6,10,2,2,3,2,,,,,,,,,
6,10,2,2,5,2,,,,,,,,,
6,10,2,2,2,2,,,,,,,,,
6,10,2,2,9,2,,,,,,,,,
6,10,2,2,8,2,,,,,,,,,
6,10,2,2,4,2,,,,,,,,,
6,11,2,2,9,2,,,,,,,,,
6,11,2,2,6,2,,,,,,,,,
6,11,2,2,5,2,,,,,,,,,
6,11,2,2,1,2,,,,,,,,,
6,11,2,2,2,2,,,,,,,,,
6,11,2,2,3,2,,,,,,,,,
6,11,2,2,4,2,,,,,,,,,
6,11,2,2,8,2,,,,,,,,,
6,11,2,2,7,2,,,,,,,,,
6,12,2,1,6,2,,,,,,,,,
6,12,2,1,9,2,,,,,,,,,
6,12,2,1,1,2,,,,,,,,,
6,12,2,1,2,2,,,,,,,,,
6,12,2,1,5,2,,,,,,,,,
6,12,2,1,7,2,,,,,,,,,
6,12,2,1,3,2,,,,,,,,,
6,12,2,1,4,2,,,,,,,,,
6,12,2,1,8,2,,,,,,,,,
6,13,2,1,7,2,,,,,,,,,
6,13,2,1,8,2,,,,,,,,,
6,13,2,1,6,2,,,,,,,,,
6,13,2,1,5,2,,,,,,,,,
6,13,2,1,4,2,,,,,,,,,
6,13,2,1,9,2,,,,,,,,,
6,13,2,1,2,2,,,,,,,,,
6,13,2,1,3,2,,,,,,,,,
6,13,2,1,1,2,,,,,,,,,
6,14,2,1,1,2,,,,,,,,,
6,14,2,1,2,2,,,,,,,,,
6,14,2,1,7,2,,,,,,,,,
6,14,2,1,9,2,,,,,,,,,
6,14,2,1,4,2,,,,,,,,,
6,14,2,1,8,2,,,,,,,,,
6,14,2,1,3,2,,,,,,,,,
6,14,2,1,6,2,,,,,,,,,
6,14,2,1,5,2,,,,,,,,,
7,1,1,1,6,2,,,,,,,,,
7,1,1,1,4,2,,,,,,,,,
7,1,1,1,7,2,,,,,,,,,
7,1,1,1,2,2,,,,,,,,,
7,1,1,1,9,2,,,,,,,,,
7,1,1,1,1,1,1,1,1,1,,,,1,1
7,1,1,1,3,2,,,,,,,,,
7,1,1,1,8,2,,,,,,,,,
7,1,1,1,5,2,,,,,,,,,
7,2,1,1,9,2,,,,,,,,,
7,2,1,1,5,2,,,,,,,,,
7,2,1,1,2,1,1,1,1,1,,,,1,12
7,2,1,1,8,1,1,1,1,1,,,,1,12
7,2,1,1,3,2,,,,,,,,,
7,2,1,1,7,2,,,,,,,,,
7,2,1,1,6,2,,,,,,,,,
7,2,1,1,4,2,,,,,,,,,
7,2,1,1,1,2,,,,,,,,,
7,3,1,1,4,2,,,,,,,,,
7,3,1,1,9,2,,,,,,,,,
7,3,1,1,5,2,,,,,,,,,
7,3,1,1,2,1,1,1,1,3,,,,1,6
7,3,1,1,3,2,,,,,,,,,
7,3,1,1,7,2,,,,,,,,,
7,3,1,1,8,2,,,,,,,,,
7,3,1,1,6,2,,,,,,,,,
7,3,1,1,1,2,,,,,,,,,
7,13,1,2,1,2,,,,,,,,,
7,13,1,2,7,2,,,,,,,,,
7,13,1,2,5,2,,,,,,,,,
7,13,1,2,4,2,,,,,,,,,
7,13,1,2,2,2,,,,,,,,,
7,13,1,2,6,2,,,,,,,,,
7,13,1,2,8,2,,,,,,,,,
7,13,1,2,3,2,,,,,,,,,
7,13,1,2,9,2,,,,,,,,,
7,14,1,1,8,2,,,,,,,,,
7,14,1,1,7,2,,,,,,,,,
7,14,1,1,9,2,,,,,,,,,
7,14,1,1,5,2,,,,,,,,,
7,14,1,1,6,2,,,,,,,,,
7,14,1,1,4,2,,,,,,,,,
7,14,1,1,3,2,,,,,,,,,
7,14,1,1,1,2,,,,,,,,,
7,14,1,1,2,2,,,,,,,,,
7,15,1,2,1,2,,,,,,,,,
7,15,1,2,3,2,,,,,,,,,
7,15,1,2,4,2,,,,,,,,,
7,15,1,2,2,2,,,,,,,,,
7,15,1,2,9,2,,,,,,,,,
7,15,1,2,7,2,,,,,,,,,
7,15,1,2,6,2,,,,,,,,,
7,15,1,2,8,2,,,,,,,,,
7,15,1,2,5,2,,,,,,,,,
7,16,1,1,6,2,,,,,,,,,
7,16,1,1,1,2,,,,,,,,,
7,16,1,1,2,2,,,,,,,,,
7,16,1,1,9,2,,,,,,,,,
7,16,1,1,8,2,,,,,,,,,
7,16,1,1,7,2,,,,,,,,,
7,16,1,1,3,2,,,,,,,,,
7,16,1,1,4,2,,,,,,,,,
7,16,1,1,5,2,,,,,,,,,
7,17,1,1,3,2,,,,,,,,,
7,17,1,1,5,2,,,,,,,,,
7,17,1,1,8,2,,,,,,,,,
7,17,1,1,7,2,,,,,,,,,
7,17,1,1,1,2,,,,,,,,,
7,17,1,1,9,2,,,,,,,,,
7,17,1,1,6,2,,,,,,,,,
7,17,1,1,2,2,,,,,,,,,
7,17,1,1,4,2,,,,,,,,,
8,2,2,1,4,2,,,,,,,,,
8,2,2,1,7,2,,,,,,,,,
8,2,2,1,5,2,,,,,,,,,
8,2,2,1,3,2,,,,,,,,,
8,2,2,1,2,2,,,,,,,,,
8,2,2,1,6,1,1,1,1,1,,,,2,
8,2,2,1,9,2,,,,,,,,,
8,2,2,1,8,2,,,,,,,,,
8,2,2,1,1,2,,,,,,,,,
8,3,2,1,2,1,3,1,1,1,,,,1,6
8,3,2,1,6,2,,,,,,,,,
8,3,2,1,2,1,3,3,1,5,,,,1,6
8,3,2,1,4,2,,,,,,,,,
8,3,2,1,7,2,,,,,,,,,
8,3,2,1,2,1,3,2,1,2,,,,1,6
8,3,2,1,9,2,,,,,,,,,
8,3,2,1,8,2,,,,,,,,,
8,3,2,1,3,2,,,,,,,,,
8,3,2,1,1,2,,,,,,,,,
8,3,2,1,5,2,,,,,,,,,
8,5,2,1,1,2,,,,,,,,,
8,5,2,1,6,2,,,,,,,,,
8,5,2,1,4,2,,,,,,,,,
8,5,2,1,8,2,,,,,,,,,
8,5,2,1,9,2,,,,,,,,,
8,5,2,1,5,2,,,,,,,,,
8,5,2,1,7,2,,,,,,,,,
8,5,2,1,2,1,1,1,1,1,,,,1,4
8,5,2,1,3,2,,,,,,,,,
8,7,2,1,9,2,,,,,,,,,
8,7,2,1,4,2,,,,,,,,,
8,7,2,1,6,2,,,,,,,,,
