"grappe","menage","vague","s14aq00","s14aq01","s14aq02","s14aq02a","s14aq02b","s14aq03","s14aq04","s14aq05","s14aq06","s14aq07","s14aq08","s14aq09"
39,5,1,1,5,2,,,,,,,,,
39,5,1,1,6,2,,,,,,,,,
39,6,1,1,5,2,,,,,,,,,
39,6,1,1,3,2,,,,,,,,,
39,6,1,1,6,2,,,,,,,,,
39,6,1,1,9,2,,,,,,,,,
39,6,1,1,1,2,,,,,,,,,
39,6,1,1,8,2,,,,,,,,,
39,6,1,1,2,1,1,1,1,1,,,,1,6
39,6,1,1,4,2,,,,,,,,,
39,6,1,1,7,2,,,,,,,,,
39,7,1,1,9,2,,,,,,,,,
39,7,1,1,7,2,,,,,,,,,
39,7,1,1,3,2,,,,,,,,,
39,7,1,1,6,2,,,,,,,,,
39,7,1,1,4,2,,,,,,,,,
39,7,1,1,5,2,,,,,,,,,
39,7,1,1,8,2,,,,,,,,,
39,7,1,1,1,2,,,,,,,,,
39,7,1,1,2,2,,,,,,,,,
39,8,1,2,4,1,3,1,1,1,,,,2,
39,8,1,2,5,2,,,,,,,,,
39,8,1,2,8,2,,,,,,,,,
39,8,1,2,4,1,3,2,1,2,,,,2,
39,8,1,2,2,2,,,,,,,,,
39,8,1,2,6,2,,,,,,,,,
39,8,1,2,1,2,,,,,,,,,
39,8,1,2,7,2,,,,,,,,,
39,8,1,2,9,2,,,,,,,,,
39,8,1,2,4,1,3,3,1,6,,,,2,
39,8,1,2,3,1,1,1,1,1,,,,2,
39,9,1,1,9,2,,,,,,,,,
39,9,1,1,3,2,,,,,,,,,
39,9,1,1,1,1,1,1,1,5,,,,1,1
39,9,1,1,7,2,,,,,,,,,
39,9,1,1,2,1,2,2,1,2,,,,1,7
39,9,1,1,8,1,1,1,1,1,,,,1,3
39,9,1,1,2,1,2,1,1,1,,,,1,7
39,9,1,1,6,2,,,,,,,,,
39,9,1,1,5,2,,,,,,,,,
39,9,1,1,4,2,,,,,,,,,
39,10,1,13,8,1,1,1,1,13,,,,2,
39,10,1,13,4,2,,,,,,,,,
39,10,1,13,9,2,,,,,,,,,
39,10,1,13,6,2,,,,,,,,,
39,10,1,13,3,2,,,,,,,,,
39,10,1,13,7,2,,,,,,,,,
39,10,1,13,2,2,,,,,,,,,
39,10,1,13,5,2,,,,,,,,,
39,10,1,13,1,2,,,,,,,,,
39,13,1,6,6,2,,,,,,,,,
39,13,1,6,8,2,,,,,,,,,
39,13,1,6,3,2,,,,,,,,,
39,13,1,6,5,2,,,,,,,,,
39,13,1,6,2,1,1,1,1,6,,,,1,3
39,13,1,6,7,2,,,,,,,,,
39,13,1,6,9,2,,,,,,,,,
39,13,1,6,4,2,,,,,,,,,
39,13,1,6,1,2,,,,,,,,,
39,14,1,1,4,2,,,,,,,,,
39,14,1,1,6,2,,,,,,,,,
39,14,1,1,2,2,,,,,,,,,
39,14,1,1,1,2,,,,,,,,,
39,14,1,1,7,2,,,,,,,,,
39,14,1,1,9,2,,,,,,,,,
39,14,1,1,8,2,,,,,,,,,
39,14,1,1,3,2,,,,,,,,,
39,14,1,1,5,2,,,,,,,,,
40,1,2,1,7,2,,,,,,,,,
40,1,2,1,4,2,,,,,,,,,
40,1,2,1,6,2,,,,,,,,,
40,1,2,1,5,2,,,,,,,,,
40,1,2,1,8,2,,,,,,,,,
40,1,2,1,3,2,,,,,,,,,
40,1,2,1,2,2,,,,,,,,,
40,1,2,1,1,2,,,,,,,,,
40,1,2,1,9,2,,,,,,,,,
40,2,2,22,9,2,,,,,,,,,
40,2,2,22,8,2,,,,,,,,,
40,2,2,22,2,2,,,,,,,,,
40,2,2,22,7,2,,,,,,,,,
40,2,2,22,6,2,,,,,,,,,
40,2,2,22,1,2,,,,,,,,,
40,2,2,22,5,2,,,,,,,,,
40,2,2,22,3,2,,,,,,,,,
40,2,2,22,4,2,,,,,,,,,
40,3,2,7,9,2,,,,,,,,,
40,3,2,7,8,2,,,,,,,,,
40,3,2,7,6,1,2,1,1,1,,,,1,2
40,3,2,7,2,1,1,1,1,7,,,,1,1
40,3,2,7,4,2,,,,,,,,,
40,3,2,7,6,1,2,2,1,7,,,,1,2
40,3,2,7,3,2,,,,,,,,,
40,3,2,7,7,2,,,,,,,,,
40,3,2,7,5,2,,,,,,,,,
40,3,2,7,1,2,,,,,,,,,
40,4,2,2,2,1,3,1,2,,1,46,3,1,6
40,4,2,2,5,2,,,,,,,,,
40,4,2,2,4,2,,,,,,,,,
40,4,2,2,2,1,3,2,1,2,,,,1,6
40,4,2,2,1,2,,,,,,,,,
40,4,2,2,6,2,,,,,,,,,
40,4,2,2,3,2,,,,,,,,,
40,4,2,2,7,2,,,,,,,,,
40,4,2,2,2,1,3,3,1,19,,,,1,6
40,4,2,2,8,2,,,,,,,,,
40,4,2,2,9,2,,,,,,,,,
40,5,2,3,1,2,,,,,,,,,
40,5,2,3,6,2,,,,,,,,,
40,5,2,3,3,2,,,,,,,,,
40,5,2,3,5,2,,,,,,,,,
40,5,2,3,2,1,3,1,1,3,,,,1,6
40,5,2,3,9,2,,,,,,,,,
40,5,2,3,4,2,,,,,,,,,
40,5,2,3,7,2,,,,,,,,,
40,5,2,3,8,2,,,,,,,,,
40,5,2,3,2,1,3,2,1,3,,,,1,6
40,5,2,3,2,1,3,3,1,13,,,,1,6
40,7,2,1,8,1,1,1,1,1,,,,1,2
40,7,2,1,1,2,,,,,,,,,
40,7,2,1,5,2,,,,,,,,,
40,7,2,1,9,2,,,,,,,,,
40,7,2,1,7,2,,,,,,,,,
40,7,2,1,4,1,1,1,1,1,,,,1,3
40,7,2,1,3,2,,,,,,,,,
40,7,2,1,6,2,,,,,,,,,
40,7,2,1,2,1,1,1,1,1,,,,1,2
40,8,2,6,7,2,,,,,,,,,
40,8,2,6,8,2,,,,,,,,,
40,8,2,6,9,2,,,,,,,,,
40,8,2,6,4,1,1,1,1,1,,,,1,3
40,8,2,6,3,2,,,,,,,,,
40,8,2,6,1,2,,,,,,,,,
40,8,2,6,2,1,2,2,1,6,,,,1,2
40,8,2,6,6,1,3,1,1,1,,,,1,2
40,8,2,6,6,1,3,2,1,4,,,,1,2
40,8,2,6,2,1,2,1,1,1,,,,1,2
40,8,2,6,5,2,,,,,,,,,
40,8,2,6,6,1,3,3,1,5,,,,1,2
40,9,2,2,5,2,,,,,,,,,
40,9,2,2,6,1,3,2,1,5,,,,1,2
40,9,2,2,1,2,,,,,,,,,
40,9,2,2,4,2,,,,,,,,,
40,9,2,2,7,2,,,,,,,,,
40,9,2,2,3,2,,,,,,,,,
40,9,2,2,2,1,2,2,1,5,,,,1,3
40,9,2,2,6,1,3,3,1,2,,,,1,2
40,9,2,2,6,1,3,1,1,6,,,,1,2
40,9,2,2,8,2,,,,,,,,,
40,9,2,2,2,1,2,1,1,2,,,,1,3
40,9,2,2,9,2,,,,,,,,,
40,10,2,1,1,2,,,,,,,,,
40,10,2,1,7,,,,,,,,,,
40,10,2,1,5,,,,,,,,,,
40,10,2,1,9,,,,,,,,,,
40,10,2,1,3,2,,,,,,,,,
40,10,2,1,4,,,,,,,,,,
40,10,2,1,2,2,,,,,,,,,
40,10,2,1,6,,,,,,,,,,
40,10,2,1,8,,,,,,,,,,
40,11,2,2,2,2,,,,,,,,,
40,11,2,2,9,2,,,,,,,,,
40,11,2,2,7,2,,,,,,,,,
40,11,2,2,5,2,,,,,,,,,
40,11,2,2,8,2,,,,,,,,,
40,11,2,2,6,2,,,,,,,,,
40,11,2,2,1,2,,,,,,,,,
40,11,2,2,4,2,,,,,,,,,
40,11,2,2,3,2,,,,,,,,,
40,12,2,14,4,2,,,,,,,,,
40,12,2,14,3,2,,,,,,,,,
40,12,2,14,2,1,3,1,1,1,,,,1,9
40,12,2,14,6,2,,,,,,,,,
40,12,2,14,8,2,,,,,,,,,
40,12,2,14,2,1,3,2,1,14,,,,1,9
40,12,2,14,7,2,,,,,,,,,
40,12,2,14,1,2,,,,,,,,,
40,12,2,14,5,2,,,,,,,,,
40,12,2,14,9,2,,,,,,,,,
40,12,2,14,2,1,3,3,1,30,,,,1,9
40,13,2,1,2,1,1,1,1,1,,,,1,4
40,13,2,1,7,2,,,,,,,,,
40,13,2,1,8,2,,,,,,,,,
40,13,2,1,4,2,,,,,,,,,
40,13,2,1,5,2,,,,,,,,,
40,13,2,1,9,2,,,,,,,,,
40,13,2,1,6,2,,,,,,,,,
40,13,2,1,3,2,,,,,,,,,
40,13,2,1,1,2,,,,,,,,,
41,1,1,1,5,2,,,,,,,,,
41,1,1,1,3,2,,,,,,,,,
41,1,1,1,8,2,,,,,,,,,
41,1,1,1,4,2,,,,,,,,,
41,1,1,1,2,2,,,,,,,,,
41,1,1,1,6,2,,,,,,,,,
41,1,1,1,7,2,,,,,,,,,
41,1,1,1,9,2,,,,,,,,,
41,1,1,1,1,2,,,,,,,,,
41,2,1,1,3,2,,,,,,,,,
41,2,1,1,4,2,,,,,,,,,
41,2,1,1,5,2,,,,,,,,,
41,2,1,1,7,2,,,,,,,,,
41,2,1,1,6,2,,,,,,,,,
41,2,1,1,9,2,,,,,,,,,
41,2,1,1,2,1,1,1,1,1,,,,1,6
41,2,1,1,1,1,1,1,1,1,,,,1,0
41,2,1,1,8,2,,,,,,,,,
41,3,1,3,3,2,,,,,,,,,
41,3,1,3,8,,,,,,,,,,
41,3,1,3,4,,,,,,,,,,
41,3,1,3,9,,,,,,,,,,
41,3,1,3,7,,,,,,,,,,
41,3,1,3,2,2,,,,,,,,,
41,3,1,3,1,2,,,,,,,,,
41,3,1,3,6,,,,,,,,,,
41,3,1,3,5,,,,,,,,,,
41,4,1,2,2,2,,,,,,,,,
41,4,1,2,7,2,,,,,,,,,
41,4,1,2,9,2,,,,,,,,,
41,4,1,2,4,2,,,,,,,,,
41,4,1,2,6,2,,,,,,,,,
41,4,1,2,8,2,,,,,,,,,
41,4,1,2,1,2,,,,,,,,,
41,4,1,2,3,1,1,1,1,2,,,,2,
41,4,1,2,5,2,,,,,,,,,
41,5,1,2,5,2,,,,,,,,,
41,5,1,2,3,2,,,,,,,,,
41,5,1,2,1,2,,,,,,,,,
41,5,1,2,9,2,,,,,,,,,
41,5,1,2,6,2,,,,,,,,,
41,5,1,2,8,2,,,,,,,,,
41,5,1,2,2,1,1,1,1,7,,,,2,
41,5,1,2,7,2,,,,,,,,,
41,5,1,2,4,2,,,,,,,,,
41,8,1,1,2,2,,,,,,,,,
41,8,1,1,8,2,,,,,,,,,
41,8,1,1,7,2,,,,,,,,,
41,8,1,1,5,2,,,,,,,,,
41,8,1,1,6,2,,,,,,,,,
41,8,1,1,4,2,,,,,,,,,
41,8,1,1,1,2,,,,,,,,,
41,8,1,1,3,2,,,,,,,,,
41,8,1,1,9,2,,,,,,,,,
41,9,1,1,3,2,,,,,,,,,
41,9,1,1,2,1,1,1,1,1,,,,2,
41,9,1,1,8,2,,,,,,,,,
41,9,1,1,7,2,,,,,,,,,
41,9,1,1,6,2,,,,,,,,,
41,9,1,1,5,2,,,,,,,,,
41,9,1,1,9,2,,,,,,,,,
41,9,1,1,1,2,,,,,,,,,
41,9,1,1,4,2,,,,,,,,,
41,10,1,3,6,1,3,1,1,4,,,,1,6
41,10,1,3,2,1,1,1,1,3,,,,1,6
41,10,1,3,8,2,,,,,,,,,
41,10,1,3,6,1,3,3,2,,2,28,3,1,6
41,10,1,3,5,2,,,,,,,,,
41,10,1,3,1,2,,,,,,,,,
41,10,1,3,7,2,,,,,,,,,
41,10,1,3,9,2,,,,,,,,,
41,10,1,3,6,1,3,2,1,6,,,,1,6
41,10,1,3,3,2,,,,,,,,,
41,10,1,3,4,2,,,,,,,,,
41,11,1,1,9,2,,,,,,,,,
41,11,1,1,6,1,1,1,1,1,,,,1,7
41,11,1,1,2,2,,,,,,,,,
41,11,1,1,8,2,,,,,,,,,
41,11,1,1,1,2,,,,,,,,,
41,11,1,1,4,2,,,,,,,,,
41,11,1,1,3,2,,,,,,,,,
41,11,1,1,5,2,,,,,,,,,
41,11,1,1,7,2,,,,,,,,,
41,12,1,1,4,2,,,,,,,,,
41,12,1,1,6,1,1,1,1,1,,,,1,6
41,12,1,1,5,2,,,,,,,,,
41,12,1,1,3,2,,,,,,,,,
41,12,1,1,1,2,,,,,,,,,
41,12,1,1,7,2,,,,,,,,,
41,12,1,1,9,2,,,,,,,,,
41,12,1,1,8,1,1,1,1,1,,,,1,7
41,12,1,1,2,2,,,,,,,,,
41,13,1,2,3,2,,,,,,,,,
41,13,1,2,4,2,,,,,,,,,
41,13,1,2,9,2,,,,,,,,,
41,13,1,2,8,2,,,,,,,,,
41,13,1,2,6,2,,,,,,,,,
41,13,1,2,1,2,,,,,,,,,
41,13,1,2,7,2,,,,,,,,,
41,13,1,2,5,2,,,,,,,,,
41,13,1,2,2,1,1,1,1,2,,,,1,10
41,14,1,1,2,1,3,1,1,3,,,,1,6
41,14,1,1,2,1,3,2,1,4,,,,1,6
41,14,1,1,7,2,,,,,,,,,
41,14,1,1,8,1,1,1,1,4,,,,1,1
41,14,1,1,6,2,,,,,,,,,
41,14,1,1,1,2,,,,,,,,,
41,14,1,1,5,2,,,,,,,,,
41,14,1,1,4,2,,,,,,,,,
41,14,1,1,9,2,,,,,,,,,
41,14,1,1,3,1,1,1,1,1,,,,2,
41,14,1,1,2,1,3,3,1,5,,,,1,6
42,2,2,2,8,2,,,,,,,,,
42,2,2,2,1,2,,,,,,,,,
42,2,2,2,6,1,3,1,1,2,,,,1,1
42,2,2,2,3,2,,,,,,,,,
42,2,2,2,2,1,3,2,1,3,,,,1,2
42,2,2,2,6,1,3,3,1,4,,,,1,1
42,2,2,2,6,1,3,2,1,3,,,,1,1
42,2,2,2,2,1,3,3,1,4,,,,1,2
42,2,2,2,4,2,,,,,,,,,
42,2,2,2,5,2,,,,,,,,,
42,2,2,2,2,1,3,1,1,2,,,,1,2
42,2,2,2,9,2,,,,,,,,,
42,2,2,2,7,2,,,,,,,,,
42,3,2,1,7,2,,,,,,,,,
42,3,2,1,3,2,,,,,,,,,
42,3,2,1,4,2,,,,,,,,,
42,3,2,1,9,2,,,,,,,,,
42,3,2,1,5,2,,,,,,,,,
42,3,2,1,1,2,,,,,,,,,
42,3,2,1,6,1,2,1,1,1,,,,1,1
42,3,2,1,6,1,2,2,1,2,,,,1,1
42,3,2,1,2,1,1,1,1,1,,,,1,2
42,3,2,1,8,2,,,,,,,,,
42,4,2,1,1,2,,,,,,,,,
42,4,2,1,6,2,,,,,,,,,
42,4,2,1,3,2,,,,,,,,,
42,4,2,1,9,2,,,,,,,,,
42,4,2,1,2,2,,,,,,,,,
42,4,2,1,8,2,,,,,,,,,
42,4,2,1,5,2,,,,,,,,,
42,4,2,1,4,2,,,,,,,,,
42,4,2,1,7,2,,,,,,,,,
42,5,2,1,1,1,1,1,2,,2,50,3,1,24
42,5,2,1,2,1,1,1,1,1,,,,1,9
42,5,2,1,8,2,,,,,,,,,
42,5,2,1,5,2,,,,,,,,,
42,5,2,1,4,2,,,,,,,,,
42,5,2,1,6,2,,,,,,,,,
42,5,2,1,9,2,,,,,,,,,
42,5,2,1,3,2,,,,,,,,,
42,5,2,1,7,2,,,,,,,,,
42,6,2,7,9,2,,,,,,,,,
42,6,2,7,4,2,,,,,,,,,
42,6,2,7,5,2,,,,,,,,,
42,6,2,7,7,2,,,,,,,,,
42,6,2,7,2,1,2,1,1,2,,,,1,2
42,6,2,7,6,1,3,2,1,7,,,,2,
42,6,2,7,3,2,,,,,,,,,
42,6,2,7,8,2,,,,,,,,,
42,6,2,7,6,1,3,1,1,1,,,,2,
42,6,2,7,1,2,,,,,,,,,
42,6,2,7,6,1,3,3,1,2,,,,2,
42,6,2,7,2,1,2,2,1,7,,,,1,2
42,7,2,1,5,2,,,,,,,,,
42,7,2,1,8,2,,,,,,,,,
42,7,2,1,9,2,,,,,,,,,
42,7,2,1,4,2,,,,,,,,,
42,7,2,1,6,2,,,,,,,,,
42,7,2,1,3,2,,,,,,,,,
42,7,2,1,7,2,,,,,,,,,
42,7,2,1,2,2,,,,,,,,,
42,7,2,1,1,2,,,,,,,,,
42,8,2,2,5,2,,,,,,,,,
42,8,2,2,2,2,,,,,,,,,
42,8,2,2,3,2,,,,,,,,,
42,8,2,2,4,2,,,,,,,,,
42,8,2,2,6,1,1,1,1,2,,,,1,2
42,8,2,2,1,2,,,,,,,,,
42,8,2,2,7,2,,,,,,,,,
42,8,2,2,8,2,,,,,,,,,
42,8,2,2,9,2,,,,,,,,,
42,9,2,2,6,2,,,,,,,,,
42,9,2,2,7,2,,,,,,,,,
42,9,2,2,9,2,,,,,,,,,
42,9,2,2,1,2,,,,,,,,,
42,9,2,2,2,2,,,,,,,,,
42,9,2,2,8,2,,,,,,,,,
42,9,2,2,5,2,,,,,,,,,
42,9,2,2,4,2,,,,,,,,,
42,9,2,2,3,2,,,,,,,,,
42,10,2,1,4,2,,,,,,,,,
42,10,2,1,1,2,,,,,,,,,
42,10,2,1,7,2,,,,,,,,,
42,10,2,1,6,2,,,,,,,,,
42,10,2,1,9,2,,,,,,,,,
42,10,2,1,5,2,,,,,,,,,
42,10,2,1,8,2,,,,,,,,,
42,10,2,1,3,1,2,1,1,1,,,,2,
42,10,2,1,3,1,2,2,1,2,,,,2,
42,10,2,1,2,2,,,,,,,,,
42,11,2,1,2,2,,,,,,,,,
42,11,2,1,6,2,,,,,,,,,
42,11,2,1,7,2,,,,,,,,,
42,11,2,1,1,2,,,,,,,,,
42,11,2,1,4,2,,,,,,,,,
42,11,2,1,3,2,,,,,,,,,
42,11,2,1,9,2,,,,,,,,,
42,11,2,1,8,2,,,,,,,,,
42,11,2,1,5,2,,,,,,,,,
42,12,2,2,5,2,,,,,,,,,
42,12,2,2,6,2,,,,,,,,,
42,12,2,2,3,2,,,,,,,,,
42,12,2,2,9,2,,,,,,,,,
42,12,2,2,7,2,,,,,,,,,
42,12,2,2,4,2,,,,,,,,,
42,12,2,2,8,2,,,,,,,,,
42,12,2,2,1,1,1,1,2,,2,48,4,2,
42,12,2,2,2,1,1,1,1,1,,,,1,6
42,13,2,3,4,2,,,,,,,,,
42,13,2,3,1,2,,,,,,,,,
42,13,2,3,7,2,,,,,,,,,
42,13,2,3,5,2,,,,,,,,,
42,13,2,3,8,2,,,,,,,,,
42,13,2,3,2,2,,,,,,,,,
42,13,2,3,6,2,,,,,,,,,
42,13,2,3,9,2,,,,,,,,,
42,13,2,3,3,2,,,,,,,,,
43,1,1,1,7,2,,,,,,,,,
43,1,1,1,9,2,,,,,,,,,
43,1,1,1,2,2,,,,,,,,,
43,1,1,1,3,2,,,,,,,,,
43,1,1,1,8,2,,,,,,,,,
43,1,1,1,4,2,,,,,,,,,
43,1,1,1,1,2,,,,,,,,,
43,1,1,1,6,2,,,,,,,,,
43,1,1,1,5,2,,,,,,,,,
43,2,1,2,8,2,,,,,,,,,
43,2,1,2,5,2,,,,,,,,,
43,2,1,2,6,1,2,1,1,1,,,,1,6
43,2,1,2,6,1,2,2,1,2,,,,1,6
43,2,1,2,4,2,,,,,,,,,
43,2,1,2,7,2,,,,,,,,,
43,2,1,2,9,2,,,,,,,,,
43,2,1,2,2,1,1,1,1,1,,,,1,6
43,2,1,2,3,2,,,,,,,,,
43,2,1,2,1,2,,,,,,,,,
43,3,1,16,3,2,,,,,,,,,
43,3,1,16,1,2,,,,,,,,,
43,3,1,16,2,2,,,,,,,,,
43,3,1,16,8,2,,,,,,,,,
43,3,1,16,9,2,,,,,,,,,
43,3,1,16,7,2,,,,,,,,,
43,3,1,16,6,2,,,,,,,,,
43,3,1,16,5,2,,,,,,,,,
43,3,1,16,4,2,,,,,,,,,
43,4,1,1,8,2,,,,,,,,,
43,4,1,1,9,2,,,,,,,,,
43,4,1,1,4,1,1,1,1,1,,,,1,6
43,4,1,1,5,2,,,,,,,,,
43,4,1,1,3,2,,,,,,,,,
43,4,1,1,6,1,1,1,1,1,,,,1,6
43,4,1,1,7,1,1,1,1,1,,,,1,6
43,4,1,1,2,1,1,1,1,1,,,,1,6
43,4,1,1,1,2,,,,,,,,,
43,5,1,3,2,1,1,1,1,1,,,,2,
43,5,1,3,7,2,,,,,,,,,
43,5,1,3,6,2,,,,,,,,,
43,5,1,3,9,2,,,,,,,,,
43,5,1,3,4,2,,,,,,,,,
43,5,1,3,1,2,,,,,,,,,
43,5,1,3,3,2,,,,,,,,,
43,5,1,3,8,2,,,,,,,,,
43,5,1,3,5,2,,,,,,,,,
43,6,1,1,8,2,,,,,,,,,
43,6,1,1,3,2,,,,,,,,,
43,6,1,1,9,2,,,,,,,,,
43,6,1,1,4,2,,,,,,,,,
43,6,1,1,2,2,,,,,,,,,
43,6,1,1,6,2,,,,,,,,,
43,6,1,1,7,2,,,,,,,,,
43,6,1,1,1,1,1,1,1,1,,,,1,1
43,6,1,1,5,2,,,,,,,,,
43,7,1,1,4,2,,,,,,,,,
43,7,1,1,2,1,2,2,1,2,,,,1,4
43,7,1,1,3,2,,,,,,,,,
43,7,1,1,6,2,,,,,,,,,
43,7,1,1,1,2,,,,,,,,,
43,7,1,1,8,2,,,,,,,,,
43,7,1,1,2,1,2,1,1,1,,,,1,4
43,7,1,1,5,2,,,,,,,,,
43,7,1,1,7,2,,,,,,,,,
43,7,1,1,9,2,,,,,,,,,
43,8,1,1,3,2,,,,,,,,,
43,8,1,1,2,1,2,2,1,2,,,,1,1
43,8,1,1,4,2,,,,,,,,,
43,8,1,1,8,2,,,,,,,,,
43,8,1,1,2,1,2,1,1,1,,,,1,1
43,8,1,1,1,2,,,,,,,,,
43,8,1,1,9,2,,,,,,,,,
43,8,1,1,5,2,,,,,,,,,
43,8,1,1,6,1,1,1,1,1,,,,1,6
43,8,1,1,7,2,,,,,,,,,
43,9,1,2,9,2,,,,,,,,,
43,9,1,2,6,1,1,1,1,2,,,,1,12
43,9,1,2,8,2,,,,,,,,,
43,9,1,2,4,2,,,,,,,,,
43,9,1,2,3,2,,,,,,,,,
43,9,1,2,7,2,,,,,,,,,
43,9,1,2,1,2,,,,,,,,,
43,9,1,2,2,2,,,,,,,,,
43,9,1,2,5,2,,,,,,,,,
43,10,1,1,3,2,,,,,,,,,
43,10,1,1,5,2,,,,,,,,,
43,10,1,1,7,2,,,,,,,,,
43,10,1,1,2,1,1,1,1,5,,,,2,
43,10,1,1,8,2,,,,,,,,,
43,10,1,1,9,2,,,,,,,,,
43,10,1,1,4,2,,,,,,,,,
43,10,1,1,6,2,,,,,,,,,
43,10,1,1,1,2,,,,,,,,,
43,11,1,1,4,2,,,,,,,,,
43,11,1,1,5,2,,,,,,,,,
43,11,1,1,8,2,,,,,,,,,
43,11,1,1,3,2,,,,,,,,,
43,11,1,1,9,2,,,,,,,,,
43,11,1,1,6,2,,,,,,,,,
43,11,1,1,7,2,,,,,,,,,
43,11,1,1,1,2,,,,,,,,,
43,11,1,1,2,1,1,1,1,1,,,,1,12
43,12,1,6,9,1,1,1,1,12,,,,1,6
43,12,1,6,1,2,,,,,,,,,
43,12,1,6,7,2,,,,,,,,,
43,12,1,6,4,2,,,,,,,,,
43,12,1,6,2,1,2,2,1,12,,,,1,3
43,12,1,6,8,2,,,,,,,,,
43,12,1,6,6,1,3,3,1,13,,,,1,3
43,12,1,6,6,1,3,2,1,6,,,,1,3
43,12,1,6,3,2,,,,,,,,,
43,12,1,6,6,1,3,1,1,3,,,,1,3
43,12,1,6,5,2,,,,,,,,,
43,12,1,6,2,1,2,1,1,6,,,,1,3
44,1,2,2,2,1,3,1,1,1,,,,2,
44,1,2,2,8,2,,,,,,,,,
44,1,2,2,9,2,,,,,,,,,
44,1,2,2,3,2,,,,,,,,,
44,1,2,2,7,2,,,,,,,,,
44,1,2,2,6,2,,,,,,,,,
44,1,2,2,1,2,,,,,,,,,
44,1,2,2,2,1,3,2,1,7,,,,2,
44,1,2,2,4,2,,,,,,,,,
44,1,2,2,5,2,,,,,,,,,
44,1,2,2,2,1,3,3,1,21,,,,2,
44,2,2,1,6,2,,,,,,,,,
44,2,2,1,9,2,,,,,,,,,
44,2,2,1,1,2,,,,,,,,,
44,2,2,1,5,2,,,,,,,,,
44,2,2,1,8,2,,,,,,,,,
44,2,2,1,2,2,,,,,,,,,
44,2,2,1,4,2,,,,,,,,,
44,2,2,1,3,2,,,,,,,,,
44,2,2,1,7,2,,,,,,,,,
44,3,2,1,6,1,3,2,1,11,,,,1,1
44,3,2,1,7,2,,,,,,,,,
44,3,2,1,6,1,3,1,1,2,,,,1,1
44,3,2,1,2,1,3,3,1,8,,,,1,2
44,3,2,1,5,2,,,,,,,,,
44,3,2,1,9,2,,,,,,,,,
44,3,2,1,1,2,,,,,,,,,
44,3,2,1,8,2,,,,,,,,,
44,3,2,1,2,1,3,2,1,6,,,,1,2
44,3,2,1,6,1,3,3,1,10,,,,1,1
44,3,2,1,2,1,3,1,1,1,,,,1,2
44,3,2,1,4,2,,,,,,,,,
44,3,2,1,3,2,,,,,,,,,
44,4,2,2,6,2,,,,,,,,,
44,4,2,2,1,2,,,,,,,,,
44,4,2,2,9,2,,,,,,,,,
44,4,2,2,3,2,,,,,,,,,
44,4,2,2,5,2,,,,,,,,,
44,4,2,2,8,2,,,,,,,,,
44,4,2,2,7,2,,,,,,,,,
44,4,2,2,4,1,1,1,1,2,,,,2,
44,4,2,2,2,2,,,,,,,,,
44,5,2,2,6,2,,,,,,,,,
44,5,2,2,3,2,,,,,,,,,
44,5,2,2,8,2,,,,,,,,,
44,5,2,2,7,2,,,,,,,,,
44,5,2,2,9,2,,,,,,,,,
44,5,2,2,5,2,,,,,,,,,
44,5,2,2,4,2,,,,,,,,,
44,5,2,2,1,2,,,,,,,,,
44,5,2,2,2,2,,,,,,,,,
44,6,2,2,2,2,,,,,,,,,
44,6,2,2,6,2,,,,,,,,,
44,6,2,2,8,2,,,,,,,,,
44,6,2,2,7,2,,,,,,,,,
44,6,2,2,9,2,,,,,,,,,
44,6,2,2,4,2,,,,,,,,,
44,6,2,2,1,2,,,,,,,,,
44,6,2,2,3,2,,,,,,,,,
44,6,2,2,5,2,,,,,,,,,
44,7,2,2,2,2,,,,,,,,,
44,7,2,2,7,2,,,,,,,,,
44,7,2,2,5,2,,,,,,,,,
44,7,2,2,1,2,,,,,,,,,
44,7,2,2,9,2,,,,,,,,,
44,7,2,2,8,2,,,,,,,,,
44,7,2,2,3,2,,,,,,,,,
44,7,2,2,4,2,,,,,,,,,
44,7,2,2,6,2,,,,,,,,,
44,8,2,1,6,1,2,1,1,1,,,,1,2
44,8,2,1,9,2,,,,,,,,,
44,8,2,1,5,2,,,,,,,,,
44,8,2,1,7,2,,,,,,,,,
44,8,2,1,2,1,2,2,1,2,,,,1,3
44,8,2,1,3,2,,,,,,,,,
44,8,2,1,4,2,,,,,,,,,
44,8,2,1,6,1,2,2,1,2,,,,1,2
44,8,2,1,2,1,2,1,1,1,,,,1,3
44,8,2,1,8,2,,,,,,,,,
44,8,2,1,1,2,,,,,,,,,
44,9,2,14,6,1,3,2,1,12,,,,1,2
44,9,2,14,4,2,,,,,,,,,
44,9,2,14,6,1,3,3,1,15,,,,1,2
44,9,2,14,2,1,1,1,1,14,,,,1,2
44,9,2,14,5,2,,,,,,,,,
44,9,2,14,6,1,3,1,1,2,,,,1,2
44,9,2,14,8,2,,,,,,,,,
44,9,2,14,7,2,,,,,,,,,
44,9,2,14,1,2,,,,,,,,,
44,9,2,14,9,2,,,,,,,,,
44,9,2,14,3,2,,,,,,,,,
44,11,2,1,3,2,,,,,,,,,
44,11,2,1,5,2,,,,,,,,,
44,11,2,1,8,2,,,,,,,,,
44,11,2,1,7,2,,,,,,,,,
44,11,2,1,1,2,,,,,,,,,
44,11,2,1,6,2,,,,,,,,,
44,11,2,1,4,2,,,,,,,,,
