"country","hhid","year","grappe","menage","vague","logem","mur","toit","sol","eauboi_ss","eauboi_sp","elec_ac","elec_ur","elec_ua","ordure","toilet","eva_toi","eva_eau","tv","fer","frigo","cuisin","ordin","decod","car","superf","grosrum","petitrum","porc","lapin","volail","sh_id_demo","sh_co_natu","sh_co_eco","sh_id_eco","sh_co_vio","sh_co_oth"
"SEN",1005,2021,10,5,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1006,2021,10,6,2,3,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
"SEN",1007,2021,10,7,2,3,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1008,2021,10,8,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
"SEN",1012,2021,10,12,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1013,2021,10,13,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1014,2021,10,14,2,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1015,2021,10,15,2,3,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1103,2021,11,3,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,,0,7,0,0,0,0,0,0,0,0,0
"SEN",1104,2021,11,4,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0
"SEN",1105,2021,11,5,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1106,2021,11,6,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1107,2021,11,7,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1108,2021,11,8,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,3,0,0,0,0,1,0,0,0,0
"SEN",1110,2021,11,10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
"SEN",1112,2021,11,12,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
"SEN",1113,2021,11,13,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,12,0,0,0,0,1,0,0,0,0
"SEN",1114,2021,11,14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,,0,3,0,0,0,0,0,0,0,0,0
"SEN",1115,2021,11,15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1201,2021,12,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1202,2021,12,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1203,2021,12,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1205,2021,12,5,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,5,0,0,0,0,0,0,0,0,0
"SEN",1206,2021,12,6,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1207,2021,12,7,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1208,2021,12,8,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1209,2021,12,9,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1211,2021,12,11,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1213,2021,12,13,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1214,2021,12,14,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1215,2021,12,15,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1301,2021,13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1303,2021,13,3,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1306,2021,13,6,1,4,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1307,2021,13,7,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1308,2021,13,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,0,3,0,0,0,0,0,0,0,0,0
"SEN",1310,2021,13,10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,,0,4,0,0,0,0,0,0,0,0,0
"SEN",1311,2021,13,11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,0,7,0,0,0,0,0,0,0,0,0
"SEN",1312,2021,13,12,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1313,2021,13,13,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1314,2021,13,14,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1315,2021,13,15,1,3,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1316,2021,13,16,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1401,2021,14,1,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1402,2021,14,2,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1403,2021,14,3,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1404,2021,14,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1405,2021,14,5,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1406,2021,14,6,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1407,2021,14,7,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1408,2021,14,8,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1409,2021,14,9,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1410,2021,14,10,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,4,0,0,0,0,0,1,0,0,0
"SEN",1411,2021,14,11,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,0,5,0,0,40,0,0,0,0,0,0
"SEN",1412,2021,14,12,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1501,2021,15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,,0,4,0,0,0,0,0,1,0,0,0
"SEN",1502,2021,15,2,1,3,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1503,2021,15,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1505,2021,15,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1506,2021,15,6,1,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1507,2021,15,7,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,,0,0,0,0,0,1,0,1,0,0,0
"SEN",1508,2021,15,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1509,2021,15,9,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1512,2021,15,12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1
"SEN",1513,2021,15,13,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1514,2021,15,14,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1515,2021,15,15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1601,2021,16,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1602,2021,16,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1603,2021,16,3,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1604,2021,16,4,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,1,0,0,0
"SEN",1605,2021,16,5,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",1606,2021,16,6,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",1607,2021,16,7,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
